task_id,method,repeat,budget,comparison_status,failure_count_before,failure_count_after,failure_count_delta,failure_pool_count_before,failure_pool_count_after
legacy_regression_seed4179802_slow_front_brake2,FBRT-NoMemory,3,20,before_missing,,19,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-NoMemory,4,20,before_missing,,18,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-NoMemory,5,20,before_missing,,19,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-NoMemory,6,20,before_missing,,18,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-NoMemory,7,20,before_missing,,19,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-NoMemory,8,20,before_missing,,19,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-NoMemory,9,20,before_missing,,19,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,0,20,compared,19.0,18.0,-1.0,68,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,1,20,before_missing,,18,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,2,20,before_missing,,20,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,3,20,before_missing,,19,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,4,20,before_missing,,19,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,5,20,before_missing,,18,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,6,20,before_missing,,18,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,7,20,before_missing,,20,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,8,20,before_missing,,19,,,68
legacy_regression_seed4179802_slow_front_brake2,FBRT-Memory,9,20,before_missing,,19,,,68
legacy_regression_seed4179803_merge_blind06,Random,0,20,compared,3.0,3.0,0.0,11,11
legacy_regression_seed4179803_merge_blind06,Random,1,20,compared,4.0,0.0,-4.0,11,11
legacy_regression_seed4179803_merge_blind06,Random,2,20,compared,2.0,4.0,2.0,11,11
legacy_regression_seed4179803_merge_blind06,Random,3,20,compared,1.0,5.0,4.0,11,11
legacy_regression_seed4179803_merge_blind06,Random,4,20,compared,3.0,2.0,-1.0,11,11
legacy_regression_seed4179803_merge_blind06,Random,5,20,compared,2.0,2.0,0.0,11,11
legacy_regression_seed4179803_merge_blind06,Random,6,20,compared,3.0,3.0,0.0,11,11
legacy_regression_seed4179803_merge_blind06,Random,7,20,compared,3.0,4.0,1.0,11,11
legacy_regression_seed4179803_merge_blind06,Random,8,20,compared,2.0,2.0,0.0,11,11
legacy_regression_seed4179803_merge_blind06,Random,9,20,compared,1.0,3.0,2.0,11,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,0,20,compared,10.0,10.0,0.0,11,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,1,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,2,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,3,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,4,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,5,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,6,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,7,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,8,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,HistoryRank-UCB-v2,9,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,0,20,compared,4.0,10.0,6.0,11,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,1,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,2,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,3,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,4,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,5,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,6,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,7,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,8,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FailureDistance-v2,9,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,0,20,compared,4.0,4.0,0.0,11,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,1,20,before_missing,,5,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,2,20,before_missing,,5,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,3,20,before_missing,,4,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,4,20,before_missing,,5,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,5,20,before_missing,,5,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,6,20,before_missing,,6,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,7,20,before_missing,,5,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,8,20,before_missing,,5,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-NoMemory,9,20,before_missing,,5,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,0,20,compared,7.0,10.0,3.0,11,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,1,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,2,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,3,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,4,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,5,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,6,20,before_missing,,11,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,7,20,before_missing,,10,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,8,20,before_missing,,9,,,11
legacy_regression_seed4179803_merge_blind06,FBRT-Memory,9,20,before_missing,,11,,,11
legacy_regression_seed4179803_merge_brake2,Random,0,20,compared,1.0,0.0,-1.0,4,4
legacy_regression_seed4179803_merge_brake2,Random,1,20,compared,1.0,1.0,0.0,4,4
legacy_regression_seed4179803_merge_brake2,Random,2,20,compared,2.0,2.0,0.0,4,4
legacy_regression_seed4179803_merge_brake2,Random,3,20,compared,0.0,0.0,0.0,4,4
legacy_regression_seed4179803_merge_brake2,Random,4,20,compared,1.0,0.0,-1.0,4,4
legacy_regression_seed4179803_merge_brake2,Random,5,20,compared,0.0,0.0,0.0,4,4
legacy_regression_seed4179803_merge_brake2,Random,6,20,compared,2.0,1.0,-1.0,4,4
legacy_regression_seed4179803_merge_brake2,Random,7,20,compared,0.0,0.0,0.0,4,4
legacy_regression_seed4179803_merge_brake2,Random,8,20,compared,1.0,2.0,1.0,4,4
legacy_regression_seed4179803_merge_brake2,Random,9,20,compared,1.0,0.0,-1.0,4,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,0,20,compared,4.0,4.0,0.0,4,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,1,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,2,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,3,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,4,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,5,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,6,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,7,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,8,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,HistoryRank-UCB-v2,9,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,0,20,compared,4.0,4.0,0.0,4,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,1,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,2,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,3,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,4,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,5,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,6,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,7,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,8,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FailureDistance-v2,9,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,0,20,compared,3.0,2.0,-1.0,4,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,1,20,before_missing,,3,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,2,20,before_missing,,2,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,3,20,before_missing,,2,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,4,20,before_missing,,2,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,5,20,before_missing,,2,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,6,20,before_missing,,3,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,7,20,before_missing,,1,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,8,20,before_missing,,3,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-NoMemory,9,20,before_missing,,2,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,0,20,compared,2.0,4.0,2.0,4,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,1,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,2,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,3,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,4,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,5,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,6,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,7,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,8,20,before_missing,,4,,,4
legacy_regression_seed4179803_merge_brake2,FBRT-Memory,9,20,before_missing,,4,,,4
legacy_regression_seed4179803_slow_front_brake2,Random,0,20,compared,10.0,14.0,4.0,68,68
legacy_regression_seed4179803_slow_front_brake2,Random,1,20,compared,10.0,14.0,4.0,68,68
legacy_regression_seed4179803_slow_front_brake2,Random,2,20,compared,14.0,10.0,-4.0,68,68
legacy_regression_seed4179803_slow_front_brake2,Random,3,20,compared,13.0,16.0,3.0,68,68
legacy_regression_seed4179803_slow_front_brake2,Random,4,20,compared,15.0,17.0,2.0,68,68
legacy_regression_seed4179803_slow_front_brake2,Random,5,20,compared,15.0,13.0,-2.0,68,68
legacy_regression_seed4179803_slow_front_brake2,Random,6,20,compared,10.0,14.0,4.0,68,68
legacy_regression_seed4179803_slow_front_brake2,Random,7,20,compared,14.0,12.0,-2.0,68,68
legacy_regression_seed4179803_slow_front_brake2,Random,8,20,compared,12.0,14.0,2.0,68,68
legacy_regression_seed4179803_slow_front_brake2,Random,9,20,compared,11.0,14.0,3.0,68,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,0,20,compared,18.0,18.0,0.0,68,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,1,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,2,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,3,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,4,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,5,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,6,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,7,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,8,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,HistoryRank-UCB-v2,9,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,0,20,compared,18.0,15.0,-3.0,68,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,1,20,before_missing,,14,,,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,2,20,before_missing,,14,,,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,3,20,before_missing,,14,,,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,4,20,before_missing,,14,,,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,5,20,before_missing,,15,,,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,6,20,before_missing,,14,,,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,7,20,before_missing,,14,,,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,8,20,before_missing,,15,,,68
legacy_regression_seed4179803_slow_front_brake2,FailureDistance-v2,9,20,before_missing,,14,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,0,20,compared,19.0,19.0,0.0,68,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,1,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,2,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,3,20,before_missing,,17,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,4,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,5,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,6,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,7,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,8,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-NoMemory,9,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,0,20,compared,18.0,19.0,1.0,68,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,1,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,2,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,3,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,4,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,5,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,6,20,before_missing,,18,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,7,20,before_missing,,19,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,8,20,before_missing,,17,,,68
legacy_regression_seed4179803_slow_front_brake2,FBRT-Memory,9,20,before_missing,,19,,,68
compact_regression_mobil_ref_to_rear_guard_off,Random,0,20,compared,3.0,2.0,-1.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,Random,1,20,compared,2.0,4.0,2.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,Random,2,20,compared,1.0,2.0,1.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,Random,3,20,compared,1.0,3.0,2.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,Random,4,20,compared,6.0,4.0,-2.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,Random,5,20,compared,3.0,4.0,1.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,Random,6,20,compared,3.0,2.0,-1.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,Random,7,20,compared,2.0,2.0,0.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,Random,8,20,compared,0.0,5.0,5.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,Random,9,20,compared,6.0,0.0,-6.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,0,20,compared,8.0,8.0,0.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,1,20,before_missing,,7,,,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,2,20,before_missing,,6,,,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,3,20,before_missing,,7,,,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,4,20,before_missing,,7,,,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,5,20,before_missing,,7,,,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,6,20,before_missing,,6,,,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,7,20,before_missing,,8,,,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,8,20,before_missing,,8,,,12
compact_regression_mobil_ref_to_rear_guard_off,HistoryRank-UCB-v2,9,20,before_missing,,8,,,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,0,20,compared,1.0,12.0,11.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,1,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,2,20,before_missing,,11,,,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,3,20,before_missing,,11,,,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,4,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,5,20,before_missing,,11,,,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,6,20,before_missing,,10,,,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,7,20,before_missing,,8,,,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,8,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FailureDistance-v2,9,20,before_missing,,1,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,0,20,compared,12.0,11.0,-1.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,1,20,before_missing,,11,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,2,20,before_missing,,11,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,3,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,4,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,5,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,6,20,before_missing,,10,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,7,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,8,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-NoMemory,9,20,before_missing,,10,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,0,20,compared,10.0,11.0,1.0,12,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,1,20,before_missing,,11,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,2,20,before_missing,,11,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,3,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,4,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,5,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,6,20,before_missing,,10,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,7,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,8,20,before_missing,,12,,,12
compact_regression_mobil_ref_to_rear_guard_off,FBRT-Memory,9,20,before_missing,,10,,,12
compact_regression_ppo_ref_to_obs_age020,Random,0,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,Random,1,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,Random,2,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,Random,3,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,Random,4,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,Random,5,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,Random,6,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,Random,7,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,Random,8,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,Random,9,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,0,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,1,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,2,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,3,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,4,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,5,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,6,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,7,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,8,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,HistoryRank-UCB-v2,9,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,0,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,1,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,2,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,3,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,4,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,5,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,6,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,7,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,8,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FailureDistance-v2,9,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,0,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,1,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,2,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,3,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,4,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,5,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,6,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,7,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,8,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-NoMemory,9,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,0,20,compared,0.0,0.0,0.0,0,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,1,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,2,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,3,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,4,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,5,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,6,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,7,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,8,20,before_missing,,0,,,0
compact_regression_ppo_ref_to_obs_age020,FBRT-Memory,9,20,before_missing,,0,,,0
cross_agent_Random_mobil_to_next,Random,0,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,0,20,compared,5.0,5.0,0.0,19,19
cross_agent_Random_mobil_to_next,Random,1,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,1,20,compared,2.0,2.0,0.0,19,19
cross_agent_Random_mobil_to_next,Random,2,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,2,20,compared,5.0,5.0,0.0,19,19
cross_agent_Random_mobil_to_next,Random,3,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,3,20,compared,4.0,4.0,0.0,19,19
cross_agent_Random_mobil_to_next,Random,4,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,4,20,compared,5.0,5.0,0.0,19,19
cross_agent_Random_mobil_to_next,Random,5,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,5,20,compared,5.0,5.0,0.0,19,19
cross_agent_Random_mobil_to_next,Random,6,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,6,20,compared,3.0,3.0,0.0,19,19
cross_agent_Random_mobil_to_next,Random,7,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,7,20,compared,4.0,4.0,0.0,19,19
cross_agent_Random_mobil_to_next,Random,8,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,8,20,compared,4.0,4.0,0.0,19,19
cross_agent_Random_mobil_to_next,Random,9,20,compared,0.0,0.0,0.0,0,0
cross_agent_Random_ppo_ref_after_mobil,Random,9,20,compared,6.0,6.0,0.0,19,19
