#{"t_start": 1784477946.4592388, "env_id": "None"}
r,l,t
212.201324,35,1369.557018
213.48463,29,1369.81477
207.94,37,1370.17721
211.665425,38,1370.45156
212.320922,37,1370.729035
213.238151,29,1370.961646
211.980644,35,1371.239557
209.415535,39,1371.539913
213.944355,33,1371.793475
8.145807,26,1372.010444
211.849379,30,1372.252988
207.910611,29,1372.478253
212.523817,29,1372.709867
211.514257,28,1372.935525
210.153468,31,1373.268621
212.957556,35,1373.612149
211.089181,32,1373.869719
213.243444,28,1374.083274
211.232432,29,1374.313696
214.455171,33,1374.578259
211.459944,29,1374.817647
6.191103,26,1374.942685
211.76882,32,1375.214023
211.359875,32,1375.529867
213.742322,36,1375.937968
211.938157,33,1376.177075
212.888694,30,1376.445116
211.340089,31,1376.661238
214.582798,28,1376.811841
211.2948,32,1377.040845
211.509622,30,1377.249601
213.46042,29,1377.462707
213.60255,28,1377.672534
208.105476,37,1377.916946
213.757793,28,1378.114988
211.382809,30,1378.317784
208.932619,25,1378.520488
208.526639,25,1378.738189
4.674707,28,1378.971561
5.557666,26,1379.110588
210.529866,31,1379.388267
213.169619,31,1379.648185
208.361736,36,1379.903241
212.414554,32,1380.146922
213.00735,30,1380.396388
208.914155,34,1380.696696
211.327115,31,1381.001693
212.336927,27,1381.212131
210.728182,33,1381.460477
214.396374,31,1381.712764
212.904867,34,1381.965648
212.367909,28,1382.173291
8.434034,28,1382.385176
205.12627,38,1382.715072
213.074348,28,1383.033541
210.907915,36,1383.313903
213.378007,29,1383.551088
212.512638,30,1383.787361
207.869043,32,1384.001145
214.449858,31,1384.222728
212.966391,33,1384.464095
215.2488,34,1384.711069
210.652339,34,1385.031342
211.60667,31,1385.278859
211.62662,32,1385.525725
213.985221,27,1385.756088
205.777921,32,1385.999928
214.848517,30,1386.220963
211.22726,29,1386.427331
211.46594,31,1386.652461
214.643783,34,1386.97371
211.546237,34,1387.234994
207.493577,39,1387.507147
212.933305,36,1387.769695
213.405985,30,1388.000351
210.468135,35,1388.256899
213.825157,27,1388.482597
212.619134,32,1388.720862
206.359793,43,1389.170239
212.609868,32,1389.482201
212.272406,29,1389.776038
205.671372,40,1390.145467
212.295155,35,1390.406137
208.272824,39,1390.688837
212.844316,29,1390.928966
214.004632,28,1391.164546
215.215129,30,1391.403763
214.327269,29,1391.643925
212.058982,31,1391.859965
210.847555,36,1392.126863
213.758501,26,1392.247451
212.169413,32,1392.500922
212.147254,34,1392.826617
213.760932,27,1392.963691
6.995884,30,1393.201694
206.176538,38,1393.540967
209.593679,35,1393.798834
8.891265,29,1394.0758
211.243151,34,1394.339213
214.766787,33,1394.606704
210.833232,32,1394.862993
210.022927,33,1395.138671
2.317011,29,1395.383619
204.196532,35,1395.658667
213.749802,26,1395.787745
210.96154,31,1396.028293
211.884612,33,1396.269849
214.257219,32,1396.516516
212.072144,34,1396.840119
213.714007,32,1397.120561
215.009434,29,1397.276797
213.960154,26,1397.494135
210.83134,30,1397.72159
211.125212,31,1397.982116
212.905475,29,1398.196299
213.398487,28,1398.406828
212.631113,32,1398.670415
211.16103,33,1398.924123
213.786252,33,1399.191392
208.705763,38,1399.469129
210.180576,34,1399.708214
214.150906,32,1399.962755
211.71659,29,1400.186855
7.568595,26,1400.391996
205.535656,38,1400.648734
209.470976,40,1401.018382
213.935749,33,1401.27396
206.457491,38,1401.596934
208.723522,36,1401.848631
212.920066,32,1402.09433
214.129227,29,1402.327744
213.512814,27,1402.473221
-0.024179,16,1402.655689
214.078409,33,1402.934516
214.721439,28,1403.187875
214.779377,31,1403.543755
214.304992,28,1403.758046
212.931614,32,1404.007661
213.40804,32,1404.247944
211.709898,32,1404.476283
211.537495,34,1404.750847
210.930347,28,1404.953908
211.359714,29,1405.16315
5.23453,21,1405.275005
210.094689,36,1405.619204
212.384234,31,1405.848918
211.420466,37,1406.12495
213.882405,24,1406.318591
210.195514,27,1406.518891
212.703348,35,1406.786569
214.520941,25,1406.995153
213.453569,26,1407.22311
212.304138,26,1407.424346
214.099859,33,1407.685106
211.094168,29,1407.9286
204.55883,34,1408.227382
5.990886,32,1408.486543
213.440895,31,1408.738378
213.135415,31,1408.97952
214.388834,33,1409.243368
4.198574,33,1409.469551
208.57638,42,1409.777024
213.738089,26,1409.986128
213.187454,35,1410.325524
214.124529,25,1410.526421
204.854535,35,1410.796999
210.751414,32,1411.053374
212.568466,26,1411.199047
213.632126,30,1411.463518
212.518268,34,1411.730949
213.358733,28,1411.962366
212.049441,39,1412.34027
210.322953,34,1412.603772
212.113471,29,1412.841616
213.927427,26,1412.973662
210.417846,31,1413.242537
210.704886,31,1413.563251
211.762952,30,1413.826016
210.186022,32,1414.062974
7.259277,24,1414.255272
213.640226,28,1414.476993
213.053251,37,1414.771229
212.530027,30,1415.026757
215.488401,29,1415.282885
212.845521,32,1415.536495
209.336255,30,1415.795346
213.68337,30,1416.050425
208.498242,29,1416.278696
213.511651,28,1416.513984
213.535778,27,1416.645336
207.456005,31,1416.875283
214.159755,30,1417.115717
215.714713,31,1417.397808
211.855386,32,1417.737247
214.844065,28,1418.018064
213.80272,34,1418.292596
207.01493,37,1418.573891
211.679931,34,1418.860212
213.56998,29,1419.091969
212.155984,33,1419.359085
212.125352,32,1419.605607
211.46256,34,1419.862591
212.055507,28,1420.099145
213.128493,28,1420.323362
214.891024,28,1420.548364
214.601314,31,1420.80625
212.336639,36,1421.084511
215.037525,34,1421.422747
213.151819,35,1421.685996
212.508454,34,1421.970135
212.330832,27,1422.179978
212.661689,32,1422.412552
209.355271,41,1422.725316
211.742171,29,1422.963289
211.922315,33,1423.231921
213.062963,29,1423.48027
211.776449,34,1423.761449
212.768889,34,1424.0476
211.864142,33,1424.304338
215.216952,29,1424.53232
212.483967,34,1424.813488
203.742875,35,1425.16283
214.457269,26,1425.308722
214.357534,24,1425.519754
211.93106,32,1425.792166
6.447627,32,1426.121282
214.816285,33,1426.380278
211.187816,33,1426.628703
204.894573,31,1426.893666
210.481112,38,1427.199157
213.730418,26,1427.425758
213.61042,26,1427.640775
209.597468,35,1427.896935
213.131382,35,1428.162841
213.837835,28,1428.40075
215.301313,36,1428.672212
213.008248,37,1428.960796
215.193259,30,1429.27722
213.180603,37,1429.630351
214.814437,28,1429.844494
211.266867,35,1430.107324
212.687092,26,1430.310384
214.62041,31,1430.55077
214.102584,36,1430.837305
212.868103,32,1431.106983
211.897769,35,1431.378806
213.313614,28,1431.60659
211.859558,29,1431.854186
213.0765,37,1432.191446
214.732008,32,1432.437031
207.833451,29,1432.658609
211.436122,33,1432.901281
211.343191,33,1433.152823
211.602681,31,1433.391473
211.828651,33,1433.634524
214.401752,27,1433.851133
209.369227,39,1434.216817
210.242726,37,1434.490161
211.379781,34,1434.806124
206.71904,44,1435.141537
213.48116,33,1435.420828
211.446,30,1435.663783
214.011109,25,1435.871178
5.589569,31,1436.116661
213.386554,28,1436.267931
212.894405,27,1436.478322
211.263534,30,1436.767192
211.606651,31,1437.009418
211.97715,32,1437.26292
214.834466,27,1437.483536
209.453337,37,1437.742856
211.850236,31,1437.975094
209.197574,36,1438.233979
211.402105,34,1438.483194
211.51278,32,1438.778861
209.719904,34,1439.023067
208.346494,37,1439.363615
212.152334,35,1439.623444
210.874272,31,1439.877677
211.644792,29,1440.109728
211.388216,29,1440.261904
214.365551,29,1440.5069
211.77719,26,1440.775072
8.69212,24,1440.971924
211.976112,31,1441.198354
208.595527,25,1441.416394
211.482225,33,1441.678384
211.133272,33,1441.93117
209.612212,38,1442.194381
211.229408,32,1442.436922
213.495508,24,1442.702571
213.596213,31,1442.96937
209.427257,35,1443.211872
210.966316,34,1443.458403
212.007899,31,1443.707993
212.62195,30,1443.952384
210.901706,29,1444.176028
213.594012,37,1444.44103
213.776177,28,1444.65023
211.966731,29,1444.853197
214.478222,33,1445.095364
211.912417,35,1445.365854
213.666585,30,1445.571709
214.165794,34,1445.861875
209.138121,35,1446.116688
205.809255,34,1446.361412
213.766551,29,1446.603741
205.845559,30,1446.840588
211.866337,34,1447.108452
211.910308,34,1447.377329
8.304491,25,1447.594877
211.673337,29,1447.80752
214.636616,27,1447.942267
211.845796,30,1448.175599
213.751386,31,1448.420348
212.1604,30,1448.646215
215.223951,35,1448.973024
213.167078,31,1449.19311
212.106834,32,1449.447662
212.137943,31,1449.689629
209.366405,38,1449.956918
214.532231,36,1450.303052
215.084941,35,1450.575593
210.962675,30,1450.920278
213.214395,27,1451.064764
214.48193,30,1451.30945
212.283692,33,1451.598608
214.182236,29,1451.811233
210.210583,37,1452.060939
212.375254,34,1452.405885
208.330992,39,1452.670508
214.886018,26,1452.879021
212.676874,30,1453.048581
214.862946,31,1453.304436
209.954086,27,1453.524616
214.956135,30,1453.800821
213.953914,31,1454.139947
213.903799,33,1454.381504
211.852725,31,1454.608067
214.791397,31,1454.848496
213.051248,32,1455.112901
211.979398,32,1455.358659
206.882348,33,1455.63216
211.603169,30,1455.892452
208.357777,31,1456.126565
213.114774,30,1456.347153
212.321227,35,1456.593099
212.764821,35,1456.873437
208.485998,38,1457.160569
211.508481,29,1457.396096
7.487777,31,1457.660029
8.270877,27,1457.881496
207.513886,30,1458.11424
212.232178,33,1458.376466
214.392106,35,1458.647368
2.939906,35,1458.891456
212.446977,28,1459.175615
213.391617,33,1459.416146
209.214746,38,1459.679735
211.557626,30,1459.904788
214.567259,28,1460.116796
7.450228,22,1460.317533
210.929122,33,1460.563932
212.034272,38,1460.851295
213.217097,37,1461.145575
212.807241,33,1461.395221
212.799372,33,1461.642032
206.406079,41,1462.024932
211.883944,32,1462.258106
207.264907,33,1462.519947
214.204672,27,1462.649237
211.309549,35,1463.076866
210.579677,36,1463.344347
212.311354,30,1463.566445
211.394494,30,1463.807575
211.315839,30,1464.044337
213.440097,31,1464.220788
213.033066,35,1464.57144
211.210559,36,1464.828946
213.185609,34,1465.104577
210.856174,35,1465.364316
213.402394,35,1465.635423
214.165235,27,1465.866477
211.994027,32,1466.128752
207.143689,36,1466.396255
206.985333,37,1466.662094
211.483928,30,1466.896991
211.781854,33,1467.243491
212.987825,28,1467.50771
211.380057,29,1467.715071
210.576782,29,1467.945951
214.461862,28,1468.177127
212.142278,33,1468.420505
211.709246,36,1468.707784
211.397715,38,1469.004175
207.925789,35,1469.269867
214.040085,30,1469.514641
213.345229,27,1469.748418
212.003445,27,1469.969921
214.342168,27,1470.187584
207.552049,44,1470.521029
214.708055,31,1470.836276
208.208411,37,1471.158679
211.051258,32,1471.392769
210.477947,32,1471.623454
213.338271,30,1471.842722
214.378206,33,1472.100414
211.910871,34,1472.370723
211.799123,30,1472.595765
212.163624,35,1472.859174
212.097448,29,1473.096857
212.930665,33,1473.323179
211.196038,36,1473.583899
208.635385,36,1473.837272
212.819009,33,1474.094376
212.24399,36,1474.378613
215.199279,29,1474.603128
212.019479,34,1474.855109
213.999837,27,1475.135992
214.945583,34,1475.398903
212.32486,29,1475.633931
213.688976,28,1475.860144
209.870922,40,1476.156904
215.336529,34,1476.407148
212.894126,34,1476.676139
212.714118,31,1476.932802
211.529125,30,1477.161006
212.208431,29,1477.385556
214.798537,27,1477.595056
208.532998,35,1477.845585
212.866494,30,1478.063882
211.933141,31,1478.296942
209.994551,39,1478.590339
215.384167,31,1478.891354
215.579948,31,1479.179502
215.677812,34,1479.432744
212.220624,31,1479.652267
213.605827,34,1479.890584
211.994803,30,1480.145555
213.482315,31,1480.39442
209.454554,29,1480.639658
214.613779,30,1480.876996
211.990316,30,1481.091545
9.310657,30,1481.319602
213.233488,25,1481.528093
215.18564,28,1481.736053
216.191165,31,1481.991471
213.257201,29,1482.219651
205.390022,36,1482.477035
207.351744,38,1482.743522
214.933459,29,1483.066688
211.990497,35,1483.328623
208.427306,36,1483.583762
209.102072,32,1483.837332
208.206722,29,1484.072481
215.403171,29,1484.315534
212.22031,34,1484.586454
214.159949,31,1484.828246
208.342442,41,1485.106051
213.241519,37,1485.375039
214.7491,36,1485.637028
211.037659,38,1486.002819
213.242612,33,1486.247271
213.198714,32,1486.487878
208.756596,27,1486.610078
213.052983,34,1486.923271
213.779944,30,1487.19817
209.925831,38,1487.563069
212.918677,35,1487.812651
214.632554,32,1488.082296
213.061312,35,1488.347096
212.363631,27,1488.578686
215.664088,30,1488.817349
213.704851,28,1488.972401
211.497466,30,1489.24737
212.921654,31,1489.542191
213.605208,33,1489.79121
211.002813,35,1490.054322
211.634423,36,1490.3996
211.402332,32,1490.633074
212.91363,34,1490.888324
215.434749,36,1491.158192
213.474356,30,1491.461805
207.394348,39,1491.737469
212.93565,31,1491.978229
212.576847,34,1492.247402
208.771135,45,1492.578753
215.281549,31,1492.824162
211.83372,33,1493.081312
211.164226,35,1493.337602
211.697932,34,1493.675362
213.476348,32,1493.946344
212.732567,31,1494.180021
210.818504,35,1494.479327
213.640972,30,1494.70693
211.836444,35,1494.988426
215.797416,33,1495.254613
214.494349,29,1495.470999
212.351671,38,1495.765533
212.231938,34,1496.02298
211.511243,33,1496.272595
210.746894,37,1496.546419
214.778378,28,1496.782788
212.246215,33,1497.043676
212.51527,30,1497.320498
213.293563,32,1497.557002
212.310974,33,1497.806094
211.710186,36,1498.063048
214.329463,33,1498.299435
208.088745,40,1498.587548
214.861968,36,1498.843506
212.395079,32,1499.077107
208.897368,38,1499.483336
212.435562,41,1499.786871
210.545451,32,1500.027667
212.901481,28,1500.25522
213.499635,31,1500.525109
209.337208,27,1500.759839
205.04081,34,1501.007224
213.686889,27,1501.150869
212.001115,34,1501.488784
213.22979,32,1501.717825
212.168049,35,1501.980408
214.582115,36,1502.269597
213.669822,32,1502.636129
211.293477,32,1502.96455
212.119136,34,1503.279832
215.979077,31,1503.51893
212.314315,28,1503.732827
213.277628,37,1504.025107
215.703542,32,1504.276943
212.171689,34,1504.555
213.52287,38,1504.855039
211.989547,31,1505.106938
212.507378,28,1505.384444
213.841325,26,1505.651896
214.831218,34,1505.912766
211.999926,36,1506.172778
208.943781,38,1506.438184
212.743771,32,1506.679527
213.644363,33,1506.934693
213.645792,31,1507.161848
211.396155,34,1507.388222
213.600332,32,1507.665728
215.777438,33,1507.992313
216.187411,32,1508.260534
210.626584,34,1508.484323
211.707501,30,1508.721483
215.594127,29,1508.967234
212.509089,30,1509.216745
214.769991,29,1509.440817
215.009513,30,1509.678245
212.138508,35,1510.020918
209.984459,42,1510.369025
211.142228,33,1510.611891
5.396742,29,1510.827608
213.971844,32,1511.079316
211.208094,29,1511.29791
212.413425,31,1511.534827
211.687278,33,1511.792925
214.6414,32,1512.057827
212.178928,34,1512.365309
214.662931,32,1512.608758
211.514842,33,1512.852393
213.7373,36,1513.131709
213.316348,31,1513.352735
212.965041,32,1513.594815
214.343115,29,1513.803363
213.324205,33,1514.062543
214.931874,34,1514.38584
212.950238,30,1514.622744
214.458622,29,1514.853092
214.353831,33,1515.132329
215.289326,30,1515.3759
214.424792,27,1515.602154
215.139429,29,1515.83131
212.780267,35,1516.085426
209.332767,45,1516.411107
210.812623,37,1516.806323
212.876684,34,1517.083376
205.564515,32,1517.313809
209.83209,33,1517.571815
211.242721,33,1517.841434
213.203044,30,1518.118137
210.589156,35,1518.379392
211.961688,34,1518.650247
213.823386,32,1518.890508
212.878662,36,1519.144586
212.999233,33,1522.112801
208.89547,38,1522.474602
212.947202,32,1522.795306
212.912989,32,1523.124395
214.5148,32,1523.376045
214.611518,36,1523.655465
210.134611,38,1523.91838
210.133246,38,1524.194163
211.357391,31,1524.434049
208.926849,36,1524.721714
214.602669,26,1524.94219
211.652634,35,1525.206173
211.475175,35,1525.472608
212.776392,33,1525.727863
213.930173,37,1526.020688
210.356639,38,1526.399499
212.99353,28,1526.624624
215.070751,31,1526.949604
212.99961,30,1527.158458
211.727904,33,1527.489403
211.842558,34,1527.882219
212.44587,34,1528.158049
212.43181,34,1528.421659
211.5592,34,1528.682052
213.908498,34,1528.949902
214.274295,31,1529.19185
212.884119,30,1529.42859
209.989273,37,1529.679312
215.369723,32,1529.926275
210.430871,37,1530.175719
213.303086,32,1530.421242
211.500239,30,1530.702994
214.203246,25,1530.914577
213.050293,31,1531.143229
209.047664,36,1531.40464
212.076403,32,1531.64351
212.233109,34,1531.896736
212.522075,34,1532.155613
212.347409,34,1532.409626
211.679486,33,1532.712811
8.463811,28,1532.929697
214.213519,26,1533.132248
211.705612,30,1533.353424
211.896369,32,1533.585251
215.516351,30,1533.820745
209.234666,38,1534.070847
207.253016,38,1534.340671
214.608324,32,1534.567741
212.42881,34,1534.878424
214.691959,34,1535.153719
214.308832,34,1535.384012
215.601489,34,1535.621955
212.805849,33,1535.850858
209.785476,38,1536.117039
213.864338,28,1536.342403
213.689892,27,1536.568241
212.10678,33,1536.838142
212.284719,29,1537.071276
211.451423,33,1537.321551
211.713962,33,1537.559138
214.281972,32,1537.803742
215.018418,28,1538.034372
211.74511,34,1538.348947
215.383737,29,1538.572308
211.94549,30,1538.811252
214.395989,31,1539.042161
209.913304,38,1539.303147
213.300167,36,1539.595279
213.866953,36,1539.856327
206.967207,34,1540.106173
206.383148,31,1540.359815
8.439307,25,1540.589739
2.327944,34,1540.84461
212.288455,32,1541.111004
212.741719,37,1541.401878
212.506849,38,1541.736746
215.636276,31,1541.988914
214.890112,34,1542.273477
5.12363,31,1542.513014
211.795686,34,1542.770988
209.327665,34,1543.05829
207.19325,37,1543.308474
213.630143,31,1543.526061
214.454741,34,1543.779332
214.138327,36,1544.051064
213.121079,31,1544.301561
209.47441,30,1544.535684
212.396108,32,1544.798071
214.212314,32,1545.063703
212.540708,29,1545.278936
212.192631,33,1545.525732
214.181791,34,1545.765589
212.257442,32,1546.009041
215.330725,32,1546.316183
214.040524,32,1546.544946
213.570478,34,1546.805368
214.354404,28,1547.039541
208.027859,37,1547.287545
212.242701,32,1547.52237
213.53808,33,1547.763616
8.397897,25,1547.962283
213.536284,33,1548.296862
214.984899,28,1548.499194
212.874217,29,1548.718306
203.721445,36,1548.974159
213.95132,30,1549.19977
209.103334,39,1549.472362
214.301365,30,1549.69163
210.920117,36,1549.937337
213.968475,38,1550.249594
212.089763,41,1550.604226
213.574833,34,1550.943291
214.574751,31,1551.083963
213.992512,32,1551.311183
214.567886,27,1551.514919
214.169186,30,1551.737987
209.391268,35,1551.98015
211.942664,31,1552.229471
214.832738,33,1552.548196
207.754039,37,1552.877447
211.21307,37,1553.144145
212.687477,32,1553.37789
214.074882,37,1553.622059
213.011207,35,1553.869213
214.370743,29,1554.086557
210.661641,33,1554.328085
212.403146,25,1554.535499
206.988495,36,1554.847731
213.226097,35,1555.100847
212.555273,37,1555.346867
213.602236,38,1555.615177
211.83211,37,1555.887902
213.455631,30,1556.13133
213.17924,29,1556.350044
213.222087,28,1556.571727
214.649481,27,1556.79826
214.513975,27,1557.052505
208.553661,34,1557.29246
209.347076,35,1557.537371
213.969936,31,1557.786666
211.323071,41,1558.100607
208.273411,43,1558.631817
212.97707,38,1558.926194
211.874175,36,1559.193786
211.152294,32,1559.436948
214.379642,33,1559.69192
212.158135,32,1559.944981
214.289486,29,1560.179432
210.669034,35,1560.442696
212.936095,32,1560.694229
215.211837,31,1560.956292
213.209164,31,1561.185107
213.96912,31,1561.41358
213.990461,31,1561.648351
213.006282,35,1561.919389
214.645757,29,1562.13922
212.316073,37,1562.411885
215.765383,32,1562.732111
216.198097,33,1562.994929
214.192828,30,1563.220824
213.220033,33,1563.490073
215.029838,33,1563.753262
211.647221,33,1564.004822
212.432224,34,1564.283076
212.376236,34,1564.529637
212.074636,38,1564.804953
213.677004,32,1565.055863
209.785711,37,1565.321666
210.14448,36,1565.665408
210.923719,34,1565.911191
213.780513,26,1566.02994
212.107553,34,1566.273757
212.793471,29,1566.505048
211.947439,34,1566.771094
214.273044,34,1567.192393
212.848325,35,1567.463165
211.621615,36,1567.721687
212.656588,32,1567.970165
215.138427,33,1568.243348
211.770582,32,1568.578249
212.710405,34,1568.842625
213.053693,29,1569.074671
214.466189,30,1569.298722
215.345919,34,1569.556711
213.441568,31,1569.792782
211.80015,34,1570.042063
214.570688,32,1570.288515
213.039162,33,1570.547961
205.88796,40,1570.831427
213.699987,31,1571.130642
210.162399,36,1571.387607
215.092524,30,1571.623913
213.765281,33,1571.882333
215.385515,32,1572.122151
213.767089,31,1572.364836
213.136207,32,1572.622326
212.841587,30,1572.863019
213.739531,28,1573.092942
212.81151,31,1573.338065
212.838055,30,1573.578015
213.827998,30,1573.797582
214.270041,31,1574.037797
212.859452,31,1574.270938
213.832336,32,1574.516786
213.19875,34,1574.776227
214.01225,30,1575.065106
215.602263,33,1575.32193
212.782047,29,1575.550992
213.864129,32,1575.786955
211.741085,32,1576.040572
213.603005,27,1576.193005
213.789885,32,1576.446005
215.629531,30,1576.708005
211.506974,36,1577.087253
213.217584,38,1577.35259
211.613031,41,1577.634859
216.382058,36,1577.912018
214.686173,38,1578.19915
213.257041,34,1578.447361
215.455841,31,1578.681819
214.345905,30,1578.945946
212.770882,32,1579.182945
215.363725,34,1579.446647
210.781885,36,1579.718545
213.010897,34,1580.052206
209.884673,39,1580.367532
216.325541,32,1580.625815
215.00984,33,1580.950262
211.639664,37,1581.227025
212.957239,34,1581.485471
212.37389,33,1581.745863
7.742373,32,1581.987972
214.351093,29,1582.21054
214.275194,32,1582.505137
208.511895,38,1582.769505
214.571142,32,1582.997551
212.920161,34,1583.262439
213.310314,33,1583.480162
212.221148,34,1583.739838
209.058134,38,1584.010426
207.333324,32,1584.265195
211.332013,33,1584.546655
210.997869,33,1584.952135
210.32855,35,1585.223789
211.579703,40,1585.517162
214.73141,34,1585.776778
212.403587,32,1586.001822
213.449117,27,1586.210599
211.740896,33,1586.461014
212.700759,32,1586.702486
212.203875,34,1586.957362
212.106827,29,1587.191917
212.44566,34,1587.45252
211.265971,33,1587.709203
210.685018,41,1588.010283
212.897328,37,1588.284382
214.706831,38,1588.568299
214.278181,38,1588.947055
215.109656,29,1589.16617
214.531621,33,1589.406078
214.208188,29,1589.621177
212.425454,35,1589.876123
212.182264,36,1590.192591
212.563973,37,1590.573288
214.80518,37,1590.920539
214.496679,35,1591.178863
209.471103,40,1591.456355
212.6109,33,1591.696965
212.994024,34,1591.955534
212.537066,34,1592.291113
213.572947,35,1592.557535
214.535201,31,1592.812384
213.859749,28,1592.960268
212.280242,31,1593.245598
211.409823,33,1593.545966
214.959052,32,1593.794065
207.753062,40,1594.158757
215.416077,35,1594.416327
214.020587,31,1594.638354
215.070198,30,1594.86119
213.492493,32,1595.106061
212.643185,38,1595.434262
210.539683,38,1595.737965
206.56645,42,1596.014606
214.512832,33,1596.268466
213.225631,40,1596.713237
212.842034,35,1596.979983
208.637486,38,1597.255478
212.002983,34,1597.524367
214.90652,30,1597.759129
215.365752,32,1598.028396
212.781618,31,1598.280757
208.115028,39,1598.558235
213.174122,33,1598.8187
210.042017,36,1599.128463
213.449598,31,1599.359538
212.570184,36,1599.624045
213.911797,34,1599.876047
212.524188,36,1600.24757
215.629606,31,1600.482132
213.705135,34,1600.743232
211.248166,33,1600.995186
213.513368,31,1601.298294
214.499893,33,1601.560434
213.907735,33,1601.803326
215.088818,32,1602.055645
212.110273,33,1602.304905
210.890621,36,1602.582076
213.885762,30,1602.818378
212.159981,32,1603.056695
213.878163,33,1603.30645
213.488029,37,1603.578407
214.134104,36,1603.826629
213.534278,36,1604.080578
214.749118,31,1604.32107
215.05968,29,1604.551647
212.650451,33,1604.806294
5.587432,32,1605.05765
209.385201,35,1605.307377
214.337394,31,1605.572618
211.007737,36,1605.831599
215.491968,31,1606.081481
210.36131,39,1606.448441
211.236246,37,1606.721197
215.318156,31,1606.956952
215.488574,29,1607.241314
213.41956,33,1607.493022
213.320622,37,1607.776321
211.523436,33,1608.036491
214.588084,28,1608.279619
208.348122,37,1608.554162
214.169987,32,1608.797671
216.345514,34,1609.065249
211.57298,33,1609.336774
211.121987,36,1609.662004
210.19935,36,1609.94027
213.401732,30,1610.159139
212.92863,31,1610.396805
209.531099,41,1610.706528
209.88168,40,1611.093466
208.618619,45,1611.398454
215.378472,38,1611.762131
214.344871,31,1612.002544
208.963976,38,1612.278264
215.361586,29,1612.515207
210.688372,29,1612.760751
203.667786,37,1613.052427
213.685415,31,1613.284505
213.720179,32,1613.519357
214.099978,32,1613.843473
212.975962,34,1614.157135
213.584612,35,1614.382249
211.806177,34,1614.62941
210.982839,34,1614.947595
211.948512,33,1615.176834
212.036332,29,1615.310965
211.845316,33,1615.618036
212.665608,34,1615.878529
214.755683,31,1616.239985
212.816107,35,1616.501928
213.010873,37,1616.761863
211.363182,35,1617.019749
214.505768,30,1617.226888
212.004429,32,1617.462957
209.202891,37,1617.710286
213.893766,31,1617.931382
213.713829,33,1618.210175
212.978738,32,1618.502214
211.517728,33,1618.74388
214.338777,33,1618.976892
213.028496,34,1619.215749
213.124056,31,1619.458588
214.663063,30,1619.684866
215.315133,31,1619.920377
213.533741,34,1620.174384
211.840464,34,1620.517655
215.105881,30,1620.766268
214.443253,31,1621.023289
212.904014,33,1621.274934
213.185133,33,1621.511147
205.835589,41,1621.803962
213.433144,34,1622.057756
212.203238,33,1622.298938
214.221294,33,1622.542234
214.0223,31,1622.776813
215.4343,30,1622.998036
209.483238,39,1623.349288
210.141934,37,1623.619116
210.687305,34,1623.971676
211.573148,34,1624.3002
210.1729,35,1624.559084
215.121179,29,1624.77295
210.396388,36,1625.036558
210.272511,36,1625.28389
212.762597,34,1625.537249
206.409428,39,1625.8245
208.68682,42,1626.264034
215.526506,29,1626.487551
215.859305,30,1626.714873
210.83743,35,1626.975021
214.243604,31,1627.201024
210.316122,38,1627.470036
212.908944,35,1627.707761
212.323901,31,1627.948657
210.091327,39,1628.29656
211.705538,33,1628.540796
212.770341,31,1628.768298
213.784545,29,1628.989002
210.055426,36,1629.241302
212.810601,30,1629.455356
213.402945,34,1629.688132
215.845038,34,1629.939853
209.680841,39,1630.196819
209.909255,37,1630.626014
214.38903,29,1630.757716
208.065818,29,1630.987787
211.81686,36,1631.328037
212.081419,31,1631.489262
213.903133,33,1631.815089
215.391893,31,1631.977507
214.977696,36,1632.363269
213.084288,37,1632.713867
213.851509,32,1632.963532
209.304612,36,1633.27973
211.797266,33,1633.529607
212.617618,35,1633.767805
213.979301,29,1633.993655
214.319596,31,1634.204942
208.740371,39,1634.477108
212.476434,37,1634.74101
211.603497,32,1634.988012
211.697486,31,1635.281941
209.417977,36,1635.538838
213.36049,33,1635.781368
211.677719,34,1636.042302
210.733015,36,1636.42875
215.435739,30,1636.667144
212.334141,34,1636.947105
214.323604,29,1637.097729
213.129893,36,1637.445056
211.208296,35,1637.788781
214.028509,30,1638.024603
213.636462,32,1638.341217
211.87582,35,1638.660347
215.497162,31,1638.909953
215.003661,34,1639.159729
213.020081,33,1639.383537
215.196019,36,1639.643463
215.51684,31,1639.864175
212.035436,37,1640.135051
213.289002,38,1640.395961
214.056806,36,1640.726987
208.620549,39,1641.076341
212.26501,35,1641.312626
211.934499,30,1641.546734
212.706664,33,1641.772465
212.107108,35,1642.014959
214.719951,35,1642.262773
215.912325,30,1642.47538
215.1365,31,1642.808581
214.933318,29,1643.051603
207.737171,38,1643.310862
2.49985,36,1643.565412
210.955526,34,1643.799526
214.646892,29,1644.029834
214.04131,28,1644.265149
215.19566,29,1644.503488
214.72762,34,1644.761773
213.085454,35,1645.019434
213.703503,32,1645.259189
213.272025,36,1645.594892
215.045237,35,1645.940311
214.841267,36,1646.20993
213.519507,34,1646.459061
215.636318,32,1646.698135
213.432874,31,1646.938774
212.724079,31,1647.179508
214.755019,28,1647.430106
211.653368,33,1647.688236
214.915306,33,1647.935436
206.460026,34,1648.189422
210.70749,37,1648.466265
211.807332,33,1648.763966
214.290874,33,1649.073853
215.044796,30,1649.287369
211.927617,35,1649.544999
