seed,target,method,query,index,mode,ego_collision,near_miss,background_collision,event,completed,min_ttc,min_clearance,response,selection_seconds,elapsed_seconds
20330420,vi_ttc,SourceStatic-Risk,1,210,stop_and_go,True,False,True,True,False,0.4770735821677375,0.0,1.2132438593629966,0.0005124000599607825,0.061540299910120666
20330420,vi_ttc,SourceStatic-Risk,2,294,slow_lead_following,True,False,True,True,False,0.4628117784992023,0.0,1.2142600201821718,0.0006244000978767872,0.06313310004770756
20330420,vi_ttc,SourceStatic-Risk,3,260,slow_lead_following,True,False,True,True,False,0.3925134146880269,0.0,1.2193400165896005,0.0004726999904960394,0.08001179993152618
20330420,vi_ttc,SourceStatic-Risk,4,26,fast_intrusion,True,False,True,True,False,0.4396602984252006,0.0,1.2159198955690427,0.0004781000316143036,0.12797050003428012
20330420,vi_ttc,SourceStatic-Risk,5,62,fast_intrusion,True,False,True,True,False,0.5645197016158012,0.036455056637022205,1.2071177938828102,0.0004808000521734357,0.10636050009634346
20330420,vi_ttc,SourceStatic-Risk,6,308,slow_lead_following,True,False,True,True,False,0.4411853209024876,0.0,1.2158101625642768,0.0004857999738305807,0.0825427999952808
20330420,vi_ttc,SourceStatic-Risk,7,88,cutin_braking,False,True,False,True,True,0.5917317025627405,0.5783436087518,0.7052475921597622,0.00059710000641644,0.5810239999555051
20330420,vi_ttc,SourceStatic-Risk,8,76,cutin_braking,True,False,True,True,False,0.4033414780783283,0.0,1.2185497677237584,0.0005342999938875437,0.17942719999700785
20330420,vi_ttc,SourceStatic-Risk,9,74,cutin_braking,True,False,True,True,False,0.5069569081101623,0.0045884494593156945,1.2111302584920083,0.0005085000302642584,0.14090540003962815
20330420,vi_ttc,SourceStatic-Risk,10,191,lead_braking,True,False,True,True,False,0.33100584589207166,0.0,1.2238834571536816,0.0004813999403268099,0.2425214999821037
20330420,vi_ttc,SourceStatic-Risk,11,266,slow_lead_following,False,False,False,False,True,2.0428876463525905,1.684710365415171,0.1265323958526538,0.000458099995739758,0.6017960000317544
