seed,target,method,query,index,mode,ego_collision,near_miss,background_collision,event,completed,min_ttc,min_clearance,response,label_response,selection_seconds,elapsed_seconds
20331023,vi_ttc,SourceMeanRaw-Static,1,312,slow_lead_following,True,False,True,True,False,0.4066945539278112,0.0,1.2183056328669342,1.0,0.00019500000007610652,0.1313629999999648
20331023,vi_ttc,SourceMeanRaw-Static,2,306,slow_lead_following,True,False,True,True,False,0.3584722572032011,0.0,1.2218430534608613,1.0,0.00019990000009784126,0.1570452999999361
20331023,vi_ttc,SourceMeanRaw-Static,3,264,slow_lead_following,True,False,True,True,False,0.4598293652131996,0.0,1.2144731300718647,1.0,0.00019800000018221908,0.1241507000004276
20331023,vi_ttc,SourceMeanRaw-Static,4,86,cutin_braking,True,False,True,True,False,0.420682338617458,0.004138308050827017,1.2172901314129212,1.0,0.0002036999999290856,0.27977450000025783
20331023,vi_ttc,SourceMeanRaw-Static,5,292,slow_lead_following,False,True,False,True,True,1.7556472534054677,0.31238308217857025,0.6392464196388473,0.5,0.00020290000020395382,1.0638646999996126
20331023,vi_ttc,SourceMeanRaw-Static,6,106,cutin_braking,False,True,False,True,True,0.800540659218031,1.170907270321992,0.6914475788491895,0.5,0.00020399999993969686,1.0411791999999878
20331023,vi_ttc,SourceMeanRaw-Static,7,17,fast_intrusion,False,True,False,True,True,0.652266519897811,1.0556274313926584,0.7011475552713845,0.5,0.00023230000033436227,1.0271717999999055
20331023,vi_ttc,SourceMeanRaw-Static,8,282,slow_lead_following,True,False,True,True,False,0.43752577414133853,0.0,1.2160735789895452,1.0,0.00020559999984470778,0.158061699999962
20331023,vi_ttc,SourceMeanRaw-Static,9,229,stop_and_go,True,False,True,True,False,0.44709330511188683,0.0,1.2153855797620259,1.0,0.00023330000021815067,0.15374479999991308
20331023,vi_ttc,SourceMeanRaw-Static,10,157,lead_braking,True,False,True,True,False,0.39283945405478254,0.0,1.2193161800581942,1.0,0.000220299999909912,0.370543699999871
20331023,vi_ttc,SourceMeanRaw-Static,11,304,slow_lead_following,True,False,True,True,False,2.0684226346768635,0.0,1.1254599653272135,1.0,0.00011979999999311985,0.8485098000001017
20331023,vi_ttc,SourceMeanRaw-Static,12,3,fast_intrusion,True,False,True,True,False,0.4979859705423763,0.0,1.2117625488496029,1.0,0.00012080000033165561,0.2566523000000416
20331023,vi_ttc,SourceMeanRaw-Static,13,185,lead_braking,True,False,True,True,False,0.3556524547740928,0.0,1.2220516693484433,1.0,0.00011939999967580661,0.4082706000003782
20331023,vi_ttc,SourceMeanRaw-Static,14,43,fast_intrusion,False,True,False,True,True,0.5792370926641629,0.27437802262617283,0.7061042042928118,0.5,0.00011820000008810894,1.0545795999996699
