method,budget,scope,value,units,mean_CollisionCount,mean_CriticalCount,mean_SeveritySum,mean_CVS,mean_F,mean_NewHistoricalFailureCount,mean_selection_seconds
FPS-Risk,10,overall,all,9,7.777777777777778,9.444444444444445,8.61111111111111,6.777777777777778,0.06252930520408911,0.0,0.0752878666907135
FPS-Risk,10,coverage,leave_one_out,9,7.777777777777778,9.444444444444445,8.61111111111111,6.777777777777778,0.06252930520408911,0.0,0.0752878666907135
FPS-Risk,10,heterogeneity,idm_mobil,3,9.0,9.666666666666666,9.333333333333334,7.0,0.06477497443883089,0.0,0.06890240001181762
FPS-Risk,20,overall,all,9,14.444444444444445,18.333333333333332,16.38888888888889,10.166666666666666,0.09709500360184374,0.0,0.0752878666907135
FPS-Risk,20,coverage,leave_one_out,9,14.444444444444445,18.333333333333332,16.38888888888889,10.166666666666666,0.09709500360184374,0.0,0.0752878666907135
FPS-Risk,20,heterogeneity,idm_mobil,3,16.666666666666668,18.666666666666668,17.666666666666668,10.833333333333334,0.10327519582152929,0.0,0.06890240001181762
FPS-Risk,30,overall,all,9,20.77777777777778,27.555555555555557,24.166666666666668,14.0,0.1328839729928473,0.0,0.0752878666907135
FPS-Risk,30,coverage,leave_one_out,9,20.77777777777778,27.555555555555557,24.166666666666668,14.0,0.1328839729928473,0.0,0.0752878666907135
FPS-Risk,30,heterogeneity,idm_mobil,3,26.0,28.666666666666668,27.333333333333332,16.0,0.14770720938549214,0.0,0.06890240001181762
FPS-Risk,50,overall,all,9,28.77777777777778,42.44444444444444,35.611111111111114,17.11111111111111,0.17150013341576822,0.0,0.0752878666907135
FPS-Risk,50,coverage,leave_one_out,9,28.77777777777778,42.44444444444444,35.611111111111114,17.11111111111111,0.17150013341576822,0.0,0.0752878666907135
FPS-Risk,50,heterogeneity,idm_mobil,3,40.333333333333336,46.0,43.166666666666664,19.833333333333332,0.2038513693480415,0.0,0.06890240001181762
FPS-Severity,10,overall,all,9,8.11111111111111,9.555555555555555,8.833333333333334,6.611111111111111,0.07248912915065972,0.0,0.07330505555081698
