protocol,variant,target_sut,executions,collisions,critical_events,first_collision_budget,first_collision_censored,invalid_executions,empty_filters,candidate_attempts,precheck_passed,unique_candidates,sem_above_threshold,duplicate_executions,duplicate_execution_ratio,simulation_seconds,simulation_wall_seconds,candidate_generation_seconds,sem_inference_seconds,collisions_per_simulation_minute,wall_seconds
paper_nm,RMS-H,SUT-E,20,2,3,7,False,0,0,24,24,24,0,0,0.0,129.20000000000002,5.480423700006213,0.002022100015892647,2.3999891709536314e-06,0.9287925696594426,5.69160190000548
paper_nm,2SMS-H,SUT-E,20,1,2,10,False,0,0,24,24,24,0,0,0.0,134.40000000000003,5.636860999991768,0.0016157999925781041,2.7000060072168708e-06,0.4464285714285713,5.833505600006902
paper_nm,RMS+SEM-H,SUT-E,20,20,20,1,False,0,0,2000,2000,2000,566,0,0.0,32.60000000000001,1.6594853999995394,0.08693370001856238,0.59118290002516,36.80981595092024,2.6072841999994125
paper_nm,2SMS+SEM-H,SUT-E,20,20,20,1,False,0,0,2000,2000,2000,553,0,0.0,32.60000000000001,1.5371420000301441,0.10086999999475665,0.6118400999112055,36.80981595092024,2.5105240999982925
matched_nm100,RMS-H,SUT-E,20,2,2,18,False,0,0,800,800,800,0,0,0.0,129.60000000000002,5.454566399974283,0.042335299993283115,1.680002606008202e-05,0.9259259259259257,5.716925999993691
matched_nm100,2SMS-H,SUT-E,20,1,7,11,False,0,0,700,700,700,0,0,0.0,134.40000000000003,5.6853057999687735,0.03144020000763703,2.700020559132099e-06,0.4464285714285713,5.942851099986001
matched_nm100,RMS+SEM-H,SUT-E,20,18,20,1,False,0,0,1800,1800,1800,507,0,0.0,44.000000000000014,1.9467168000264792,0.0835310999682406,0.5545637999748578,24.545454545454536,2.840608800004702
matched_nm100,2SMS+SEM-H,SUT-E,20,18,19,1,False,0,0,1900,1900,1900,540,0,0.0,45.000000000000014,1.9983945999847492,0.08779209999192972,0.5845492999796988,23.999999999999993,2.9210561999934725
