method,target_sut,seed,step,selected_index,safe_neighbor,safe_neighbor_streak,reason,min_ratio,max_ratio,m_neighbors,w_streak
DETOUR-selection-sensitivity,SUT-B,18,2,141,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,3,15,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,4,85,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,5,162,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,6,83,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,7,182,True,1,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,8,189,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,9,169,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,10,47,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,11,137,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,12,177,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,13,35,True,1,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,14,173,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,15,7,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,16,81,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,17,133,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,18,24,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,19,40,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,20,113,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,18,20,,,0,max_count_reached,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,1,161,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,2,125,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,3,173,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,4,106,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,5,189,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,6,157,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,7,111,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,8,123,True,1,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,9,181,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,10,89,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,11,141,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,12,169,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,13,151,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,14,55,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,15,99,True,1,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,16,65,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,17,162,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,18,145,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,19,133,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,20,167,False,0,selected,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,19,20,,,0,max_count_reached,0.05,0.5,3,3
DETOUR-selection-sensitivity,SUT-B,0,1,111,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,2,1,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,3,137,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,4,35,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,5,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,6,7,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,7,74,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,8,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,9,153,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,10,145,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,11,55,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,12,125,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,13,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,14,101,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,15,113,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,16,90,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,17,69,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,18,89,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,19,85,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,20,165,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,0,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,1,63,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,2,137,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,3,177,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,4,7,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,5,39,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,6,55,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,7,101,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,8,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,9,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,10,11,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,11,47,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,12,151,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,13,146,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,14,125,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,15,145,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,16,133,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,17,143,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,18,31,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,19,185,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,20,113,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,1,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,1,145,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,2,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,3,69,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,4,11,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,5,165,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,6,39,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,7,161,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,8,7,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,9,151,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,10,189,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,11,40,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,12,90,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,13,143,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,14,177,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,15,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,16,15,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,17,185,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,18,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,19,103,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,20,133,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,2,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,1,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,2,113,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,3,55,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,4,145,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,5,65,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,6,89,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,7,71,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,8,101,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,9,125,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,10,141,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,11,137,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,12,15,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,13,77,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,14,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,15,153,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,16,109,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,17,24,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,18,119,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,19,103,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,20,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,3,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,1,74,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,2,59,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,3,138,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,4,23,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,5,65,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,6,145,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,7,69,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,8,85,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,9,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,10,39,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,11,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,12,98,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,13,77,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,14,71,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,15,162,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,16,31,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,17,106,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,18,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,19,11,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,20,15,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,4,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,1,24,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,2,185,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,3,153,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,4,11,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,5,85,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,6,133,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,7,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,8,117,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,9,113,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,10,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,11,47,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,12,179,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,13,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,14,137,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,15,69,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,16,141,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,17,121,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,18,167,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,19,109,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,20,189,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,5,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,1,121,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,2,111,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,3,137,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,4,1,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,5,101,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,6,89,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,7,161,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,8,71,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,9,165,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,10,55,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,11,81,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,12,39,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,13,65,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,14,113,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,15,125,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,16,169,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,17,21,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,18,109,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,19,138,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,20,119,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,6,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,1,39,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,2,89,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,3,24,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,4,141,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,5,167,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,6,189,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,7,69,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,8,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,9,119,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,10,65,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,11,125,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,12,133,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,13,74,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,14,113,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,15,98,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,16,117,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,17,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,18,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,19,71,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,20,185,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,7,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,1,141,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,2,167,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,3,165,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,4,146,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,5,161,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,6,85,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,7,77,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,8,71,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,9,137,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,10,0,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,11,162,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,12,40,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,13,189,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,14,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,15,7,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,16,55,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,17,24,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,18,15,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,19,153,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,20,69,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,8,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,1,81,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,2,133,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,3,109,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,4,74,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,5,167,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,6,103,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,7,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,8,141,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,9,98,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,10,101,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,11,106,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,12,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,13,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,14,189,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,15,39,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,16,77,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,17,69,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,18,85,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,19,113,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,20,165,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,9,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,1,77,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,2,11,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,3,125,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,4,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,5,24,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,6,7,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,7,109,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,8,101,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,9,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,10,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,11,165,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,12,123,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,13,69,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,14,85,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,15,99,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,16,117,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,17,141,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,18,23,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,19,0,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,20,179,True,1,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,10,20,,,1,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,1,151,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,2,145,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,3,141,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,4,65,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,5,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,6,71,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,7,167,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,8,133,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,9,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,10,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,11,146,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,12,153,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,13,189,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,14,63,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,15,138,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,16,7,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,17,137,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,18,161,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,19,56,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,20,149,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,11,20,,,0,max_count_reached,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,12,1,167,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,12,2,137,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,12,3,173,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,12,4,23,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,12,5,181,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,12,6,157,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,12,7,31,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,12,8,141,False,0,selected,0.05,0.5,3,4
DETOUR-selection-sensitivity,SUT-B,12,9,85,False,0,selected,0.05,0.5,3,4
