method,target_sut,seed,step,selected_index,safe_neighbor,safe_neighbor_streak,reason,min_ratio,max_ratio,m_neighbors,w_streak
DETOUR-selection-sensitivity,SUT-E,13,3,185,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,4,71,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,5,90,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,6,89,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,7,24,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,8,153,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,9,55,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,10,103,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,11,85,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,12,181,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,13,173,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,14,65,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,15,117,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,16,151,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,17,93,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,18,83,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,19,105,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,20,161,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,13,20,,,0,max_count_reached,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,1,77,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,2,56,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,3,133,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,4,105,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,5,15,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,6,181,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,7,0,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,8,39,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,9,117,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,10,106,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,11,157,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,12,74,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,13,123,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,14,173,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,15,141,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,16,8,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,17,137,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,18,111,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,19,162,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,20,189,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,14,20,,,0,max_count_reached,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,1,1,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,2,141,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,3,101,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,4,24,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,5,71,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,6,137,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,7,146,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,8,189,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,9,119,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,10,153,True,2,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,11,149,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,12,169,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,13,39,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,14,121,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,15,165,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,16,40,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,17,113,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,18,81,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,19,157,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,20,65,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,15,20,,,0,max_count_reached,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,1,123,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,2,56,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,3,40,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,4,161,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,5,99,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,6,24,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,7,89,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,8,7,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,9,165,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,10,74,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,11,157,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,12,101,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,13,55,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,14,103,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,15,106,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,16,181,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,17,8,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,18,31,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,19,137,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,20,125,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,16,20,,,0,max_count_reached,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,1,113,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,2,56,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,3,71,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,4,165,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,5,89,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,6,173,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,7,65,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,8,24,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,9,146,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,10,109,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,11,143,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,12,99,True,2,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,13,181,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,14,185,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,15,101,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,16,167,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,17,157,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,18,151,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,19,55,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,20,77,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,17,20,,,0,max_count_reached,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,1,185,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,2,141,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,3,15,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,4,85,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,5,162,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,6,83,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,7,182,True,2,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,8,189,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,9,169,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,10,47,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,11,137,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,12,177,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,13,35,True,2,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,14,173,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,15,7,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,16,81,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,17,133,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,18,24,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,19,40,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,20,113,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,18,20,,,0,max_count_reached,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,1,161,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,2,125,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,3,173,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,4,106,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,5,189,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,6,157,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,7,111,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,8,123,True,2,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,9,181,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,10,89,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,11,141,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,12,169,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,13,151,True,2,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,14,55,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,15,99,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,16,65,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,17,162,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,18,145,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,19,133,False,0,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,20,167,True,1,selected,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,19,20,,,1,max_count_reached,0.1,0.5,3,4
DETOUR-selection-sensitivity,SUT-E,0,1,111,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,2,1,True,2,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,3,137,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,4,35,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,5,173,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,6,7,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,7,74,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,8,157,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,9,153,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,10,145,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,11,55,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,12,125,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,13,181,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,14,101,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,15,113,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,16,90,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,17,69,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,18,89,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,19,85,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,20,165,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,0,20,,,0,max_count_reached,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,1,63,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,2,137,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,3,177,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,4,7,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,5,39,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,6,55,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,7,101,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,8,173,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,9,181,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,10,11,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,11,47,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,12,151,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,13,146,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,14,125,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,15,145,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,16,133,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,17,143,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,18,31,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,19,185,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,20,113,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,1,20,,,0,max_count_reached,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,1,145,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,2,173,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,3,69,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,4,11,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,5,165,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,6,39,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,7,161,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,8,7,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,9,151,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,10,189,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,11,40,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,12,90,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,13,143,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,14,177,True,2,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,15,157,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,16,15,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,17,185,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,18,181,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,19,103,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,20,133,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,2,20,,,0,max_count_reached,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,1,173,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,2,161,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,3,7,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,4,101,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,5,123,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,6,89,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,7,113,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,8,137,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,9,185,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,10,189,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,11,90,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,12,149,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,13,141,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,14,157,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,15,181,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,16,165,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,17,55,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,18,169,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,19,151,True,2,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,20,71,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,3,20,,,0,max_count_reached,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,1,74,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,2,59,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,3,138,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,4,23,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,5,65,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,6,145,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,7,69,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,8,85,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,9,173,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,10,39,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,11,181,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,12,98,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,13,77,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,14,71,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,15,162,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,16,47,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,17,106,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,18,157,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,19,11,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,20,15,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,4,20,,,0,max_count_reached,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,1,24,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,2,185,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,3,153,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,4,11,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,5,85,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,6,133,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,7,157,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,8,117,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,9,113,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,10,181,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,11,55,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,12,167,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,13,7,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,14,137,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,15,69,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,16,173,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,17,106,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,18,182,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,19,23,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,20,101,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,5,20,,,0,max_count_reached,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,1,121,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,2,111,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,3,137,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,4,1,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,5,101,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,6,89,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,7,161,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,8,71,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,9,165,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,10,55,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,11,81,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,12,39,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,13,65,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,14,113,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,15,125,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,16,169,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,17,21,True,2,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,18,109,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,19,138,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,20,119,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,6,20,,,1,max_count_reached,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,1,39,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,2,89,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,3,24,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,4,141,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,5,167,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,6,189,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,7,69,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,8,181,False,0,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,9,119,True,1,selected,0.1,0.5,3,5
DETOUR-selection-sensitivity,SUT-E,7,10,65,False,0,selected,0.1,0.5,3,5
