method,method_variant,task_kind,mode,target_sut,seed,step,scenario_index,scenario_id,selected_reason,visible_target_count_before,collision_offline,critical_offline,cumulative_failures
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,4,3,cutin:g=14.32100685:dv=-7.53667253:mode=fast_intrusion,baseline,0,True,True,3
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,5,32,cutin:g=11.98424452:dv=-7.42638251:mode=cutin_braking,baseline,0,True,True,4
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,6,44,cutin:g=7.41312334:dv=-6.92028752:mode=cutin_braking,baseline,0,True,True,5
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,7,38,cutin:g=20.19012235:dv=-7.10056804:mode=cutin_braking,baseline,0,True,True,6
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,8,72,cutin:g=11.37544668:dv=-3.29333447:mode=lead_braking,baseline,0,False,True,6
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,9,47,cutin:g=13.45524140:dv=-4.85867567:mode=cutin_braking,baseline,0,True,True,7
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,10,66,cutin:g=7.07997788:dv=-5.21698626:mode=lead_braking,baseline,0,True,True,8
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,11,80,cutin:g=21.06598114:dv=-6.61710449:mode=lead_braking,baseline,0,False,True,8
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,12,46,cutin:g=6.70943486:dv=-2.91729013:mode=cutin_braking,baseline,0,True,True,9
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,13,90,cutin:g=16.49597243:dv=-6.90050321:mode=lead_braking,baseline,0,True,True,10
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,14,45,cutin:g=21.30260579:dv=-5.99060746:mode=cutin_braking,baseline,0,False,False,10
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,15,40,cutin:g=10.19486166:dv=-3.46436394:mode=cutin_braking,baseline,0,True,True,11
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,16,64,cutin:g=10.17529029:dv=-2.77229959:mode=lead_braking,baseline,0,False,True,11
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,17,54,cutin:g=18.37679865:dv=-5.11864611:mode=cutin_braking,baseline,0,False,True,11
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,18,63,cutin:g=15.16678937:dv=-5.63481290:mode=lead_braking,baseline,0,True,True,12
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,19,21,cutin:g=16.47446283:dv=-5.55743275:mode=fast_intrusion,baseline,0,False,False,12
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,14,20,87,cutin:g=9.49027769:dv=-5.93436483:mode=lead_braking,baseline,0,True,True,13
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,1,1,cutin:g=38.61031229:dv=-6.85514550:mode=fast_intrusion,baseline,0,False,False,0
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,2,141,cutin:g=7.07997788:dv=-5.21698626:mode=lead_braking,baseline,0,True,True,1
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,3,101,cutin:g=7.41312334:dv=-6.92028752:mode=cutin_braking,baseline,0,True,True,2
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,4,24,cutin:g=6.81390808:dv=-1.72524278:mode=fast_intrusion,baseline,0,True,True,3
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,5,71,cutin:g=24.34848072:dv=-6.89089608:mode=cutin_braking,baseline,0,False,False,3
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,6,153,cutin:g=17.35792079:dv=-4.84670737:mode=lead_braking,baseline,0,False,False,3
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,7,189,cutin:g=7.39257138:dv=-3.95350818:mode=lead_braking,baseline,0,True,True,4
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,8,89,cutin:g=20.19012235:dv=-7.10056804:mode=cutin_braking,baseline,0,True,True,5
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,9,151,cutin:g=23.33239422:dv=-6.04177342:mode=lead_braking,baseline,0,False,False,5
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,10,0,cutin:g=10.46185657:dv=-2.70065851:mode=fast_intrusion,baseline,0,False,True,5
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,11,145,cutin:g=19.73761162:dv=-7.85120456:mode=lead_braking,baseline,0,True,True,6
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,12,63,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,7
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,13,7,cutin:g=5.73452454:dv=-6.10210265:mode=fast_intrusion,baseline,0,True,True,8
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,14,23,cutin:g=8.95406621:dv=-3.47608483:mode=fast_intrusion,baseline,0,True,True,9
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,15,165,cutin:g=11.68671749:dv=-4.53010453:mode=lead_braking,baseline,0,True,True,10
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,16,40,cutin:g=8.62526678:dv=-2.14156740:mode=fast_intrusion,baseline,0,False,True,10
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,17,113,cutin:g=15.61763472:dv=-7.91977279:mode=cutin_braking,baseline,0,True,True,11
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,18,81,cutin:g=14.21393322:dv=-4.37565663:mode=cutin_braking,baseline,0,False,True,11
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,19,157,cutin:g=9.24356895:dv=-6.31850763:mode=lead_braking,baseline,0,True,True,12
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,15,20,117,cutin:g=5.99811486:dv=-4.20727772:mode=cutin_braking,baseline,0,True,True,13
Random,Random,failure_discovery,static,SUT-A,15,1,36,cutin:g=17.57297250:dv=-1.17570982:mode=fast_intrusion,baseline,0,False,False,0
Random,Random,failure_discovery,static,SUT-A,15,2,12,cutin:g=19.01441781:dv=-0.62150150:mode=fast_intrusion,baseline,0,False,False,0
Random,Random,failure_discovery,static,SUT-A,15,3,74,cutin:g=5.31480796:dv=0.62727515:mode=cutin_braking,baseline,0,True,True,1
Random,Random,failure_discovery,static,SUT-A,15,4,71,cutin:g=24.34848072:dv=-6.89089608:mode=cutin_braking,baseline,0,False,False,1
Random,Random,failure_discovery,static,SUT-A,15,5,179,cutin:g=33.03311574:dv=-7.80238759:mode=lead_braking,baseline,0,False,False,1
Random,Random,failure_discovery,static,SUT-A,15,6,156,cutin:g=34.56161439:dv=0.43980665:mode=lead_braking,baseline,0,False,False,1
Random,Random,failure_discovery,static,SUT-A,15,7,56,cutin:g=5.43613406:dv=0.38381989:mode=fast_intrusion,baseline,0,True,True,2
Random,Random,failure_discovery,static,SUT-A,15,8,124,cutin:g=31.57541933:dv=-0.39457335:mode=cutin_braking,baseline,0,False,False,2
Random,Random,failure_discovery,static,SUT-A,15,9,131,cutin:g=33.88375814:dv=-6.52923966:mode=lead_braking,baseline,0,False,False,2
Random,Random,failure_discovery,static,SUT-A,15,10,66,cutin:g=11.31636085:dv=-2.09831128:mode=cutin_braking,baseline,0,False,False,2
Random,Random,failure_discovery,static,SUT-A,15,11,47,cutin:g=12.67781694:dv=-6.64164458:mode=fast_intrusion,baseline,0,True,True,3
Random,Random,failure_discovery,static,SUT-A,15,12,155,cutin:g=38.19966286:dv=-6.94933802:mode=lead_braking,baseline,0,False,False,3
Random,Random,failure_discovery,static,SUT-A,15,13,103,cutin:g=22.94891379:dv=-5.39728549:mode=cutin_braking,baseline,0,False,False,3
Random,Random,failure_discovery,static,SUT-A,15,14,78,cutin:g=14.93376247:dv=-0.50952776:mode=cutin_braking,baseline,0,False,False,3
Random,Random,failure_discovery,static,SUT-A,15,15,144,cutin:g=28.64951984:dv=1.40611640:mode=lead_braking,baseline,0,False,False,3
Random,Random,failure_discovery,static,SUT-A,15,16,132,cutin:g=39.13679685:dv=1.03507576:mode=lead_braking,baseline,0,False,False,3
Random,Random,failure_discovery,static,SUT-A,15,17,31,cutin:g=11.54981000:dv=-7.07746112:mode=fast_intrusion,baseline,0,True,True,4
Random,Random,failure_discovery,static,SUT-A,15,18,190,cutin:g=22.35987292:dv=0.70348581:mode=lead_braking,baseline,0,False,False,4
Random,Random,failure_discovery,static,SUT-A,15,19,100,cutin:g=39.03745258:dv=1.52391339:mode=cutin_braking,baseline,0,False,False,4
Random,Random,failure_discovery,static,SUT-A,15,20,48,cutin:g=11.58988854:dv=-1.00992078:mode=fast_intrusion,baseline,0,False,False,4
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,1,0,cutin:g=10.46185657:dv=-2.70065851:mode=fast_intrusion,baseline,0,False,True,0
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,2,1,cutin:g=38.61031229:dv=-6.85514550:mode=fast_intrusion,baseline,0,False,False,0
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,3,7,cutin:g=5.73452454:dv=-6.10210265:mode=fast_intrusion,baseline,0,True,True,1
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,4,11,cutin:g=14.32100685:dv=-7.53667253:mode=fast_intrusion,baseline,0,True,True,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,5,15,cutin:g=12.43231606:dv=-4.68883190:mode=fast_intrusion,baseline,0,False,True,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,6,19,cutin:g=20.12147247:dv=-6.24836103:mode=fast_intrusion,baseline,0,False,False,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,7,21,cutin:g=26.61053306:dv=-7.95858265:mode=fast_intrusion,baseline,0,False,False,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,8,23,cutin:g=8.95406621:dv=-3.47608483:mode=fast_intrusion,baseline,0,True,True,3
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,9,24,cutin:g=6.81390808:dv=-1.72524278:mode=fast_intrusion,baseline,0,True,True,4
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,10,31,cutin:g=11.54981000:dv=-7.07746112:mode=fast_intrusion,baseline,0,True,True,5
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,11,35,cutin:g=21.59106767:dv=-7.00201329:mode=fast_intrusion,baseline,0,False,False,5
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,12,39,cutin:g=6.52716856:dv=-5.24303998:mode=fast_intrusion,baseline,0,True,True,6
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,13,40,cutin:g=8.62526678:dv=-2.14156740:mode=fast_intrusion,baseline,0,False,True,6
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,14,41,cutin:g=32.43073714:dv=-7.40933556:mode=fast_intrusion,baseline,0,False,False,6
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,15,47,cutin:g=12.67781694:dv=-6.64164458:mode=fast_intrusion,baseline,0,True,True,7
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,16,55,cutin:g=7.54585820:dv=-7.77327215:mode=fast_intrusion,baseline,0,True,True,8
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,17,56,cutin:g=5.43613406:dv=0.38381989:mode=fast_intrusion,baseline,0,True,True,9
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,18,59,cutin:g=16.47446283:dv=-5.55743275:mode=fast_intrusion,baseline,0,False,False,9
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,19,61,cutin:g=27.34067256:dv=-7.24324061:mode=fast_intrusion,baseline,0,False,False,9
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-A,15,20,63,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,10
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,1,3,cutin:g=14.32100685:dv=-7.53667253:mode=fast_intrusion,baseline,0,True,True,1
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,2,66,cutin:g=7.07997788:dv=-5.21698626:mode=lead_braking,baseline,0,True,True,2
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,3,90,cutin:g=16.49597243:dv=-6.90050321:mode=lead_braking,baseline,0,True,True,3
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,4,72,cutin:g=11.37544668:dv=-3.29333447:mode=lead_braking,baseline,0,False,True,3
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,5,32,cutin:g=11.98424452:dv=-7.42638251:mode=cutin_braking,baseline,0,True,True,4
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,6,61,cutin:g=13.56123961:dv=-7.20768009:mode=lead_braking,baseline,0,True,True,5
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,7,78,cutin:g=9.24356895:dv=-6.31850763:mode=lead_braking,baseline,0,True,True,6
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,8,46,cutin:g=6.70943486:dv=-2.91729013:mode=cutin_braking,baseline,0,True,True,7
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,9,24,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,8
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,10,4,cutin:g=12.43231606:dv=-4.68883190:mode=fast_intrusion,baseline,0,False,True,8
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,11,64,cutin:g=10.17529029:dv=-2.77229959:mode=lead_braking,baseline,0,False,True,8
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,12,63,cutin:g=15.16678937:dv=-5.63481290:mode=lead_braking,baseline,0,True,True,9
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,13,75,cutin:g=17.35792079:dv=-4.84670737:mode=lead_braking,baseline,0,False,False,9
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,14,40,cutin:g=10.19486166:dv=-3.46436394:mode=cutin_braking,baseline,0,True,True,10
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,15,21,cutin:g=16.47446283:dv=-5.55743275:mode=fast_intrusion,baseline,0,False,False,10
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,16,9,cutin:g=17.79689663:dv=-5.16711531:mode=fast_intrusion,baseline,0,False,False,10
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,17,38,cutin:g=20.19012235:dv=-7.10056804:mode=cutin_braking,baseline,0,True,True,11
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,18,19,cutin:g=18.25243168:dv=-4.45179359:mode=fast_intrusion,baseline,0,False,False,11
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,19,1,cutin:g=23.54475103:dv=-5.40866684:mode=fast_intrusion,baseline,0,False,False,11
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-A,15,20,81,cutin:g=8.55722121:dv=-1.97479224:mode=lead_braking,baseline,0,False,False,11
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,1,77,cutin:g=38.19966286:dv=-6.94933802:mode=lead_braking,baseline,0,False,False,0
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,2,19,cutin:g=18.25243168:dv=-4.45179359:mode=fast_intrusion,baseline,0,False,False,0
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,3,79,cutin:g=30.12138990:dv=-4.19764241:mode=lead_braking,baseline,0,False,False,0
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,4,40,cutin:g=10.19486166:dv=-3.46436394:mode=cutin_braking,baseline,0,True,True,1
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,5,41,cutin:g=17.88687357:dv=-0.28722336:mode=cutin_braking,baseline,0,False,False,1
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,6,80,cutin:g=21.06598114:dv=-6.61710449:mode=lead_braking,baseline,0,False,True,1
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,7,24,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,2
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,8,76,cutin:g=12.36882615:dv=1.13594704:mode=lead_braking,baseline,0,False,False,2
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,9,2,cutin:g=7.86307343:dv=0.90561993:mode=fast_intrusion,baseline,0,False,False,2
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,10,48,cutin:g=14.62434085:dv=0.78970552:mode=cutin_braking,baseline,0,False,False,2
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,11,32,cutin:g=11.98424452:dv=-7.42638251:mode=cutin_braking,baseline,0,True,True,3
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,12,15,cutin:g=34.67506154:dv=0.61132380:mode=fast_intrusion,baseline,0,False,False,3
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,13,16,cutin:g=11.58988854:dv=-1.00992078:mode=fast_intrusion,baseline,0,False,False,3
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,14,56,cutin:g=16.01426922:dv=-1.91726837:mode=cutin_braking,baseline,0,False,False,3
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,15,51,cutin:g=35.52672261:dv=-4.44395813:mode=cutin_braking,baseline,0,False,False,3
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,16,30,cutin:g=37.14527301:dv=-5.94183840:mode=cutin_braking,baseline,0,False,False,3
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,17,83,cutin:g=25.83240473:dv=-7.27601103:mode=lead_braking,baseline,0,False,False,3
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,18,45,cutin:g=21.30260579:dv=-5.99060746:mode=cutin_braking,baseline,0,False,False,3
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,19,78,cutin:g=9.24356895:dv=-6.31850763:mode=lead_braking,baseline,0,True,True,4
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-A,15,20,55,cutin:g=31.57541933:dv=-0.39457335:mode=cutin_braking,baseline,0,False,False,4
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,1,24,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,1
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,2,2,cutin:g=7.86307343:dv=0.90561993:mode=fast_intrusion,baseline,0,False,False,1
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,3,37,cutin:g=6.29952164:dv=-5.50697740:mode=cutin_braking,baseline,0,True,True,2
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,4,3,cutin:g=14.32100685:dv=-7.53667253:mode=fast_intrusion,baseline,0,True,True,3
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,5,32,cutin:g=11.98424452:dv=-7.42638251:mode=cutin_braking,baseline,0,True,True,4
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,6,44,cutin:g=7.41312334:dv=-6.92028752:mode=cutin_braking,baseline,0,True,True,5
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,7,38,cutin:g=20.19012235:dv=-7.10056804:mode=cutin_braking,baseline,0,True,True,6
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,8,72,cutin:g=11.37544668:dv=-3.29333447:mode=lead_braking,baseline,0,False,True,6
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,9,47,cutin:g=13.45524140:dv=-4.85867567:mode=cutin_braking,baseline,0,True,True,7
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,10,66,cutin:g=7.07997788:dv=-5.21698626:mode=lead_braking,baseline,0,True,True,8
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,11,80,cutin:g=21.06598114:dv=-6.61710449:mode=lead_braking,baseline,0,False,True,8
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,12,46,cutin:g=6.70943486:dv=-2.91729013:mode=cutin_braking,baseline,0,True,True,9
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,13,90,cutin:g=16.49597243:dv=-6.90050321:mode=lead_braking,baseline,0,True,True,10
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,14,45,cutin:g=21.30260579:dv=-5.99060746:mode=cutin_braking,baseline,0,False,False,10
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,15,40,cutin:g=10.19486166:dv=-3.46436394:mode=cutin_braking,baseline,0,True,True,11
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,16,64,cutin:g=10.17529029:dv=-2.77229959:mode=lead_braking,baseline,0,False,True,11
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,17,54,cutin:g=18.37679865:dv=-5.11864611:mode=cutin_braking,baseline,0,False,True,11
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,18,63,cutin:g=15.16678937:dv=-5.63481290:mode=lead_braking,baseline,0,True,True,12
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,19,21,cutin:g=16.47446283:dv=-5.55743275:mode=fast_intrusion,baseline,0,False,False,12
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-A,15,20,87,cutin:g=9.49027769:dv=-5.93436483:mode=lead_braking,baseline,0,True,True,13
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,1,123,cutin:g=38.25340055:dv=-7.34477150:mode=cutin_braking,baseline,0,False,False,0
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,2,56,cutin:g=5.43613406:dv=0.38381989:mode=fast_intrusion,baseline,0,True,True,1
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,3,40,cutin:g=8.62526678:dv=-2.14156740:mode=fast_intrusion,baseline,0,False,True,1
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,4,161,cutin:g=21.06598114:dv=-6.61710449:mode=lead_braking,baseline,0,False,True,1
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,5,99,cutin:g=32.57309414:dv=-6.68238647:mode=cutin_braking,baseline,0,False,False,1
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,6,24,cutin:g=6.81390808:dv=-1.72524278:mode=fast_intrusion,baseline,0,True,True,2
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,7,89,cutin:g=20.19012235:dv=-7.10056804:mode=cutin_braking,baseline,0,True,True,3
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,8,7,cutin:g=5.73452454:dv=-6.10210265:mode=fast_intrusion,baseline,0,True,True,4
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,9,165,cutin:g=11.68671749:dv=-4.53010453:mode=lead_braking,baseline,0,True,True,5
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,10,74,cutin:g=5.31480796:dv=0.62727515:mode=cutin_braking,baseline,0,True,True,6
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,11,157,cutin:g=9.24356895:dv=-6.31850763:mode=lead_braking,baseline,0,True,True,7
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,12,101,cutin:g=7.41312334:dv=-6.92028752:mode=cutin_braking,baseline,0,True,True,8
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,13,55,cutin:g=7.54585820:dv=-7.77327215:mode=fast_intrusion,baseline,0,True,True,9
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,14,103,cutin:g=22.94891379:dv=-5.39728549:mode=cutin_braking,baseline,0,False,False,9
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,15,106,cutin:g=6.70943486:dv=-2.91729013:mode=cutin_braking,baseline,0,True,True,10
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,16,181,cutin:g=9.49027769:dv=-5.93436483:mode=lead_braking,baseline,0,True,True,11
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,17,8,cutin:g=7.86307343:dv=0.90561993:mode=fast_intrusion,baseline,0,False,False,11
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,18,31,cutin:g=11.54981000:dv=-7.07746112:mode=fast_intrusion,baseline,0,True,True,12
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,19,146,cutin:g=5.58848387:dv=-0.71131885:mode=lead_braking,baseline,0,False,True,12
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-A,16,20,173,cutin:g=5.17126779:dv=-7.54559272:mode=lead_braking,baseline,0,True,True,13
Random,Random,failure_discovery,static,SUT-A,16,1,69,cutin:g=9.29587863:dv=-5.28977609:mode=cutin_braking,baseline,0,True,True,1
Random,Random,failure_discovery,static,SUT-A,16,2,67,cutin:g=32.25873249:dv=-3.01973784:mode=cutin_braking,baseline,0,False,False,1
Random,Random,failure_discovery,static,SUT-A,16,3,155,cutin:g=38.19966286:dv=-6.94933802:mode=lead_braking,baseline,0,False,False,1
Random,Random,failure_discovery,static,SUT-A,16,4,45,cutin:g=30.54264039:dv=-4.87398985:mode=fast_intrusion,baseline,0,False,False,1
