method,method_variant,task_kind,mode,target_sut,seed,step,scenario_index,scenario_id,selected_reason,visible_target_count_before,collision_offline,critical_offline,cumulative_failures
Random,Random,failure_discovery,static,SUT-D,11,4,24,cutin:g=6.81390808:dv=-1.72524278:mode=fast_intrusion,baseline,0,True,True,2
Random,Random,failure_discovery,static,SUT-D,11,5,189,cutin:g=7.39257138:dv=-3.95350818:mode=lead_braking,baseline,0,True,True,3
Random,Random,failure_discovery,static,SUT-D,11,6,83,cutin:g=33.64811011:dv=-7.77335363:mode=cutin_braking,baseline,0,True,True,4
Random,Random,failure_discovery,static,SUT-D,11,7,57,cutin:g=33.58619613:dv=-5.02040007:mode=fast_intrusion,baseline,0,False,False,4
Random,Random,failure_discovery,static,SUT-D,11,8,157,cutin:g=9.24356895:dv=-6.31850763:mode=lead_braking,baseline,0,True,True,5
Random,Random,failure_discovery,static,SUT-D,11,9,143,cutin:g=27.90143384:dv=-7.47720103:mode=lead_braking,baseline,0,True,True,6
Random,Random,failure_discovery,static,SUT-D,11,10,165,cutin:g=11.68671749:dv=-4.53010453:mode=lead_braking,baseline,0,True,True,7
Random,Random,failure_discovery,static,SUT-D,11,11,82,cutin:g=12.77242474:dv=1.28324835:mode=cutin_braking,baseline,0,False,False,7
Random,Random,failure_discovery,static,SUT-D,11,12,122,cutin:g=8.61143686:dv=1.71404122:mode=cutin_braking,baseline,0,False,False,7
Random,Random,failure_discovery,static,SUT-D,11,13,111,cutin:g=28.95514177:dv=-7.63136845:mode=cutin_braking,baseline,0,True,True,8
Random,Random,failure_discovery,static,SUT-D,11,14,156,cutin:g=34.56161439:dv=0.43980665:mode=lead_braking,baseline,0,False,False,8
Random,Random,failure_discovery,static,SUT-D,11,15,37,cutin:g=23.84185940:dv=-5.95585417:mode=fast_intrusion,baseline,0,False,True,8
Random,Random,failure_discovery,static,SUT-D,11,16,91,cutin:g=39.72025463:dv=-4.95257023:mode=cutin_braking,baseline,0,False,False,8
Random,Random,failure_discovery,static,SUT-D,11,17,183,cutin:g=23.64529738:dv=-3.04918239:mode=lead_braking,baseline,0,False,False,8
Random,Random,failure_discovery,static,SUT-D,11,18,96,cutin:g=29.34466252:dv=-2.34237373:mode=cutin_braking,baseline,0,False,False,8
Random,Random,failure_discovery,static,SUT-D,11,19,167,cutin:g=25.83240473:dv=-7.27601103:mode=lead_braking,baseline,0,True,True,9
Random,Random,failure_discovery,static,SUT-D,11,20,13,cutin:g=29.69892294:dv=-6.51492718:mode=fast_intrusion,baseline,0,False,True,9
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,1,0,cutin:g=10.46185657:dv=-2.70065851:mode=fast_intrusion,baseline,0,False,False,0
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,2,1,cutin:g=38.61031229:dv=-6.85514550:mode=fast_intrusion,baseline,0,False,True,0
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,3,7,cutin:g=5.73452454:dv=-6.10210265:mode=fast_intrusion,baseline,0,True,True,1
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,4,11,cutin:g=14.32100685:dv=-7.53667253:mode=fast_intrusion,baseline,0,True,True,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,5,15,cutin:g=12.43231606:dv=-4.68883190:mode=fast_intrusion,baseline,0,False,True,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,6,19,cutin:g=20.12147247:dv=-6.24836103:mode=fast_intrusion,baseline,0,False,True,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,7,21,cutin:g=26.61053306:dv=-7.95858265:mode=fast_intrusion,baseline,0,True,True,3
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,8,23,cutin:g=8.95406621:dv=-3.47608483:mode=fast_intrusion,baseline,0,True,True,4
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,9,24,cutin:g=6.81390808:dv=-1.72524278:mode=fast_intrusion,baseline,0,True,True,5
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,10,31,cutin:g=11.54981000:dv=-7.07746112:mode=fast_intrusion,baseline,0,True,True,6
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,11,35,cutin:g=21.59106767:dv=-7.00201329:mode=fast_intrusion,baseline,0,False,True,6
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,12,39,cutin:g=6.52716856:dv=-5.24303998:mode=fast_intrusion,baseline,0,True,True,7
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,13,40,cutin:g=8.62526678:dv=-2.14156740:mode=fast_intrusion,baseline,0,False,True,7
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,14,41,cutin:g=32.43073714:dv=-7.40933556:mode=fast_intrusion,baseline,0,False,True,7
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,15,47,cutin:g=12.67781694:dv=-6.64164458:mode=fast_intrusion,baseline,0,True,True,8
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,16,55,cutin:g=7.54585820:dv=-7.77327215:mode=fast_intrusion,baseline,0,True,True,9
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,17,56,cutin:g=5.43613406:dv=0.38381989:mode=fast_intrusion,baseline,0,True,True,10
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,18,59,cutin:g=16.47446283:dv=-5.55743275:mode=fast_intrusion,baseline,0,False,True,10
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,19,61,cutin:g=27.34067256:dv=-7.24324061:mode=fast_intrusion,baseline,0,False,True,10
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,11,20,63,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,11
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,1,80,cutin:g=21.06598114:dv=-6.61710449:mode=lead_braking,baseline,0,True,True,1
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,2,78,cutin:g=9.24356895:dv=-6.31850763:mode=lead_braking,baseline,0,True,True,2
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,3,90,cutin:g=16.49597243:dv=-6.90050321:mode=lead_braking,baseline,0,True,True,3
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,4,87,cutin:g=9.49027769:dv=-5.93436483:mode=lead_braking,baseline,0,True,True,4
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,5,38,cutin:g=20.19012235:dv=-7.10056804:mode=cutin_braking,baseline,0,True,True,5
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,6,75,cutin:g=17.35792079:dv=-4.84670737:mode=lead_braking,baseline,0,True,True,6
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,7,45,cutin:g=21.30260579:dv=-5.99060746:mode=cutin_braking,baseline,0,True,True,7
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,8,24,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,8
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,9,66,cutin:g=7.07997788:dv=-5.21698626:mode=lead_braking,baseline,0,True,True,9
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,10,83,cutin:g=25.83240473:dv=-7.27601103:mode=lead_braking,baseline,0,True,True,10
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,11,32,cutin:g=11.98424452:dv=-7.42638251:mode=cutin_braking,baseline,0,True,True,11
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,12,72,cutin:g=11.37544668:dv=-3.29333447:mode=lead_braking,baseline,0,False,True,11
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,13,46,cutin:g=6.70943486:dv=-2.91729013:mode=cutin_braking,baseline,0,True,True,12
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,14,67,cutin:g=27.90143384:dv=-7.47720103:mode=lead_braking,baseline,0,True,True,13
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,15,64,cutin:g=10.17529029:dv=-2.77229959:mode=lead_braking,baseline,0,False,True,13
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,16,4,cutin:g=12.43231606:dv=-4.68883190:mode=fast_intrusion,baseline,0,False,True,13
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,17,81,cutin:g=8.55722121:dv=-1.97479224:mode=lead_braking,baseline,0,False,True,13
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,18,63,cutin:g=15.16678937:dv=-5.63481290:mode=lead_braking,baseline,0,True,True,14
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,19,61,cutin:g=13.56123961:dv=-7.20768009:mode=lead_braking,baseline,0,True,True,15
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,11,20,40,cutin:g=10.19486166:dv=-3.46436394:mode=cutin_braking,baseline,0,False,True,15
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,1,24,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,1
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,2,88,cutin:g=23.64529738:dv=-3.04918239:mode=lead_braking,baseline,0,False,False,1
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,3,41,cutin:g=17.88687357:dv=-0.28722336:mode=cutin_braking,baseline,0,False,False,1
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,4,82,cutin:g=35.24342212:dv=-3.88958455:mode=lead_braking,baseline,0,False,False,1
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,5,65,cutin:g=36.02434142:dv=-3.35880560:mode=lead_braking,baseline,0,False,False,1
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,6,18,cutin:g=29.44292719:dv=-0.49226684:mode=fast_intrusion,baseline,0,False,False,1
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,7,44,cutin:g=7.41312334:dv=-6.92028752:mode=cutin_braking,baseline,0,True,True,2
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,8,33,cutin:g=27.14595265:dv=-4.57556245:mode=cutin_braking,baseline,0,False,False,2
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,9,92,cutin:g=30.40012178:dv=-6.21107635:mode=lead_braking,baseline,0,False,True,2
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,10,6,cutin:g=30.80380748:dv=-0.88320417:mode=fast_intrusion,baseline,0,False,False,2
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,11,67,cutin:g=27.90143384:dv=-7.47720103:mode=lead_braking,baseline,0,True,True,3
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,12,75,cutin:g=17.35792079:dv=-4.84670737:mode=lead_braking,baseline,0,True,True,4
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,13,80,cutin:g=21.06598114:dv=-6.61710449:mode=lead_braking,baseline,0,True,True,5
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,14,15,cutin:g=34.67506154:dv=0.61132380:mode=fast_intrusion,baseline,0,False,False,5
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,15,37,cutin:g=6.29952164:dv=-5.50697740:mode=cutin_braking,baseline,0,True,True,6
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,16,43,cutin:g=9.51104365:dv=-0.11655177:mode=cutin_braking,baseline,0,False,False,6
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,17,81,cutin:g=8.55722121:dv=-1.97479224:mode=lead_braking,baseline,0,False,True,6
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,18,9,cutin:g=17.79689663:dv=-5.16711531:mode=fast_intrusion,baseline,0,False,False,6
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,19,39,cutin:g=32.98299275:dv=-1.88804118:mode=cutin_braking,baseline,0,False,False,6
Random-within-SUT,Random-within-SUT,failure_discovery,static,SUT-D,11,20,34,cutin:g=14.21393322:dv=-4.37565663:mode=cutin_braking,baseline,0,False,True,6
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,1,75,cutin:g=17.35792079:dv=-4.84670737:mode=lead_braking,baseline,0,True,True,1
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,2,24,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,2
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,3,45,cutin:g=21.30260579:dv=-5.99060746:mode=cutin_braking,baseline,0,True,True,3
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,4,80,cutin:g=21.06598114:dv=-6.61710449:mode=lead_braking,baseline,0,True,True,4
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,5,2,cutin:g=7.86307343:dv=0.90561993:mode=fast_intrusion,baseline,0,False,False,4
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,6,37,cutin:g=6.29952164:dv=-5.50697740:mode=cutin_braking,baseline,0,True,True,5
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,7,72,cutin:g=11.37544668:dv=-3.29333447:mode=lead_braking,baseline,0,False,True,5
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,8,3,cutin:g=14.32100685:dv=-7.53667253:mode=fast_intrusion,baseline,0,True,True,6
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,9,26,cutin:g=24.34848072:dv=-6.89089608:mode=cutin_braking,baseline,0,True,True,7
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,10,32,cutin:g=11.98424452:dv=-7.42638251:mode=cutin_braking,baseline,0,True,True,8
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,11,44,cutin:g=7.41312334:dv=-6.92028752:mode=cutin_braking,baseline,0,True,True,9
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,12,38,cutin:g=20.19012235:dv=-7.10056804:mode=cutin_braking,baseline,0,True,True,10
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,13,47,cutin:g=13.45524140:dv=-4.85867567:mode=cutin_braking,baseline,0,True,True,11
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,14,66,cutin:g=7.07997788:dv=-5.21698626:mode=lead_braking,baseline,0,True,True,12
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,15,63,cutin:g=15.16678937:dv=-5.63481290:mode=lead_braking,baseline,0,True,True,13
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,16,46,cutin:g=6.70943486:dv=-2.91729013:mode=cutin_braking,baseline,0,True,True,14
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,17,33,cutin:g=27.14595265:dv=-4.57556245:mode=cutin_braking,baseline,0,False,False,14
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,18,90,cutin:g=16.49597243:dv=-6.90050321:mode=lead_braking,baseline,0,True,True,15
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,19,54,cutin:g=18.37679865:dv=-5.11864611:mode=cutin_braking,baseline,0,True,True,16
Nearest-Failure-global-within-SUT,Nearest-Failure-global-within-SUT,failure_discovery,static,SUT-D,11,20,42,cutin:g=30.02903962:dv=-6.23828208:mode=cutin_braking,baseline,0,False,True,16
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,1,137,cutin:g=15.16678937:dv=-5.63481290:mode=lead_braking,baseline,0,True,True,1
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,2,153,cutin:g=17.35792079:dv=-4.84670737:mode=lead_braking,baseline,0,True,True,2
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,3,89,cutin:g=20.19012235:dv=-7.10056804:mode=cutin_braking,baseline,0,True,True,3
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,4,85,cutin:g=6.29952164:dv=-5.50697740:mode=cutin_braking,baseline,0,True,True,4
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,5,11,cutin:g=14.32100685:dv=-7.53667253:mode=fast_intrusion,baseline,0,True,True,5
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,6,109,cutin:g=13.45524140:dv=-4.85867567:mode=cutin_braking,baseline,0,True,True,6
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,7,65,cutin:g=16.69700660:dv=-6.49677815:mode=cutin_braking,baseline,0,True,True,7
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,8,61,cutin:g=27.34067256:dv=-7.24324061:mode=fast_intrusion,baseline,0,False,True,7
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,9,69,cutin:g=9.29587863:dv=-5.28977609:mode=cutin_braking,baseline,0,True,True,8
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,10,55,cutin:g=7.54585820:dv=-7.77327215:mode=fast_intrusion,baseline,0,True,True,9
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,11,177,cutin:g=18.90983467:dv=-4.90125944:mode=lead_braking,baseline,0,True,True,10
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,12,31,cutin:g=11.54981000:dv=-7.07746112:mode=fast_intrusion,baseline,0,True,True,11
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,13,47,cutin:g=12.67781694:dv=-6.64164458:mode=fast_intrusion,baseline,0,True,True,12
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,14,146,cutin:g=5.58848387:dv=-0.71131885:mode=lead_braking,baseline,0,False,True,12
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,15,113,cutin:g=15.61763472:dv=-7.91977279:mode=cutin_braking,baseline,0,True,True,13
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,16,143,cutin:g=27.90143384:dv=-7.47720103:mode=lead_braking,baseline,0,True,True,14
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,17,41,cutin:g=32.43073714:dv=-7.40933556:mode=fast_intrusion,baseline,0,False,True,14
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,18,151,cutin:g=23.33239422:dv=-6.04177342:mode=lead_braking,baseline,0,True,True,15
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,19,173,cutin:g=5.17126779:dv=-7.54559272:mode=lead_braking,baseline,0,True,True,16
DETOUR-static,DETOUR-static,failure_discovery,static,SUT-D,12,20,117,cutin:g=5.99811486:dv=-4.20727772:mode=cutin_braking,baseline,0,True,True,17
Random,Random,failure_discovery,static,SUT-D,12,1,20,cutin:g=15.41947480:dv=-1.90987018:mode=fast_intrusion,baseline,0,False,False,0
Random,Random,failure_discovery,static,SUT-D,12,2,67,cutin:g=32.25873249:dv=-3.01973784:mode=cutin_braking,baseline,0,False,False,0
Random,Random,failure_discovery,static,SUT-D,12,3,111,cutin:g=28.95514177:dv=-7.63136845:mode=cutin_braking,baseline,0,True,True,1
Random,Random,failure_discovery,static,SUT-D,12,4,139,cutin:g=36.02434142:dv=-3.35880560:mode=lead_braking,baseline,0,False,False,1
Random,Random,failure_discovery,static,SUT-D,12,5,50,cutin:g=29.44292719:dv=-0.49226684:mode=fast_intrusion,baseline,0,False,False,1
Random,Random,failure_discovery,static,SUT-D,12,6,107,cutin:g=36.42128916:dv=-3.84138399:mode=cutin_braking,baseline,0,False,False,1
Random,Random,failure_discovery,static,SUT-D,12,7,129,cutin:g=21.94712956:dv=-3.62588513:mode=lead_braking,baseline,0,False,True,1
Random,Random,failure_discovery,static,SUT-D,12,8,164,cutin:g=38.88577643:dv=-1.28849351:mode=lead_braking,baseline,0,False,False,1
Random,Random,failure_discovery,static,SUT-D,12,9,95,cutin:g=30.02903962:dv=-6.23828208:mode=cutin_braking,baseline,0,False,True,1
Random,Random,failure_discovery,static,SUT-D,12,10,85,cutin:g=6.29952164:dv=-5.50697740:mode=cutin_braking,baseline,0,True,True,2
Random,Random,failure_discovery,static,SUT-D,12,11,154,cutin:g=12.36882615:dv=1.13594704:mode=lead_braking,baseline,0,False,False,2
Random,Random,failure_discovery,static,SUT-D,12,12,46,cutin:g=37.00002143:dv=-0.80743201:mode=fast_intrusion,baseline,0,False,False,2
Random,Random,failure_discovery,static,SUT-D,12,13,172,cutin:g=32.13095412:dv=1.71294944:mode=lead_braking,baseline,0,False,False,2
Random,Random,failure_discovery,static,SUT-D,12,14,94,cutin:g=17.88687357:dv=-0.28722336:mode=cutin_braking,baseline,0,False,False,2
Random,Random,failure_discovery,static,SUT-D,12,15,153,cutin:g=17.35792079:dv=-4.84670737:mode=lead_braking,baseline,0,True,True,3
Random,Random,failure_discovery,static,SUT-D,12,16,44,cutin:g=19.34997579:dv=-0.07493406:mode=fast_intrusion,baseline,0,False,False,3
Random,Random,failure_discovery,static,SUT-D,12,17,108,cutin:g=34.05901007:dv=-0.81233759:mode=cutin_braking,baseline,0,False,False,3
Random,Random,failure_discovery,static,SUT-D,12,18,179,cutin:g=33.03311574:dv=-7.80238759:mode=lead_braking,baseline,0,False,True,3
Random,Random,failure_discovery,static,SUT-D,12,19,5,cutin:g=23.54475103:dv=-5.40866684:mode=fast_intrusion,baseline,0,False,False,3
Random,Random,failure_discovery,static,SUT-D,12,20,60,cutin:g=20.48405473:dv=-2.62030946:mode=fast_intrusion,baseline,0,False,False,3
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,1,0,cutin:g=10.46185657:dv=-2.70065851:mode=fast_intrusion,baseline,0,False,False,0
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,2,1,cutin:g=38.61031229:dv=-6.85514550:mode=fast_intrusion,baseline,0,False,True,0
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,3,7,cutin:g=5.73452454:dv=-6.10210265:mode=fast_intrusion,baseline,0,True,True,1
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,4,11,cutin:g=14.32100685:dv=-7.53667253:mode=fast_intrusion,baseline,0,True,True,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,5,15,cutin:g=12.43231606:dv=-4.68883190:mode=fast_intrusion,baseline,0,False,True,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,6,19,cutin:g=20.12147247:dv=-6.24836103:mode=fast_intrusion,baseline,0,False,True,2
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,7,21,cutin:g=26.61053306:dv=-7.95858265:mode=fast_intrusion,baseline,0,True,True,3
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,8,23,cutin:g=8.95406621:dv=-3.47608483:mode=fast_intrusion,baseline,0,True,True,4
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,9,24,cutin:g=6.81390808:dv=-1.72524278:mode=fast_intrusion,baseline,0,True,True,5
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,10,31,cutin:g=11.54981000:dv=-7.07746112:mode=fast_intrusion,baseline,0,True,True,6
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,11,35,cutin:g=21.59106767:dv=-7.00201329:mode=fast_intrusion,baseline,0,False,True,6
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,12,39,cutin:g=6.52716856:dv=-5.24303998:mode=fast_intrusion,baseline,0,True,True,7
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,13,40,cutin:g=8.62526678:dv=-2.14156740:mode=fast_intrusion,baseline,0,False,True,7
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,14,41,cutin:g=32.43073714:dv=-7.40933556:mode=fast_intrusion,baseline,0,False,True,7
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,15,47,cutin:g=12.67781694:dv=-6.64164458:mode=fast_intrusion,baseline,0,True,True,8
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,16,55,cutin:g=7.54585820:dv=-7.77327215:mode=fast_intrusion,baseline,0,True,True,9
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,17,56,cutin:g=5.43613406:dv=0.38381989:mode=fast_intrusion,baseline,0,True,True,10
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,18,59,cutin:g=16.47446283:dv=-5.55743275:mode=fast_intrusion,baseline,0,False,True,10
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,19,61,cutin:g=27.34067256:dv=-7.24324061:mode=fast_intrusion,baseline,0,False,True,10
Nearest-Failure-global,Nearest-Failure-global,failure_discovery,static,SUT-D,12,20,63,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,11
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,12,1,80,cutin:g=21.06598114:dv=-6.61710449:mode=lead_braking,baseline,0,True,True,1
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,12,2,38,cutin:g=20.19012235:dv=-7.10056804:mode=cutin_braking,baseline,0,True,True,2
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,12,3,75,cutin:g=17.35792079:dv=-4.84670737:mode=lead_braking,baseline,0,True,True,3
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,12,4,24,cutin:g=9.59552919:dv=-4.18652379:mode=fast_intrusion,baseline,0,True,True,4
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,12,5,66,cutin:g=7.07997788:dv=-5.21698626:mode=lead_braking,baseline,0,True,True,5
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,12,6,37,cutin:g=6.29952164:dv=-5.50697740:mode=cutin_braking,baseline,0,True,True,6
DETOUR-within-SUT-static,DETOUR-within-SUT-static,failure_discovery,static,SUT-D,12,7,72,cutin:g=11.37544668:dv=-3.29333447:mode=lead_braking,baseline,0,False,True,6
