method,target_sut,seed,checkpoint,selected_count,failure_count,failure_ratio,recall,critical_count
DETOUR-within-SUT-static,SUT-F,3,20,20,13,0.65,0.38235294117647056,20
Random-within-SUT,SUT-F,3,5,5,1,0.2,0.029411764705882353,2
Random-within-SUT,SUT-F,3,10,10,3,0.3,0.08823529411764706,6
Random-within-SUT,SUT-F,3,20,20,8,0.4,0.23529411764705882,12
Nearest-Failure-global-within-SUT,SUT-F,3,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,3,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,3,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,4,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,4,10,10,9,0.9,0.13432835820895522,10
DETOUR-static,SUT-F,4,20,20,18,0.9,0.26865671641791045,19
Random,SUT-F,4,5,5,2,0.4,0.029850746268656716,4
Random,SUT-F,4,10,10,2,0.2,0.029850746268656716,8
Random,SUT-F,4,20,20,7,0.35,0.1044776119402985,16
Nearest-Failure-global,SUT-F,4,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,4,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,4,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,4,5,5,2,0.4,0.058823529411764705,5
DETOUR-within-SUT-static,SUT-F,4,10,10,6,0.6,0.17647058823529413,10
DETOUR-within-SUT-static,SUT-F,4,20,20,14,0.7,0.4117647058823529,20
Random-within-SUT,SUT-F,4,5,5,3,0.6,0.08823529411764706,3
Random-within-SUT,SUT-F,4,10,10,5,0.5,0.14705882352941177,6
Random-within-SUT,SUT-F,4,20,20,8,0.4,0.23529411764705882,15
Nearest-Failure-global-within-SUT,SUT-F,4,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,4,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,4,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,5,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,5,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,5,20,20,20,1.0,0.29850746268656714,20
Random,SUT-F,5,5,5,4,0.8,0.05970149253731343,4
Random,SUT-F,5,10,10,7,0.7,0.1044776119402985,7
Random,SUT-F,5,20,20,11,0.55,0.16417910447761194,12
Nearest-Failure-global,SUT-F,5,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,5,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,5,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,5,5,5,3,0.6,0.08823529411764706,5
DETOUR-within-SUT-static,SUT-F,5,10,10,7,0.7,0.20588235294117646,10
DETOUR-within-SUT-static,SUT-F,5,20,20,13,0.65,0.38235294117647056,20
Random-within-SUT,SUT-F,5,5,5,2,0.4,0.058823529411764705,3
Random-within-SUT,SUT-F,5,10,10,3,0.3,0.08823529411764706,5
Random-within-SUT,SUT-F,5,20,20,8,0.4,0.23529411764705882,12
Nearest-Failure-global-within-SUT,SUT-F,5,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,5,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,5,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,6,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,6,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,6,20,20,20,1.0,0.29850746268656714,20
Random,SUT-F,6,5,5,2,0.4,0.029850746268656716,3
Random,SUT-F,6,10,10,4,0.4,0.05970149253731343,7
Random,SUT-F,6,20,20,6,0.3,0.08955223880597014,13
Nearest-Failure-global,SUT-F,6,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,6,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,6,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,6,5,5,3,0.6,0.08823529411764706,5
DETOUR-within-SUT-static,SUT-F,6,10,10,8,0.8,0.23529411764705882,10
DETOUR-within-SUT-static,SUT-F,6,20,20,17,0.85,0.5,20
Random-within-SUT,SUT-F,6,5,5,2,0.4,0.058823529411764705,3
Random-within-SUT,SUT-F,6,10,10,4,0.4,0.11764705882352941,7
Random-within-SUT,SUT-F,6,20,20,7,0.35,0.20588235294117646,12
Nearest-Failure-global-within-SUT,SUT-F,6,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,6,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,6,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,7,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,7,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,7,20,20,18,0.9,0.26865671641791045,18
Random,SUT-F,7,5,5,0,0.0,0.0,2
Random,SUT-F,7,10,10,2,0.2,0.029850746268656716,5
Random,SUT-F,7,20,20,5,0.25,0.07462686567164178,10
Nearest-Failure-global,SUT-F,7,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,7,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,7,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,7,5,5,3,0.6,0.08823529411764706,5
DETOUR-within-SUT-static,SUT-F,7,10,10,5,0.5,0.14705882352941177,9
DETOUR-within-SUT-static,SUT-F,7,20,20,14,0.7,0.4117647058823529,19
Random-within-SUT,SUT-F,7,5,5,2,0.4,0.058823529411764705,4
Random-within-SUT,SUT-F,7,10,10,5,0.5,0.14705882352941177,8
Random-within-SUT,SUT-F,7,20,20,8,0.4,0.23529411764705882,15
Nearest-Failure-global-within-SUT,SUT-F,7,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,7,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,7,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,8,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,8,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,8,20,20,20,1.0,0.29850746268656714,20
Random,SUT-F,8,5,5,2,0.4,0.029850746268656716,2
Random,SUT-F,8,10,10,2,0.2,0.029850746268656716,2
Random,SUT-F,8,20,20,7,0.35,0.1044776119402985,8
Nearest-Failure-global,SUT-F,8,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,8,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,8,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,8,5,5,5,1.0,0.14705882352941177,5
DETOUR-within-SUT-static,SUT-F,8,10,10,7,0.7,0.20588235294117646,10
DETOUR-within-SUT-static,SUT-F,8,20,20,15,0.75,0.4411764705882353,20
Random-within-SUT,SUT-F,8,5,5,2,0.4,0.058823529411764705,2
Random-within-SUT,SUT-F,8,10,10,5,0.5,0.14705882352941177,7
Random-within-SUT,SUT-F,8,20,20,10,0.5,0.29411764705882354,16
Nearest-Failure-global-within-SUT,SUT-F,8,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,8,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,8,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,9,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,9,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,9,20,20,20,1.0,0.29850746268656714,20
Random,SUT-F,9,5,5,2,0.4,0.029850746268656716,3
Random,SUT-F,9,10,10,4,0.4,0.05970149253731343,7
Random,SUT-F,9,20,20,7,0.35,0.1044776119402985,12
Nearest-Failure-global,SUT-F,9,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,9,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,9,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,9,5,5,4,0.8,0.11764705882352941,5
DETOUR-within-SUT-static,SUT-F,9,10,10,8,0.8,0.23529411764705882,10
DETOUR-within-SUT-static,SUT-F,9,20,20,15,0.75,0.4411764705882353,20
Random-within-SUT,SUT-F,9,5,5,2,0.4,0.058823529411764705,3
Random-within-SUT,SUT-F,9,10,10,4,0.4,0.11764705882352941,7
Random-within-SUT,SUT-F,9,20,20,9,0.45,0.2647058823529412,13
Nearest-Failure-global-within-SUT,SUT-F,9,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,9,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,9,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,10,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,10,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,10,20,20,19,0.95,0.2835820895522388,20
Random,SUT-F,10,5,5,3,0.6,0.04477611940298507,4
Random,SUT-F,10,10,10,4,0.4,0.05970149253731343,7
Random,SUT-F,10,20,20,7,0.35,0.1044776119402985,13
Nearest-Failure-global,SUT-F,10,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,10,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,10,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,10,5,5,4,0.8,0.11764705882352941,5
DETOUR-within-SUT-static,SUT-F,10,10,10,6,0.6,0.17647058823529413,10
DETOUR-within-SUT-static,SUT-F,10,20,20,14,0.7,0.4117647058823529,19
Random-within-SUT,SUT-F,10,5,5,2,0.4,0.058823529411764705,3
Random-within-SUT,SUT-F,10,10,10,4,0.4,0.11764705882352941,6
Random-within-SUT,SUT-F,10,20,20,8,0.4,0.23529411764705882,14
Nearest-Failure-global-within-SUT,SUT-F,10,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,10,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,10,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,11,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,11,10,10,9,0.9,0.13432835820895522,10
DETOUR-static,SUT-F,11,20,20,19,0.95,0.2835820895522388,20
Random,SUT-F,11,5,5,4,0.8,0.05970149253731343,5
Random,SUT-F,11,10,10,8,0.8,0.11940298507462686,10
Random,SUT-F,11,20,20,10,0.5,0.14925373134328357,14
Nearest-Failure-global,SUT-F,11,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,11,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,11,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,11,5,5,5,1.0,0.14705882352941177,5
DETOUR-within-SUT-static,SUT-F,11,10,10,7,0.7,0.20588235294117646,9
DETOUR-within-SUT-static,SUT-F,11,20,20,13,0.65,0.38235294117647056,19
Random-within-SUT,SUT-F,11,5,5,1,0.2,0.029411764705882353,2
Random-within-SUT,SUT-F,11,10,10,2,0.2,0.058823529411764705,5
Random-within-SUT,SUT-F,11,20,20,7,0.35,0.20588235294117646,12
Nearest-Failure-global-within-SUT,SUT-F,11,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,11,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,11,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,12,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,12,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,12,20,20,19,0.95,0.2835820895522388,20
Random,SUT-F,12,5,5,1,0.2,0.014925373134328358,1
Random,SUT-F,12,10,10,3,0.3,0.04477611940298507,4
Random,SUT-F,12,20,20,5,0.25,0.07462686567164178,7
Nearest-Failure-global,SUT-F,12,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,12,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,12,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,12,5,5,4,0.8,0.11764705882352941,5
DETOUR-within-SUT-static,SUT-F,12,10,10,9,0.9,0.2647058823529412,10
DETOUR-within-SUT-static,SUT-F,12,20,20,16,0.8,0.47058823529411764,20
Random-within-SUT,SUT-F,12,5,5,2,0.4,0.058823529411764705,4
Random-within-SUT,SUT-F,12,10,10,5,0.5,0.14705882352941177,8
Random-within-SUT,SUT-F,12,20,20,7,0.35,0.20588235294117646,12
Nearest-Failure-global-within-SUT,SUT-F,12,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,12,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,12,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,13,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,13,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,13,20,20,20,1.0,0.29850746268656714,20
Random,SUT-F,13,5,5,1,0.2,0.014925373134328358,3
Random,SUT-F,13,10,10,1,0.1,0.014925373134328358,5
Random,SUT-F,13,20,20,5,0.25,0.07462686567164178,10
Nearest-Failure-global,SUT-F,13,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,13,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,13,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,13,5,5,4,0.8,0.11764705882352941,5
DETOUR-within-SUT-static,SUT-F,13,10,10,8,0.8,0.23529411764705882,10
DETOUR-within-SUT-static,SUT-F,13,20,20,14,0.7,0.4117647058823529,20
Random-within-SUT,SUT-F,13,5,5,1,0.2,0.029411764705882353,4
Random-within-SUT,SUT-F,13,10,10,4,0.4,0.11764705882352941,8
Random-within-SUT,SUT-F,13,20,20,9,0.45,0.2647058823529412,15
Nearest-Failure-global-within-SUT,SUT-F,13,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,13,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,13,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,14,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,14,10,10,9,0.9,0.13432835820895522,10
DETOUR-static,SUT-F,14,20,20,18,0.9,0.26865671641791045,20
Random,SUT-F,14,5,5,1,0.2,0.014925373134328358,1
Random,SUT-F,14,10,10,3,0.3,0.04477611940298507,4
Random,SUT-F,14,20,20,4,0.2,0.05970149253731343,6
Nearest-Failure-global,SUT-F,14,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,14,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,14,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,14,5,5,5,1.0,0.14705882352941177,5
DETOUR-within-SUT-static,SUT-F,14,10,10,10,1.0,0.29411764705882354,10
DETOUR-within-SUT-static,SUT-F,14,20,20,13,0.65,0.38235294117647056,20
Random-within-SUT,SUT-F,14,5,5,2,0.4,0.058823529411764705,5
Random-within-SUT,SUT-F,14,10,10,4,0.4,0.11764705882352941,8
Random-within-SUT,SUT-F,14,20,20,7,0.35,0.20588235294117646,13
Nearest-Failure-global-within-SUT,SUT-F,14,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,14,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,14,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,15,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,15,10,10,9,0.9,0.13432835820895522,10
DETOUR-static,SUT-F,15,20,20,19,0.95,0.2835820895522388,20
Random,SUT-F,15,5,5,3,0.6,0.04477611940298507,3
Random,SUT-F,15,10,10,4,0.4,0.05970149253731343,6
Random,SUT-F,15,20,20,7,0.35,0.1044776119402985,10
Nearest-Failure-global,SUT-F,15,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,15,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,15,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,15,5,5,4,0.8,0.11764705882352941,5
DETOUR-within-SUT-static,SUT-F,15,10,10,9,0.9,0.2647058823529412,10
DETOUR-within-SUT-static,SUT-F,15,20,20,18,0.9,0.5294117647058824,20
Random-within-SUT,SUT-F,15,5,5,1,0.2,0.029411764705882353,4
Random-within-SUT,SUT-F,15,10,10,3,0.3,0.08823529411764706,7
Random-within-SUT,SUT-F,15,20,20,7,0.35,0.20588235294117646,14
Nearest-Failure-global-within-SUT,SUT-F,15,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,15,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,15,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,16,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,16,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,16,20,20,20,1.0,0.29850746268656714,20
Random,SUT-F,16,5,5,1,0.2,0.014925373134328358,3
Random,SUT-F,16,10,10,3,0.3,0.04477611940298507,6
Random,SUT-F,16,20,20,10,0.5,0.14925373134328357,14
Nearest-Failure-global,SUT-F,16,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,16,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,16,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,16,5,5,4,0.8,0.11764705882352941,5
DETOUR-within-SUT-static,SUT-F,16,10,10,8,0.8,0.23529411764705882,10
DETOUR-within-SUT-static,SUT-F,16,20,20,16,0.8,0.47058823529411764,19
Random-within-SUT,SUT-F,16,5,5,2,0.4,0.058823529411764705,3
Random-within-SUT,SUT-F,16,10,10,5,0.5,0.14705882352941177,7
Random-within-SUT,SUT-F,16,20,20,9,0.45,0.2647058823529412,12
Nearest-Failure-global-within-SUT,SUT-F,16,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,16,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,16,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,17,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,17,10,10,9,0.9,0.13432835820895522,10
DETOUR-static,SUT-F,17,20,20,19,0.95,0.2835820895522388,20
Random,SUT-F,17,5,5,1,0.2,0.014925373134328358,3
Random,SUT-F,17,10,10,4,0.4,0.05970149253731343,7
Random,SUT-F,17,20,20,8,0.4,0.11940298507462686,12
Nearest-Failure-global,SUT-F,17,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,17,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,17,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,17,5,5,5,1.0,0.14705882352941177,5
DETOUR-within-SUT-static,SUT-F,17,10,10,9,0.9,0.2647058823529412,10
DETOUR-within-SUT-static,SUT-F,17,20,20,17,0.85,0.5,20
Random-within-SUT,SUT-F,17,5,5,2,0.4,0.058823529411764705,2
Random-within-SUT,SUT-F,17,10,10,3,0.3,0.08823529411764706,6
Random-within-SUT,SUT-F,17,20,20,4,0.2,0.11764705882352941,9
Nearest-Failure-global-within-SUT,SUT-F,17,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,17,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,17,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,18,5,5,4,0.8,0.05970149253731343,5
DETOUR-static,SUT-F,18,10,10,9,0.9,0.13432835820895522,10
DETOUR-static,SUT-F,18,20,20,18,0.9,0.26865671641791045,20
Random,SUT-F,18,5,5,3,0.6,0.04477611940298507,4
Random,SUT-F,18,10,10,6,0.6,0.08955223880597014,9
Random,SUT-F,18,20,20,8,0.4,0.11940298507462686,13
Nearest-Failure-global,SUT-F,18,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,18,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,18,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,18,5,5,5,1.0,0.14705882352941177,5
DETOUR-within-SUT-static,SUT-F,18,10,10,9,0.9,0.2647058823529412,10
DETOUR-within-SUT-static,SUT-F,18,20,20,16,0.8,0.47058823529411764,20
Random-within-SUT,SUT-F,18,5,5,1,0.2,0.029411764705882353,3
Random-within-SUT,SUT-F,18,10,10,4,0.4,0.11764705882352941,7
Random-within-SUT,SUT-F,18,20,20,7,0.35,0.20588235294117646,10
Nearest-Failure-global-within-SUT,SUT-F,18,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,18,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,18,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,19,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,19,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,19,20,20,20,1.0,0.29850746268656714,20
Random,SUT-F,19,5,5,0,0.0,0.0,2
Random,SUT-F,19,10,10,3,0.3,0.04477611940298507,6
Random,SUT-F,19,20,20,6,0.3,0.08955223880597014,9
Nearest-Failure-global,SUT-F,19,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,19,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,19,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,19,5,5,5,1.0,0.14705882352941177,5
DETOUR-within-SUT-static,SUT-F,19,10,10,7,0.7,0.20588235294117646,10
DETOUR-within-SUT-static,SUT-F,19,20,20,14,0.7,0.4117647058823529,20
Random-within-SUT,SUT-F,19,5,5,3,0.6,0.08823529411764706,3
Random-within-SUT,SUT-F,19,10,10,5,0.5,0.14705882352941177,7
Random-within-SUT,SUT-F,19,20,20,8,0.4,0.23529411764705882,12
Nearest-Failure-global-within-SUT,SUT-F,19,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,19,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,19,20,20,16,0.8,0.47058823529411764,20
