protocol,variant,target_sut,executions,collisions,critical_events,first_collision_budget,first_collision_censored,invalid_executions,empty_filters,candidate_attempts,precheck_passed,unique_candidates,sem_above_threshold,duplicate_executions,duplicate_execution_ratio,simulation_seconds,simulation_wall_seconds,candidate_generation_seconds,sem_inference_seconds,collisions_per_simulation_minute,wall_seconds
paper_nm,2SMS+SEM-H,SUT-C,20,20,20,1,False,0,0,2000,2000,2000,465,0,0.0,37.800000000000004,1.7806889000203228,0.08975389998522587,0.6647459999949206,31.74603174603174,2.822992300003534
