#{"t_start": 1784480289.034111, "env_id": "None"}
r,l,t
4.491406,21,1320.154042
2.859813,17,1320.243994
1.776704,17,1320.424897
4.859737,16,1320.510502
5.31995,20,1320.697774
4.598013,20,1320.810582
2.138595,21,1321.000586
212.454451,30,1321.257446
-133.589546,180,1322.698247
210.979991,33,1322.963475
211.406012,31,1323.225626
0.653276,180,1324.532147
212.065245,32,1324.807674
-136.09363,180,1326.121206
-139.122613,180,1327.336953
211.485836,33,1327.618324
3.219374,21,1327.823323
1.540878,22,1331.811082
3.371942,22,1332.179874
-137.578155,180,1333.569521
6.952449,22,1333.76538
209.113944,30,1334.003269
210.427496,30,1334.237017
4.348468,19,1334.505234
-0.485873,18,1334.613789
211.648264,27,1334.898669
3.835054,180,1336.215628
4.733193,23,1336.327533
2.521061,180,1337.658402
-0.218747,19,1337.832592
3.446873,21,1337.944484
0.139705,19,1338.126879
4.387808,20,1338.239215
4.280787,20,1338.425017
4.691599,20,1338.609831
3.110026,26,1338.84001
5.298693,25,1338.964303
6.33426,25,1339.175709
212.112212,23,1339.392738
2.282121,180,1340.729488
1.45757,180,1342.045566
-136.223966,180,1343.331994
1.40417,29,1343.565761
2.768112,180,1344.804168
210.032209,32,1345.048329
3.115866,24,1345.243097
211.662387,27,1345.465698
211.381507,26,1345.709146
211.557019,30,1346.016035
211.456508,32,1346.274148
0.627506,29,1346.425138
5.822146,27,1346.655777
1.444445,21,1346.852937
8.00157,30,1347.090796
211.273143,30,1347.325777
8.331641,28,1347.557541
211.464995,29,1347.800405
209.565964,29,1348.092704
5.392352,20,1348.204257
211.096647,27,1348.436092
3.372785,25,1348.651385
211.435742,29,1348.883357
4.708172,22,1349.005697
6.552498,24,1349.198645
0.575206,19,1349.376414
0.585473,22,1349.492453
4.463248,22,1349.706047
211.923227,26,1349.928192
2.615745,23,1350.122306
0.302958,22,1350.240443
1.760576,180,1351.597346
211.164392,29,1351.82267
4.150291,21,1352.010193
3.110945,24,1352.133575
5.611467,23,1352.354237
-142.957353,180,1353.712292
-133.302928,180,1355.120981
-132.925784,180,1356.536087
211.573877,27,1356.767774
0.215319,23,1356.896665
212.118945,26,1357.12888
-5.326406,180,1358.477405
1.088498,24,1358.675566
1.912209,23,1358.789335
-132.292224,180,1360.04419
2.151619,22,1360.250068
-0.086789,23,1360.363927
0.675896,180,1361.755113
212.163878,26,1361.960757
-134.985521,180,1363.216146
211.356694,29,1363.42884
210.646487,31,1363.670683
210.449759,35,1363.940593
-135.2416,180,1365.306503
-132.947809,180,1366.553092
-130.195576,180,1367.960654
212.038041,30,1368.212235
206.235896,25,1368.442316
0.046712,180,1369.722195
-138.178987,180,1371.166306
1.702017,180,1372.509999
0.717042,27,1372.743109
210.706949,30,1372.981121
5.85676,32,1373.237457
206.093593,30,1373.480916
3.387014,180,1374.909166
-138.317705,180,1376.222735
-138.760406,180,1377.4197
4.086702,26,1377.617876
-140.14703,180,1378.926325
0.01175,23,1379.195103
-141.968626,180,1380.428332
-136.660426,180,1381.715994
-127.975905,180,1382.953245
0.745794,180,1384.239684
2.140314,180,1385.515515
211.388434,29,1385.756622
5.83015,32,1386.013621
1.378864,180,1387.308874
210.327981,32,1387.545409
-4.403057,180,1388.866436
4.645354,24,1389.057497
211.309758,30,1389.281684
-133.723151,180,1390.435934
-130.381746,180,1391.774365
211.647443,34,1392.023981
210.718787,35,1392.308886
-134.668256,180,1393.595273
-129.656729,180,1394.968781
-137.690099,180,1396.265985
211.391282,36,1396.564861
-5.190604,180,1397.847957
1.667135,180,1399.126912
-59.960383,180,1400.351993
5.019712,21,1400.553351
211.601734,28,1400.682374
3.254189,26,1400.88406
-0.45798,180,1402.325691
-133.954073,180,1403.663261
210.886045,33,1403.908006
211.692891,30,1404.175231
3.709135,20,1404.377453
-132.870942,180,1405.695686
8.564015,180,1406.929706
0.768087,24,1407.125755
7.045391,30,1407.375255
6.105331,31,1407.691257
-136.099879,180,1409.075372
1.158791,27,1409.220823
-131.816213,180,1410.618205
-132.457327,180,1411.868769
1.205487,180,1413.077737
-133.413591,180,1414.389131
211.092758,36,1414.675413
-137.219157,180,1416.106234
-0.505117,180,1417.258595
5.612624,31,1417.500878
-125.328262,180,1418.847859
-138.105706,180,1420.145084
210.194748,39,1420.446651
-132.129809,180,1421.723948
1.582591,180,1423.165432
-134.195537,180,1424.42731
-130.536673,180,1425.63968
209.90679,39,1425.935548
-0.844877,180,1427.266672
-122.426868,180,1428.614529
-128.542774,180,1429.841124
211.054619,36,1430.108266
-131.757851,180,1431.46345
3.420757,25,1431.667061
-2.295124,180,1432.875509
1.06824,180,1434.100345
-131.709373,180,1435.449327
210.021573,40,1435.748922
-125.756594,180,1437.17258
-122.138684,180,1438.494708
4.921798,40,1438.77632
10.117074,180,1440.064381
211.946427,28,1440.325336
10.01326,180,1441.686272
-131.891145,180,1442.919062
13.36112,180,1444.288079
10.834128,180,1445.552006
-128.686397,180,1446.778047
211.279364,32,1447.02806
11.428616,180,1448.417346
10.690185,180,1449.671581
211.4236,36,1449.938589
12.186191,180,1451.323371
-125.073421,180,1452.616048
5.984338,40,1452.906769
213.140178,29,1453.135977
212.218825,34,1453.394267
0.385432,27,1453.604289
212.784554,28,1453.83514
11.7604,180,1455.065763
-125.660371,180,1456.343388
10.329934,180,1457.627373
211.298288,37,1457.913179
-25.428261,77,1458.517671
-123.994915,180,1459.89948
3.877605,21,1460.020581
211.95973,29,1460.242163
-129.959235,180,1461.534626
11.420539,180,1462.943534
14.768545,180,1464.231659
212.506354,29,1464.486876
14.596538,180,1465.871444
210.744569,36,1466.128452
213.317094,33,1466.378766
5.169215,46,1466.680444
11.864681,180,1468.178562
-133.004442,180,1469.504709
9.722689,180,1470.824081
-130.632783,180,1472.103553
212.047849,28,1472.336355
213.646512,25,1472.474535
11.399489,180,1473.777185
210.328432,38,1474.115968
211.502008,29,1474.358207
211.717779,28,1474.607217
215.335428,50,1475.025325
9.03798,180,1476.291189
12.312365,180,1477.692177
12.717517,180,1478.930873
215.364946,55,1479.342718
15.333627,180,1480.758218
-134.371543,180,1481.996033
0.874865,28,1482.224334
212.499836,30,1482.447879
211.262289,52,1482.898127
213.511407,34,1483.224139
212.400271,34,1483.469527
11.090193,180,1484.806587
211.980806,36,1485.093817
212.519523,31,1485.334205
-126.155269,180,1486.559708
13.643039,180,1487.874328
12.995291,180,1489.155595
215.181373,60,1489.525603
214.766642,60,1489.984956
12.303557,180,1491.319479
212.460629,36,1491.594796
213.323923,55,1492.042659
212.787647,30,1492.344641
212.529896,54,1492.708395
212.883034,56,1493.148046
210.055618,37,1493.403163
211.377174,35,1493.669945
209.937097,37,1494.001678
15.350445,180,1495.252474
210.162131,38,1495.527535
15.799697,180,1496.807191
15.386329,180,1498.116907
14.790521,180,1499.346926
16.189233,180,1500.812241
-121.3905,180,1502.028195
214.224295,51,1502.412153
11.830141,68,1502.889055
211.891398,35,1503.127904
14.784939,180,1504.459738
15.622129,180,1505.740654
212.655155,36,1506.017513
214.21502,56,1506.408665
13.48922,180,1507.880629
15.68454,180,1509.214602
12.913694,77,1509.764825
9.863033,180,1511.097428
209.545635,47,1511.411454
11.879826,180,1512.772703
-133.56239,180,1513.939603
-131.969897,180,1515.26393
212.836915,36,1515.549028
211.06738,61,1522.367272
12.244636,180,1523.713804
210.551707,33,1523.965463
211.195391,34,1524.273405
208.705819,36,1524.555296
212.975382,36,1524.808537
14.72053,180,1526.212751
210.364798,38,1526.49144
14.140233,180,1527.785488
12.663531,180,1529.051797
12.344533,180,1530.37853
212.426614,41,1530.676376
12.380522,180,1531.947938
210.533173,47,1532.252102
210.732612,35,1532.597806
210.748982,37,1532.909866
0.768257,31,1533.221297
210.374629,35,1533.497968
208.494345,35,1533.843392
212.898145,34,1534.122442
211.276786,57,1534.555629
212.56311,36,1534.807287
14.967401,180,1535.965401
212.176402,31,1536.198553
1.749489,29,1536.420122
209.998576,55,1536.851647
211.042268,48,1537.297611
211.602703,35,1537.564721
212.771547,55,1537.908799
13.520742,180,1539.256001
207.337478,45,1539.579234
209.635817,33,1539.815235
15.471563,180,1541.102072
212.694953,52,1541.614775
13.199593,180,1542.915124
6.69651,36,1543.182953
212.552664,32,1543.410674
14.907049,180,1544.684337
14.731822,180,1545.982363
210.796645,34,1546.234035
211.667734,34,1546.512948
213.067412,48,1546.865982
212.475319,55,1547.43791
212.253723,40,1547.724656
212.328125,57,1548.135755
211.334093,44,1548.412627
212.002633,32,1548.667399
211.364896,47,1549.040808
211.828612,59,1549.553958
15.977425,180,1550.804279
212.030908,60,1551.28441
14.227157,180,1552.580342
210.729575,32,1552.859713
214.828195,49,1553.252793
6.424117,57,1553.693545
210.271848,36,1553.950653
15.948902,180,1555.257058
209.878833,36,1555.535927
212.553251,32,1555.762368
211.474924,57,1556.153667
214.119295,56,1556.751878
13.036347,77,1557.269925
212.05494,35,1557.527524
211.719853,37,1557.783371
5.729606,180,1559.116197
15.848282,180,1560.385092
210.908586,33,1560.629905
15.803727,180,1562.002368
14.599965,80,1562.694073
211.701627,35,1562.968021
211.303283,51,1563.292086
213.857345,36,1563.571964
213.021161,56,1564.040966
213.089929,55,1564.478897
20.065162,180,1565.836491
211.634569,59,1566.197978
211.86359,34,1566.461497
214.387196,60,1566.964512
212.44294,62,1567.455901
212.897746,63,1567.901625
215.917095,51,1568.380243
4.080647,42,1568.66516
213.231882,59,1569.075542
212.990414,59,1569.529442
213.606369,35,1569.770995
213.606817,51,1570.096825
212.666174,34,1570.545122
12.631406,180,1571.834153
211.024316,33,1572.061041
212.359023,35,1572.307479
213.393236,31,1572.596309
210.328081,34,1572.850566
-80.140535,180,1574.14712
211.802434,37,1574.427084
211.766128,34,1574.678366
7.645246,58,1575.149564
211.283815,30,1575.3785
213.301643,32,1575.618946
211.433038,33,1575.864542
212.75296,46,1576.179883
211.963423,51,1576.657436
210.144966,34,1576.899637
210.758733,47,1577.287218
214.555243,83,1577.875884
211.338427,33,1578.133191
208.893919,36,1578.484036
210.555588,35,1578.729918
209.917253,36,1579.006342
14.740361,74,1579.609634
212.850961,49,1579.904318
210.994488,42,1580.291691
210.339615,38,1580.583928
210.596309,47,1580.88268
210.617514,35,1581.134584
210.496896,34,1581.3805
212.670719,50,1581.781122
215.653352,50,1582.162971
211.979222,62,1582.735817
213.006096,59,1583.124141
212.063003,33,1583.372965
212.828453,31,1583.618906
211.959593,31,1583.856141
211.523834,34,1584.108443
211.44772,33,1584.349921
209.976338,37,1584.76676
213.668137,58,1585.132079
214.309152,60,1585.625268
210.749432,37,1585.902736
213.555919,36,1586.259401
210.925543,37,1586.543792
209.482281,38,1586.836222
211.9155,34,1587.096712
213.080548,49,1587.433831
209.923316,38,1587.771281
212.408508,38,1588.055735
213.243545,37,1588.34451
211.039818,38,1588.631449
211.535783,35,1588.890941
208.674338,38,1589.171113
211.428423,31,1589.482773
211.818216,61,1589.943701
215.84796,84,1590.632771
212.730894,55,1591.095121
212.874352,36,1591.360619
214.181336,57,1591.936575
211.757048,37,1592.209286
210.403673,52,1592.544331
211.755635,65,1593.001146
211.195569,39,1593.380889
212.332607,36,1593.691866
214.00657,46,1594.069994
212.831953,53,1594.498928
212.604434,35,1594.760024
211.683467,32,1595.018541
211.862877,66,1595.604124
212.811475,55,1596.000875
212.012246,36,1596.266195
213.106172,71,1596.719105
212.355368,37,1596.966655
213.692391,34,1597.214365
212.846359,33,1597.461007
212.395854,37,1597.793956
212.427404,68,1598.427345
212.968228,61,1598.948736
213.854842,52,1599.299442
216.04017,44,1599.724226
212.219148,34,1600.008193
208.505292,37,1600.27724
212.817738,33,1600.606152
212.770888,36,1600.882688
215.758167,86,1601.563829
211.648959,35,1601.798412
211.533997,34,1602.045069
213.723625,33,1602.315004
214.282415,31,1602.603946
213.609876,35,1602.902204
210.293506,35,1603.170181
211.54162,33,1603.433256
211.239558,36,1603.699629
211.878356,38,1603.995384
210.461943,35,1604.26307
213.887989,36,1604.537189
212.152314,33,1604.9146
210.437633,32,1605.179164
4.64605,30,1605.328652
208.904999,33,1605.565861
209.898426,33,1605.907921
4.467259,30,1606.05577
212.10041,32,1606.32225
213.15617,30,1606.567346
213.053023,34,1606.845687
213.140055,34,1607.355882
213.000753,45,1607.685736
211.984639,31,1607.921775
212.800691,34,1608.166905
212.677876,30,1608.393221
213.121915,35,1608.66206
211.431412,31,1608.887358
212.314285,33,1609.149986
214.127302,30,1609.510581
211.2203,35,1609.843304
212.92141,30,1610.079929
6.558656,29,1610.306631
209.857953,35,1610.581446
211.330581,33,1610.875656
213.271456,35,1611.16869
213.060958,33,1611.426564
5.981772,31,1611.684963
212.70217,35,1611.958719
210.459339,40,1612.267738
212.182304,35,1612.59749
212.499533,36,1612.894851
209.179284,43,1613.334779
212.758606,36,1613.688581
211.502338,37,1614.035325
211.881291,33,1614.29398
212.129616,33,1614.546864
4.48722,30,1614.770637
212.063855,31,1615.024122
211.032468,35,1615.282914
211.226038,33,1615.521068
210.822389,32,1615.763847
212.544367,34,1616.014991
213.66549,30,1616.246337
212.368578,35,1616.502983
212.545184,34,1616.914201
212.55904,36,1617.209208
212.946815,31,1617.447342
212.225327,34,1617.715946
208.668653,36,1617.974333
215.136575,29,1618.219842
5.949856,30,1618.482459
211.642747,37,1618.769042
214.150356,32,1619.021987
212.002158,35,1619.277078
212.884081,30,1619.542539
213.494362,33,1619.802325
214.236601,32,1620.052123
212.681814,34,1620.319285
211.495589,34,1620.571187
213.384762,34,1620.925693
214.379561,31,1621.218286
212.699848,30,1621.453725
5.89704,31,1621.712054
209.586688,35,1622.011719
213.603504,31,1622.264579
213.888898,30,1622.531947
212.372488,33,1622.812752
212.080619,37,1623.182612
213.204779,33,1623.425377
211.655129,40,1623.689493
211.834457,33,1623.926202
212.660445,68,1624.469232
212.22002,36,1624.716043
213.873586,40,1624.991041
210.173579,35,1625.34955
211.739336,36,1625.620323
213.995147,30,1625.865381
213.483374,35,1626.144253
212.479254,31,1626.421432
212.457955,35,1626.710303
212.132796,35,1627.000426
213.040154,34,1627.302374
215.38812,33,1627.636976
211.216433,35,1627.968999
214.219908,34,1628.22182
212.095952,35,1628.485431
213.733214,32,1628.728142
209.438977,33,1628.979
214.998287,28,1629.187802
211.4149,32,1629.485199
210.561958,36,1629.751602
212.571262,33,1629.994482
212.882378,34,1630.250598
211.202433,34,1630.513169
210.789671,39,1630.81455
214.217514,33,1631.061835
209.846117,36,1631.311936
210.706464,31,1631.532005
213.675248,28,1631.744952
204.877492,33,1631.99186
210.484813,33,1632.244016
210.314449,36,1632.533164
214.246859,30,1632.812722
213.414321,52,1633.235455
212.405649,32,1633.487978
212.711619,36,1633.748945
212.960065,30,1633.966247
213.927828,35,1634.238377
212.429929,37,1634.529128
212.394597,34,1634.880471
213.337038,31,1635.133597
1.794392,31,1635.370135
213.634864,35,1635.626473
213.399188,36,1635.893359
214.229899,87,1636.569148
211.628707,36,1636.848505
211.776752,35,1637.170403
212.844231,33,1637.462994
214.943303,31,1637.690014
211.364808,33,1637.931579
213.355902,32,1638.187407
213.778148,30,1638.41417
213.975616,29,1638.632833
211.204579,33,1638.894227
212.295367,29,1639.117632
212.413748,34,1639.445969
7.192803,27,1639.645294
213.727319,27,1639.876053
214.2246,29,1640.097147
212.457325,28,1640.310652
213.719955,32,1640.560574
209.154947,35,1640.818033
211.37034,40,1641.101453
211.794493,37,1641.453845
212.498592,33,1641.709266
213.940415,33,1641.943303
209.84428,33,1642.171519
211.301423,31,1642.408556
213.622009,30,1642.638395
212.833055,36,1642.916252
212.134104,35,1643.149763
214.620608,37,1643.562881
213.451118,32,1643.814835
215.8882,28,1643.959119
212.470187,33,1644.215324
212.759661,33,1644.464173
210.537671,35,1644.809948
211.00526,33,1645.058579
213.21535,31,1645.31228
214.860403,27,1645.486173
215.350808,28,1645.777806
211.653497,36,1646.046113
212.187568,34,1646.312801
213.354856,30,1646.55076
213.378448,31,1646.799918
209.420094,34,1647.050457
209.795725,33,1647.275465
212.064186,30,1647.506692
213.465067,31,1647.792134
213.448391,31,1648.040132
210.428266,42,1648.426684
214.691551,29,1648.646903
211.350165,32,1648.876724
212.227111,34,1649.118108
209.238549,34,1649.395381
212.224752,31,1649.667587
209.324047,31,1649.92592
213.088985,29,1650.191195
214.780624,31,1650.376207
212.628958,35,1650.789556
212.187596,33,1651.072295
212.923399,32,1651.334051
212.406965,31,1651.572229
211.52399,32,1651.844216
210.832648,32,1652.10119
214.093737,32,1652.351952
214.507306,29,1652.500102
209.779984,38,1652.880588
212.240052,31,1653.117256
213.646197,35,1653.497284
209.275442,35,1653.83852
212.585138,35,1654.167281
211.465567,35,1654.431232
211.985877,34,1654.660057
205.531453,33,1654.900612
212.066829,34,1655.136941
208.863927,35,1655.379415
213.640907,32,1655.619931
213.40348,34,1655.871081
215.035554,30,1656.131448
212.43663,36,1656.463456
207.746697,41,1656.82703
214.917654,29,1657.052175
212.815827,35,1657.314713
212.283231,33,1657.567918
212.283582,33,1657.801342
211.549521,31,1658.039547
209.001178,35,1658.393993
213.670883,32,1658.630942
208.391194,39,1658.913884
208.509711,33,1659.161215
211.041943,32,1659.416592
210.307073,33,1659.65079
211.3236,34,1659.898396
214.717718,32,1660.133952
-10.917839,180,1661.500255
213.496923,30,1661.733059
212.914083,27,1661.948506
211.248277,31,1662.184868
214.985869,29,1662.349865
210.623833,33,1662.628653
215.38201,29,1662.870766
213.109252,31,1663.117114
208.704846,38,1663.524056
210.132083,39,1663.780824
210.536986,34,1664.014593
209.202267,37,1664.279982
214.49664,30,1664.502322
212.459184,35,1664.790096
213.116768,34,1665.039492
214.220604,33,1665.303507
213.030969,33,1665.614052
212.031549,47,1666.013624
212.505895,32,1666.264253
212.436083,30,1666.498236
212.426699,30,1666.658029
211.505535,35,1666.977852
211.723379,34,1667.20952
209.943195,36,1667.469952
213.766967,32,1667.727107
212.496808,30,1667.960748
213.42365,41,1668.290505
213.14008,33,1668.622653
3.130072,33,1668.855458
213.178743,34,1669.107658
211.457495,33,1669.339725
212.711811,30,1669.571797
209.825494,33,1669.802547
214.778631,28,1670.02633
209.241326,38,1670.321823
212.990489,36,1670.614019
211.961932,38,1670.915127
213.828948,33,1671.162021
213.286643,33,1671.494317
213.811377,31,1671.651973
215.922453,28,1671.877357
211.139779,33,1672.145833
213.940191,31,1672.410764
208.843531,32,1672.647524
213.213512,36,1672.931598
208.918845,33,1673.285545
211.279363,35,1673.65929
212.171493,30,1673.9547
209.107915,32,1674.195584
212.711048,29,1674.362924
212.26476,31,1674.6014
213.249433,32,1674.876047
213.905727,29,1675.102828
209.417638,33,1675.353071
212.557099,34,1675.596194
212.230704,32,1675.848283
212.193048,34,1676.108697
212.761321,32,1676.355282
212.617871,37,1676.75205
211.09198,33,1676.997395
211.070153,32,1677.227328
210.209497,34,1677.470073
212.784669,35,1677.715458
211.846134,34,1677.959894
213.344071,32,1678.196854
212.710707,33,1678.448004
214.059001,28,1678.721715
214.145983,29,1678.948271
213.044365,31,1679.191269
210.803387,33,1679.44517
214.436135,27,1679.663229
213.952661,29,1679.823428
208.772011,35,1680.142876
211.15049,38,1680.414346
212.190724,33,1680.740033
211.607294,34,1680.996519
212.74471,32,1681.230879
211.815454,33,1681.49416
212.695272,35,1681.760917
211.227865,31,1681.991592
214.087037,31,1682.244727
210.267884,31,1682.499054
213.188016,31,1682.763013
210.143276,32,1683.06755
214.375529,31,1683.335917
209.56046,34,1683.707788
210.387885,34,1683.976477
211.571385,30,1684.221857
212.595907,32,1684.484149
213.728969,33,1684.732525
215.155922,31,1684.965432
214.580781,29,1685.194041
211.73657,33,1685.44643
210.946067,34,1685.764983
213.048352,34,1686.012228
212.715638,31,1686.260964
213.910728,31,1686.543734
213.190047,32,1686.797663
211.997987,31,1687.053365
211.729462,31,1687.317459
214.025843,29,1687.539296
209.284024,30,1687.765752
204.995945,32,1687.991112
211.958847,31,1688.210427
209.646795,35,1688.51892
210.037498,36,1688.766982
213.132963,33,1689.017922
212.411391,33,1689.248582
213.382373,37,1689.518789
210.001988,42,1689.816308
212.386296,34,1690.064347
214.333215,34,1690.33696
212.66338,30,1690.661642
213.699582,28,1690.895684
214.054081,27,1691.108236
210.754565,33,1691.349755
5.914243,30,1691.599061
214.309336,29,1691.812454
211.901239,32,1692.05323
209.784517,38,1692.320727
213.327176,38,1692.596294
213.578961,35,1692.865924
213.620198,37,1693.305884
213.343163,31,1693.550091
214.349748,29,1693.855851
212.40612,33,1694.189115
212.178515,31,1694.470059
212.966511,28,1694.612798
211.30874,32,1694.853415
211.68871,32,1695.11419
211.096119,33,1695.361152
212.825504,31,1695.598655
212.738151,35,1695.850443
212.602381,33,1696.189306
213.604357,30,1696.34864
213.99973,29,1696.589345
212.167755,32,1696.927616
210.604176,34,1697.238619
209.290955,33,1697.47938
206.99572,32,1697.711966
209.194858,36,1698.051032
212.589312,34,1698.327535
212.437088,33,1698.597656
214.796208,30,1698.857048
215.062119,30,1699.109949
214.286899,33,1699.375586
211.390594,36,1699.627893
211.295214,34,1699.872761
215.206221,30,1700.097846
204.361691,35,1700.360153
215.55668,28,1700.586969
211.159533,32,1700.890889
211.224557,35,1701.151157
213.690963,31,1701.404709
212.704999,32,1701.640771
212.462274,32,1701.893877
213.673059,30,1702.128685
211.01323,34,1702.388084
215.475756,30,1702.65024
211.472597,35,1702.928394
211.096596,35,1703.199571
211.614516,34,1703.474776
212.493213,29,1703.701714
208.15685,29,1703.932772
211.689005,35,1704.210044
213.497208,32,1704.479992
213.043638,33,1704.72653
212.841471,32,1705.05036
209.67231,33,1705.364241
211.103536,31,1705.594262
210.275157,30,1705.813579
208.125008,34,1706.0466
209.189087,34,1706.284526
205.486029,34,1706.529876
210.098369,31,1706.759467
212.708995,32,1707.009828
213.886765,30,1707.228369
212.383741,32,1707.466561
204.249258,35,1707.717468
213.095546,36,1707.98861
212.265784,35,1708.261205
214.645238,31,1708.553976
4.552565,30,1708.788029
210.164272,30,1709.023767
213.771071,29,1709.244761
215.07453,26,1709.457387
209.170946,32,1709.684716
213.242923,30,1709.904403
214.08148,28,1710.128728
214.59085,29,1710.275337
213.69492,30,1710.585731
208.746831,34,1710.832053
213.434067,32,1711.104115
210.81545,34,1711.46164
211.061324,34,1711.719976
212.975192,32,1711.985374
210.504534,36,1712.261678
213.488801,32,1712.51798
213.368771,32,1712.85702
214.254102,30,1713.146445
214.153903,29,1713.39467
214.094126,30,1713.643954
214.007594,31,1713.794162
208.8648,39,1714.178287
214.139275,31,1714.43827
211.594168,33,1714.712225
212.45251,35,1715.083095
204.440765,38,1715.365054
212.525454,31,1715.612157
212.812864,30,1715.83345
213.533227,32,1716.077493
213.652006,31,1716.3033
213.206637,31,1716.541535
213.38715,29,1716.775396
212.824861,32,1717.043982
212.511212,29,1717.277177
209.811776,32,1717.523991
211.376653,33,1717.773175
214.061314,30,1718.006047
214.908831,30,1718.245259
210.4377,36,1718.612895
210.569025,36,1721.561517
211.963778,36,1721.944623
211.335321,32,1722.185754
209.350327,35,1722.476641
214.00124,31,1722.804564
210.651856,33,1723.062365
213.319716,29,1723.291284
213.617852,32,1723.539309
9.392566,29,1723.757575
209.153575,33,1724.00525
213.966389,29,1724.228604
213.958591,34,1724.484297
214.020933,36,1724.820358
215.636632,32,1725.159755
211.291,36,1725.427482
214.607633,31,1725.671442
209.966621,34,1725.934443
9.192095,26,1726.144344
209.455352,28,1726.384133
212.219746,34,1726.646088
208.902602,34,1726.905247
212.808812,33,1727.171025
212.447212,35,1727.428747
213.321797,29,1727.638828
207.569644,32,1727.883406
209.35454,32,1728.11062
213.885505,30,1728.328431
214.870215,33,1728.573123
214.775916,31,1728.805571
214.34645,30,1729.113655
211.536089,34,1729.361792
214.840268,29,1729.581578
213.251194,31,1729.839351
9.942673,26,1729.961937
213.780294,32,1730.219076
209.72553,34,1730.478438
212.865644,35,1730.834129
209.836819,31,1731.080507
213.080537,34,1731.431708
212.65397,33,1731.715701
209.73082,39,1732.096228
212.810738,33,1732.346139
210.45818,33,1732.589199
212.8775,31,1732.82696
214.080553,30,1733.09147
213.975838,30,1733.337046
211.036152,33,1733.605107
215.075214,29,1733.837763
212.163852,30,1734.148939
210.121575,34,1734.408049
212.23006,33,1734.677253
213.662198,32,1734.904259
211.396279,34,1735.162015
212.845184,32,1735.412043
213.130524,29,1735.645823
211.94934,33,1735.896127
214.296627,31,1736.153638
209.40638,37,1736.423879
215.549062,29,1736.668886
208.749944,36,1736.948303
215.262895,28,1737.258227
204.285684,32,1737.511124
212.767279,29,1737.740965
215.283878,29,1737.964569
207.910412,43,1738.253038
208.957167,37,1738.512106
215.258255,30,1738.74997
211.64852,32,1738.982907
213.820479,31,1739.21765
205.126365,33,1739.54004
212.239196,33,1739.797484
210.70638,32,1740.047281
208.693633,33,1740.304936
211.646011,32,1740.564355
9.682985,26,1740.802788
215.393996,28,1741.044045
213.542221,31,1741.302203
204.586821,33,1741.56893
211.780445,35,1741.852912
214.720369,34,1742.18458
213.564843,33,1742.451811
214.64789,30,1742.685663
213.519948,33,1742.924245
211.32782,33,1743.161345
208.709543,33,1743.404449
213.283411,32,1743.670891
210.648739,36,1743.944292
212.480941,33,1744.274178
214.767454,28,1744.55788
213.707274,28,1744.782255
213.934345,30,1745.023564
214.893157,30,1745.269366
204.844328,32,1745.500417
214.04928,32,1745.752259
209.324484,38,1746.033936
211.506879,37,1746.269452
210.742966,40,1746.580166
215.131272,34,1746.838897
214.733338,33,1747.097543
209.305712,38,1747.472839
214.054882,30,1747.776349
210.21093,34,1748.136601
214.580212,30,1748.384452
211.221884,35,1748.622581
212.606829,35,1748.880436
214.254736,31,1749.103339
213.813199,33,1749.347244
214.741954,28,1749.605493
214.729702,27,1749.755938
213.933894,30,1750.029679
205.855243,33,1750.263916
209.644926,37,1750.636028
212.678176,33,1750.891865
209.086347,36,1751.171
215.159595,29,1751.431162
205.423033,33,1751.673604
210.359997,34,1752.005342
214.318667,30,1752.30115
213.064133,35,1752.561936
211.508459,35,1752.813196
209.024549,34,1753.071197
214.432859,31,1753.311917
210.181703,33,1753.55625
210.566388,33,1753.819515
8.068131,29,1754.05881
211.570593,31,1754.3038
211.778303,30,1754.540837
209.67487,36,1754.82218
214.202572,31,1755.083065
212.568973,32,1755.322942
212.932896,33,1755.692711
211.748737,33,1756.027153
208.769693,34,1756.360712
213.020698,34,1756.605175
214.586389,31,1756.855733
213.585282,31,1757.10162
210.605537,32,1757.346495
209.657421,34,1757.616578
7.009721,23,1757.805341
207.35124,34,1758.047644
211.287881,29,1758.309171
213.039216,32,1758.567519
213.936964,34,1758.831422
214.962662,31,1759.062378
212.451137,35,1759.323498
212.598726,35,1759.58824
213.71091,30,1759.805256
212.071097,32,1760.044815
214.013313,33,1760.37111
213.718761,30,1760.667664
209.398466,35,1760.935804
215.188404,31,1761.185344
214.413454,32,1761.444639
212.300711,32,1761.695907
214.282237,30,1761.923095
214.38836,29,1762.15398
213.924553,30,1762.376994
210.043295,29,1762.604751
214.585428,31,1762.862902
212.737219,31,1763.088779
210.525738,33,1763.355162
212.574588,30,1763.642997
209.378677,35,1763.899167
208.475708,40,1764.195479
207.142206,33,1764.450312
204.231124,35,1764.700404
213.367473,34,1765.010694
215.274643,31,1765.240002
213.754877,32,1765.487009
214.577084,31,1765.728365
215.307364,29,1765.982023
212.22437,35,1766.250221
212.409701,29,1766.468801
214.76224,31,1766.708963
212.409152,36,1766.99277
210.603956,35,1767.262272
214.905696,31,1767.570938
212.858651,33,1767.81226
214.484535,32,1768.051876
214.980974,32,1768.298972
213.670765,32,1768.535934
215.638893,31,1768.797375
211.512657,36,1769.086115
214.734698,31,1769.357629
214.485023,30,1769.599303
212.265905,32,1769.815868
207.918892,39,1770.097131
213.807564,29,1770.394193
