method,budget,scope,value,units,mean_CollisionCount,mean_CriticalCount,mean_SeveritySum,mean_CVS,mean_F,mean_NewHistoricalFailureCount,mean_selection_seconds
TargetOnlyGP-Marginal,30,coverage,exact,18,3.611111111111111,5.777777777777778,4.694444444444445,3.0,0.0800218634815669,0.0,0.3268433222223798
TargetOnlyGP-Marginal,30,heterogeneity,global,18,2.6666666666666665,4.666666666666667,3.6666666666666665,2.4166666666666665,0.06866892599521807,0.0,0.32165111110468086
TargetOnlyGP-Marginal,50,overall,all,54,5.12962962962963,7.555555555555555,6.342592592592593,3.6574074074074074,0.08798314479401206,0.018518518518518517,0.3270280851790664
TargetOnlyGP-Marginal,50,coverage,exact,18,5.777777777777778,9.222222222222221,7.5,4.388888888888889,0.09852359533888316,0.0,0.3268433222223798
TargetOnlyGP-Marginal,50,heterogeneity,global,18,4.388888888888889,7.388888888888889,5.888888888888889,3.5277777777777777,0.08330166918519667,0.0,0.32165111110468086
Random,10,overall,all,1080,1.4333333333333333,2.0277777777777777,1.7305555555555556,1.6314814814814815,0.027093887017129347,0.0,0.00013205583263361067
Random,10,coverage,exact,360,1.6833333333333333,2.55,2.1166666666666667,1.9666666666666666,0.03270457496112714,0.0,0.00013324666619559544
Random,10,heterogeneity,global,360,1.3722222222222222,2.022222222222222,1.6972222222222222,1.6111111111111112,0.024875500712370435,0.0,0.0001327352784250656
Random,20,overall,all,1080,2.8055555555555554,4.003703703703704,3.4046296296296297,2.9990740740740742,0.04780387362279935,0.003703703703703704,0.00013205583263361067
Random,20,coverage,exact,360,3.3055555555555554,4.983333333333333,4.144444444444445,3.6194444444444445,0.054970395525594816,0.0,0.00013324666619559544
Random,20,heterogeneity,global,360,2.5833333333333335,3.9722222222222223,3.2777777777777777,2.888888888888889,0.04284461676475877,0.0,0.0001327352784250656
Random,30,overall,all,1080,4.207407407407407,6.07037037037037,5.138888888888889,4.250925925925926,0.06575810151944891,0.005555555555555556,0.00013205583263361067
Random,30,coverage,exact,360,4.777777777777778,7.305555555555555,6.041666666666667,4.9944444444444445,0.0742310509297223,0.0,0.00013324666619559544
Random,30,heterogeneity,global,360,3.7777777777777777,5.9222222222222225,4.85,3.9916666666666667,0.05963396824063931,0.0,0.0001327352784250656
Random,50,overall,all,1080,7.044444444444444,10.205555555555556,8.625,6.262037037037037,0.09197095628230186,0.007407407407407408,0.00013205583263361067
Random,50,coverage,exact,360,8.233333333333333,12.533333333333333,10.383333333333333,7.3277777777777775,0.1046789571557356,0.0,0.00013324666619559544
Random,50,heterogeneity,global,360,6.155555555555556,9.833333333333334,7.9944444444444445,5.944444444444445,0.08439416449447049,0.0,0.0001327352784250656
FPS-Risk,10,heterogeneity,partial,18,9.944444444444445,10.0,9.972222222222221,5.972222222222222,0.08670265021499386,0.0,0.03531123333313088
FPS-Risk,20,heterogeneity,partial,18,19.944444444444443,20.0,19.97222222222222,7.694444444444445,0.12577866827581013,0.0,0.03531123333313088
