method,budget,scope,value,units,mean_CollisionCount,mean_CriticalCount,mean_SeveritySum,mean_CVS,mean_F,mean_NewHistoricalFailureCount,mean_selection_seconds
MeanResidual-Marginal,30,heterogeneity,mcts_cv,3,8.666666666666666,24.666666666666668,16.666666666666668,4.833333333333333,0.06366120010349209,0.0,0.6030455000000075
MeanResidual-Marginal,50,heterogeneity,mcts_cv,3,9.333333333333334,39.0,24.166666666666668,5.166666666666667,0.06615438419708104,0.0,0.6030455000000075
CoRe-Risk,10,heterogeneity,mcts_cv,3,4.666666666666667,10.0,7.333333333333333,4.0,0.04149760018379099,0.0,0.19754596667674681
CoRe-Risk,20,heterogeneity,mcts_cv,3,7.666666666666667,19.666666666666668,13.666666666666666,4.0,0.051150927768160014,0.0,0.19754596667674681
CoRe-Risk,30,heterogeneity,mcts_cv,3,9.0,27.666666666666668,18.333333333333332,4.333333333333333,0.05611588825259678,0.0,0.19754596667674681
CoRe-Risk,50,heterogeneity,mcts_cv,3,9.333333333333334,44.666666666666664,27.0,5.166666666666667,0.06615792364817939,0.0,0.19754596667674681
CoRe-Marginal,10,heterogeneity,mcts_cv,3,3.6666666666666665,6.0,4.833333333333333,3.8333333333333335,0.04770171423019067,0.0,0.6101958000023538
CoRe-Marginal,20,heterogeneity,mcts_cv,3,6.333333333333333,14.0,10.166666666666666,4.333333333333333,0.05833423592051686,0.0,0.6101958000023538
CoRe-Marginal,30,heterogeneity,mcts_cv,3,8.0,23.0,15.5,4.666666666666667,0.06157235140456772,0.0,0.6101958000023538
CoRe-Marginal,50,heterogeneity,mcts_cv,3,9.333333333333334,36.666666666666664,23.0,5.166666666666667,0.0661577950201113,0.0,0.6101958000023538
TargetOnlyGP-Marginal,10,heterogeneity,mcts_cv,3,0.6666666666666666,5.0,2.8333333333333335,2.8333333333333335,0.032480536608910725,0.0,0.5878593666323771
TargetOnlyGP-Marginal,20,heterogeneity,mcts_cv,3,2.6666666666666665,13.0,7.833333333333333,3.8333333333333335,0.04545348080723887,0.0,0.5878593666323771
TargetOnlyGP-Marginal,30,heterogeneity,mcts_cv,3,5.333333333333333,20.0,12.666666666666666,4.333333333333333,0.05124017396347121,0.0,0.5878593666323771
TargetOnlyGP-Marginal,50,heterogeneity,mcts_cv,3,6.0,34.666666666666664,20.333333333333332,4.5,0.05582619870199381,0.0,0.5878593666323771
Random,10,heterogeneity,mcts_cv,60,0.2,0.8333333333333334,0.5166666666666667,0.48333333333333334,0.004912163221317652,0.0,0.0002191850042436272
Random,20,heterogeneity,mcts_cv,60,0.43333333333333335,1.8,1.1166666666666667,0.9666666666666667,0.010287328438178065,0.0,0.0002191850042436272
Random,30,heterogeneity,mcts_cv,60,0.6333333333333333,2.8333333333333335,1.7333333333333334,1.4333333333333333,0.014520356166550912,0.0,0.0002191850042436272
Random,50,heterogeneity,mcts_cv,60,0.9,4.933333333333334,2.9166666666666665,2.1,0.023021922731210096,0.0,0.0002191850042436272
FPS-Risk,10,heterogeneity,ppo_ece,3,2.6666666666666665,10.0,6.333333333333333,3.0,0.03501470795797448,0.0,0.08406976664749284
FPS-Risk,20,heterogeneity,ppo_ece,3,2.6666666666666665,20.0,11.333333333333334,3.0,0.041617970338654615,0.0,0.08406976664749284
FPS-Risk,30,heterogeneity,ppo_ece,3,2.6666666666666665,30.0,16.333333333333332,3.6666666666666665,0.04775897516803349,0.0,0.08406976664749284
FPS-Risk,50,heterogeneity,ppo_ece,3,2.6666666666666665,42.666666666666664,22.666666666666668,4.0,0.055941695141066256,0.0,0.08406976664749284
FPS-Severity,10,heterogeneity,ppo_ece,3,2.6666666666666665,10.0,6.333333333333333,3.0,0.03415314704331437,0.0,0.08926230001573761
