history_size,epoch,train_loss,dev_loss
510,1,1.1374567747116089,0.6662841439247131
510,2,1.1218154430389404,0.646513819694519
510,3,1.1248608827590942,0.6674230694770813
510,4,1.1188709735870361,0.695267379283905
510,5,1.1198804378509521,0.7128335237503052
510,6,1.1214617490768433,0.7195331454277039
510,7,1.1234978437423706,0.714146077632904
510,8,1.114770770072937,0.7030614018440247
510,9,1.1182425022125244,0.6907787919044495
510,10,1.1156097650527954,0.6827508211135864
510,11,1.1122126579284668,0.6794911623001099
510,12,1.1107064485549927,0.6803925037384033
510,13,1.1073617935180664,0.6846054792404175
510,14,1.1106114387512207,0.6933177709579468
510,15,1.1129652261734009,0.7022125124931335
510,16,1.1106758117675781,0.7089250683784485
510,17,1.1067441701889038,0.7095003128051758
510,18,1.1029666662216187,0.70484858751297
510,19,1.0940148830413818,0.6966331601142883
510,20,1.0927153825759888,0.6908016800880432
510,21,1.1015421152114868,0.6905619502067566
510,22,1.0952274799346924,0.6967324614524841
510,23,1.0923728942871094,0.7071244120597839
510,24,1.0828105211257935,0.7164427638053894
510,25,1.0854167938232422,0.7228530049324036
510,26,1.0851637125015259,0.7211348414421082
510,27,1.081737995147705,0.7145838737487793
510,28,1.0725860595703125,0.7082818150520325
510,29,1.0652031898498535,0.7051942348480225
510,30,1.0696520805358887,0.7124287486076355
510,31,1.058526635169983,0.724438488483429
510,32,1.0627766847610474,0.7311866879463196
510,33,1.0724518299102783,0.7286432385444641
510,34,1.054571509361267,0.7222498655319214
510,35,1.0553383827209473,0.7302130460739136
510,36,1.0520696640014648,0.7395514249801636
510,37,1.0364550352096558,0.7313079833984375
510,38,1.0320340394973755,0.720231294631958
510,39,1.0370633602142334,0.7246758937835693
510,40,1.0305289030075073,0.7395849227905273
510,41,1.0353937149047852,0.7398290634155273
510,42,1.023295283317566,0.7228432893753052
510,43,1.0022531747817993,0.7291192412376404
510,44,0.9907061457633972,0.7213754057884216
510,45,0.9902821779251099,0.7116830348968506
510,46,0.9696645736694336,0.7085899114608765
510,47,0.9783869981765747,0.7010068893432617
510,48,0.9639384746551514,0.6595377326011658
510,49,0.9674593806266785,0.7451311945915222
510,50,0.9493901133537292,0.7330050468444824
