snapshot_id,scenario_id,source_profile,seed,action_history,source_state,source_criticality
sc_00035,fast_intrusion_g5_dvm6,SUT-A,20261017,[2],"[2, 2, -3, 13, 0, 0, 1, 0, 1, 0]",0.005719381586931646
sc_00036,fast_intrusion_g5_dvm6,SUT-A,20261017,"[2, 2]","[2, 2, -3, 13, 0, 0, 1, 0, 2, 0]",0.027570996028780943
sc_00037,fast_intrusion_g5_dvm6,SUT-A,20261017,"[2, 2, 2]","[2, 2, -3, 13, 0, 0, 1, 0, 3, 0]",0.11648385915756228
sc_00038,fast_intrusion_g5_dvm6,SUT-A,20261017,"[2, 2, 2, 1, 1]","[1, 2, -3, 13, 0, 0, 1, 1, 5, 0]",0.600708453655243
sc_00039,fast_intrusion_g5_dvm6,SUT-A,20261018,[],"[3, 2, -3, 12, 0, 0, 1, 0, 0, 0]",0.0004766512347437442
sc_00040,fast_intrusion_g5_dvm6,SUT-A,20261018,[0],"[2, 2, -3, 13, 0, 0, 1, 0, 1, 0]",0.005719381586931646
sc_00041,fast_intrusion_g5_dvm6,SUT-A,20261018,"[0, 2]","[2, 2, -3, 13, 0, 0, 1, 0, 2, 0]",0.027570996028780943
sc_00042,fast_intrusion_g5_dvm6,SUT-A,20261018,"[0, 2, 2]","[2, 2, -3, 13, 0, 0, 1, 0, 3, 0]",0.11648385915756228
sc_00043,fast_intrusion_g5_dvm6,SUT-A,20261018,"[0, 2, 2, 2, 1]","[1, 2, -3, 13, 0, 0, 1, 1, 5, 0]",0.600708453655243
sc_00044,fast_intrusion_g5_dvm2,SUT-A,20261115,[],"[2, 2, -1, 12, 0, 0, 1, 0, 0, 0]",6.185382218559584e-05
sc_00045,fast_intrusion_g5_dvm2,SUT-A,20261115,[0],"[2, 2, -1, 13, 0, 0, 1, 0, 1, 0]",0.0006313436473160984
sc_00046,fast_intrusion_g5_dvm2,SUT-A,20261115,"[0, 1]","[2, 2, -1, 13, 0, 0, 1, 0, 2, 0]",0.003958208883007369
sc_00047,fast_intrusion_g5_dvm2,SUT-A,20261115,"[0, 1, 1]","[1, 2, -1, 13, 0, 0, 1, 0, 3, 0]",0.02416865196178357
sc_00048,fast_intrusion_g5_dvm2,SUT-A,20261115,"[0, 1, 1, 0, 0]","[1, 2, -2, 13, 0, 0, 1, 1, 5, 0]",0.09423974672953289
sc_00049,fast_intrusion_g5_dvm2,SUT-A,20261116,[],"[2, 2, -1, 12, 0, 0, 1, 0, 0, 0]",6.185382218559584e-05
sc_00050,fast_intrusion_g5_dvm2,SUT-A,20261116,[1],"[2, 2, -1, 13, 0, 0, 1, 0, 1, 0]",0.0006313436473160984
sc_00051,fast_intrusion_g5_dvm2,SUT-A,20261116,"[1, 0]","[2, 2, -1, 13, 0, 0, 1, 0, 2, 0]",0.003958208883007369
sc_00052,fast_intrusion_g5_dvm2,SUT-A,20261116,"[1, 0, 0, 2]","[1, 2, -1, 13, 0, 0, 1, 0, 4, 0]",0.10745524785916012
sc_00053,fast_intrusion_g5_dvm2,SUT-A,20261116,"[1, 0, 0, 2, 1]","[1, 2, -1, 13, 0, 0, 1, 1, 5, 0]",0.2651767271757126
sc_00054,fast_intrusion_g5_dvm2,SUT-A,20261117,[],"[2, 2, -1, 12, 0, 0, 1, 0, 0, 0]",6.185382218559584e-05
sc_00055,fast_intrusion_g5_dvm2,SUT-A,20261117,[2],"[2, 2, -1, 13, 0, 0, 1, 0, 1, 0]",0.0006313436473160984
sc_00056,fast_intrusion_g5_dvm2,SUT-A,20261117,"[2, 2]","[2, 2, -1, 13, 0, 0, 1, 0, 2, 0]",0.003958208883007369
sc_00057,fast_intrusion_g5_dvm2,SUT-A,20261117,"[2, 2, 0]","[1, 2, -1, 13, 0, 0, 1, 0, 3, 0]",0.02416865196178357
sc_00058,fast_intrusion_g5_dvm2,SUT-A,20261117,"[2, 2, 0, 0]","[1, 2, -1, 13, 0, 0, 1, 0, 4, 0]",0.10745524785916012
sc_00059,fast_intrusion_g5_dvm2,SUT-A,20261117,"[2, 2, 0, 0, 2]","[1, 2, -1, 13, 0, 0, 1, 1, 5, 0]",0.2651767271757126
sc_00060,fast_intrusion_g5_dvm2,SUT-A,20261118,[],"[2, 2, -1, 12, 0, 0, 1, 0, 0, 0]",6.185382218559584e-05
sc_00061,fast_intrusion_g5_dvm2,SUT-A,20261118,[0],"[2, 2, -1, 13, 0, 0, 1, 0, 1, 0]",0.0006313436473160984
sc_00062,fast_intrusion_g5_dvm2,SUT-A,20261118,"[0, 0]","[2, 2, -1, 13, 0, 0, 1, 0, 2, 0]",0.003958208883007369
sc_00063,fast_intrusion_g5_dvm2,SUT-A,20261118,"[0, 0, 1]","[1, 2, -1, 13, 0, 0, 1, 0, 3, 0]",0.02416865196178357
sc_00064,fast_intrusion_g5_dvm2,SUT-A,20261118,"[0, 0, 1, 1]","[1, 2, -1, 13, 0, 0, 1, 0, 4, 0]",0.10745524785916012
sc_00065,fast_intrusion_g5_dvm2,SUT-A,20261118,"[0, 0, 1, 1, 1]","[1, 2, -1, 13, 0, 0, 1, 1, 5, 0]",0.2651767271757126
sc_00066,fast_intrusion_g5_dv1,SUT-A,20261215,[],"[1, 2, 0, 12, 0, 0, 1, 0, 0, 0]",1.1796145549416542e-05
sc_00067,fast_intrusion_g5_dv1,SUT-A,20261215,[0],"[1, 2, 0, 13, 0, 0, 1, 0, 1, 0]",0.00017062009399135912
sc_00068,fast_intrusion_g5_dv1,SUT-A,20261215,"[0, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 2, 0]",0.002283161381535854
sc_00069,fast_intrusion_g5_dv1,SUT-A,20261215,"[0, 1, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 3, 0]",0.010263401011781147
sc_00070,fast_intrusion_g5_dv1,SUT-A,20261215,"[0, 1, 1, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 4, 0]",0.05056270238943398
sc_00071,fast_intrusion_g5_dv1,SUT-A,20261215,"[0, 1, 1, 1, 0]","[1, 2, 0, 13, 0, 0, 1, 1, 5, 0]",0.13112215873242045
sc_00072,fast_intrusion_g5_dv1,SUT-A,20261215,"[0, 1, 1, 1, 0, 2]","[1, 1, 0, 13, 0, -1, 0, 1, 6, 0]",0.4659419551414127
sc_00073,fast_intrusion_g5_dv1,SUT-A,20261216,[],"[1, 2, 0, 12, 0, 0, 1, 0, 0, 0]",1.1796145549416542e-05
sc_00074,fast_intrusion_g5_dv1,SUT-A,20261216,[1],"[1, 2, 0, 13, 0, 0, 1, 0, 1, 0]",0.00017062009399135912
sc_00075,fast_intrusion_g5_dv1,SUT-A,20261216,"[1, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 2, 0]",0.002283161381535854
sc_00076,fast_intrusion_g5_dv1,SUT-A,20261216,"[1, 1, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 3, 0]",0.010263401011781147
sc_00077,fast_intrusion_g5_dv1,SUT-A,20261216,"[1, 1, 1, 0]","[1, 2, 0, 13, 0, 0, 1, 0, 4, 0]",0.05056270238943398
sc_00078,fast_intrusion_g5_dv1,SUT-A,20261216,"[1, 1, 1, 0, 0]","[1, 2, 0, 13, 0, 0, 1, 1, 5, 0]",0.13112215873242045
sc_00079,fast_intrusion_g5_dv1,SUT-A,20261216,"[1, 1, 1, 0, 0, 2]","[1, 1, 0, 13, 0, -1, 0, 1, 6, 0]",0.4659419551414127
sc_00080,fast_intrusion_g5_dv1,SUT-A,20261217,[],"[1, 2, 0, 12, 0, 0, 1, 0, 0, 0]",1.1796145549416542e-05
sc_00081,fast_intrusion_g5_dv1,SUT-A,20261217,[2],"[1, 2, 1, 13, 0, 0, 1, 0, 1, 0]",9.902902642885847e-07
sc_00082,fast_intrusion_g5_dv1,SUT-A,20261217,"[2, 2]","[1, 2, 1, 13, 0, 0, 1, 0, 2, 0]",0.00012566780427160362
sc_00083,fast_intrusion_g5_dv1,SUT-A,20261217,"[2, 2, 0]","[1, 2, 0, 13, 0, 0, 1, 0, 3, 0]",0.010263401011781147
sc_00084,fast_intrusion_g5_dv1,SUT-A,20261217,"[2, 2, 0, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 4, 0]",0.05056270238943398
sc_00085,fast_intrusion_g5_dv1,SUT-A,20261217,"[2, 2, 0, 1, 1]","[1, 2, 0, 13, 0, 0, 1, 1, 5, 0]",0.13112215873242045
sc_00086,fast_intrusion_g5_dv1,SUT-A,20261217,"[2, 2, 0, 1, 1, 1]","[1, 1, 0, 13, 0, -1, 0, 1, 6, 0]",0.4659419551414127
sc_00087,fast_intrusion_g5_dv1,SUT-A,20261218,[],"[1, 2, 0, 12, 0, 0, 1, 0, 0, 0]",1.1796145549416542e-05
sc_00088,fast_intrusion_g5_dv1,SUT-A,20261218,[0],"[1, 2, 0, 13, 0, 0, 1, 0, 1, 0]",0.00017062009399135912
sc_00089,fast_intrusion_g5_dv1,SUT-A,20261218,"[0, 2]","[1, 2, 0, 13, 0, 0, 1, 0, 2, 0]",0.002283161381535854
sc_00090,fast_intrusion_g5_dv1,SUT-A,20261218,"[0, 2, 2]","[1, 2, 0, 13, 0, 0, 1, 0, 3, 0]",0.010263401011781147
sc_00091,fast_intrusion_g5_dv1,SUT-A,20261218,"[0, 2, 2, 0]","[1, 2, 0, 13, 0, 0, 1, 0, 4, 0]",0.05056270238943398
sc_00092,fast_intrusion_g5_dv1,SUT-A,20261218,"[0, 2, 2, 0, 0]","[1, 2, 0, 13, 0, 0, 1, 1, 5, 0]",0.13112215873242045
sc_00093,fast_intrusion_g5_dv1,SUT-A,20261218,"[0, 2, 2, 0, 0, 0]","[1, 1, 0, 13, 0, -1, 0, 1, 6, 0]",0.4659419551414127
sc_00094,fast_intrusion_g10_dvm10,SUT-A,20261315,[],"[5, 2, -5, 12, 0, 0, 1, 0, 0, 0]",1.1083716535568242e-05
sc_00095,fast_intrusion_g10_dvm10,SUT-A,20261315,[0],"[4, 2, -5, 13, 0, 0, 1, 0, 1, 0]",0.00013730092175801597
sc_00096,fast_intrusion_g10_dvm10,SUT-A,20261315,"[0, 0]","[4, 2, -5, 13, 0, 0, 1, 0, 2, 0]",0.0026764260649681103
sc_00097,fast_intrusion_g10_dvm10,SUT-A,20261315,"[0, 0, 1]","[3, 2, -5, 13, 0, 0, 1, 0, 3, 0]",0.018403453095753995
sc_00098,fast_intrusion_g10_dvm10,SUT-A,20261315,"[0, 0, 1, 2]","[3, 2, -5, 13, 0, 0, 1, 0, 4, 0]",0.08102625060081484
sc_00099,fast_intrusion_g10_dvm10,SUT-A,20261315,"[0, 0, 1, 2, 2]","[2, 2, -5, 13, 0, 0, 1, 1, 5, 0]",0.17369534651438395
sc_00100,fast_intrusion_g10_dvm10,SUT-A,20261315,"[0, 0, 1, 2, 2, 1]","[2, 1, -5, 13, 0, -1, 0, 1, 6, 0]",0.49521639943122864
sc_00101,fast_intrusion_g10_dvm10,SUT-A,20261316,[],"[5, 2, -5, 12, 0, 0, 1, 0, 0, 0]",1.1083716535568242e-05
sc_00102,fast_intrusion_g10_dvm10,SUT-A,20261316,[1],"[4, 2, -5, 13, 0, 0, 1, 0, 1, 0]",0.00013730092175801597
sc_00103,fast_intrusion_g10_dvm10,SUT-A,20261316,"[1, 0]","[4, 2, -5, 13, 0, 0, 1, 0, 2, 0]",0.0026764260649681103
sc_00104,fast_intrusion_g10_dvm10,SUT-A,20261316,"[1, 0, 2]","[3, 2, -5, 13, 0, 0, 1, 0, 3, 0]",0.018403453095753995
sc_00105,fast_intrusion_g10_dvm10,SUT-A,20261316,"[1, 0, 2, 1]","[3, 2, -5, 13, 0, 0, 1, 0, 4, 0]",0.08102625060081484
sc_00106,fast_intrusion_g10_dvm10,SUT-A,20261316,"[1, 0, 2, 1, 1]","[2, 2, -5, 13, 0, 0, 1, 1, 5, 0]",0.17369534651438395
sc_00107,fast_intrusion_g10_dvm10,SUT-A,20261316,"[1, 0, 2, 1, 1, 1]","[2, 1, -5, 13, 0, -1, 0, 1, 6, 0]",0.49521639943122864
sc_00108,fast_intrusion_g10_dvm10,SUT-A,20261317,[],"[5, 2, -5, 12, 0, 0, 1, 0, 0, 0]",1.1083716535568242e-05
sc_00109,fast_intrusion_g10_dvm10,SUT-A,20261317,[2],"[5, 2, -5, 13, 0, 0, 1, 0, 1, 0]",9.857943971951803e-05
sc_00110,fast_intrusion_g10_dvm10,SUT-A,20261317,"[2, 0]","[4, 2, -5, 13, 0, 0, 1, 0, 2, 0]",0.0026764260649681103
sc_00111,fast_intrusion_g10_dvm10,SUT-A,20261317,"[2, 0, 0]","[3, 2, -5, 13, 0, 0, 1, 0, 3, 0]",0.018403453095753995
sc_00112,fast_intrusion_g10_dvm10,SUT-A,20261317,"[2, 0, 0, 0]","[3, 2, -6, 13, 0, 0, 1, 0, 4, 0]",0.013567080636819207
sc_00113,fast_intrusion_g10_dvm10,SUT-A,20261317,"[2, 0, 0, 0, 2]","[2, 2, -5, 13, 0, 0, 1, 1, 5, 0]",0.17369534651438395
sc_00114,fast_intrusion_g10_dvm10,SUT-A,20261318,[],"[5, 2, -5, 12, 0, 0, 1, 0, 0, 0]",1.1083716535568242e-05
sc_00115,fast_intrusion_g10_dvm10,SUT-A,20261318,[0],"[4, 2, -5, 13, 0, 0, 1, 0, 1, 0]",0.00013730092175801597
sc_00116,fast_intrusion_g10_dvm10,SUT-A,20261318,"[0, 2]","[4, 2, -5, 13, 0, 0, 1, 0, 2, 0]",0.0026764260649681103
sc_00117,fast_intrusion_g10_dvm10,SUT-A,20261318,"[0, 2, 2]","[3, 2, -5, 13, 0, 0, 1, 0, 3, 0]",0.018403453095753995
sc_00118,fast_intrusion_g10_dvm10,SUT-A,20261318,"[0, 2, 2, 0]","[3, 2, -5, 13, 0, 0, 1, 0, 4, 0]",0.08102625060081484
sc_00119,fast_intrusion_g10_dvm10,SUT-A,20261318,"[0, 2, 2, 0, 1]","[2, 2, -5, 13, 0, 0, 1, 1, 5, 0]",0.17369534651438395
sc_00120,fast_intrusion_g10_dvm10,SUT-A,20261318,"[0, 2, 2, 0, 1, 1]","[2, 1, -5, 13, 0, -1, 0, 1, 6, 0]",0.49521639943122864
sc_00121,fast_intrusion_g10_dvm6,SUT-A,20261415,[],"[4, 2, -3, 12, 0, 0, 1, 0, 0, 0]",1.6413611004253234e-07
sc_00122,fast_intrusion_g10_dvm6,SUT-A,20261415,[0],"[4, 2, -3, 13, 0, 0, 1, 0, 1, 0]",3.4366980211188412e-06
sc_00123,fast_intrusion_g10_dvm6,SUT-A,20261415,"[0, 0]","[3, 2, -3, 13, 0, 0, 1, 0, 2, 0]",0.00010011073777393129
sc_00124,fast_intrusion_g10_dvm6,SUT-A,20261415,"[0, 0, 0, 0, 2]","[2, 2, -3, 13, 0, 0, 1, 1, 5, 0]",0.020561406819025678
sc_00125,fast_intrusion_g10_dvm6,SUT-A,20261416,[],"[4, 2, -3, 12, 0, 0, 1, 0, 0, 0]",1.6413611004253234e-07
sc_00126,fast_intrusion_g10_dvm6,SUT-A,20261416,[1],"[4, 2, -3, 13, 0, 0, 1, 0, 1, 0]",3.4366980211188412e-06
sc_00127,fast_intrusion_g10_dvm6,SUT-A,20261416,"[1, 2]","[3, 2, -3, 13, 0, 0, 1, 0, 2, 0]",0.00010011073777393129
sc_00128,fast_intrusion_g10_dvm6,SUT-A,20261416,"[1, 2, 2]","[3, 2, -3, 13, 0, 0, 1, 0, 3, 0]",0.00065613867148757
sc_00129,fast_intrusion_g10_dvm6,SUT-A,20261416,"[1, 2, 2, 0]","[3, 2, -3, 13, 0, 0, 1, 0, 4, 0]",0.004460608189503352
sc_00130,fast_intrusion_g10_dvm6,SUT-A,20261416,"[1, 2, 2, 0, 0]","[2, 2, -3, 13, 0, 0, 1, 1, 5, 0]",0.020561406819025678
sc_00131,fast_intrusion_g10_dvm6,SUT-A,20261417,[],"[4, 2, -3, 12, 0, 0, 1, 0, 0, 0]",1.6413611004253234e-07
sc_00132,fast_intrusion_g10_dvm6,SUT-A,20261417,[2],"[4, 2, -3, 13, 0, 0, 1, 0, 1, 0]",3.4366980211188412e-06
sc_00133,fast_intrusion_g10_dvm6,SUT-A,20261417,"[2, 2]","[3, 2, -3, 13, 0, 0, 1, 0, 2, 0]",0.00010011073777393129
sc_00134,fast_intrusion_g10_dvm6,SUT-A,20261417,"[2, 2, 1]","[3, 2, -3, 13, 0, 0, 1, 0, 3, 0]",0.00065613867148757
sc_00135,fast_intrusion_g10_dvm6,SUT-A,20261417,"[2, 2, 1, 0]","[3, 2, -3, 13, 0, 0, 1, 0, 4, 0]",0.004460608189503352
sc_00136,fast_intrusion_g10_dvm6,SUT-A,20261418,[],"[4, 2, -3, 12, 0, 0, 1, 0, 0, 0]",1.6413611004253234e-07
sc_00137,fast_intrusion_g10_dvm6,SUT-A,20261418,[0],"[4, 2, -3, 13, 0, 0, 1, 0, 1, 0]",3.4366980211188412e-06
sc_00138,fast_intrusion_g10_dvm6,SUT-A,20261418,"[0, 2]","[3, 2, -3, 13, 0, 0, 1, 0, 2, 0]",0.00010011073777393129
sc_00139,fast_intrusion_g10_dvm6,SUT-A,20261418,"[0, 2, 0]","[3, 2, -3, 13, 0, 0, 1, 0, 3, 0]",0.00065613867148757
sc_00140,fast_intrusion_g18_dvm10,SUT-A,20261715,"[0, 1, 2, 2]","[5, 2, -5, 13, 0, 0, 1, 0, 4, 0]",2.4563832600911475e-07
sc_00141,fast_intrusion_g18_dvm10,SUT-A,20261715,"[0, 1, 2, 2, 2, 2]","[4, 1, -5, 13, 0, -1, 0, 1, 6, 0]",6.390177408854169e-06
sc_00142,fast_intrusion_g18_dvm10,SUT-A,20261716,"[1, 1, 0, 0]","[5, 2, -6, 13, 0, 0, 1, 0, 4, 0]",5.5869140625000016e-08
sc_00143,fast_intrusion_g18_dvm10,SUT-A,20261716,"[1, 1, 0, 0, 1]","[4, 2, -6, 13, 0, 0, 1, 1, 5, 0]",1.7798583984375003e-06
sc_00144,fast_intrusion_g18_dvm10,SUT-A,20261716,"[1, 1, 0, 0, 1, 1]","[4, 1, -5, 13, 0, -1, 0, 1, 6, 0]",6.390177408854169e-06
sc_00145,fast_intrusion_g18_dvm10,SUT-A,20261717,"[2, 1, 1, 0]","[5, 2, -5, 13, 0, 0, 1, 0, 4, 0]",2.4563832600911475e-07
sc_00146,fast_intrusion_g18_dvm10,SUT-A,20261717,"[2, 1, 1, 0, 1, 2]","[4, 1, -5, 13, 0, -1, 0, 1, 6, 0]",6.390177408854169e-06
sc_00147,fast_intrusion_g18_dvm10,SUT-A,20261718,"[0, 0, 0, 0]","[5, 2, -6, 13, 0, 0, 1, 0, 4, 0]",5.5869140625000016e-08
sc_00148,fast_intrusion_g18_dvm10,SUT-A,20261718,"[0, 0, 0, 0, 1]","[4, 2, -6, 13, 0, 0, 1, 1, 5, 0]",1.7798583984375003e-06
sc_00149,cutin_braking_g5_dvm10,SUT-A,20262915,[],"[4, 2, -5, 12, 0, 0, 1, 0, 0, 1]",2.184563868840537e-05
sc_00150,cutin_braking_g5_dvm10,SUT-A,20262915,[0],"[3, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.0002262253855864208
sc_00151,cutin_braking_g5_dvm10,SUT-A,20262915,"[0, 2]","[3, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0011751572422186536
sc_00152,cutin_braking_g5_dvm10,SUT-A,20262915,"[0, 2, 0]","[2, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.004326306692759196
sc_00153,cutin_braking_g5_dvm10,SUT-A,20262915,"[0, 2, 0, 1]","[2, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.01829890559117
sc_00154,cutin_braking_g5_dvm10,SUT-A,20262915,"[0, 2, 0, 1, 1]","[1, 2, -5, 13, 0, 0, 1, 1, 5, 1]",0.059403533935546884
sc_00155,cutin_braking_g5_dvm10,SUT-A,20262915,"[0, 2, 0, 1, 1, 0]","[1, 2, -6, 13, 0, 0, 0, 1, 6, 1]",0.2506510416666667
sc_00156,cutin_braking_g5_dvm10,SUT-A,20262916,[],"[4, 2, -5, 12, 0, 0, 1, 0, 0, 1]",2.184563868840537e-05
sc_00157,cutin_braking_g5_dvm10,SUT-A,20262916,[1],"[3, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.0002262253855864208
sc_00158,cutin_braking_g5_dvm10,SUT-A,20262916,"[1, 1]","[3, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0011751572422186536
sc_00159,cutin_braking_g5_dvm10,SUT-A,20262916,"[1, 1, 2]","[2, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.004326306692759196
sc_00160,cutin_braking_g5_dvm10,SUT-A,20262916,"[1, 1, 2, 2]","[2, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.01829890559117
sc_00161,cutin_braking_g5_dvm10,SUT-A,20262916,"[1, 1, 2, 2, 0]","[1, 2, -5, 13, 0, 0, 1, 1, 5, 1]",0.059403533935546884
sc_00162,cutin_braking_g5_dvm10,SUT-A,20262916,"[1, 1, 2, 2, 0, 2]","[1, 2, -5, 13, 0, 0, 0, 1, 6, 1]",0.2878570556640625
sc_00163,cutin_braking_g5_dvm10,SUT-A,20262917,[],"[4, 2, -5, 12, 0, 0, 1, 0, 0, 1]",2.184563868840537e-05
sc_00164,cutin_braking_g5_dvm10,SUT-A,20262917,[2],"[3, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.0002262253855864208
sc_00165,cutin_braking_g5_dvm10,SUT-A,20262917,"[2, 0]","[3, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0011751572422186536
sc_00166,cutin_braking_g5_dvm10,SUT-A,20262917,"[2, 0, 1]","[2, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.004326306692759196
sc_00167,cutin_braking_g5_dvm10,SUT-A,20262917,"[2, 0, 1, 0]","[2, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.01829890559117
