seed,method,query,index,mode,ego_collision,near_miss,background_collision,event,completed,min_ttc,min_clearance,response,selection_seconds,elapsed_seconds
20321103,HistoryMargin-Residual,1,213,stop_and_go,False,True,False,True,True,1.28525187216642,1.3047390808506518,0.6628848691713308,0.000496799941174686,0.5716525999596342
20321103,HistoryMargin-Residual,2,201,stop_and_go,False,False,False,False,True,2.599789920113907,1.5934985907792338,0.10509495531491174,0.0007258999394252896,0.573517799959518
20321103,HistoryMargin-Residual,3,239,stop_and_go,False,False,False,False,True,1.7909453056267184,1.7828667996108898,0.1376176447289502,0.0007717000553384423,0.5817801000084728
20321103,HistoryMargin-Residual,4,245,stop_and_go,False,False,False,False,True,4.230308324894239,1.8709050893560626,0.06102954815636978,0.0007397000445052981,0.5862056000623852
20321103,HistoryMargin-Residual,5,223,stop_and_go,False,False,False,False,True,3.3931402000489475,1.94109675327298,0.0806738259109471,0.0007832000264897943,0.5793857000535354
20321103,HistoryMargin-Residual,6,300,slow_lead_following,False,True,False,True,True,1.3305657504836372,1.637977565111267,0.6604430419924989,0.0007394000422209501,0.6268468999769539
20321103,HistoryMargin-Residual,7,308,slow_lead_following,False,False,False,False,True,1.8152773754703608,1.8272046721651602,0.13650598493918387,0.0009461999870836735,0.5548499999567866
20321103,HistoryMargin-Residual,8,5,fast_intrusion,True,False,True,True,False,0.47541302076280606,0.0,1.213361926877274,0.0009651000145822763,0.14015029999427497
20321103,HistoryMargin-Residual,9,66,cutin_braking,True,False,True,True,False,0.44959056322448826,0.09476648128431792,1.2152063632352295,0.0011272999690845609,0.15322029998060316
20321103,HistoryMargin-Residual,10,180,lead_braking,False,False,False,False,True,1.5517597486183399,1.1252636390958253,0.14903894808378393,0.0013287999900057912,0.55524339992553
20321103,HistoryMargin-Residual,11,37,fast_intrusion,False,True,False,True,True,0.6551736506457273,0.376516333660268,0.7009527289366358,0.0013861999614164233,0.5891366000287235
20321103,HistoryMargin-Residual,12,43,fast_intrusion,False,True,False,True,True,0.5611067814470614,0.4411439857722116,0.7073535534608353,0.002949699992313981,0.604240300017409
20321103,HistoryMargin-Residual,13,51,fast_intrusion,False,True,False,True,True,0.9398080534195175,1.406808075095991,0.6827632440237867,0.0013899999903514981,0.5573393000522628
20321103,HistoryMargin-Residual,14,102,cutin_braking,False,True,False,True,True,1.1807748759880072,1.5381836341880228,0.6686573753986744,0.0014025999698787928,0.5647231000475585
20321103,HistoryMargin-Residual,15,19,fast_intrusion,False,True,False,True,True,1.0430945439382906,1.3440676451462858,0.6765780055535919,0.0014664999907836318,0.560237199999392
20321103,HistoryMargin-Residual,16,27,fast_intrusion,False,True,False,True,True,1.1367676887231908,1.6839245464260795,0.6711496559851355,0.0019670999608933926,0.5688760000048205
20321103,HistoryMargin-Residual,17,94,cutin_braking,False,False,False,False,True,2.0566875507553473,1.8690743269272805,0.1259516875076899,0.001448499970138073,0.56218180002179
20321103,HistoryMargin-Residual,18,278,slow_lead_following,False,True,False,True,True,1.3509003591451316,1.4709510484547308,0.659359203888976,0.0014765000669285655,0.574676200048998
20321103,HistoryMargin-Residual,19,318,slow_lead_following,False,False,False,False,True,1.6388235181790936,1.6705693525408458,0.1447758105527144,0.0014207999920472503,0.5690790000371635
20321103,HistoryMargin-Residual,20,63,fast_intrusion,False,True,False,True,True,1.222178429990635,1.7804683974938178,0.6663456924892076,0.002839999971911311,0.574667299981229
20321103,HistoryMargin-Residual,21,15,fast_intrusion,False,False,False,False,True,1.7037476268916496,1.928031336389846,0.14167632327561652,0.0014681000029668212,0.567651699995622
20321103,HistoryMargin-Residual,22,35,fast_intrusion,False,False,False,False,True,1.5093591431946232,1.7515195914931296,0.1511603514448011,0.0014451999450102448,0.5813246000325307
20321103,HistoryMargin-Residual,23,23,fast_intrusion,False,True,False,True,True,1.0296870895498176,1.5720035886753276,0.6773689254594008,0.0014468999579548836,0.5821415999671444
20321103,HistoryMargin-Residual,24,59,fast_intrusion,False,True,False,True,True,1.196319927923178,1.547886968061339,0.667785706485502,0.003964399918913841,0.5955697000026703
20321103,HistoryMargin-Residual,25,39,fast_intrusion,False,True,False,True,True,0.7845504562203828,1.1484672924052952,0.6924707317136441,0.0014862000243738294,0.5816899000201374
20321103,HistoryMargin-Residual,26,31,fast_intrusion,False,False,False,False,True,2.4277751341192393,1.97082288743552,0.11129702627524024,0.0020327999955043197,0.5985983000136912
20321103,HistoryMargin-Residual,27,7,fast_intrusion,False,False,False,False,True,1.828862797478069,1.9471681322933276,0.1358892186941505,0.002168699982576072,0.5793903999729082
20321103,HistoryMargin-Residual,28,13,fast_intrusion,True,False,True,True,False,0.7280841491338534,0.04305867925774461,1.1961277438924933,0.0016576999332755804,0.15194779995363206
20321103,HistoryMargin-Residual,29,55,fast_intrusion,False,False,False,False,True,2.175664588925686,1.9533832050756565,0.12105432214759247,0.001500600017607212,0.5852306999731809
20321103,HistoryMargin-Residual,30,61,fast_intrusion,True,False,True,True,False,0.8505031211447276,0.009313228211633558,1.188285584646061,0.0014771000714972615,0.13061930006369948
20321103,HistoryMargin-Residual,31,28,fast_intrusion,False,False,False,False,True,2.5231328516006095,1.949053919321763,0.10781498260219108,0.0015691999578848481,0.5991547000594437
