seed,target,method,query,index,mode,ego_collision,near_miss,background_collision,event,completed,min_ttc,min_clearance,response,label_response,selection_seconds,elapsed_seconds
20330911,vi_ttc,ModeLabelShift-Risk,1,319,slow_lead_following,True,False,True,True,False,0.5282471477277854,0.0,1.209637224668278,1.0,0.0001646999999138643,0.062361199999941164
20330911,vi_ttc,ModeLabelShift-Risk,2,287,slow_lead_following,True,False,True,True,False,1.785846976171289,0.0,1.1378517169327194,1.0,0.0001467000001866836,0.24730670000008104
20330911,vi_ttc,ModeLabelShift-Risk,3,301,slow_lead_following,True,False,True,True,False,0.3683176043295992,0.0,1.2211162061675633,1.0,0.00014520000013362733,0.08571459999984654
20330911,vi_ttc,ModeLabelShift-Risk,4,261,slow_lead_following,True,False,True,True,False,0.4361589464631469,1.4210854715202004e-14,1.2161720465352992,1.0,0.0001442999996470462,0.0825553999998192
20330911,vi_ttc,ModeLabelShift-Risk,5,267,slow_lead_following,False,False,False,False,True,2.023887209994288,1.1668213298327288,0.12733632925778102,0.0,0.00015069999972183723,0.5268151999998736
20330911,vi_ttc,ModeLabelShift-Risk,6,279,slow_lead_following,True,False,True,True,False,0.47287853860129525,0.0,1.2135422570396834,1.0,0.00014830000009169453,0.07198899999957575
20330911,vi_ttc,ModeLabelShift-Risk,7,208,stop_and_go,True,False,True,True,False,1.4502319353521076,0.0,1.1541691340407394,1.0,0.00019160000010742806,0.14857830000028116
20330911,vi_ttc,ModeLabelShift-Risk,8,49,fast_intrusion,True,False,True,True,False,0.5551684413342232,0.036208264329155734,1.207764405264328,1.0,0.00024460000031467644,0.09823249999999462
20330911,vi_ttc,ModeLabelShift-Risk,9,94,cutin_braking,True,False,True,True,False,0.4171975052664319,0.004956300660685704,1.217542684701142,1.0,0.00018660000023373868,0.15118230000007316
20330911,vi_ttc,ModeLabelShift-Risk,10,171,lead_braking,True,False,True,True,False,0.608694925591528,0.0,1.2040903135450667,1.0,0.00017669999988356722,0.16842429999996966
20330911,vi_ttc,ModeLabelShift-Risk,11,21,fast_intrusion,True,False,True,True,False,0.4590466843744601,0.09029019286202276,1.2145290920413847,1.0,0.0001415000001543376,0.11724870000034571
20330911,vi_ttc,ModeLabelShift-Risk,12,37,fast_intrusion,True,False,True,True,False,0.5239106051611852,0.0,1.2099404773762927,1.0,0.00013699999999516876,0.11522229999991396
20330911,vi_ttc,ModeLabelShift-Risk,13,244,stop_and_go,True,False,True,True,False,0.43748428912403087,0.0,1.2160765669489257,1.0,0.0001430000002073939,0.0734269999998105
20330911,vi_ttc,ModeLabelShift-Risk,14,191,lead_braking,True,False,True,True,False,0.3736245051098454,0.0,1.2207254046712552,1.0,0.00014060000012250384,0.1246049999999741
20330911,vi_ttc,ModeLabelShift-Risk,15,70,cutin_braking,True,False,True,True,False,0.486842757141116,0.08746257744008806,1.2125505832402126,1.0,0.00014210000017556013,0.155281400000149
20330911,vi_ttc,ModeLabelShift-Risk,16,98,cutin_braking,False,True,False,True,True,0.5676648112204311,0.5815705895354565,0.7069007716082171,0.5,0.0001382000000376138,0.5151519999999437
20330911,vi_ttc,ModeLabelShift-Risk,17,196,stop_and_go,True,False,True,True,False,0.4774715067520591,0.0,1.2132155762474304,1.0,0.00014089999967836775,0.1283104999997704
20330911,vi_ttc,ModeLabelShift-Risk,18,139,lead_braking,True,False,True,True,False,0.35330025739444176,0.0,1.222225840738698,1.0,0.00013619999981528963,0.17334399999981542
20330911,vi_ttc,ModeLabelShift-Risk,19,179,lead_braking,True,False,True,True,False,0.4576446802198819,0.0,1.2146293723645711,1.0,0.00014479999981631408,0.17735420000008162
20330911,vi_ttc,ModeLabelShift-Risk,20,181,lead_braking,True,False,True,True,False,0.4165690664002536,0.0,1.217588260233921,1.0,0.00013770000032309326,0.2526746000003186
20330911,vi_ttc,ModeLabelShift-Risk,21,35,fast_intrusion,False,True,False,True,True,0.8109430691339408,1.3815602037794101,0.690784889709648,0.5,0.0001430000002073939,0.5201211999997213
20330911,vi_ttc,ModeLabelShift-Risk,22,254,stop_and_go,True,False,True,True,False,0.4123235177206358,0.0,1.2178964054070274,1.0,0.00014559999999619322,0.14566009999998641
20330911,vi_ttc,ModeLabelShift-Risk,23,234,stop_and_go,True,False,True,True,False,0.3547682366185336,0.0,1.2221171263668535,1.0,0.00017390000039085862,0.11664639999980864
20330911,vi_ttc,ModeLabelShift-Risk,24,129,lead_braking,True,False,True,True,False,0.4607202834125001,0.0,1.2144094468568079,1.0,0.0001492000001235283,0.26435369999990144
20330911,vi_ttc,ModeLabelShift-Risk,25,155,lead_braking,True,False,True,True,False,0.6307580904380691,0.0,1.2025948599482095,1.0,0.0001428999999006919,0.16109419999975216
20330911,vi_ttc,ModeLabelShift-Risk,26,185,lead_braking,True,False,True,True,False,0.44038974145668064,0.0,1.2158674015301427,1.0,0.00014540000029228395,0.24468090000027587
20330911,vi_ttc,ModeLabelShift-Risk,27,137,lead_braking,True,False,True,True,False,0.2778741166318315,0.0,1.227883882585543,1.0,0.0001540000002933084,0.1483026000000791
20330911,vi_ttc,ModeLabelShift-Risk,28,143,lead_braking,True,False,True,True,False,0.5799540289192493,5.684341886080802e-14,1.2060549556522746,1.0,0.0001453999998375366,0.2591226999998071
20330911,vi_ttc,ModeLabelShift-Risk,29,133,lead_braking,True,False,True,True,False,0.5152883543721719,0.0,1.2105447317814177,1.0,0.00013970000009067007,0.23776989999987563
20330911,vi_ttc,ModeLabelShift-Risk,30,161,lead_braking,True,False,True,True,False,0.4366075429702219,0.0,1.2161397242769671,1.0,0.00017290000005232287,0.24822989999984202
20330911,vi_ttc,ModeLabelShift-Risk,31,187,lead_braking,True,False,True,True,False,0.4576915768779955,0.0,1.2146260172573629,1.0,0.00014660000033472897,0.2565845999997691
20330911,vi_ttc,ModeLabelShift-Risk,32,149,lead_braking,True,False,True,True,False,0.5568802010194964,0.0,1.2076458915010682,1.0,0.0001637000000300759,0.19733610000002955
20330911,vi_ttc,ModeLabelShift-Risk,33,194,stop_and_go,True,False,True,True,False,0.3023063386071597,0.0,1.2260355162166776,1.0,0.0001492000001235283,0.23474280000027647
20330911,vi_ttc,ModeLabelShift-Risk,34,175,lead_braking,True,False,True,True,False,0.5758435366940231,0.0,1.2063374782569627,1.0,0.0001426999997420353,0.20004210000024614
20330911,vi_ttc,ModeLabelShift-Risk,35,182,lead_braking,False,False,False,False,True,1.6438882759373519,5.918204432229885,0.144531598619864,0.0,0.0001577999996698054,0.8956760000000941
20330911,vi_ttc,ModeLabelShift-Risk,36,242,stop_and_go,True,False,True,True,False,0.2768942710550012,0.0,1.2279583250800334,1.0,0.0004604999999173742,0.45952790000001187
20330911,vi_ttc,ModeLabelShift-Risk,37,218,stop_and_go,True,False,True,True,False,0.32752290018340585,1.4210854715202004e-14,1.224143532738104,1.0,0.0002967999998872983,0.43012869999984105
20330911,vi_ttc,ModeLabelShift-Risk,38,206,stop_and_go,True,False,True,True,False,0.5684075116605992,0.0,1.2068495561833834,1.0,0.0004893999998785148,0.4615433999997549
20330911,vi_ttc,ModeLabelShift-Risk,39,222,stop_and_go,True,False,True,True,False,0.31299374763825905,0.0,1.225231704172351,1.0,0.00030220000007830095,0.5459979000002022
20330911,vi_ttc,ModeLabelShift-Risk,40,250,stop_and_go,True,False,True,True,False,0.32912956166153895,0.0,1.2240235239500143,1.0,0.00030519999972966616,0.5552388999999494
20330911,vi_ttc,ModeLabelShift-Risk,41,209,stop_and_go,True,False,True,True,False,0.350315713817652,0.0,1.222447031647964,1.0,0.0002913999996962957,0.48243219999994835
20330911,vi_ttc,ModeLabelShift-Risk,42,212,stop_and_go,True,False,True,True,False,0.35187015759386936,0.0,1.2223318010358324,1.0,0.00032659999988027266,0.46298139999998966
20330911,vi_ttc,ModeLabelShift-Risk,43,235,stop_and_go,True,False,True,True,False,0.38744198595899454,0.0,1.2197111192585344,1.0,0.0008303999998133804,0.5276587999996991
20330911,vi_ttc,ModeLabelShift-Risk,44,252,stop_and_go,True,False,True,True,False,0.4515832746867239,0.0,1.2150634626381716,1.0,0.0003222000000278058,0.39279609999994136
20330911,vi_ttc,ModeLabelShift-Risk,45,219,stop_and_go,True,False,True,True,False,0.3528226258641684,0.0,1.2222612242447957,1.0,0.00029989999984536553,0.5949972999997044
20330911,vi_ttc,ModeLabelShift-Risk,46,246,stop_and_go,True,False,True,True,False,0.6068719464357412,0.0,1.2042143686954052,1.0,0.0003378000001248438,0.6034059000003253
20330911,vi_ttc,ModeLabelShift-Risk,47,228,stop_and_go,True,False,True,True,False,0.45477033521453036,2.842170943040401e-14,1.2148351105307302,1.0,0.0003102999999100575,0.4499859999996261
20330911,vi_ttc,ModeLabelShift-Risk,48,225,stop_and_go,True,False,True,True,False,0.6399094341559238,5.684341886080802e-14,1.2019777965203378,1.0,0.00031209999997372506,0.6318274000000201
20330911,vi_ttc,ModeLabelShift-Risk,49,197,stop_and_go,True,False,True,True,False,0.9901471505577703,0.0,1.1797221177384898,1.0,0.00030109999988781055,0.6850565999998253
20330911,vi_ttc,ModeLabelShift-Risk,50,199,stop_and_go,True,False,True,True,False,0.6945189222411594,0.0,1.1983344228945758,1.0,0.0003177999997205916,0.5912945999998556
