history_size,best_epoch,accuracy,auprc,brier,precision,recall,positive_fraction
100,166,0.8,0.7291190476190477,0.1581868834124624,0.6,0.7714285714285715,0.2692307692307692
300,92,0.8769230769230769,0.7812145244062538,0.10903623721554263,0.7714285714285715,0.7714285714285715,0.2692307692307692
510,144,0.8769230769230769,0.8321620284477427,0.09015736789990338,0.7714285714285715,0.7714285714285715,0.2692307692307692
