seed,target,index,mode,frequency_hz,event_5hz,collision_5hz,event_new,collision_new,min_ttc_new,min_clearance_new
20290729,vi_ttc,76,cutin_braking,10,False,False,False,False,1.6424797656893617,1.52727604144708
20290729,vi_ttc,76,cutin_braking,20,False,False,False,False,1.6646301667452748,1.5255245896951728
20290729,vi_ttc,77,cutin_braking,10,False,False,False,False,2.4949174635233837,1.3670579178955933
20290729,vi_ttc,77,cutin_braking,20,False,False,False,False,2.4909957520096424,1.3739104284267722
20290729,vi_ttc,82,cutin_braking,10,True,True,True,True,0.9642557512423231,0.0
20290729,vi_ttc,82,cutin_braking,20,True,True,True,True,1.0042326050243329,0.02757421826789951
20290729,vi_ttc,84,cutin_braking,10,True,False,True,False,0.6857855191153522,0.3493761362697052
20290729,vi_ttc,84,cutin_braking,20,True,False,True,False,0.6484410899687698,0.2940203518295634
20290729,vi_ttc,85,cutin_braking,10,False,False,False,False,2.860585135560957,1.6953025593974493
20290729,vi_ttc,85,cutin_braking,20,False,False,False,False,2.9094148504581394,1.721770405061121
20290729,vi_ttc,88,cutin_braking,10,False,False,False,False,2.7789491601148537,1.9373537871523407
20290729,vi_ttc,88,cutin_braking,20,False,False,False,False,2.8079136549719452,1.9477387470802279
20290729,vi_ttc,89,cutin_braking,10,True,True,True,True,3.8928626116609166,0.0
20290729,vi_ttc,89,cutin_braking,20,True,True,True,True,4.1210493518730145,0.0
20290729,vi_ttc,92,cutin_braking,10,True,False,True,True,0.49053609155789424,0.0
20290729,vi_ttc,92,cutin_braking,20,True,False,True,True,0.5001900322994697,0.08973759275440105
20290729,vi_ttc,96,cutin_braking,10,True,False,True,False,0.7562457406274459,0.9877619255287232
20290729,vi_ttc,96,cutin_braking,20,True,False,True,False,0.7661850762366561,0.9607502631552258
20290729,vi_ttc,98,cutin_braking,10,True,True,True,True,0.6939005094390911,0.0
20290729,vi_ttc,98,cutin_braking,20,True,True,True,True,0.7007518839710418,0.002832877028609906
20290729,vi_ttc,100,cutin_braking,10,True,False,True,False,1.0119228313268478,0.785651670812725
20290729,vi_ttc,100,cutin_braking,20,True,False,True,False,1.03052563406198,0.8414580694464243
20290729,vi_ttc,101,cutin_braking,10,False,False,False,False,5.911138137836678,1.8935082320617522
20290729,vi_ttc,101,cutin_braking,20,False,False,False,False,6.0640965639755215,1.899607619612624
20290729,vi_ttc,104,cutin_braking,10,True,False,True,False,1.1154777999874481,1.3110677714695553
20290729,vi_ttc,104,cutin_braking,20,True,False,True,False,1.0779643925206126,1.2901714419292576
20290729,vi_ttc,105,cutin_braking,10,True,True,True,True,0.8332504388730582,0.01772506686760956
20290729,vi_ttc,105,cutin_braking,20,True,True,True,True,0.8708989624834024,0.017050505384718383
20290729,vi_ttc,106,cutin_braking,10,True,True,True,True,0.5546982960458586,5.3776427755281004e-15
20290729,vi_ttc,106,cutin_braking,20,True,True,True,True,0.5555590218149288,0.008614467169793192
20290729,vi_ttc,110,cutin_braking,10,True,True,True,True,0.8840719696830877,0.0
20290729,vi_ttc,110,cutin_braking,20,True,True,True,True,0.9076680811133387,0.0
20290729,vi_ttc,112,cutin_braking,10,False,False,False,False,2.7780671110360435,1.9077491315000594
20290729,vi_ttc,112,cutin_braking,20,False,False,False,False,2.8081560184782295,1.9112529134800325
20290729,vi_ttc,113,cutin_braking,10,True,False,True,False,2.438764571126524,0.26087448418844594
20290729,vi_ttc,113,cutin_braking,20,True,False,True,False,2.4456956946129447,0.28312562342333475
20290729,vi_ttc,116,cutin_braking,10,True,True,True,True,0.5557426157433006,0.0
20290729,vi_ttc,116,cutin_braking,20,True,True,True,True,0.5522557027100611,0.0
20290729,vi_ttc,120,cutin_braking,10,True,False,True,False,0.8247169384507038,1.1083034166001833
