seed,target,method,query,candidate_index,original_index,mode,ego_collision,background_collision,near_miss,completed,min_ttc,min_clearance
20300905,idm_brake3,HistoryMargin-Static,31,165,293,lead_braking,False,False,False,True,2.5452445948966984,22.046310523857244
20300905,idm_brake3,HistoryMargin-Static,32,98,164,cutin_braking,False,False,True,True,2.5113695539543865,0.32225383018536036
20300905,idm_brake3,HistoryMargin-Static,33,302,558,slow_lead_following,False,False,False,True,2.9071252081363883,4.668022920638279
20300905,idm_brake3,HistoryMargin-Static,34,309,566,slow_lead_following,False,False,False,True,2.95365042854384,6.935226133773156
20300905,idm_brake3,HistoryMargin-Static,35,247,439,stop_and_go,False,False,False,True,1.8534344851164541,9.883916369587922
20300905,idm_brake3,HistoryMargin-Static,36,219,411,stop_and_go,False,False,False,True,2.946978017692661,20.871393544029615
20300905,idm_brake3,HistoryMargin-Static,37,29,32,fast_intrusion,False,False,False,True,3.031071376526476,7.4822769390148265
20300905,idm_brake3,HistoryMargin-Static,38,75,140,cutin_braking,False,False,True,True,0.97660294277913,0.3556145006713507
20300905,idm_brake3,HistoryMargin-Static,39,167,295,lead_braking,True,True,False,False,0.878767799085526,0.0
20300905,idm_brake3,HistoryMargin-Static,40,233,425,stop_and_go,True,True,False,False,0.8214197908248342,0.0
20300905,idm_brake3,HistoryMargin-Static,41,32,35,fast_intrusion,False,False,False,True,3.1572306755062103,5.385115803607707
20300905,idm_brake3,HistoryMargin-Static,42,187,315,lead_braking,False,False,True,True,1.4051477767953722,2.905581314174711
20300905,idm_brake3,HistoryMargin-Static,43,179,307,lead_braking,False,False,False,True,1.6548126528450358,7.925473056535708
20300905,idm_brake3,HistoryMargin-Static,44,0,0,fast_intrusion,False,False,False,True,3.2326684322885213,9.431494907875816
20300905,idm_brake3,HistoryMargin-Static,45,44,48,fast_intrusion,False,False,False,True,3.255734144736263,9.381865079996212
20300905,idm_brake3,HistoryMargin-Static,46,236,428,stop_and_go,False,False,False,True,3.2237593117412007,21.712890952539396
20300905,idm_brake3,HistoryMargin-Static,47,8,8,fast_intrusion,False,False,False,True,3.2981154535113384,8.92052861615062
20300905,idm_brake3,HistoryMargin-Static,48,262,518,slow_lead_following,False,False,False,True,3.359170634756322,8.065281957997783
20300905,idm_brake3,HistoryMargin-Static,49,185,313,lead_braking,False,False,False,True,1.9407065404952115,12.411042792464102
20300905,idm_brake3,HistoryMargin-Static,50,183,311,lead_braking,False,False,False,True,2.2337664195124867,5.626012833499132
20300905,idm_delay07_brake3,HistoryMargin-Static,1,159,287,lead_braking,True,True,False,False,0.6956786729780166,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,2,25,28,fast_intrusion,True,True,False,False,0.7468470484492838,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,3,257,513,slow_lead_following,True,True,False,False,0.6302995952324328,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,4,175,303,lead_braking,True,True,False,False,0.9321336659192002,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,5,193,385,stop_and_go,True,True,False,False,0.8420634530374628,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,6,97,163,cutin_braking,True,True,False,False,0.7358543624804317,0.004094233751715137
20300905,idm_delay07_brake3,HistoryMargin-Static,7,281,537,slow_lead_following,True,True,False,False,0.7870570766429016,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,8,273,529,slow_lead_following,True,True,False,False,0.9068064482594042,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,9,33,36,fast_intrusion,True,True,False,False,0.9401781946992053,0.0003073438243745841
20300905,idm_delay07_brake3,HistoryMargin-Static,10,21,24,fast_intrusion,True,True,False,False,0.9232169376039421,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,11,297,553,slow_lead_following,True,True,False,False,0.9255829415904973,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,12,277,533,slow_lead_following,True,True,False,False,0.8175428791923691,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,13,312,569,slow_lead_following,True,True,False,False,1.0983457880679455,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,14,225,417,stop_and_go,True,True,False,False,1.4670103908472956,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,15,82,147,cutin_braking,True,True,False,False,0.8770088864591955,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,16,62,67,fast_intrusion,True,True,False,False,1.4289528323640865,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,17,293,549,slow_lead_following,True,True,False,False,0.9816769424970193,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,18,48,52,fast_intrusion,True,True,False,False,1.3903422277655852,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,19,270,526,slow_lead_following,True,True,False,False,1.5973822961710957,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,20,63,68,fast_intrusion,True,True,False,False,1.3673959261438298,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,21,4,4,fast_intrusion,True,True,False,False,1.499138616024853,0.00013590707720823048
20300905,idm_delay07_brake3,HistoryMargin-Static,22,241,433,stop_and_go,True,True,False,False,1.1074676290108738,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,23,289,545,slow_lead_following,True,True,False,False,1.7194920696272342,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,24,117,183,cutin_braking,True,True,False,False,0.7339518803988826,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,25,265,521,slow_lead_following,True,True,False,False,1.6509304185662763,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,26,37,40,fast_intrusion,True,True,False,False,1.520745425309213,2.842170943040401e-14
20300905,idm_delay07_brake3,HistoryMargin-Static,27,143,271,lead_braking,True,True,False,False,0.6610945946572078,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,28,105,171,cutin_braking,True,True,False,False,1.2482515426945031,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,29,135,263,lead_braking,True,True,False,False,1.1068383205920782,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,30,286,542,slow_lead_following,False,False,True,True,1.9188596623197702,0.3795073173142214
20300905,idm_delay07_brake3,HistoryMargin-Static,31,165,293,lead_braking,False,False,False,True,1.76569045561388,14.192393669059896
20300905,idm_delay07_brake3,HistoryMargin-Static,32,98,164,cutin_braking,True,True,False,False,1.435662398817211,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,33,302,558,slow_lead_following,False,False,True,True,1.9256447513003623,0.37584151040832126
20300905,idm_delay07_brake3,HistoryMargin-Static,34,309,566,slow_lead_following,False,False,False,True,2.0292512244120706,1.025094408352487
20300905,idm_delay07_brake3,HistoryMargin-Static,35,247,439,stop_and_go,True,True,False,False,0.6937219872487276,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,36,219,411,stop_and_go,False,False,False,True,2.3576637046021514,16.556533039753987
20300905,idm_delay07_brake3,HistoryMargin-Static,37,29,32,fast_intrusion,False,False,False,True,2.0852006396964966,1.3660029887818155
20300905,idm_delay07_brake3,HistoryMargin-Static,38,75,140,cutin_braking,True,True,False,False,0.5099705836561019,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,39,167,295,lead_braking,True,True,False,False,0.5548287678754205,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,40,233,425,stop_and_go,True,True,False,False,0.638722626747748,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,41,32,35,fast_intrusion,False,False,False,True,2.110631566806056,1.3146972297876243
20300905,idm_delay07_brake3,HistoryMargin-Static,42,187,315,lead_braking,True,True,False,False,0.542579513124569,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,43,179,307,lead_braking,True,True,False,False,0.6736017914653794,0.0
20300905,idm_delay07_brake3,HistoryMargin-Static,44,0,0,fast_intrusion,False,False,False,True,2.3104165664874428,2.8332440777423074
20300905,idm_delay07_brake3,HistoryMargin-Static,45,44,48,fast_intrusion,False,False,False,True,2.3533489385537107,3.1309785987783822
20300905,idm_delay07_brake3,HistoryMargin-Static,46,236,428,stop_and_go,False,False,False,True,2.426974163128545,16.808882499169925
20300905,idm_delay07_brake3,HistoryMargin-Static,47,8,8,fast_intrusion,False,False,False,True,2.379050538481108,3.3108235055073294
20300905,idm_delay07_brake3,HistoryMargin-Static,48,262,518,slow_lead_following,False,False,False,True,2.3729544049329525,3.085856421318468
20300905,idm_delay07_brake3,HistoryMargin-Static,49,185,313,lead_braking,False,False,True,True,1.2424145791285208,5.603859343388166
20300905,idm_delay07_brake3,HistoryMargin-Static,50,183,311,lead_braking,True,True,False,False,1.169049878906573,0.0
20300905,idm_delay07,RiskDiverse-Static,1,159,287,lead_braking,True,True,False,False,0.8636282558011908,0.0
20300905,idm_delay07,RiskDiverse-Static,2,25,28,fast_intrusion,True,True,False,False,0.8125436480615422,0.0
20300905,idm_delay07,RiskDiverse-Static,3,257,513,slow_lead_following,True,True,False,False,0.7253568839271135,0.0
20300905,idm_delay07,RiskDiverse-Static,4,193,385,stop_and_go,True,True,False,False,0.9731801650742624,0.0
20300905,idm_delay07,RiskDiverse-Static,5,97,163,cutin_braking,True,True,False,False,0.861788193806056,0.004094233751743559
20300905,idm_delay07,RiskDiverse-Static,6,21,24,fast_intrusion,True,True,False,False,1.3357806591124544,0.0
20300905,idm_delay07,RiskDiverse-Static,7,225,417,stop_and_go,True,True,False,False,1.48694876955318,0.0
20300905,idm_delay07,RiskDiverse-Static,8,48,52,fast_intrusion,False,False,True,True,1.5754704669111739,0.9233892906681263
20300905,idm_delay07,RiskDiverse-Static,9,270,526,slow_lead_following,False,False,True,True,1.617053537662918,0.7439245190042953
20300905,idm_delay07,RiskDiverse-Static,10,82,147,cutin_braking,True,True,False,False,1.315642189537442,0.0
20300905,idm_delay07,RiskDiverse-Static,11,135,263,lead_braking,False,False,False,True,1.9701806315051718,3.2296718759745886
20300905,idm_delay07,RiskDiverse-Static,12,165,293,lead_braking,False,False,False,True,2.4855783716047632,20.50120339961083
20300905,idm_delay07,RiskDiverse-Static,13,247,439,stop_and_go,False,False,False,True,3.0750311770433685,11.527644070982944
20300905,idm_delay07,RiskDiverse-Static,14,143,271,lead_braking,True,True,False,False,0.8179783170420626,0.0
20300905,idm_delay07,RiskDiverse-Static,15,98,164,cutin_braking,True,True,False,False,1.4379868394828994,0.0
20300905,idm_delay07,RiskDiverse-Static,16,75,140,cutin_braking,True,True,False,False,0.7078231237411882,0.0
20300905,idm_delay07,RiskDiverse-Static,17,63,68,fast_intrusion,False,False,False,True,1.7370130356300892,2.32022507873927
20300905,idm_delay07,RiskDiverse-Static,18,219,411,stop_and_go,False,False,False,True,3.050765698058619,18.94144046316117
20300905,idm_delay07,RiskDiverse-Static,19,105,171,cutin_braking,True,True,False,False,1.3319795622420214,0.0
20300905,idm_delay07,RiskDiverse-Static,20,62,67,fast_intrusion,True,True,False,False,1.4668205765085436,1.4210854715202004e-14
20300905,idm_delay07,RiskDiverse-Static,21,233,425,stop_and_go,True,True,False,False,0.9554062420724542,0.0
20300905,idm_delay07,RiskDiverse-Static,22,37,40,fast_intrusion,False,False,False,True,1.8839725660138176,3.6181792691868395
20300905,idm_delay07,RiskDiverse-Static,23,185,313,lead_braking,False,False,False,True,1.7176539592224793,10.33458013062588
20300905,idm_delay07,RiskDiverse-Static,24,187,315,lead_braking,False,False,True,True,1.1373216007199145,1.0426593188929303
20300905,idm_delay07,RiskDiverse-Static,25,10,10,fast_intrusion,False,False,False,True,2.799285308225863,11.859934386996002
20300905,idm_delay07,RiskDiverse-Static,26,236,428,stop_and_go,False,False,False,True,3.3467366247449117,19.938643042000535
20300905,idm_delay07,RiskDiverse-Static,27,113,179,cutin_braking,False,False,True,True,1.4235276540629906,0.8996631314001604
20300905,idm_delay07,RiskDiverse-Static,28,55,59,fast_intrusion,False,False,False,True,2.3930439074543917,5.201735834378866
20300905,idm_delay07,RiskDiverse-Static,29,149,277,lead_braking,False,False,False,True,3.7023895539749705,22.409661083185142
20300905,idm_delay07,RiskDiverse-Static,30,179,307,lead_braking,False,False,False,True,2.018427476047475,7.67442685629311
20300905,idm_delay07,RiskDiverse-Static,31,250,442,stop_and_go,False,False,False,True,4.16952096314382,11.70114800483168
20300905,idm_delay07,RiskDiverse-Static,32,267,523,slow_lead_following,False,False,False,True,2.839209441027856,13.014624304211168
20300905,idm_delay07,RiskDiverse-Static,33,33,36,fast_intrusion,True,True,False,False,1.3601862276891277,0.0
20300905,idm_delay07,RiskDiverse-Static,34,222,414,stop_and_go,False,False,False,True,2.3658331825715084,1.098076739663739
20300905,idm_delay07,RiskDiverse-Static,35,146,274,lead_braking,False,False,False,True,3.77555578157395,25.376855767448546
20300905,idm_delay07,RiskDiverse-Static,36,265,521,slow_lead_following,False,False,False,True,1.8484358080478913,3.1744328540062696
20300905,idm_delay07,RiskDiverse-Static,37,209,401,stop_and_go,True,True,False,False,1.157553898300542,0.0
20300905,idm_delay07,RiskDiverse-Static,38,4,4,fast_intrusion,False,False,False,True,1.6069328322123984,1.0462853900718585
20300905,idm_delay07,RiskDiverse-Static,39,183,311,lead_braking,False,False,False,True,1.5721249935910755,3.118211337670388
20300905,idm_delay07,RiskDiverse-Static,40,227,419,stop_and_go,False,False,False,True,4.183512353419155,16.837646578954235
20300905,idm_delay07,RiskDiverse-Static,41,201,393,stop_and_go,False,False,False,True,2.6256500653201353,4.25279085237004
20300905,idm_delay07,RiskDiverse-Static,42,191,319,lead_braking,False,False,False,True,3.0077818859807577,6.389351822816096
20300905,idm_delay07,RiskDiverse-Static,43,32,35,fast_intrusion,False,False,False,True,2.110631566806056,3.073824543247852
20300905,idm_delay07,RiskDiverse-Static,44,47,51,fast_intrusion,False,False,False,True,2.213308916211106,1.870501980198597
20300905,idm_delay07,RiskDiverse-Static,45,31,34,fast_intrusion,False,False,False,True,3.0700063958445005,13.6162900776973
20300905,idm_delay07,RiskDiverse-Static,46,93,159,cutin_braking,False,False,False,True,2.2911493647812837,6.039285925693434
20300905,idm_delay07,RiskDiverse-Static,47,0,0,fast_intrusion,False,False,False,True,2.351103951385589,7.401983602488103
20300905,idm_delay07,RiskDiverse-Static,48,8,8,fast_intrusion,False,False,False,True,2.379050538481108,6.679163682140455
20300905,idm_delay07,RiskDiverse-Static,49,107,173,cutin_braking,False,False,False,True,3.61913479491771,20.51369584185096
20300905,idm_delay07,RiskDiverse-Static,50,253,445,stop_and_go,False,False,False,True,3.2637126744365297,6.324147240437924
20300905,idm_brake3,RiskDiverse-Static,1,159,287,lead_braking,True,True,False,False,0.6637292635550204,0.0
20300905,idm_brake3,RiskDiverse-Static,2,25,28,fast_intrusion,True,True,False,False,1.493155070627856,0.0
20300905,idm_brake3,RiskDiverse-Static,3,257,513,slow_lead_following,True,True,False,False,1.2153580603412022,0.0
20300905,idm_brake3,RiskDiverse-Static,4,193,385,stop_and_go,True,True,False,False,1.4288565874879389,0.0
20300905,idm_brake3,RiskDiverse-Static,5,97,163,cutin_braking,True,True,False,False,1.1932821214917544,0.0016011637595738648
20300905,idm_brake3,RiskDiverse-Static,6,21,24,fast_intrusion,False,False,False,True,2.1381657345256846,1.6814013597289943
20300905,idm_brake3,RiskDiverse-Static,7,225,417,stop_and_go,True,True,False,False,1.5125586201136494,0.0
20300905,idm_brake3,RiskDiverse-Static,8,48,52,fast_intrusion,False,False,False,True,2.4311196610437693,3.283011956003321
20300905,idm_brake3,RiskDiverse-Static,9,270,526,slow_lead_following,False,False,False,True,2.535492629478094,3.28229716301891
20300905,idm_brake3,RiskDiverse-Static,10,82,147,cutin_braking,False,False,True,True,1.6950731347312888,0.11280543715093927
20300905,idm_brake3,RiskDiverse-Static,11,135,263,lead_braking,False,False,False,True,2.855414370527405,5.239435658707421
20300905,idm_brake3,RiskDiverse-Static,12,165,293,lead_braking,False,False,False,True,2.5452445948966984,22.046310523857244
20300905,idm_brake3,RiskDiverse-Static,13,247,439,stop_and_go,False,False,False,True,1.8534344851164541,9.883916369587922
20300905,idm_brake3,RiskDiverse-Static,14,143,271,lead_braking,True,True,False,False,0.8720697380438178,0.0
20300905,idm_brake3,RiskDiverse-Static,15,98,164,cutin_braking,False,False,True,True,2.5113695539543865,0.32225383018536036
20300905,idm_brake3,RiskDiverse-Static,16,75,140,cutin_braking,False,False,True,True,0.97660294277913,0.3556145006713507
20300905,idm_brake3,RiskDiverse-Static,17,63,68,fast_intrusion,False,False,False,True,2.5389057195664537,4.40110147523233
20300905,idm_brake3,RiskDiverse-Static,18,219,411,stop_and_go,False,False,False,True,2.946978017692661,20.871393544029615
20300905,idm_brake3,RiskDiverse-Static,19,105,171,cutin_braking,True,True,False,False,1.9119305353582678,2.842170943040401e-14
20300905,idm_brake3,RiskDiverse-Static,20,62,67,fast_intrusion,False,False,False,True,2.4069245757245015,2.137446037879286
20300905,idm_brake3,RiskDiverse-Static,21,233,425,stop_and_go,True,True,False,False,0.8214197908248342,0.0
20300905,idm_brake3,RiskDiverse-Static,22,37,40,fast_intrusion,False,False,False,True,2.6785872436741567,5.4811776172419115
20300905,idm_brake3,RiskDiverse-Static,23,185,313,lead_braking,False,False,False,True,1.9407065404952115,12.411042792464102
20300905,idm_brake3,RiskDiverse-Static,24,187,315,lead_braking,False,False,True,True,1.4051477767953722,2.905581314174711
20300905,idm_brake3,RiskDiverse-Static,25,10,10,fast_intrusion,False,False,False,True,3.672161711399757,13.520584534775395
20300905,idm_brake3,RiskDiverse-Static,26,236,428,stop_and_go,False,False,False,True,3.2237593117412007,21.712890952539396
20300905,idm_brake3,RiskDiverse-Static,27,113,179,cutin_braking,False,False,False,True,1.8193890090957423,2.863042462855958
20300905,idm_brake3,RiskDiverse-Static,28,55,59,fast_intrusion,False,False,False,True,3.4200552774536064,7.489802180944906
20300905,idm_brake3,RiskDiverse-Static,29,149,277,lead_braking,False,False,False,True,3.7715766813075726,24.78420552395599
20300905,idm_brake3,RiskDiverse-Static,30,179,307,lead_braking,False,False,False,True,1.6548126528450358,7.925473056535708
20300905,idm_brake3,RiskDiverse-Static,31,250,442,stop_and_go,False,False,False,True,2.630437076430908,10.718700398961488
20300905,idm_brake3,RiskDiverse-Static,32,267,523,slow_lead_following,False,False,False,True,3.7173688957044937,14.86371342464301
20300905,idm_brake3,RiskDiverse-Static,33,33,36,fast_intrusion,False,False,False,True,2.1156513781509587,1.5490683349087817
20300905,idm_brake3,RiskDiverse-Static,34,222,414,stop_and_go,False,False,False,True,3.29108808253376,1.8307367072998773
20300905,idm_brake3,RiskDiverse-Static,35,146,274,lead_braking,False,False,False,True,3.7847262332465053,27.446552652863403
20300905,idm_brake3,RiskDiverse-Static,36,265,521,slow_lead_following,False,False,False,True,2.6983553744315434,5.633403845131582
20300905,idm_brake3,RiskDiverse-Static,37,209,401,stop_and_go,True,True,False,False,0.8745307023644258,0.0
20300905,idm_brake3,RiskDiverse-Static,38,4,4,fast_intrusion,False,False,False,True,2.513601848072969,3.6246572527921614
20300905,idm_brake3,RiskDiverse-Static,39,183,311,lead_braking,False,False,False,True,2.2337664195124867,5.626012833499132
20300905,idm_brake3,RiskDiverse-Static,40,227,419,stop_and_go,False,False,False,True,4.09394855672912,18.99288933565296
20300905,idm_brake3,RiskDiverse-Static,41,201,393,stop_and_go,False,False,False,True,3.758816982092886,6.072557272063975
20300905,idm_brake3,RiskDiverse-Static,42,191,319,lead_braking,False,False,False,True,4.231359702065573,8.632778760110668
20300905,idm_brake3,RiskDiverse-Static,43,32,35,fast_intrusion,False,False,False,True,3.1572306755062103,5.385115803607707
20300905,idm_brake3,RiskDiverse-Static,44,47,51,fast_intrusion,False,False,False,True,3.508117567618882,3.857051617355424
20300905,idm_brake3,RiskDiverse-Static,45,31,34,fast_intrusion,False,False,False,True,3.9910674462295797,15.509982558016588
20300905,idm_brake3,RiskDiverse-Static,46,93,159,cutin_braking,False,False,False,True,2.3908052596654485,7.488094642834454
20300905,idm_brake3,RiskDiverse-Static,47,0,0,fast_intrusion,False,False,False,True,3.2326684322885213,9.431494907875816
20300905,idm_brake3,RiskDiverse-Static,48,8,8,fast_intrusion,False,False,False,True,3.2981154535113384,8.92052861615062
20300905,idm_brake3,RiskDiverse-Static,49,107,173,cutin_braking,False,False,False,True,3.680579019329225,22.18530498297534
20300905,idm_brake3,RiskDiverse-Static,50,253,445,stop_and_go,False,False,False,True,1.6305435265067967,3.742672960934186
20300905,idm_delay07_brake3,RiskDiverse-Static,1,159,287,lead_braking,True,True,False,False,0.6956786729780166,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,2,25,28,fast_intrusion,True,True,False,False,0.7468470484492838,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,3,257,513,slow_lead_following,True,True,False,False,0.6302995952324328,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,4,193,385,stop_and_go,True,True,False,False,0.8420634530374628,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,5,97,163,cutin_braking,True,True,False,False,0.7358543624804317,0.004094233751715137
20300905,idm_delay07_brake3,RiskDiverse-Static,6,21,24,fast_intrusion,True,True,False,False,0.9232169376039421,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,7,225,417,stop_and_go,True,True,False,False,1.4670103908472956,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,8,48,52,fast_intrusion,True,True,False,False,1.3903422277655852,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,9,270,526,slow_lead_following,True,True,False,False,1.5973822961710957,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,10,82,147,cutin_braking,True,True,False,False,0.8770088864591955,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,11,135,263,lead_braking,True,True,False,False,1.1068383205920782,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,12,165,293,lead_braking,False,False,False,True,1.76569045561388,14.192393669059896
20300905,idm_delay07_brake3,RiskDiverse-Static,13,247,439,stop_and_go,True,True,False,False,0.6937219872487276,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,14,143,271,lead_braking,True,True,False,False,0.6610945946572078,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,15,98,164,cutin_braking,True,True,False,False,1.435662398817211,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,16,75,140,cutin_braking,True,True,False,False,0.5099705836561019,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,17,63,68,fast_intrusion,True,True,False,False,1.3673959261438298,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,18,219,411,stop_and_go,False,False,False,True,2.3576637046021514,16.556533039753987
20300905,idm_delay07_brake3,RiskDiverse-Static,19,105,171,cutin_braking,True,True,False,False,1.2482515426945031,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,20,62,67,fast_intrusion,True,True,False,False,1.4289528323640865,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,21,233,425,stop_and_go,True,True,False,False,0.638722626747748,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,22,37,40,fast_intrusion,True,True,False,False,1.520745425309213,2.842170943040401e-14
20300905,idm_delay07_brake3,RiskDiverse-Static,23,185,313,lead_braking,False,False,True,True,1.2424145791285208,5.603859343388166
20300905,idm_delay07_brake3,RiskDiverse-Static,24,187,315,lead_braking,True,True,False,False,0.542579513124569,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,25,10,10,fast_intrusion,False,False,False,True,2.7903583426882688,6.470004565498385
20300905,idm_delay07_brake3,RiskDiverse-Static,26,236,428,stop_and_go,False,False,False,True,2.426974163128545,16.808882499169925
20300905,idm_delay07_brake3,RiskDiverse-Static,27,113,179,cutin_braking,True,True,False,False,0.7135371035272122,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,28,55,59,fast_intrusion,False,False,False,True,2.3930439074543917,3.0643898191479764
20300905,idm_delay07_brake3,RiskDiverse-Static,29,149,277,lead_braking,False,False,False,True,2.7172078502236077,18.664151904172684
20300905,idm_delay07_brake3,RiskDiverse-Static,30,179,307,lead_braking,True,True,False,False,0.6736017914653794,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,31,250,442,stop_and_go,True,True,False,False,0.7345688421269937,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,32,267,523,slow_lead_following,False,False,False,True,2.7999503249215363,6.54958530713327
20300905,idm_delay07_brake3,RiskDiverse-Static,33,33,36,fast_intrusion,True,True,False,False,0.9401781946992053,0.0003073438243745841
20300905,idm_delay07_brake3,RiskDiverse-Static,34,222,414,stop_and_go,True,True,False,False,1.7307102196162258,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,35,146,274,lead_braking,False,False,False,True,3.2214171010126242,23.968677843110555
20300905,idm_delay07_brake3,RiskDiverse-Static,36,265,521,slow_lead_following,True,True,False,False,1.6509304185662763,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,37,209,401,stop_and_go,True,True,False,False,0.7436902195290632,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,38,4,4,fast_intrusion,True,True,False,False,1.499138616024853,0.00013590707720823048
20300905,idm_delay07_brake3,RiskDiverse-Static,39,183,311,lead_braking,True,True,False,False,1.169049878906573,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,40,227,419,stop_and_go,False,False,False,True,1.9016187875956494,9.176652442669138
20300905,idm_delay07_brake3,RiskDiverse-Static,41,201,393,stop_and_go,True,True,False,False,1.3882547050048395,0.0
20300905,idm_delay07_brake3,RiskDiverse-Static,42,191,319,lead_braking,False,False,False,True,2.0726215557121432,2.2217849085090506
20300905,idm_delay07_brake3,RiskDiverse-Static,43,32,35,fast_intrusion,False,False,False,True,2.110631566806056,1.3146972297876243
20300905,idm_delay07_brake3,RiskDiverse-Static,44,47,51,fast_intrusion,False,False,True,True,2.213308916211106,0.9089583663876226
20300905,idm_delay07_brake3,RiskDiverse-Static,45,31,34,fast_intrusion,False,False,False,True,3.0700063958445005,8.829783774748648
20300905,idm_delay07_brake3,RiskDiverse-Static,46,93,159,cutin_braking,False,False,True,True,1.179908168737787,0.6348635114933074
20300905,idm_delay07_brake3,RiskDiverse-Static,47,0,0,fast_intrusion,False,False,False,True,2.3104165664874428,2.8332440777423074
20300905,idm_delay07_brake3,RiskDiverse-Static,48,8,8,fast_intrusion,False,False,False,True,2.379050538481108,3.3108235055073294
20300905,idm_delay07_brake3,RiskDiverse-Static,49,107,173,cutin_braking,False,False,False,True,2.4261802707169142,15.765533430883522
20300905,idm_delay07_brake3,RiskDiverse-Static,50,253,445,stop_and_go,True,True,False,False,0.6630717847777036,0.0
20300919,idm_delay07,ModeQuantile-Static,1,2,2,fast_intrusion,True,True,False,False,0.8546629663983272,2.842170943040401e-14
20300919,idm_delay07,ModeQuantile-Static,2,84,149,cutin_braking,True,True,False,False,0.8767792414312521,0.005395292628151083
20300919,idm_delay07,ModeQuantile-Static,3,152,280,lead_braking,True,True,False,False,0.8873232901004732,0.0
20300919,idm_delay07,ModeQuantile-Static,4,229,421,stop_and_go,True,True,False,False,1.3763517315666645,0.0
20300919,idm_delay07,ModeQuantile-Static,5,311,568,slow_lead_following,True,True,False,False,0.7008794705414783,0.0
20300919,idm_delay07,ModeQuantile-Static,6,6,6,fast_intrusion,True,True,False,False,1.0577066144092064,0.0
20300919,idm_delay07,ModeQuantile-Static,7,76,141,cutin_braking,True,True,False,False,0.7095283368565446,0.0032941959401853182
20300919,idm_delay07,ModeQuantile-Static,8,176,304,lead_braking,True,True,False,False,0.6090853298403145,0.0
20300919,idm_delay07,ModeQuantile-Static,9,197,389,stop_and_go,True,True,False,False,1.509679077021213,0.0
20300919,idm_delay07,ModeQuantile-Static,10,295,552,slow_lead_following,True,True,False,False,0.8622027898559469,0.0
20300919,idm_delay07,ModeQuantile-Static,11,59,62,fast_intrusion,True,True,False,False,1.2210612608194593,1.4210854715202004e-14
