seed,target,method,query,index,mode,ego_collision,near_miss,background_collision,event,completed,min_ttc,min_clearance,response,selection_seconds,elapsed_seconds
20330406,fvdm_delay05_brake3,CoReGP-Marginal,1,296,slow_lead_following,False,True,False,True,True,1.9590843360587413,0.6098885945968107,0.6301168386737891,0.001475699944421649,0.16814960003830492
20330406,fvdm_delay05_brake3,CoReGP-Marginal,2,277,slow_lead_following,False,False,False,False,True,12.585914937768447,7.001262683673332,0.0037665367247686782,0.0017174999229609966,0.15642720006871969
20330406,fvdm_delay05_brake3,CoReGP-Marginal,3,266,slow_lead_following,False,False,False,False,True,2.286318161966958,1.911758227609397,0.11667063317418265,0.00180309999268502,0.15582490002270788
20330406,fvdm_delay05_brake3,CoReGP-Marginal,4,276,slow_lead_following,False,False,False,False,True,3.2756635907064315,6.694330109404106,0.08389559040070459,0.0016814999980852008,0.1497455999488011
20330406,fvdm_delay05_brake3,CoReGP-Marginal,5,288,slow_lead_following,False,True,False,True,True,1.957557611125242,0.600929308075564,0.6301830730665998,0.0017018999205902219,0.15350450004916638
20330406,fvdm_delay05_brake3,CoReGP-Marginal,6,312,slow_lead_following,True,False,True,True,False,1.1399193523543347,0.0,1.17096994834925,0.003320000017993152,0.04482969990931451
20330406,fvdm_delay05_brake3,CoReGP-Marginal,7,8,fast_intrusion,False,True,False,True,True,2.049830387364956,0.44863482546430217,0.6262399072106503,0.0017870999872684479,0.16604600008577108
20330406,fvdm_delay05_brake3,CoReGP-Marginal,8,214,stop_and_go,True,False,True,True,False,1.2280812980886635,0.0,1.166018708724561,0.001973800011910498,0.07508510001935065
20330406,fvdm_delay05_brake3,CoReGP-Marginal,9,184,lead_braking,False,True,False,True,True,1.393656494271779,5.49838556961754,0.6571041173061525,0.002145000034943223,0.16793620004318655
20330406,fvdm_delay05_brake3,CoReGP-Marginal,10,116,cutin_braking,False,False,False,False,True,5.074594865082705,9.523136994217065,0.046059281551381524,0.0023068999871611595,0.15094419999513775
20330406,fvdm_delay05_brake3,CoReGP-Marginal,11,247,stop_and_go,False,False,False,False,True,6.182581720223122,8.29331638272852,0.03183608339485939,0.0024100999580696225,0.153641999932006
20330406,fvdm_delay05_brake3,CoReGP-Marginal,12,159,lead_braking,False,False,False,False,True,5.152792494594639,13.965730222069539,0.044874217963708975,0.0023805999662727118,0.149559999932535
20330406,fvdm_delay05_brake3,CoReGP-Marginal,13,63,fast_intrusion,False,False,False,False,True,inf,8.744200368284021,0.0,0.0028362999437376857,0.15140969993080944
20330406,fvdm_delay05_brake3,CoReGP-Marginal,14,202,stop_and_go,False,False,False,False,True,3.362190748283477,9.169088725506015,0.08151040399130088,0.0024513000389561057,0.15081790008116513
20330406,fvdm_delay05_brake3,CoReGP-Marginal,15,248,stop_and_go,True,False,True,True,False,0.8776455378478174,0.0,1.1865897590820793,0.0027088000206276774,0.03935979993548244
20330406,fvdm_delay05_brake3,CoReGP-Marginal,16,238,stop_and_go,False,False,False,False,True,3.7216060624429192,3.0509942334121547,0.07230733408991565,0.0025948999682441354,0.1552159000420943
20330406,fvdm_delay05_brake3,CoReGP-Marginal,17,254,stop_and_go,True,False,True,True,False,0.997655249046487,2.842170943040401e-14,1.1792728896608828,0.0034727000165730715,0.054700199980288744
20330406,fvdm_delay05_brake3,CoReGP-Marginal,18,193,stop_and_go,False,False,False,False,True,2.382856313818771,6.764134764661492,0.11297600826404389,0.0026358000468462706,0.15286150004249066
20330406,fvdm_delay05_brake3,CoReGP-Marginal,19,230,stop_and_go,True,False,True,True,False,0.6511034514173704,0.0,1.201225553183711,0.0025454999413341284,0.049281399929896
20330406,fvdm_delay05_brake3,CoReGP-Marginal,20,232,stop_and_go,False,False,False,False,True,1.9160556191153746,1.3376227041368622,0.13199654018068213,0.002463200013153255,0.15828249999321997
20330406,fvdm_delay05_brake3,CoReGP-Marginal,21,194,stop_and_go,False,False,False,False,True,2.10389716100755,3.5394492596837495,0.12398515791324234,0.00248030002694577,0.15282059996388853
20330406,fvdm_delay05_brake3,CoReGP-Marginal,22,272,slow_lead_following,True,False,True,True,False,0.6232044734088495,0.0,1.2031056106756544,0.0024488000199198723,0.03580160008277744
20330406,fvdm_delay05_brake3,CoReGP-Marginal,23,264,slow_lead_following,False,True,False,True,True,1.864269711824357,0.07271401176502934,0.6342948398980592,0.0027874999213963747,0.15773039998020977
20330406,fvdm_delay05_brake3,CoReGP-Marginal,24,237,stop_and_go,False,False,False,False,True,3.1044180737626554,11.478441867920026,0.08882382319802293,0.002492200001142919,0.14953469997271895
20330406,fvdm_delay05_brake3,CoReGP-Marginal,25,210,stop_and_go,False,True,False,True,True,1.4424492261584312,1.4804924983003218,0.6545696044525594,0.0035728999646380544,0.15107829996850342
20330406,fvdm_delay05_brake3,CoReGP-Marginal,26,240,stop_and_go,True,False,True,True,False,1.9939495272850267,0.0,1.128613409001891,0.002720499993301928,0.050121900043450296
20330406,fvdm_delay05_brake3,CoReGP-Marginal,27,251,stop_and_go,False,True,False,True,True,1.4769779836410666,0.6747591314577335,0.6528007711197983,0.0024868000764399767,0.1565112000098452
20330406,fvdm_delay05_brake3,CoReGP-Marginal,28,223,stop_and_go,False,False,False,False,True,3.8764433111370513,6.642979977838692,0.06867004977551178,0.004048699978739023,0.16379789996426553
20330406,fvdm_delay05_brake3,CoReGP-Marginal,29,227,stop_and_go,False,False,False,False,True,inf,2.018541451357308,0.0,0.0025692000053822994,0.15698490000795573
20330406,fvdm_delay05_brake3,CoReGP-Marginal,30,242,stop_and_go,True,False,True,True,False,0.8400184266657348,0.0,1.1889447748196313,0.002540700021199882,0.06151690008118749
20330406,fvdm_delay05_brake3,CoReGP-Marginal,31,200,stop_and_go,True,False,True,True,False,2.2722542620583597,0.0,1.1172188652527315,0.002772000036202371,0.06752640008926392
20330406,fvdm_delay05_brake3,CoReGP-Marginal,32,212,stop_and_go,False,False,False,False,True,9.371636804651809,3.027230058440338,0.010996554351750776,0.002557600033469498,0.15176310006063432
20330406,fvdm_delay05_brake3,CoReGP-Marginal,33,226,stop_and_go,False,True,False,True,True,1.264476347612258,1.7081546636282212,0.6640167902228643,0.0032652999507263303,0.1612833000253886
20330406,fvdm_delay05_brake3,CoReGP-Marginal,34,245,stop_and_go,False,False,False,False,True,24.51488696875068,17.894753417372698,7.063933958726311e-05,0.003215900040231645,0.16277479997370392
20330406,fvdm_delay05_brake3,CoReGP-Marginal,35,216,stop_and_go,True,False,True,True,False,1.1968390300728673,0.0,1.1677566763568668,0.003083599964156747,0.08221909997519106
20330406,fvdm_delay05_brake3,CoReGP-Marginal,36,203,stop_and_go,False,True,False,True,True,1.4527299281960464,0.9907673049581831,0.6540408163397397,0.003082499955780804,0.15591439988929778
20330406,fvdm_delay05_brake3,CoReGP-Marginal,37,176,lead_braking,False,True,False,True,True,1.2458166328730904,1.9482552257052532,0.66504013832694,0.0026209999341517687,0.15672999992966652
20330406,fvdm_delay05_brake3,CoReGP-Marginal,38,146,lead_braking,True,False,True,True,False,0.7595461887143419,0.0,1.194081632173419,0.002819900051690638,0.049539700034074485
20330406,fvdm_delay05_brake3,CoReGP-Marginal,39,182,lead_braking,True,False,True,True,False,0.9242229854874983,0.0,1.1837151737222422,0.0026627000188454986,0.028662699973210692
20330406,fvdm_delay05_brake3,CoReGP-Marginal,40,142,lead_braking,False,False,False,False,True,2.925143929694143,3.7352387230244517,0.09429356440097272,0.0027230000123381615,0.16380540002137423
20330406,fvdm_delay05_brake3,CoReGP-Marginal,41,162,lead_braking,True,False,True,True,False,0.9441581932545791,1.4210854715202004e-14,1.182498420850424,0.005023399950005114,0.05750699993222952
20330406,fvdm_delay05_brake3,CoReGP-Marginal,42,181,lead_braking,False,False,False,False,True,5.884723132842124,11.806892751576385,0.0351592077638076,0.005293899914249778,0.14914549991954118
20330406,fvdm_delay05_brake3,CoReGP-Marginal,43,154,lead_braking,False,False,False,False,True,4.015898637360831,7.170903737279119,0.06555097201749648,0.0027239000191912055,0.15330119989812374
