snapshot_id,scenario_id,source_profile,seed,action_history,source_state,source_criticality
sc_00550,cutin_braking_g5_dvm10,SUT-B,20362916,[0],"[3, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.0005829628620942436
sc_00551,cutin_braking_g5_dvm10,SUT-B,20362916,"[0, 0]","[3, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0022638434282938645
sc_00552,cutin_braking_g5_dvm10,SUT-B,20362916,"[0, 0, 1]","[2, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.00893545738855998
sc_00553,cutin_braking_g5_dvm10,SUT-B,20362916,"[0, 0, 1, 2]","[2, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.04865638605753581
sc_00554,cutin_braking_g5_dvm10,SUT-B,20362916,"[0, 0, 1, 2, 0]","[1, 2, -5, 13, 0, 0, 1, 1, 5, 1]",0.26487548828125007
sc_00555,cutin_braking_g5_dvm10,SUT-B,20362916,"[0, 0, 1, 2, 0, 2]","[1, 2, -5, 13, 0, 0, 0, 1, 6, 1]",0.47735850016276044
sc_00556,cutin_braking_g5_dvm10,SUT-B,20362917,[],"[4, 2, -5, 12, 0, 0, 1, 0, 0, 1]",3.5210625878969836e-05
sc_00557,cutin_braking_g5_dvm10,SUT-B,20362917,[1],"[3, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.0005829628620942436
sc_00558,cutin_braking_g5_dvm10,SUT-B,20362917,"[1, 1]","[3, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0022638434282938645
sc_00559,cutin_braking_g5_dvm10,SUT-B,20362917,"[1, 1, 2]","[2, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.00893545738855998
sc_00560,cutin_braking_g5_dvm10,SUT-B,20362917,"[1, 1, 2, 1]","[2, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.04865638605753581
sc_00561,cutin_braking_g5_dvm10,SUT-B,20362917,"[1, 1, 2, 1, 0]","[1, 2, -5, 13, 0, 0, 1, 1, 5, 1]",0.26487548828125007
sc_00562,cutin_braking_g5_dvm10,SUT-B,20362917,"[1, 1, 2, 1, 0, 0]","[1, 2, -6, 13, 0, 0, 0, 1, 6, 1]",0.068359375
sc_00563,cutin_braking_g5_dvm10,SUT-B,20362918,[],"[4, 2, -5, 12, 0, 0, 1, 0, 0, 1]",3.5210625878969836e-05
sc_00564,cutin_braking_g5_dvm10,SUT-B,20362918,[2],"[3, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.0005829628620942436
sc_00565,cutin_braking_g5_dvm10,SUT-B,20362918,"[2, 0]","[3, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0022638434282938645
sc_00566,cutin_braking_g5_dvm10,SUT-B,20362918,"[2, 0, 1]","[2, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.00893545738855998
sc_00567,cutin_braking_g5_dvm10,SUT-B,20362918,"[2, 0, 1, 0]","[2, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.04865638605753581
sc_00568,cutin_braking_g5_dvm10,SUT-B,20362918,"[2, 0, 1, 0, 1]","[1, 2, -5, 13, 0, 0, 1, 1, 5, 1]",0.26487548828125007
sc_00569,cutin_braking_g5_dvm10,SUT-B,20362918,"[2, 0, 1, 0, 1, 1]","[1, 2, -5, 13, 0, 0, 0, 1, 6, 1]",0.47735850016276044
sc_00570,cutin_braking_g5_dvm10,SUT-B,20362919,[],"[4, 2, -5, 12, 0, 0, 1, 0, 0, 1]",3.5210625878969836e-05
sc_00571,cutin_braking_g5_dvm10,SUT-B,20362919,[0],"[3, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.0005829628620942436
sc_00572,cutin_braking_g5_dvm10,SUT-B,20362919,"[0, 1]","[3, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0022638434282938645
sc_00573,cutin_braking_g5_dvm10,SUT-B,20362919,"[0, 1, 2]","[2, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.00893545738855998
sc_00574,cutin_braking_g5_dvm10,SUT-B,20362919,"[0, 1, 2, 0]","[2, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.04865638605753581
sc_00575,cutin_braking_g5_dvm10,SUT-B,20362919,"[0, 1, 2, 0, 2]","[1, 2, -5, 13, 0, 0, 1, 1, 5, 1]",0.26487548828125007
sc_00576,cutin_braking_g5_dvm10,SUT-B,20362919,"[0, 1, 2, 0, 2, 1]","[1, 2, -5, 13, 0, 0, 0, 1, 6, 1]",0.47735850016276044
sc_00577,cutin_braking_g5_dvm6,SUT-B,20363016,[],"[3, 2, -3, 12, 0, 0, 1, 0, 0, 1]",4.499721588293713e-06
sc_00578,cutin_braking_g5_dvm6,SUT-B,20363016,[0],"[2, 2, -3, 13, 0, 0, 1, 0, 1, 1]",9.118526768684388e-05
sc_00579,cutin_braking_g5_dvm6,SUT-B,20363016,"[0, 0]","[2, 2, -3, 13, 0, 0, 1, 0, 2, 1]",0.0007479739581743878
sc_00580,cutin_braking_g5_dvm6,SUT-B,20363016,"[0, 0, 0, 2]","[1, 2, -3, 13, 0, 0, 1, 0, 4, 1]",0.010882729276021325
sc_00581,cutin_braking_g5_dvm6,SUT-B,20363016,"[0, 0, 0, 2, 0, 2]","[1, 2, -3, 13, 0, 0, 0, 1, 6, 1]",0.33322081247965496
sc_00582,cutin_braking_g5_dvm6,SUT-B,20363017,[],"[3, 2, -3, 12, 0, 0, 1, 0, 0, 1]",4.499721588293713e-06
sc_00583,cutin_braking_g5_dvm6,SUT-B,20363017,[1],"[2, 2, -3, 13, 0, 0, 1, 0, 1, 1]",9.118526768684388e-05
sc_00584,cutin_braking_g5_dvm6,SUT-B,20363017,"[1, 0]","[2, 2, -3, 13, 0, 0, 1, 0, 2, 1]",0.0007479739581743878
sc_00585,cutin_braking_g5_dvm6,SUT-B,20363017,"[1, 0, 0, 1]","[1, 2, -3, 13, 0, 0, 1, 0, 4, 1]",0.010882729276021325
sc_00586,cutin_braking_g5_dvm6,SUT-B,20363017,"[1, 0, 0, 1, 1]","[1, 2, -3, 13, 0, 0, 1, 1, 5, 1]",0.09877736949920655
sc_00587,cutin_braking_g5_dvm6,SUT-B,20363017,"[1, 0, 0, 1, 1, 1]","[1, 2, -3, 13, 0, 0, 0, 1, 6, 1]",0.33322081247965496
sc_00588,cutin_braking_g5_dvm6,SUT-B,20363018,[],"[3, 2, -3, 12, 0, 0, 1, 0, 0, 1]",4.499721588293713e-06
sc_00589,cutin_braking_g5_dvm6,SUT-B,20363018,[2],"[2, 2, -3, 13, 0, 0, 1, 0, 1, 1]",9.118526768684388e-05
sc_00590,cutin_braking_g5_dvm6,SUT-B,20363018,"[2, 1]","[2, 2, -3, 13, 0, 0, 1, 0, 2, 1]",0.0007479739581743878
sc_00591,cutin_braking_g5_dvm6,SUT-B,20363018,"[2, 1, 1]","[2, 2, -3, 13, 0, 0, 1, 0, 3, 1]",0.002549801305135091
sc_00592,cutin_braking_g5_dvm6,SUT-B,20363018,"[2, 1, 1, 0]","[2, 2, -3, 13, 0, 0, 1, 0, 4, 1]",0.020112537384033204
sc_00593,cutin_braking_g5_dvm6,SUT-B,20363018,"[2, 1, 1, 0, 2]","[1, 2, -3, 13, 0, 0, 1, 1, 5, 1]",0.09877736949920655
sc_00594,cutin_braking_g5_dvm6,SUT-B,20363018,"[2, 1, 1, 0, 2, 2]","[1, 2, -3, 13, 0, 0, 0, 1, 6, 1]",0.33322081247965496
sc_00595,cutin_braking_g5_dvm6,SUT-B,20363019,[],"[3, 2, -3, 12, 0, 0, 1, 0, 0, 1]",4.499721588293713e-06
sc_00596,cutin_braking_g5_dvm6,SUT-B,20363019,[0],"[2, 2, -3, 13, 0, 0, 1, 0, 1, 1]",9.118526768684388e-05
sc_00597,cutin_braking_g5_dvm6,SUT-B,20363019,"[0, 1]","[2, 2, -3, 13, 0, 0, 1, 0, 2, 1]",0.0007479739581743878
sc_00598,cutin_braking_g5_dvm6,SUT-B,20363019,"[0, 1, 0]","[2, 2, -3, 13, 0, 0, 1, 0, 3, 1]",0.002549801305135091
sc_00599,cutin_braking_g5_dvm6,SUT-B,20363019,"[0, 1, 0, 0, 1, 2]","[1, 2, -3, 13, 0, 0, 0, 1, 6, 1]",0.33322081247965496
sc_00600,cutin_braking_g5_dvm2,SUT-B,20363116,[],"[2, 2, -1, 12, 0, 0, 1, 0, 0, 1]",4.1797452974319485e-07
sc_00601,cutin_braking_g5_dvm2,SUT-B,20363116,[0],"[2, 2, -1, 13, 0, 0, 1, 0, 1, 1]",7.5379114858309464e-06
sc_00602,cutin_braking_g5_dvm2,SUT-B,20363116,"[0, 1]","[2, 2, -1, 13, 0, 0, 1, 0, 2, 1]",7.505510308742525e-05
sc_00603,cutin_braking_g5_dvm2,SUT-B,20363116,"[0, 1, 0]","[1, 2, -1, 13, 0, 0, 1, 0, 3, 1]",0.0009461531758308413
sc_00604,cutin_braking_g5_dvm2,SUT-B,20363116,"[0, 1, 0, 1]","[1, 2, -1, 13, 0, 0, 1, 0, 4, 1]",0.007169524002075198
sc_00605,cutin_braking_g5_dvm2,SUT-B,20363116,"[0, 1, 0, 1, 0, 2]","[1, 2, -1, 13, 0, 0, 0, 1, 6, 1]",0.13483439281582832
sc_00606,cutin_braking_g5_dvm2,SUT-B,20363117,[],"[2, 2, -1, 12, 0, 0, 1, 0, 0, 1]",4.1797452974319485e-07
sc_00607,cutin_braking_g5_dvm2,SUT-B,20363117,[1],"[2, 2, -1, 13, 0, 0, 1, 0, 1, 1]",7.5379114858309464e-06
sc_00608,cutin_braking_g5_dvm2,SUT-B,20363117,"[1, 1]","[2, 2, -1, 13, 0, 0, 1, 0, 2, 1]",7.505510308742525e-05
sc_00609,cutin_braking_g5_dvm2,SUT-B,20363117,"[1, 1, 2]","[1, 2, -1, 13, 0, 0, 1, 0, 3, 1]",0.0009461531758308413
sc_00610,cutin_braking_g5_dvm2,SUT-B,20363117,"[1, 1, 2, 2]","[1, 2, -1, 13, 0, 0, 1, 0, 4, 1]",0.007169524002075198
sc_00611,cutin_braking_g5_dvm2,SUT-B,20363117,"[1, 1, 2, 2, 0]","[1, 2, -1, 13, 0, 0, 1, 1, 5, 1]",0.04135064658323924
sc_00612,cutin_braking_g5_dvm2,SUT-B,20363117,"[1, 1, 2, 2, 0, 0]","[1, 2, -2, 13, 0, 0, 0, 1, 6, 1]",0.03951053158442179
sc_00613,cutin_braking_g5_dvm2,SUT-B,20363118,[],"[2, 2, -1, 12, 0, 0, 1, 0, 0, 1]",4.1797452974319485e-07
sc_00614,cutin_braking_g5_dvm2,SUT-B,20363118,[2],"[2, 2, -1, 13, 0, 0, 1, 0, 1, 1]",7.5379114858309464e-06
sc_00615,cutin_braking_g5_dvm2,SUT-B,20363118,"[2, 0]","[2, 2, -1, 13, 0, 0, 1, 0, 2, 1]",7.505510308742525e-05
sc_00616,cutin_braking_g5_dvm2,SUT-B,20363118,"[2, 0, 2]","[1, 2, -1, 13, 0, 0, 1, 0, 3, 1]",0.0009461531758308413
sc_00617,cutin_braking_g5_dvm2,SUT-B,20363118,"[2, 0, 2, 0]","[1, 2, -1, 13, 0, 0, 1, 0, 4, 1]",0.007169524002075198
sc_00618,cutin_braking_g5_dvm2,SUT-B,20363118,"[2, 0, 2, 0, 1]","[1, 2, -1, 13, 0, 0, 1, 1, 5, 1]",0.04135064658323924
sc_00619,cutin_braking_g5_dvm2,SUT-B,20363118,"[2, 0, 2, 0, 1, 1]","[1, 2, -1, 13, 0, 0, 0, 1, 6, 1]",0.13483439281582832
sc_00620,cutin_braking_g5_dvm2,SUT-B,20363119,[],"[2, 2, -1, 12, 0, 0, 1, 0, 0, 1]",4.1797452974319485e-07
sc_00621,cutin_braking_g5_dvm2,SUT-B,20363119,[0],"[2, 2, -1, 13, 0, 0, 1, 0, 1, 1]",7.5379114858309464e-06
sc_00622,cutin_braking_g5_dvm2,SUT-B,20363119,"[0, 1]","[2, 2, -1, 13, 0, 0, 1, 0, 2, 1]",7.505510308742525e-05
sc_00623,cutin_braking_g5_dvm2,SUT-B,20363119,"[0, 1, 2]","[1, 2, -1, 13, 0, 0, 1, 0, 3, 1]",0.0009461531758308413
sc_00624,cutin_braking_g5_dvm2,SUT-B,20363119,"[0, 1, 2, 2]","[1, 2, -1, 13, 0, 0, 1, 0, 4, 1]",0.007169524002075198
sc_00625,cutin_braking_g5_dvm2,SUT-B,20363119,"[0, 1, 2, 2, 2]","[1, 2, -1, 13, 0, 0, 1, 1, 5, 1]",0.04135064658323924
sc_00626,cutin_braking_g5_dvm2,SUT-B,20363119,"[0, 1, 2, 2, 2, 0]","[1, 2, -1, 13, 0, 0, 0, 1, 6, 1]",0.13483439281582832
sc_00627,cutin_braking_g5_dv1,SUT-B,20363216,[],"[1, 2, 0, 12, 0, 0, 1, 0, 0, 1]",3.674574280579887e-07
sc_00628,cutin_braking_g5_dv1,SUT-B,20363216,[0],"[1, 2, 0, 13, 0, 0, 1, 0, 1, 1]",8.979900751908625e-06
sc_00629,cutin_braking_g5_dv1,SUT-B,20363216,"[0, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 2, 1]",8.081476332346602e-05
sc_00630,cutin_braking_g5_dv1,SUT-B,20363216,"[0, 1, 2]","[1, 2, 0, 13, 0, 0, 1, 0, 3, 1]",0.0006897873916625977
sc_00631,cutin_braking_g5_dv1,SUT-B,20363216,"[0, 1, 2, 0]","[1, 2, 0, 13, 0, 0, 1, 0, 4, 1]",0.0029181431770324714
sc_00632,cutin_braking_g5_dv1,SUT-B,20363216,"[0, 1, 2, 0, 0]","[1, 2, 0, 13, 0, 0, 1, 1, 5, 1]",0.017057762940724697
sc_00633,cutin_braking_g5_dv1,SUT-B,20363216,"[0, 1, 2, 0, 0, 1]","[1, 2, 0, 13, 0, 0, 0, 1, 6, 1]",0.08087306626637776
sc_00634,cutin_braking_g5_dv1,SUT-B,20363216,"[0, 1, 2, 0, 0, 1, 0, 1]","[1, 1, 1, 12, 0, 0, 0, 1, 8, 1]",0.24500528971354166
sc_00635,cutin_braking_g5_dv1,SUT-B,20363217,[],"[1, 2, 0, 12, 0, 0, 1, 0, 0, 1]",3.674574280579887e-07
sc_00636,cutin_braking_g5_dv1,SUT-B,20363217,[1],"[1, 2, 0, 13, 0, 0, 1, 0, 1, 1]",8.979900751908625e-06
sc_00637,cutin_braking_g5_dv1,SUT-B,20363217,"[1, 2, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 3, 1]",0.0006897873916625977
sc_00638,cutin_braking_g5_dv1,SUT-B,20363217,"[1, 2, 1, 0]","[1, 2, 0, 13, 0, 0, 1, 0, 4, 1]",0.0029181431770324714
sc_00639,cutin_braking_g5_dv1,SUT-B,20363217,"[1, 2, 1, 0, 2]","[1, 2, 0, 13, 0, 0, 1, 1, 5, 1]",0.017057762940724697
sc_00640,cutin_braking_g5_dv1,SUT-B,20363217,"[1, 2, 1, 0, 2, 0]","[1, 2, 0, 13, 0, 0, 0, 1, 6, 1]",0.08087306626637776
sc_00641,cutin_braking_g5_dv1,SUT-B,20363218,[],"[1, 2, 0, 12, 0, 0, 1, 0, 0, 1]",3.674574280579887e-07
sc_00642,cutin_braking_g5_dv1,SUT-B,20363218,[2],"[1, 2, 1, 13, 0, 0, 1, 0, 1, 1]",6.977790527343752e-06
sc_00643,cutin_braking_g5_dv1,SUT-B,20363218,"[2, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 2, 1]",8.081476332346602e-05
sc_00644,cutin_braking_g5_dv1,SUT-B,20363218,"[2, 1, 0]","[1, 2, 0, 13, 0, 0, 1, 0, 3, 1]",0.0006897873916625977
sc_00645,cutin_braking_g5_dv1,SUT-B,20363218,"[2, 1, 0, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 4, 1]",0.0029181431770324714
sc_00646,cutin_braking_g5_dv1,SUT-B,20363218,"[2, 1, 0, 1, 2]","[1, 2, 0, 13, 0, 0, 1, 1, 5, 1]",0.017057762940724697
sc_00647,cutin_braking_g5_dv1,SUT-B,20363218,"[2, 1, 0, 1, 2, 1]","[1, 2, 0, 13, 0, 0, 0, 1, 6, 1]",0.08087306626637776
sc_00648,cutin_braking_g5_dv1,SUT-B,20363219,[],"[1, 2, 0, 12, 0, 0, 1, 0, 0, 1]",3.674574280579887e-07
sc_00649,cutin_braking_g5_dv1,SUT-B,20363219,[0],"[1, 2, 0, 13, 0, 0, 1, 0, 1, 1]",8.979900751908625e-06
sc_00650,cutin_braking_g5_dv1,SUT-B,20363219,"[0, 0]","[1, 2, 0, 13, 0, 0, 1, 0, 2, 1]",8.081476332346602e-05
sc_00651,cutin_braking_g5_dv1,SUT-B,20363219,"[0, 0, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 3, 1]",0.0006897873916625977
sc_00652,cutin_braking_g5_dv1,SUT-B,20363219,"[0, 0, 1, 1]","[1, 2, 0, 13, 0, 0, 1, 0, 4, 1]",0.0029181431770324714
sc_00653,cutin_braking_g5_dv1,SUT-B,20363219,"[0, 0, 1, 1, 0]","[1, 2, 0, 13, 0, 0, 1, 1, 5, 1]",0.017057762940724697
sc_00654,cutin_braking_g5_dv1,SUT-B,20363219,"[0, 0, 1, 1, 0, 0]","[1, 2, 0, 13, 0, 0, 0, 1, 6, 1]",0.08087306626637776
sc_00655,cutin_braking_g5_dv1,SUT-B,20363219,"[0, 0, 1, 1, 0, 0, 1, 2]","[1, 1, 1, 12, 0, 0, 0, 1, 8, 1]",0.24500528971354166
sc_00656,cutin_braking_g10_dvm10,SUT-B,20363316,[],"[5, 2, -5, 12, 0, 0, 1, 0, 0, 1]",8.553759081999464e-06
sc_00657,cutin_braking_g10_dvm10,SUT-B,20363316,[0],"[4, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.00010148747218290967
sc_00658,cutin_braking_g10_dvm10,SUT-B,20363316,"[0, 1]","[4, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0008175634979724886
sc_00659,cutin_braking_g10_dvm10,SUT-B,20363316,"[0, 1, 1]","[3, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.0033211691130002356
sc_00660,cutin_braking_g10_dvm10,SUT-B,20363316,"[0, 1, 1, 0, 0]","[2, 2, -6, 13, 0, 0, 1, 1, 5, 1]",0.01574792041778565
sc_00661,cutin_braking_g10_dvm10,SUT-B,20363316,"[0, 1, 1, 0, 0, 1]","[2, 2, -6, 13, 0, 0, 0, 1, 6, 1]",0.11734165239334107
sc_00662,cutin_braking_g10_dvm10,SUT-B,20363317,[],"[5, 2, -5, 12, 0, 0, 1, 0, 0, 1]",8.553759081999464e-06
sc_00663,cutin_braking_g10_dvm10,SUT-B,20363317,[1],"[4, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.00010148747218290967
sc_00664,cutin_braking_g10_dvm10,SUT-B,20363317,"[1, 0]","[4, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0008175634979724886
sc_00665,cutin_braking_g10_dvm10,SUT-B,20363317,"[1, 0, 2]","[3, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.0033211691130002356
sc_00666,cutin_braking_g10_dvm10,SUT-B,20363317,"[1, 0, 2, 2]","[3, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.02128350897789002
sc_00667,cutin_braking_g10_dvm10,SUT-B,20363317,"[1, 0, 2, 2, 0]","[2, 2, -5, 13, 0, 0, 1, 1, 5, 1]",0.0796681885401408
sc_00668,cutin_braking_g10_dvm10,SUT-B,20363317,"[1, 0, 2, 2, 0, 1]","[2, 2, -5, 13, 0, 0, 0, 1, 6, 1]",0.175520715435346
sc_00669,cutin_braking_g10_dvm10,SUT-B,20363318,[],"[5, 2, -5, 12, 0, 0, 1, 0, 0, 1]",8.553759081999464e-06
sc_00670,cutin_braking_g10_dvm10,SUT-B,20363318,[2],"[5, 2, -5, 13, 0, 0, 1, 0, 1, 1]",8.282614140510561e-06
sc_00671,cutin_braking_g10_dvm10,SUT-B,20363318,"[2, 0]","[4, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0008175634979724886
sc_00672,cutin_braking_g10_dvm10,SUT-B,20363318,"[2, 0, 2]","[3, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.0033211691130002356
sc_00673,cutin_braking_g10_dvm10,SUT-B,20363318,"[2, 0, 2, 1]","[3, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.02128350897789002
sc_00674,cutin_braking_g10_dvm10,SUT-B,20363318,"[2, 0, 2, 1, 1]","[2, 2, -5, 13, 0, 0, 1, 1, 5, 1]",0.0796681885401408
sc_00675,cutin_braking_g10_dvm10,SUT-B,20363318,"[2, 0, 2, 1, 1, 2]","[2, 2, -5, 13, 0, 0, 0, 1, 6, 1]",0.175520715435346
sc_00676,cutin_braking_g10_dvm10,SUT-B,20363319,[],"[5, 2, -5, 12, 0, 0, 1, 0, 0, 1]",8.553759081999464e-06
sc_00677,cutin_braking_g10_dvm10,SUT-B,20363319,[0],"[4, 2, -5, 13, 0, 0, 1, 0, 1, 1]",0.00010148747218290967
sc_00678,cutin_braking_g10_dvm10,SUT-B,20363319,"[0, 1]","[4, 2, -5, 13, 0, 0, 1, 0, 2, 1]",0.0008175634979724886
sc_00679,cutin_braking_g10_dvm10,SUT-B,20363319,"[0, 1, 1]","[3, 2, -5, 13, 0, 0, 1, 0, 3, 1]",0.0033211691130002356
sc_00680,cutin_braking_g10_dvm10,SUT-B,20363319,"[0, 1, 1, 2]","[3, 2, -5, 13, 0, 0, 1, 0, 4, 1]",0.02128350897789002
sc_00681,cutin_braking_g10_dvm10,SUT-B,20363319,"[0, 1, 1, 2, 2]","[2, 2, -5, 13, 0, 0, 1, 1, 5, 1]",0.0796681885401408
sc_00682,cutin_braking_g10_dvm10,SUT-B,20363319,"[0, 1, 1, 2, 2, 1]","[2, 2, -5, 13, 0, 0, 0, 1, 6, 1]",0.175520715435346
sc_00683,cutin_braking_g10_dvm6,SUT-B,20363416,[],"[4, 2, -3, 12, 0, 0, 1, 0, 0, 1]",1.4823561666409181e-08
sc_00684,cutin_braking_g10_dvm6,SUT-B,20363416,[0],"[4, 2, -3, 13, 0, 0, 1, 0, 1, 1]",3.766168390115104e-07
sc_00685,cutin_braking_g10_dvm6,SUT-B,20363416,"[0, 1]","[3, 2, -3, 13, 0, 0, 1, 0, 2, 1]",7.730870521863305e-06
sc_00686,cutin_braking_g10_dvm6,SUT-B,20363416,"[0, 1, 0]","[3, 2, -3, 13, 0, 0, 1, 0, 3, 1]",0.00012789758907953903
sc_00687,cutin_braking_g10_dvm6,SUT-B,20363416,"[0, 1, 0, 2]","[3, 2, -3, 13, 0, 0, 1, 0, 4, 1]",0.0006002428926626842
sc_00688,cutin_braking_g10_dvm6,SUT-B,20363416,"[0, 1, 0, 2, 2]","[2, 2, -3, 13, 0, 0, 1, 1, 5, 1]",0.010457382685343426
sc_00689,cutin_braking_g10_dvm6,SUT-B,20363416,"[0, 1, 0, 2, 2, 1]","[2, 2, -3, 13, 0, 0, 0, 1, 6, 1]",0.08856098225911459
sc_00690,cutin_braking_g10_dvm6,SUT-B,20363417,[],"[4, 2, -3, 12, 0, 0, 1, 0, 0, 1]",1.4823561666409181e-08
sc_00691,cutin_braking_g10_dvm6,SUT-B,20363417,[1],"[4, 2, -3, 13, 0, 0, 1, 0, 1, 1]",3.766168390115104e-07
sc_00692,cutin_braking_g10_dvm6,SUT-B,20363417,"[1, 1]","[3, 2, -3, 13, 0, 0, 1, 0, 2, 1]",7.730870521863305e-06
sc_00693,cutin_braking_g10_dvm6,SUT-B,20363417,"[1, 1, 0]","[3, 2, -3, 13, 0, 0, 1, 0, 3, 1]",0.00012789758907953903
sc_00694,cutin_braking_g10_dvm6,SUT-B,20363417,"[1, 1, 0, 0, 2]","[2, 2, -3, 13, 0, 0, 1, 1, 5, 1]",0.010457382685343426
sc_00695,cutin_braking_g10_dvm6,SUT-B,20363418,[],"[4, 2, -3, 12, 0, 0, 1, 0, 0, 1]",1.4823561666409181e-08
sc_00696,cutin_braking_g10_dvm6,SUT-B,20363418,[2],"[4, 2, -3, 13, 0, 0, 1, 0, 1, 1]",3.766168390115104e-07
sc_00697,cutin_braking_g10_dvm6,SUT-B,20363418,"[2, 0]","[3, 2, -3, 13, 0, 0, 1, 0, 2, 1]",7.730870521863305e-06
sc_00698,cutin_braking_g10_dvm6,SUT-B,20363418,"[2, 0, 2]","[3, 2, -3, 13, 0, 0, 1, 0, 3, 1]",0.00012789758907953903
sc_00699,cutin_braking_g10_dvm6,SUT-B,20363418,"[2, 0, 2, 0]","[3, 2, -3, 13, 0, 0, 1, 0, 4, 1]",0.0006002428926626842
sc_00700,cutin_braking_g10_dvm6,SUT-B,20363418,"[2, 0, 2, 0, 2]","[2, 2, -3, 13, 0, 0, 1, 1, 5, 1]",0.010457382685343426
sc_00701,cutin_braking_g10_dvm6,SUT-B,20363418,"[2, 0, 2, 0, 2, 2]","[2, 2, -3, 13, 0, 0, 0, 1, 6, 1]",0.08856098225911459
sc_00702,cutin_braking_g10_dvm6,SUT-B,20363419,[],"[4, 2, -3, 12, 0, 0, 1, 0, 0, 1]",1.4823561666409181e-08
sc_00703,cutin_braking_g10_dvm6,SUT-B,20363419,[0],"[4, 2, -3, 13, 0, 0, 1, 0, 1, 1]",3.766168390115104e-07
sc_00704,cutin_braking_g10_dvm6,SUT-B,20363419,"[0, 1]","[3, 2, -3, 13, 0, 0, 1, 0, 2, 1]",7.730870521863305e-06
sc_00705,cutin_braking_g10_dvm6,SUT-B,20363419,"[0, 1, 2]","[3, 2, -3, 13, 0, 0, 1, 0, 3, 1]",0.00012789758907953903
sc_00706,cutin_braking_g10_dvm6,SUT-B,20363419,"[0, 1, 2, 1]","[3, 2, -3, 13, 0, 0, 1, 0, 4, 1]",0.0006002428926626842
sc_00707,cutin_braking_g10_dvm6,SUT-B,20363419,"[0, 1, 2, 1, 2]","[2, 2, -3, 13, 0, 0, 1, 1, 5, 1]",0.010457382685343426
sc_00708,cutin_braking_g10_dvm6,SUT-B,20363419,"[0, 1, 2, 1, 2, 2]","[2, 2, -3, 13, 0, 0, 0, 1, 6, 1]",0.08856098225911459
sc_00709,cutin_braking_g18_dvm10,SUT-B,20363716,"[0, 1, 1]","[5, 2, -5, 13, 0, 0, 1, 0, 3, 1]",1.045640309651693e-08
sc_00710,cutin_braking_g18_dvm10,SUT-B,20363716,"[0, 1, 1, 1]","[5, 2, -5, 13, 0, 0, 1, 0, 4, 1]",1.5115457534790044e-07
sc_00711,cutin_braking_g18_dvm10,SUT-B,20363716,"[0, 1, 1, 1, 0]","[4, 2, -6, 13, 0, 0, 1, 1, 5, 1]",5.202646891276044e-07
sc_00712,cutin_braking_g18_dvm10,SUT-B,20363717,"[1, 2, 2]","[5, 2, -5, 13, 0, 0, 1, 0, 3, 1]",1.045640309651693e-08
sc_00713,cutin_braking_g18_dvm10,SUT-B,20363717,"[1, 2, 2, 2]","[5, 2, -5, 13, 0, 0, 1, 0, 4, 1]",1.5115457534790044e-07
sc_00714,cutin_braking_g18_dvm10,SUT-B,20363717,"[1, 2, 2, 2, 0, 0]","[4, 2, -5, 13, 0, 0, 0, 1, 6, 1]",0.00011517297617594403
sc_00715,cutin_braking_g18_dvm10,SUT-B,20363718,"[2, 0, 1]","[5, 2, -5, 13, 0, 0, 1, 0, 3, 1]",1.045640309651693e-08
sc_00716,cutin_braking_g18_dvm10,SUT-B,20363718,"[2, 0, 1, 1]","[5, 2, -5, 13, 0, 0, 1, 0, 4, 1]",1.5115457534790044e-07
sc_00717,cutin_braking_g18_dvm10,SUT-B,20363718,"[2, 0, 1, 1, 1]","[4, 2, -5, 13, 0, 0, 1, 1, 5, 1]",5.482294607162477e-06
