method_variant,episode,time_step,state,q_target,q_mixed,gap_scores,visits,critical
Uniform-QP-H,6,2,"[6, 3, -1, 1, -1, 3]","[0.0, 0.0, 0.0]","[0.0, 2.794663890386021e-05, 0.0037066014140666736]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[2, 0, 0]",True
Uniform-QP-H,6,3,"[5, 3, 0, 1, -1, 4]","[0.0, 0.0, 0.0]","[0.83222784, 0.0, 3.1041825472906275e-18]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 2, 0]",True
Uniform-QP-H,6,4,"[5, 2, 0, 1, 0, 4]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,6,5,"[6, 2, -1, 1, 0, 5]","[0.0, 0.0, 0.0]","[0.0, 3.0311675475374166e-16, 2.6059015293835237e-13]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,6,6,"[6, 2, -1, 1, 0, 5]","[0.0, 0.0, 0.0]","[0.0, 3.0311675475374166e-16, 2.6059015293835237e-13]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,6,7,"[6, 2, -1, 1, 1, 6]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,6,8,"[6, 2, -1, 1, 1, 6]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 3, 0]",False
Uniform-QP-H,6,9,"[6, 2, -1, 1, 1, 7]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,6,10,"[6, 2, -1, 1, 1, 8]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,6,11,"[6, 2, -1, 1, 2, 8]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,6,12,"[6, 2, -1, 1, 2, 9]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 3, 0]",False
Uniform-QP-H,6,13,"[6, 2, -1, 2, 2, 9]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,6,14,"[6, 2, -1, 2, 2, 10]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 3, 0]",False
Uniform-QP-H,6,15,"[6, 2, -1, 2, 2, 10]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 4, 0]",False
Uniform-QP-H,6,16,"[6, 2, -1, 2, 2, 11]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 3, 0]",False
Uniform-QP-H,6,17,"[6, 2, -1, 2, 2, 11]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 4, 0]",False
Uniform-QP-H,6,18,"[6, 2, -1, 3, 2, 12]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,6,19,"[6, 1, -1, 3, 2, 12]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,6,20,"[6, 1, -1, 3, 2, 13]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,6,21,"[6, 1, -1, 3, 2, 13]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,6,22,"[6, 1, -1, 3, 1, 14]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,6,23,"[6, 1, -1, 3, 1, 14]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 3, 0]",False
Uniform-QP-H,6,24,"[6, 1, -1, 3, 1, 15]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 3, 0]",False
Uniform-QP-H,6,25,"[6, 1, -1, 4, 1, 15]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[1, 0, 0]",False
Uniform-QP-H,6,26,"[5, 1, 0, 4, 1, 16]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[1, 0, 0]",False
Uniform-QP-H,6,27,"[5, 1, 0, 4, 1, 16]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[1, 1, 0]",False
Uniform-QP-H,6,28,"[5, 1, 0, 4, 1, 17]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,6,29,"[6, 1, -1, 4, 1, 17]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 3, 0]",False
Uniform-QP-H,7,0,"[4, 3, -1, 2, -2, 2]","[0.0, 0.0, 0.0]","[0.0009615285007544641, 0.0005500860115489576, 0.0019911011039501787]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1, 0, 0]",True
Uniform-QP-H,7,1,"[4, 3, 0, 2, -3, 3]","[0.0, 0.0, 0.0]","[0.0, 0.0005439768048332971, 0.11071125060899721]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-QP-H,7,2,"[4, 3, -1, 2, -2, 3]","[0.0, 0.0, 0.0]","[0.0009349293083811281, 0.0, 0.19474408865324822]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-QP-H,7,3,"[4, 2, -1, 1, -2, 4]","[0.0, 0.0, 0.0]","[0.001990205952, 0.009248321819460645, 0.83222784]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 0, 1]",True
Uniform-QP-H,7,4,"[4, 2, -1, 1, -1, 4]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,5,"[4, 2, -1, 1, -1, 5]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,6,"[4, 2, -1, 1, -1, 5]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,7,7,"[4, 2, -1, 1, -1, 6]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,8,"[4, 2, -1, 1, 0, 6]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,9,"[4, 2, -1, 1, 0, 7]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,10,"[4, 2, -1, 1, 0, 8]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,11,"[4, 2, -1, 1, 0, 8]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,7,12,"[4, 2, -1, 1, 1, 9]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,13,"[4, 2, -1, 1, 1, 9]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,7,14,"[4, 2, -1, 1, 1, 10]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,15,"[4, 2, -1, 1, 1, 10]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,7,16,"[4, 2, -1, 1, 1, 11]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,17,"[4, 1, -1, 1, 1, 11]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,18,"[4, 1, -1, 2, 1, 12]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,19,"[4, 1, -1, 2, 1, 12]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,7,20,"[4, 1, -1, 2, 1, 13]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,21,"[4, 1, -1, 2, 1, 13]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,7,22,"[4, 1, -1, 2, 1, 14]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,23,"[4, 1, -1, 2, 1, 14]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,7,24,"[4, 1, -1, 2, 1, 15]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[1, 0, 0]",False
Uniform-QP-H,7,25,"[4, 1, 0, 3, 1, 15]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,26,"[4, 1, -1, 3, 1, 16]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,27,"[4, 1, -1, 3, 1, 16]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,7,28,"[4, 1, -1, 3, 1, 17]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,7,29,"[4, 1, -1, 3, 1, 17]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,8,0,"[4, 3, -1, 1, -2, 4]","[0.0, 0.0, 0.0]","[0.0049668352, 0.48357959831148356, 0.19474408865324822]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-QP-H,8,1,"[4, 3, -1, 1, -2, 4]","[0.0, 0.0, 0.0]","[0.0049668352, 0.48357959831148356, 0.19474408865324822]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 2, 0]",True
Uniform-QP-H,8,2,"[4, 3, -1, 1, -1, 5]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,8,3,"[4, 3, -1, 1, -1, 5]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,8,4,"[4, 3, -1, 1, -1, 6]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,0,"[5, 2, -1, 2, -1, 4]","[0.0, 0.0, 0.0]","[0.081354504170549, 0.00021847749536568734, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 0]",True
Uniform-QP-H,9,1,"[5, 2, -1, 2, -1, 4]","[0.0, 0.0, 0.0]","[0.081354504170549, 0.00021847749536568734, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0, 1, 1]",True
Uniform-QP-H,9,2,"[5, 2, -1, 2, 0, 5]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,3,"[5, 2, -1, 2, 0, 5]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,9,4,"[5, 2, -1, 2, 0, 6]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,5,"[5, 2, -1, 2, 0, 6]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[1, 1, 0]",False
Uniform-QP-H,9,6,"[5, 2, -1, 2, 0, 7]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,7,"[5, 2, -1, 2, 1, 8]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,8,"[5, 2, -1, 2, 1, 8]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,9,9,"[5, 2, -1, 2, 1, 9]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,10,"[5, 2, -1, 2, 1, 9]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[1, 1, 0]",False
Uniform-QP-H,9,11,"[5, 2, 0, 2, 1, 10]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,12,"[5, 2, -1, 2, 1, 10]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,13,"[5, 1, -1, 2, 1, 11]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,14,"[5, 1, -1, 2, 1, 11]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,9,15,"[5, 1, -1, 3, 1, 12]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,16,"[5, 1, -1, 3, 1, 12]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,9,17,"[5, 1, -1, 3, 1, 13]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,18,"[5, 1, -1, 3, 1, 13]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,9,19,"[5, 1, -1, 3, 1, 14]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,20,"[5, 1, -1, 3, 1, 14]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,9,21,"[5, 1, -1, 3, 1, 15]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,22,"[5, 1, -1, 3, 1, 15]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 2, 0]",False
Uniform-QP-H,9,23,"[5, 1, -1, 3, 1, 16]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
Uniform-QP-H,9,24,"[5, 1, -1, 4, 1, 16]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.01, 0.98, 0.01]","[0, 1, 0]",False
