strategy,draw,scenario_id,scenario_mode,scenario_probability,scenario_proposal_probability,collision,log_weight,actions,proposal_probabilities,source_q_known_all_steps,source_q_known_steps,episode_steps,reference_distribution
Single-SM-1,14,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-6.739390085275463,"[1, 1, 1, 1, 0, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.01, 0.98, 0.01], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",False,8,9,declared_scenario_distribution_and_phi
Single-SM-1,15,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-6.739390085275463,"[1, 1, 1, 1, 0, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.01, 0.98, 0.01], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",False,8,9,declared_scenario_distribution_and_phi
Single-SM-1,16,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-6.840288290583041,"[1, 1, 1, 1, 2, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,17,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,18,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-6.631990871524831,"[1, 1, 1, 1, 1, 0, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.01, 0.98, 0.01], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",False,8,9,declared_scenario_distribution_and_phi
Single-SM-1,19,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-6.490294265208646,"[1, 2, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,20,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-6.84028829058304,"[1, 1, 1, 1, 1, 2, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,21,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-6.840288290583041,"[1, 1, 1, 1, 2, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,22,passing_cutin_g26_dvm8,passing_cutin,0.0072,0.010415249684050757,False,0.14651528499888286,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.009021057550569058, 0.9819029464101492, 0.00907599603928177], [0.009021057550569058, 0.9819029464101492, 0.00907599603928177], [0.009000000000000001, 0.982, 0.009000000000000001], [0.009693250747102844, 0.9787052249513554, 0.011601524301541717], [0.10877822593304101, 0.882, 0.009221774066958986], [0.10877822593304101, 0.882, 0.009221774066958986], [0.10324760928670379, 0.8877523907132961, 0.009000000000000001], [0.009000000000000001, 0.882, 0.10899999999999999], [0.1086562821893528, 0.882, 0.009343717810647181], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01]]",False,9,35,declared_scenario_distribution_and_phi
Single-SM-1,23,passing_cutin_g18_dv1,passing_cutin,0.072,0.06751038663017506,False,0.060729871756894815,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.009007099366097929, 0.9817924820411359, 0.009200418592766137], [0.009007099366097929, 0.9817924820411359, 0.009200418592766137], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01]]",False,8,35,declared_scenario_distribution_and_phi
Single-SM-1,24,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,25,passing_cutin_g34_dvm2,passing_cutin,0.07560000000000001,0.015120002306912758,False,1.605306203242998,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.009787541605086995, 0.9806839082601984, 0.009528550134714632], [0.009787541605086995, 0.9806839082601984, 0.009528550134714632], [0.009787541605086995, 0.9806839082601984, 0.009528550134714632], [0.0090000457635382, 0.9819999542364618, 0.009000000000000001], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01]]",False,15,35,declared_scenario_distribution_and_phi
Single-SM-1,26,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,27,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-8.515188519286099,"[2, 1, 1, 1, 1, 2, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,28,passing_cutin_g18_dv1,passing_cutin,0.072,0.06751038663017506,False,0.060729871756894815,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.009007099366097929, 0.9817924820411359, 0.009200418592766137], [0.009007099366097929, 0.9817924820411359, 0.009200418592766137], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01]]",False,8,35,declared_scenario_distribution_and_phi
Single-SM-1,29,passing_cutin_g18_dv1,passing_cutin,0.072,0.06751038663017506,False,0.060729871756894815,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.009007099366097929, 0.9817924820411359, 0.009200418592766137], [0.009007099366097929, 0.9817924820411359, 0.009200418592766137], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01]]",False,8,35,declared_scenario_distribution_and_phi
Single-SM-1,30,passing_cutin_g18_dv1,passing_cutin,0.072,0.06751038663017506,False,0.060729871756894815,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]","[[0.009007099366097929, 0.9817924820411359, 0.009200418592766137], [0.009007099366097929, 0.9817924820411359, 0.009200418592766137], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01]]",False,8,35,declared_scenario_distribution_and_phi
Single-SM-1,31,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,32,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,33,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,34,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,35,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,36,passing_cutin_g34_dv1,passing_cutin,0.162,0.03240000494338448,False,1.6094377598605172,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1]","[[0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01]]",False,7,35,declared_scenario_distribution_and_phi
Single-SM-1,37,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,38,passing_cutin_g26_dv1,passing_cutin,0.108,0.0216,False,1.6094379124341005,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01], [0.01, 0.98, 0.01]]",False,9,35,declared_scenario_distribution_and_phi
Single-SM-1,39,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,40,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,41,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
Single-SM-1,42,passing_cutin_g10_dvm8,passing_cutin,0.0032,0.6866911604803664,True,-4.815394036505587,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.05978837565808843, 0.8916420398517454, 0.048569584490166205], [0.009063619541548506, 0.980922875175114, 0.010013505283337517], [0.010691014065021626, 0.9768072904896349, 0.012501695445343464], [0.04982221140262297, 0.882, 0.068177788597377], [0.04982221140262297, 0.882, 0.068177788597377], [0.009000000000000001, 0.9819999620977067, 0.009000037902293279], [0.10899999999999999, 0.882, 0.009000000000000001], [0.009114343273887033, 0.9340716826246358, 0.0568139741014772]]",True,9,9,declared_scenario_distribution_and_phi
