method,target_sut,repeat,raw_critical_score_at_20,regression_critical_score_at_20,target_specific_failure_count_at_20,queried_indices,raw_curve,regression_curve,target_specific_curve
Random,SUT-E,19,3.0,0.5714285714285715,0.0,93;66;34;80;19;123;108;96;15;6;94;56;121;12;31;97;89;70;84;62,0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;1.500000;1.500000;1.500000;2.500000;2.500000;3.000000;3.000000;3.000000;3.000000,0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.285714;0.428571;0.428571;0.571429;0.571429;0.571429;0.571429,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Shared Prior,SUT-F,0,20.0,3.285714285714285,0.0,7;24;39;55;56;69;85;101;106;117;31;77;125;63;23;74;40;47;11;113,1.000000;2.000000;3.000000;4.000000;5.000000;6.000000;7.000000;8.000000;9.000000;10.000000;11.000000;12.000000;13.000000;14.000000;15.000000;16.000000;17.000000;18.000000;19.000000;20.000000,0.142857;0.285714;0.428571;0.571429;0.714286;0.857143;1.000000;1.142857;1.285714;1.428571;1.571429;1.714286;1.857143;2.000000;2.142857;2.285714;2.428571;2.714286;3.000000;3.285714,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Population-Novelty Only,SUT-F,0,18.5,11.499999999999998,11.0,71;111;105;21;83;59;19;109;35;103;119;0;15;121;61;99;95;81;27;37,1.000000;2.000000;3.000000;4.000000;5.000000;6.000000;7.000000;8.000000;9.000000;10.000000;11.000000;11.500000;12.500000;13.500000;14.500000;15.500000;16.500000;17.500000;18.000000;18.500000,0.571429;1.285714;1.857143;2.571429;3.285714;3.857143;4.571429;5.000000;5.571429;6.285714;7.000000;7.285714;7.714286;8.142857;8.857143;9.571429;10.285714;10.714286;11.142857;11.500000,0.000000;1.000000;1.000000;2.000000;3.000000;3.000000;4.000000;4.000000;4.000000;5.000000;6.000000;6.000000;6.000000;6.000000;7.000000;8.000000;9.000000;9.000000;10.000000;11.000000
Bayesian Regression Vulnerability,SUT-F,0,18.0,12.285714285714285,17.0,109;71;111;103;119;83;21;95;73;97;99;123;61;41;19;1;13;49;37;105,1.000000;2.000000;3.000000;4.000000;5.000000;6.000000;7.000000;8.000000;8.500000;9.500000;10.500000;11.500000;12.500000;13.500000;14.500000;15.500000;16.000000;16.500000;17.000000;18.000000,0.428571;1.000000;1.714286;2.428571;3.142857;3.857143;4.571429;5.285714;5.642857;6.357143;7.071429;7.785714;8.500000;9.214286;9.928571;10.642857;11.000000;11.357143;11.714286;12.285714,0.000000;0.000000;1.000000;2.000000;3.000000;4.000000;5.000000;6.000000;7.000000;8.000000;9.000000;10.000000;11.000000;12.000000;13.000000;14.000000;15.000000;16.000000;17.000000;17.000000
Random,SUT-F,0,7.5,3.642857142857143,4.0,118;39;91;68;8;123;35;127;66;114;125;22;103;84;65;102;120;64;26;116,0.000000;1.000000;1.000000;1.000000;1.500000;2.500000;3.500000;3.500000;4.000000;4.500000;5.500000;5.500000;6.500000;6.500000;7.500000;7.500000;7.500000;7.500000;7.500000;7.500000,0.000000;0.142857;0.142857;0.142857;0.428571;1.142857;1.714286;1.714286;2.071429;2.500000;2.642857;2.642857;3.357143;3.357143;3.642857;3.642857;3.642857;3.642857;3.642857;3.642857,0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;2.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000
Random,SUT-F,1,10.5,5.642857142857142,8.0,38;44;25;83;77;79;64;19;65;72;32;112;111;89;61;67;95;49;96;24,0.000000;0.000000;0.500000;1.500000;2.500000;3.000000;3.000000;4.000000;5.000000;5.000000;5.000000;5.000000;6.000000;7.000000;8.000000;8.000000;9.000000;9.500000;9.500000;10.500000,0.000000;0.000000;0.428571;1.142857;1.285714;1.714286;1.714286;2.428571;2.714286;2.714286;2.714286;2.714286;3.428571;3.714286;4.428571;4.428571;5.142857;5.500000;5.500000;5.642857,0.000000;0.000000;1.000000;2.000000;2.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;5.000000;5.000000;6.000000;6.000000;7.000000;8.000000;8.000000;8.000000
Random,SUT-F,2,8.0,4.285714285714287,7.0,60;57;1;42;21;29;111;6;107;79;78;51;92;74;117;124;98;64;68;23,0.000000;0.500000;1.500000;1.500000;2.500000;3.000000;4.000000;4.000000;4.000000;4.500000;4.500000;5.000000;5.000000;6.000000;7.000000;7.000000;7.000000;7.000000;7.000000;8.000000,0.000000;0.428571;1.142857;1.142857;1.857143;2.285714;3.000000;3.000000;3.000000;3.428571;3.428571;3.857143;3.857143;4.000000;4.142857;4.142857;4.142857;4.142857;4.142857;4.285714,0.000000;1.000000;2.000000;2.000000;3.000000;4.000000;5.000000;5.000000;5.000000;6.000000;6.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000
Random,SUT-F,3,9.5,4.428571428571429,5.0,74;57;94;119;76;95;85;14;35;88;9;6;56;87;28;3;24;42;71;53,1.000000;1.500000;1.500000;2.500000;2.500000;3.500000;4.500000;4.500000;5.500000;5.500000;5.500000;5.500000;6.500000;7.000000;7.000000;7.500000;8.500000;8.500000;9.500000;9.500000,0.142857;0.571429;0.571429;1.285714;1.285714;2.000000;2.142857;2.142857;2.714286;2.714286;2.714286;2.714286;2.857143;3.285714;3.285714;3.714286;3.857143;3.857143;4.428571;4.428571,0.000000;1.000000;1.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000;5.000000;5.000000;5.000000;5.000000;5.000000
Random,SUT-F,4,7.0,3.0,4.0,20;70;93;60;84;125;126;50;25;37;32;104;49;122;54;116;11;47;4;109,0.000000;0.000000;1.000000;1.000000;1.000000;2.000000;2.500000;2.500000;3.000000;3.500000;3.500000;3.500000;4.000000;4.000000;4.000000;4.000000;5.000000;6.000000;6.000000;7.000000,0.000000;0.000000;0.285714;0.285714;0.285714;0.428571;0.857143;0.857143;1.285714;1.642857;1.642857;1.642857;2.000000;2.000000;2.000000;2.000000;2.285714;2.571429;2.571429;3.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;2.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000
Random,SUT-F,5,7.0,2.857142857142857,3.0,33;118;16;44;58;34;124;52;101;41;113;78;31;75;12;62;79;71;92;77,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;2.000000;3.000000;3.000000;4.000000;4.500000;4.500000;4.500000;5.000000;6.000000;6.000000;7.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.857143;1.142857;1.142857;1.285714;1.714286;1.714286;1.714286;2.142857;2.714286;2.714286;2.857143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000
Random,SUT-F,6,7.5,3.142857142857143,3.0,24;122;28;0;113;33;68;54;127;45;100;22;34;99;1;26;125;107;31;8,1.000000;1.000000;1.000000;1.500000;2.500000;2.500000;2.500000;2.500000;2.500000;3.000000;3.000000;3.000000;3.000000;4.000000;5.000000;5.000000;6.000000;6.000000;7.000000;7.500000,0.142857;0.142857;0.142857;0.428571;0.714286;0.714286;0.714286;0.714286;0.714286;1.142857;1.142857;1.142857;1.142857;1.857143;2.571429;2.571429;2.714286;2.714286;2.857143;3.142857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000
Random,SUT-F,7,13.0,5.500000000000002,7.0,91;97;123;56;11;13;29;113;23;106;120;19;101;109;17;69;14;60;3;43,0.000000;1.000000;2.000000;3.000000;4.000000;4.500000;5.000000;6.000000;7.000000;8.000000;8.000000;9.000000;10.000000;11.000000;11.000000;12.000000;12.000000;12.000000;12.500000;13.000000,0.000000;0.714286;1.428571;1.571429;1.857143;2.214286;2.642857;2.928571;3.071429;3.214286;3.214286;3.928571;4.071429;4.500000;4.500000;4.642857;4.642857;4.642857;5.071429;5.500000,0.000000;1.000000;2.000000;2.000000;2.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;5.000000;5.000000;5.000000;5.000000;5.000000;5.000000;5.000000;6.000000;7.000000
Random,SUT-F,8,13.0,6.000000000000001,6.0,85;69;82;40;105;70;91;19;86;21;87;109;74;81;35;113;14;72;57;27,1.000000;2.000000;2.000000;3.000000;4.000000;4.000000;4.000000;5.000000;5.500000;6.500000;7.000000;8.000000;9.000000;10.000000;11.000000;12.000000;12.000000;12.000000;12.500000;13.000000,0.142857;0.285714;0.285714;0.428571;1.000000;1.000000;1.000000;1.714286;2.142857;2.857143;3.285714;3.714286;3.857143;4.285714;4.857143;5.142857;5.142857;5.142857;5.571429;6.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;2.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;5.000000;6.000000
Random,SUT-F,9,10.5,4.7857142857142865,5.0,59;21;72;120;83;87;117;48;84;55;68;11;92;76;49;71;63;122;115;113,1.000000;2.000000;2.000000;2.000000;3.000000;3.500000;4.500000;4.500000;4.500000;5.500000;5.500000;6.500000;6.500000;6.500000;7.000000;8.000000;9.000000;9.000000;9.500000;10.500000,0.571429;1.285714;1.285714;1.285714;2.000000;2.428571;2.571429;2.571429;2.571429;2.714286;2.714286;3.000000;3.000000;3.000000;3.357143;3.928571;4.071429;4.071429;4.500000;4.785714,0.000000;1.000000;1.000000;1.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;5.000000;5.000000
Random,SUT-F,10,9.5,4.214285714285715,6.0,58;77;37;120;87;32;0;65;19;34;125;82;69;41;94;114;115;91;90;112,0.000000;1.000000;1.500000;1.500000;2.000000;2.000000;2.500000;3.500000;4.500000;4.500000;5.500000;5.500000;6.500000;7.500000;7.500000;8.000000;8.500000;8.500000;9.500000;9.500000,0.000000;0.142857;0.500000;0.500000;0.928571;0.928571;1.214286;1.500000;2.214286;2.214286;2.357143;2.357143;2.500000;3.214286;3.214286;3.642857;4.071429;4.071429;4.214286;4.214286,0.000000;0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000;5.000000;6.000000;6.000000;6.000000;6.000000
Random,SUT-F,11,10.5,5.714285714285715,7.0,83;98;119;32;11;57;31;61;34;1;10;5;17;53;118;3;38;59;74;81,1.000000;1.000000;2.000000;2.000000;3.000000;3.500000;4.500000;5.500000;5.500000;6.500000;6.500000;7.000000;7.000000;7.000000;7.000000;7.500000;7.500000;8.500000;9.500000;10.500000,0.714286;0.714286;1.428571;1.428571;1.714286;2.142857;2.285714;3.000000;3.000000;3.714286;3.714286;4.142857;4.142857;4.142857;4.142857;4.571429;4.571429;5.142857;5.285714;5.714286,1.000000;1.000000;2.000000;2.000000;2.000000;3.000000;3.000000;4.000000;4.000000;5.000000;5.000000;6.000000;6.000000;6.000000;6.000000;7.000000;7.000000;7.000000;7.000000;7.000000
Random,SUT-F,12,8.0,4.142857142857143,3.0,17;47;41;92;83;50;63;32;60;88;59;82;35;104;98;121;80;33;94;103,0.000000;1.000000;2.000000;2.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;5.000000;5.000000;6.000000;6.000000;6.000000;7.000000;7.000000;7.000000;7.000000;8.000000,0.000000;0.285714;1.000000;1.000000;1.714286;1.714286;1.857143;1.857143;1.857143;1.857143;2.428571;2.428571;3.000000;3.000000;3.000000;3.428571;3.428571;3.428571;3.428571;4.142857,0.000000;0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000
Random,SUT-F,13,7.0,3.071428571428571,5.0,123;104;43;107;53;55;66;89;102;10;70;26;64;27;87;56;12;68;48;101,1.000000;1.000000;1.500000;1.500000;1.500000;2.500000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.500000;5.000000;6.000000;6.000000;6.000000;6.000000;7.000000,0.714286;0.714286;1.142857;1.142857;1.142857;1.285714;1.642857;1.928571;1.928571;1.928571;1.928571;1.928571;1.928571;2.357143;2.785714;2.928571;2.928571;2.928571;2.928571;3.071429,1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000;5.000000;5.000000;5.000000;5.000000;5.000000;5.000000
Random,SUT-F,14,10.5,4.285714285714286,6.0,38;65;58;86;24;90;49;125;91;67;80;99;66;35;96;93;77;73;76;13,0.000000;1.000000;1.000000;1.500000;2.500000;3.500000;4.000000;5.000000;5.000000;5.000000;5.000000;6.000000;6.500000;7.500000;7.500000;8.500000;9.500000;10.000000;10.000000;10.500000,0.000000;0.285714;0.285714;0.714286;0.857143;1.000000;1.357143;1.500000;1.500000;1.500000;1.500000;2.214286;2.571429;3.142857;3.142857;3.428571;3.571429;3.928571;3.928571;4.285714,0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;5.000000;5.000000;6.000000
Random,SUT-F,15,8.0,2.428571428571429,4.0,117;62;37;101;126;23;36;94;63;2;84;13;122;55;50;118;104;74;114;70,1.000000;1.000000;1.500000;2.500000;3.000000;4.000000;4.000000;4.000000;5.000000;5.000000;5.000000;5.500000;5.500000;6.500000;6.500000;6.500000;6.500000;7.500000;8.000000;8.000000,0.142857;0.142857;0.500000;0.642857;1.071429;1.214286;1.214286;1.214286;1.357143;1.357143;1.357143;1.714286;1.714286;1.857143;1.857143;1.857143;1.857143;2.000000;2.428571;2.428571,0.000000;0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000
Random,SUT-F,16,7.0,3.3571428571428577,6.0,27;102;72;107;89;51;108;32;65;38;45;55;10;57;37;84;125;54;75;34,0.500000;0.500000;0.500000;0.500000;1.500000;2.000000;2.000000;2.000000;3.000000;3.000000;3.500000;4.500000;4.500000;5.000000;5.500000;5.500000;6.500000;6.500000;7.000000;7.000000,0.428571;0.428571;0.428571;0.428571;0.714286;1.142857;1.142857;1.142857;1.428571;1.428571;1.857143;2.000000;2.000000;2.428571;2.785714;2.785714;2.928571;2.928571;3.357143;3.357143,1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;4.000000;5.000000;5.000000;5.000000;5.000000;6.000000;6.000000
Random,SUT-F,17,11.0,3.8571428571428568,2.0,41;10;107;81;15;74;106;17;4;93;55;114;70;91;0;39;90;60;71;78,1.000000;1.000000;1.000000;2.000000;3.000000;4.000000;5.000000;5.000000;5.000000;6.000000;7.000000;7.500000;7.500000;7.500000;8.000000;9.000000;10.000000;10.000000;11.000000;11.000000,0.714286;0.714286;0.714286;1.142857;1.571429;1.714286;1.857143;1.857143;1.857143;2.142857;2.285714;2.714286;2.714286;2.714286;3.000000;3.142857;3.285714;3.285714;3.857143;3.857143,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000
Random,SUT-F,18,6.0,3.857142857142857,7.0,5;121;21;57;86;58;14;122;60;46;18;78;37;108;75;34;22;13;113;72,0.500000;1.500000;2.500000;3.000000;3.500000;3.500000;3.500000;3.500000;3.500000;3.500000;3.500000;3.500000;4.000000;4.000000;4.500000;4.500000;4.500000;5.000000;6.000000;6.000000,0.428571;0.857143;1.571429;2.000000;2.428571;2.428571;2.428571;2.428571;2.428571;2.428571;2.428571;2.428571;2.785714;2.785714;3.214286;3.214286;3.214286;3.571429;3.857143;3.857143,1.000000;1.000000;2.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;5.000000;5.000000;6.000000;6.000000;6.000000;7.000000;7.000000;7.000000
Random,SUT-F,19,7.5,4.000000000000001,5.0,53;124;74;44;31;95;122;0;127;35;36;86;52;100;45;118;115;107;114;81,0.000000;0.000000;1.000000;1.000000;2.000000;3.000000;3.000000;3.500000;3.500000;4.500000;4.500000;5.000000;5.000000;5.000000;5.500000;5.500000;6.000000;6.000000;6.500000;7.500000,0.000000;0.000000;0.142857;0.142857;0.285714;1.000000;1.000000;1.285714;1.285714;1.857143;1.857143;2.285714;2.285714;2.285714;2.714286;2.714286;3.142857;3.142857;3.571429;4.000000,0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;3.000000;3.000000;4.000000;4.000000;5.000000;5.000000
