method,target_sut,repeat,raw_critical_score_at_20,regression_critical_score_at_20,target_specific_failure_count_at_20,queried_indices,raw_curve,regression_curve,target_specific_curve
Random,SUT-D,5,3.5,0.7857142857142859,1.0,75;34;12;51;117;106;61;118;78;64;27;72;125;98;2;29;120;17;86;18,0.000000;0.000000;0.000000;0.000000;1.000000;2.000000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;3.500000;3.500000;3.500000;3.500000;3.500000;3.500000;3.500000;3.500000,0.000000;0.000000;0.000000;0.000000;0.142857;0.285714;0.642857;0.642857;0.642857;0.642857;0.642857;0.642857;0.785714;0.785714;0.785714;0.785714;0.785714;0.785714;0.785714;0.785714,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
Random,SUT-D,6,6.0,2.5714285714285716,4.0,98;102;15;125;89;75;107;73;91;119;85;82;115;6;118;43;61;8;49;17,0.000000;0.000000;0.500000;1.500000;2.500000;2.500000;2.500000;3.000000;3.000000;4.000000;5.000000;5.000000;5.000000;5.000000;5.000000;5.000000;5.500000;5.500000;6.000000;6.000000,0.000000;0.000000;0.214286;0.357143;0.642857;0.642857;0.642857;1.000000;1.000000;1.714286;1.857143;1.857143;1.857143;1.857143;1.857143;1.857143;2.214286;2.214286;2.571429;2.571429,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;4.000000;4.000000
Random,SUT-D,7,8.0,3.7857142857142856,4.0,103;110;74;111;3;37;90;59;66;78;64;109;72;105;24;36;96;61;127;30,1.000000;1.000000;2.000000;3.000000;3.000000;3.500000;4.000000;4.500000;4.500000;4.500000;4.500000;5.500000;5.500000;6.500000;7.500000;7.500000;7.500000;8.000000;8.000000;8.000000,0.714286;0.714286;0.857143;1.571429;1.571429;1.928571;2.000000;2.285714;2.285714;2.285714;2.285714;2.714286;2.714286;3.285714;3.428571;3.428571;3.428571;3.785714;3.785714;3.785714,1.000000;1.000000;1.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000
Random,SUT-D,8,9.5,3.7857142857142856,5.0,116;11;119;76;70;9;31;38;61;94;65;73;101;67;69;49;127;52;113;21,0.000000;1.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.500000;3.500000;4.500000;5.000000;6.000000;6.000000;7.000000;7.500000;7.500000;7.500000;8.500000;9.500000,0.000000;0.285714;1.000000;1.000000;1.000000;1.000000;1.142857;1.142857;1.500000;1.500000;1.785714;2.142857;2.285714;2.285714;2.428571;2.785714;2.785714;2.785714;3.071429;3.785714,0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;5.000000
Random,SUT-D,9,6.5,2.2142857142857144,3.0,60;5;69;73;32;86;74;114;1;102;15;61;90;77;82;120;75;53;109;58,0.000000;0.000000;1.000000;1.500000;1.500000;1.500000;2.500000;2.500000;3.000000;3.000000;3.500000;4.000000;4.500000;5.500000;5.500000;5.500000;5.500000;5.500000;6.500000;6.500000,0.000000;0.000000;0.142857;0.500000;0.500000;0.500000;0.642857;0.642857;1.000000;1.000000;1.214286;1.571429;1.642857;1.785714;1.785714;1.785714;1.785714;1.785714;2.214286;2.214286,0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000
Random,SUT-D,10,6.0,2.5,3.0,110;58;17;51;49;76;59;26;9;111;63;70;127;39;21;44;32;106;86;112,0.000000;0.000000;0.000000;0.000000;0.500000;0.500000;1.000000;1.000000;1.000000;2.000000;3.000000;3.000000;3.000000;4.000000;5.000000;5.000000;5.000000;6.000000;6.000000;6.000000,0.000000;0.000000;0.000000;0.000000;0.357143;0.357143;0.642857;0.642857;0.642857;1.357143;1.500000;1.500000;1.500000;1.642857;2.357143;2.357143;2.357143;2.500000;2.500000;2.500000,0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000
Random,SUT-D,11,5.5,1.3571428571428572,2.0,64;23;46;82;62;25;10;69;9;73;1;40;39;114;79;115;58;26;24;36,0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.500000;3.000000;3.500000;4.500000;4.500000;4.500000;4.500000;4.500000;4.500000;5.500000;5.500000,0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.642857;1.000000;1.071429;1.214286;1.214286;1.214286;1.214286;1.214286;1.214286;1.357143;1.357143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000
Random,SUT-D,12,10.5,3.7857142857142856,2.0,7;98;113;55;71;2;76;81;52;33;13;105;111;15;11;66;36;101;112;125,1.000000;1.000000;2.000000;3.000000;4.000000;4.000000;4.000000;4.500000;4.500000;4.500000;5.000000;6.000000;7.000000;7.500000;8.500000;8.500000;8.500000;9.500000;9.500000;10.500000,0.142857;0.142857;0.428571;0.571429;1.142857;1.142857;1.142857;1.357143;1.357143;1.357143;1.714286;2.285714;3.000000;3.214286;3.500000;3.500000;3.500000;3.642857;3.642857;3.785714,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000
Random,SUT-D,13,3.5,1.642857142857143,3.0,36;6;127;82;117;124;73;76;33;126;111;9;90;53;67;114;45;44;97;48,0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.500000;1.500000;1.500000;1.500000;2.500000;2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.500000;3.500000,0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.500000;0.500000;0.500000;0.500000;1.214286;1.214286;1.285714;1.285714;1.285714;1.285714;1.285714;1.285714;1.642857;1.642857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000
Random,SUT-D,14,6.0,3.0714285714285716,5.0,83;10;19;59;117;2;32;70;21;100;94;52;108;49;45;75;23;112;1;51,1.000000;1.000000;1.500000;2.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.500000;4.500000;4.500000;5.500000;5.500000;6.000000;6.000000,0.714286;0.714286;1.071429;1.357143;1.500000;1.500000;1.500000;1.500000;2.214286;2.214286;2.214286;2.214286;2.214286;2.571429;2.571429;2.571429;2.714286;2.714286;3.071429;3.071429,1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;5.000000;5.000000
Random,SUT-D,15,7.5,3.5000000000000004,5.0,5;25;123;121;95;65;90;79;103;82;109;45;19;104;56;100;17;118;92;61,0.000000;0.000000;0.500000;1.500000;2.000000;3.000000;3.500000;3.500000;4.500000;4.500000;5.500000;5.500000;6.000000;6.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.500000,0.000000;0.000000;0.357143;0.785714;1.142857;1.428571;1.500000;1.500000;2.214286;2.214286;2.642857;2.642857;3.000000;3.000000;3.142857;3.142857;3.142857;3.142857;3.142857;3.500000,0.000000;0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;5.000000
Random,SUT-D,16,8.5,3.571428571428571,5.0,1;85;50;81;109;40;91;126;61;86;62;54;93;123;113;73;26;83;7;0,0.500000;1.500000;1.500000;2.000000;3.000000;3.500000;3.500000;3.500000;4.000000;4.000000;4.000000;4.000000;4.500000;5.000000;6.000000;6.500000;6.500000;7.500000;8.500000;8.500000,0.357143;0.500000;0.500000;0.714286;1.142857;1.214286;1.214286;1.214286;1.571429;1.571429;1.571429;1.571429;1.714286;2.071429;2.357143;2.714286;2.714286;3.428571;3.571429;3.571429,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;4.000000;4.000000;5.000000;5.000000;5.000000
Random,SUT-D,17,7.0,2.928571428571429,4.0,49;10;66;37;0;63;92;4;55;93;126;103;118;102;15;28;8;117;83;52,0.500000;0.500000;0.500000;1.000000;1.000000;2.000000;2.000000;2.000000;3.000000;3.500000;3.500000;4.500000;4.500000;4.500000;5.000000;5.000000;5.000000;6.000000;7.000000;7.000000,0.357143;0.357143;0.357143;0.714286;0.714286;0.857143;0.857143;0.857143;1.000000;1.142857;1.142857;1.857143;1.857143;1.857143;2.071429;2.071429;2.071429;2.214286;2.928571;2.928571,1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000
Random,SUT-D,18,5.0,1.5714285714285712,2.0,78;99;86;64;65;118;101;32;54;0;110;1;16;102;62;69;52;98;96;113,0.000000;0.500000;0.500000;0.500000;1.500000;1.500000;2.500000;2.500000;2.500000;2.500000;2.500000;3.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;5.000000,0.000000;0.357143;0.357143;0.357143;0.642857;0.642857;0.785714;0.785714;0.785714;0.785714;0.785714;1.142857;1.142857;1.142857;1.142857;1.285714;1.285714;1.285714;1.285714;1.571429,0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000
Random,SUT-D,19,9.0,2.7857142857142856,3.0,39;111;11;19;99;4;54;79;59;101;106;7;66;94;40;126;44;85;53;18,1.000000;2.000000;3.000000;3.500000;4.000000;4.000000;4.000000;4.000000;4.500000;5.500000;6.500000;7.500000;7.500000;7.500000;8.000000;8.000000;8.000000;9.000000;9.000000;9.000000,0.142857;0.857143;1.142857;1.500000;1.857143;1.857143;1.857143;1.857143;2.142857;2.285714;2.428571;2.571429;2.571429;2.571429;2.642857;2.642857;2.642857;2.785714;2.785714;2.785714,0.000000;1.000000;1.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000
Shared Prior,SUT-E,0,17.0,2.642857142857143,0.0,7;24;39;55;56;69;85;101;106;117;31;77;125;63;23;74;40;47;11;113,1.000000;2.000000;3.000000;4.000000;5.000000;6.000000;7.000000;8.000000;9.000000;10.000000;11.000000;12.000000;13.000000;13.500000;14.000000;15.000000;15.500000;16.000000;16.500000;17.000000,0.142857;0.285714;0.428571;0.571429;0.714286;0.857143;1.000000;1.142857;1.285714;1.428571;1.571429;1.714286;1.857143;1.928571;2.000000;2.142857;2.214286;2.357143;2.500000;2.642857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Population-Novelty Only,SUT-E,0,0.0,0.0,0.0,111;21;83;19;103;119;71;27;105;61;99;95;123;41;59;35;37;51;0;13,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Bayesian Regression Vulnerability,SUT-E,0,15.5,2.5714285714285707,0.0,47;11;113;65;89;109;21;7;24;39;55;56;69;85;101;106;117;31;77;125,0.500000;1.000000;1.500000;2.000000;2.500000;2.500000;2.500000;3.500000;4.500000;5.500000;6.500000;7.500000;8.500000;9.500000;10.500000;11.500000;12.500000;13.500000;14.500000;15.500000,0.142857;0.285714;0.428571;0.571429;0.714286;0.714286;0.714286;0.857143;1.000000;1.142857;1.285714;1.428571;1.571429;1.714286;1.857143;2.000000;2.142857;2.285714;2.428571;2.571429,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,0,4.0,0.7142857142857144,0.0,55;39;33;5;116;27;105;1;42;44;34;65;82;60;53;89;56;19;87;96,1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.500000;2.500000;2.500000;2.500000;3.000000;4.000000;4.000000;4.000000;4.000000,0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.428571;0.428571;0.428571;0.428571;0.571429;0.714286;0.714286;0.714286;0.714286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,1,2.5,0.35714285714285726,0.0,20;109;78;19;106;102;36;45;92;27;123;97;86;16;103;91;32;73;74;40,0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.500000,0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.285714;0.357143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,2,6.0,1.0000000000000002,0.0,56;103;120;101;11;113;111;87;98;22;68;5;124;106;31;17;125;70;42;86,1.000000;1.000000;1.000000;2.000000;2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000;5.000000;5.000000;6.000000;6.000000;6.000000;6.000000,0.142857;0.142857;0.142857;0.285714;0.428571;0.571429;0.571429;0.571429;0.571429;0.571429;0.571429;0.571429;0.571429;0.714286;0.857143;0.857143;1.000000;1.000000;1.000000;1.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,3,4.0,0.7142857142857144,0.0,68;86;61;30;113;83;24;116;11;105;82;0;121;74;103;87;106;38;62;17,0.000000;0.000000;0.000000;0.000000;0.500000;0.500000;1.500000;1.500000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000,0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.285714;0.285714;0.428571;0.428571;0.428571;0.428571;0.428571;0.571429;0.571429;0.571429;0.714286;0.714286;0.714286;0.714286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,4,3.5,0.5000000000000002,0.0,101;116;15;27;109;80;88;87;104;28;4;117;100;64;32;2;95;106;14;90,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.500000,0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.428571;0.428571;0.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,5,2.5,0.42857142857142866,0.0,88;48;56;16;39;46;37;93;20;14;80;118;99;75;29;97;91;87;26;126,0.000000;0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000,0.000000;0.000000;0.142857;0.142857;0.285714;0.285714;0.285714;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,6,4.0,0.642857142857143,0.0,49;104;28;90;18;113;68;39;98;120;57;103;87;29;21;7;17;122;71;101,0.000000;0.000000;0.000000;0.500000;0.500000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;4.000000,0.000000;0.000000;0.000000;0.071429;0.071429;0.214286;0.214286;0.357143;0.357143;0.357143;0.357143;0.357143;0.357143;0.357143;0.357143;0.500000;0.500000;0.500000;0.500000;0.642857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,7,3.0,0.4285714285714287,0.0,22;126;104;71;54;64;46;6;39;105;85;68;1;15;3;29;109;31;2;70,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.428571;0.428571;0.428571,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,8,3.5,0.5714285714285716,0.0,107;104;99;111;46;117;102;48;4;71;92;77;110;33;13;79;89;61;28;55,0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.500000;2.500000;2.500000;3.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.428571;0.428571;0.428571;0.571429,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,9,3.0,0.5714285714285715,0.0,97;106;9;87;27;20;110;23;105;18;28;90;47;61;29;45;60;116;123;65,0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.500000;1.500000;1.500000;1.500000;2.000000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;3.000000,0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.214286;0.214286;0.214286;0.214286;0.285714;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.571429,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,10,3.0,0.5000000000000001,0.0,120;89;74;94;14;79;63;9;117;51;29;64;110;126;112;82;67;2;21;95,0.000000;0.500000;1.500000;1.500000;1.500000;1.500000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000,0.000000;0.142857;0.285714;0.285714;0.285714;0.285714;0.357143;0.357143;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,11,1.0,0.1428571428571429,0.0,6;116;100;18;110;72;59;99;96;42;127;92;69;14;84;68;26;88;44;126,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,12,4.5,0.7142857142857145,0.0,15;73;111;9;54;117;79;27;77;55;47;24;33;1;19;96;52;108;72;92,0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;2.000000;3.000000;3.500000;4.500000;4.500000;4.500000;4.500000;4.500000;4.500000;4.500000;4.500000;4.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.142857;0.285714;0.428571;0.571429;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,13,4.0,0.5714285714285716,0.0,95;85;48;35;70;106;5;43;49;44;79;53;107;60;117;36;17;18;94;101,0.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000,0.000000;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.428571;0.428571;0.428571;0.428571;0.428571;0.571429,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,14,4.0,0.5714285714285716,0.0,77;85;120;14;37;35;101;124;46;78;1;105;18;17;61;100;81;127;110;56,1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000,0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.571429,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,15,1.5,0.21428571428571436,0.0,6;96;15;108;64;45;82;118;52;125;5;71;48;90;79;123;29;53;59;17,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.142857;0.142857;0.214286;0.214286;0.214286;0.214286;0.214286;0.214286;0.214286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,16,2.5,0.5,0.0,78;68;45;63;120;26;44;59;115;89;11;125;119;79;38;92;122;87;73;110,0.000000;0.000000;0.000000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;1.000000;1.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000,0.000000;0.000000;0.000000;0.071429;0.071429;0.071429;0.071429;0.071429;0.071429;0.214286;0.357143;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,17,3.5,0.7142857142857144,0.0,54;50;83;77;33;67;16;37;42;25;8;111;103;7;96;76;15;45;79;24,0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.500000;1.500000;1.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;3.500000,0.000000;0.000000;0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.428571;0.428571;0.428571;0.571429;0.571429;0.571429;0.571429;0.571429;0.571429;0.714286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-E,18,4.5,0.7142857142857145,0.0,101;11;0;27;55;91;83;121;103;64;94;66;119;102;54;77;46;71;70;69,1.000000;1.500000;1.500000;1.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;3.500000;3.500000;3.500000;3.500000;4.500000,0.142857;0.285714;0.285714;0.285714;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.571429;0.571429;0.571429;0.571429;0.714286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
