scope,coverage,heterogeneity,method,budget,seed_target_units,mean_critical_recall,std_critical_recall,mean_collision_recall,std_collision_recall,mean_near_miss_recall,std_near_miss_recall,mean_critical_events_found,std_critical_events_found,mean_oracle_regret,std_oracle_regret,mean_selection_runtime_seconds,std_selection_runtime_seconds
coverage,unseen,all,Function-Conditioned DIVA,50,30,0.4152242151639915,0.08777441202110267,0.590513736281902,0.1646045375884199,0.06748770968496967,0.04510618102586615,49.36666666666667,0.7183954022841379,0.0059393463484457764,0.007233799018174999,1.8101810600007109,0.38972916214269876
coverage,unseen,all,Posterior Search (adaptive support),10,30,0.08423271230248744,0.01837485963839687,0.12223205262436375,0.03612197632744191,0.010139384498967043,0.017905499749452745,10.0,0.0,0.0,0.0,0.01451311667333357,0.0005339500619882074
coverage,unseen,all,Posterior Search (adaptive support),20,30,0.16770438116951286,0.03716272029408392,0.2377177587175304,0.07275343937580968,0.033048839935699514,0.05016995523163324,19.9,0.30512857662936466,0.0007610434354620397,0.0023247209367948437,0.01451311667333357,0.0005339500619882074
coverage,unseen,all,Posterior Search (adaptive support),30,30,0.25170720841452904,0.055720855111400375,0.3413805353028688,0.10257014603232846,0.08065271718197914,0.06780712985937808,29.866666666666667,0.3457459036417604,0.0009909284929333028,0.0025744457471496432,0.01451311667333357,0.0005339500619882074
coverage,unseen,all,Posterior Search (adaptive support),50,30,0.4192156255919083,0.09172256814747155,0.5255914667915167,0.12669577477788815,0.21163310934683757,0.10410825157372439,49.766666666666666,0.4301830671520764,0.0019479359205289704,0.0036690157005849237,0.01451311667333357,0.0005339500619882074
heterogeneity,all,global,Random,10,30,0.01662312937492474,0.0025960518151830207,0.016772051779392946,0.0035411806608554833,0.016289247192451638,0.004071627688335985,2.075,1.1202485869447565,0.07709725682406642,0.02844873946553751,5.967599989768738e-05,5.349603398912208e-06
heterogeneity,all,global,Random,20,30,0.03343706918138656,0.003327311955067632,0.03411055774501517,0.004113954451810146,0.03243518562170567,0.005661475354780921,4.173333333333334,2.1914305410146944,0.1540037032165958,0.05696532171363532,5.967599989768738e-05,5.349603398912208e-06
heterogeneity,all,global,Random,30,30,0.05036674886595676,0.004148989334150262,0.050794375418220516,0.0050611951596792205,0.049718319135923075,0.006359850212274016,6.283333333333333,3.2785965598558855,0.23079440973101673,0.085327835013273,5.967599989768738e-05,5.349603398912208e-06
heterogeneity,all,global,Random,50,30,0.0833726438725329,0.005635422640770825,0.08251423146270435,0.006497280633036224,0.08489235846666263,0.010887369907065993,10.401666666666669,5.442750371750977,0.3852292871224229,0.1418983137480442,5.967599989768738e-05,5.349603398912208e-06
heterogeneity,all,global,DETOUR,10,30,0.07234959637089697,0.017235027352373533,0.08722525241323753,0.02014219210179184,0.04065882520489802,0.032473015954100425,8.033333333333333,1.2726115785600325,0.02137078982809419,0.015044518230144738,6.267999609311422e-05,3.5518264488913316e-05
heterogeneity,all,global,DETOUR,20,30,0.1478436871274342,0.03547535483225066,0.18417553074798007,0.03697198563021079,0.07233873260316942,0.04934189255659445,16.366666666666667,2.370556945083804,0.03959708527054807,0.028247784501221566,6.267999609311422e-05,3.5518264488913316e-05
heterogeneity,all,global,DETOUR,30,30,0.20720077301870832,0.044982107896112115,0.2550467373931847,0.04542294609217005,0.10889692922270626,0.06686198156274341,23.166666666666668,3.860349576213884,0.07396038557826518,0.04777997429411822,6.267999609311422e-05,3.5518264488913316e-05
heterogeneity,all,global,DETOUR,50,30,0.3190135007112916,0.06530389661336516,0.37446576655472774,0.05008462642438902,0.20429603215968015,0.10747462610927709,36.06666666666667,7.399596136851372,0.14958843028366425,0.09222455336139472,6.267999609311422e-05,3.5518264488913316e-05
heterogeneity,all,global,DIVA,10,30,0.014167704214264908,0.015014317609425093,0.010175295631246676,0.019645784743842213,0.024757094773021723,0.03227581487060816,2.533333333333333,3.5886154599706312,0.07955268198472627,0.042678639472985475,0.0026946266647428275,0.0004538238739183159
heterogeneity,all,global,DIVA,20,30,0.1078880904132561,0.015483812995445528,0.15332394312884107,0.03215171398340511,0.024757094773021723,0.03227581487060816,12.533333333333333,3.5886154599706312,0.07955268198472627,0.042678639472985475,0.0026946266647428275,0.0004538238739183159
heterogeneity,all,global,DIVA,30,30,0.20160847661224723,0.04317895855701917,0.29647259062643544,0.07837048858502842,0.024757094773021723,0.03227581487060816,22.533333333333335,3.5886154599706326,0.07955268198472629,0.042678639472985475,0.0026946266647428275,0.0004538238739183159
heterogeneity,all,global,DIVA,50,30,0.38826482671417945,0.09910199057597092,0.4962822522544267,0.10628562845743864,0.16648893469698192,0.11318836795874652,42.46666666666667,3.6458132183353142,0.08033710428077649,0.043500079850506544,0.0026946266647428275,0.0004538238739183159
heterogeneity,all,global,DIVA-DETOUR,10,30,0.01476830481486551,0.015525329307252695,0.010182555949974666,0.01961497073236804,0.0270622204140071,0.03689538580207755,2.6,3.596933559920555,0.07895208138412566,0.04291367462304529,0.0026495999947655944,0.00035433808436773664
heterogeneity,all,global,DIVA-DETOUR,20,30,0.1084886910138567,0.015838039529382862,0.15333120344756906,0.03212760553290952,0.0270622204140071,0.03689538580207755,12.6,3.596933559920555,0.07895208138412566,0.04291367462304528,0.0026495999947655944,0.00035433808436773664
heterogeneity,all,global,DIVA-DETOUR,30,30,0.20220907721284784,0.043255131577184754,0.2964798509451635,0.07835843230208793,0.0270622204140071,0.03689538580207755,22.6,3.596933559920555,0.07895208138412567,0.042913674623045295,0.0026495999947655944,0.00035433808436773664
heterogeneity,all,global,DIVA-DETOUR,50,30,0.38847783041555517,0.09885557779580197,0.49549904271568945,0.1058776465378112,0.1688840338117279,0.11215572722753796,42.5,3.6929569499904487,0.08012410057940068,0.04423217063053669,0.0026495999947655944,0.00035433808436773664
heterogeneity,all,global,AdaTE Global,10,30,0.09372038619899119,0.028375652112238903,0.14314864749759434,0.04722512527837314,0.0,0.0,10.0,0.0,0.0,0.0,0.2657858966675121,0.0968095551017432
heterogeneity,all,global,AdaTE Global,20,30,0.18665156907305475,0.056116668301670856,0.28270849044245383,0.09162190510750937,0.003534419144001687,0.009460308311565272,19.933333333333334,0.2537081317024624,0.0007892033249276176,0.0030039164841386703,0.2657858966675121,0.0968095551017432
heterogeneity,all,global,AdaTE Global,30,30,0.27129146651041125,0.07745182544429745,0.3801380763170153,0.10279457558033699,0.05521638349236825,0.06849758785200241,29.166666666666668,1.3916830131877742,0.009869692086562272,0.016622338028901652,0.2657858966675121,0.0968095551017432
heterogeneity,all,global,AdaTE Global,50,30,0.449503219527637,0.1288480506419358,0.5544913519432825,0.12410623309821729,0.2242948216885144,0.18402872557827915,48.3,1.7250687142735845,0.019098711467318827,0.020457745394744396,0.2657858966675121,0.0968095551017432
heterogeneity,all,global,Function-Conditioned DIVA,10,30,0.08781994876114557,0.024112117039114964,0.12805947255767416,0.034294475037104026,0.008975053119977218,0.014114060031568612,9.5,0.7310832774866962,0.0059004374378455885,0.008704670917176936,1.6752380899968558,0.4523589795077471
heterogeneity,all,global,Function-Conditioned DIVA,20,30,0.18113383089509613,0.051675852673621736,0.27057918923765845,0.07956897838566547,0.008975053119977218,0.014114060031568612,19.466666666666665,0.8193072487266861,0.006306941502886239,0.009812205804335878,1.6752380899968558,0.4523589795077471
heterogeneity,all,global,Function-Conditioned DIVA,30,30,0.27485421709408725,0.07983097037697769,0.41021682971433165,0.12562980669194682,0.015973958833800633,0.01870856627360385,29.466666666666665,0.8193072487266861,0.006306941502886241,0.009812205804335878,1.6752380899968558,0.4523589795077471
heterogeneity,all,global,Function-Conditioned DIVA,50,30,0.45870427372251965,0.135730092859809,0.6666482097588486,0.2176099946504893,0.06899138097322258,0.06495584001526725,49.1,0.8448627719625692,0.009897657272436196,0.009709447438709568,1.6752380899968558,0.4523589795077471
heterogeneity,all,global,Posterior Search (adaptive support),10,30,0.09372038619899119,0.028375652112238903,0.13890392531594886,0.04391672897778827,0.0066104840999331605,0.012473926683305223,10.0,0.0,0.0,0.0,0.014862716665569072,0.0008857784359360323
heterogeneity,all,global,Posterior Search (adaptive support),20,30,0.18744077239798237,0.05675130422447781,0.2759204504674905,0.08710160069743036,0.016506646866114902,0.03539225705911614,20.0,0.0,0.0,0.0,0.014862716665569072,0.0008857784359360323
heterogeneity,all,global,Posterior Search (adaptive support),30,30,0.2811611585969735,0.08512695633671673,0.39290378179650126,0.11798547134366515,0.061264139198690656,0.07398761913783529,30.0,0.0,0.0,0.0,0.014862716665569072,0.0008857784359360323
heterogeneity,all,global,Posterior Search (adaptive support),50,30,0.4682097741322107,0.14155207105865902,0.576138776253341,0.15202120673152805,0.25323665629821035,0.17056775355745937,49.96666666666667,0.18257418583505536,0.00039215686274510035,0.002147931598059488,0.014862716665569072,0.0008857784359360323
heterogeneity,all,partial,Random,10,30,0.017010103331637667,0.002679131481310281,0.017028311674954864,0.0027043296580094717,0.016999775823413388,0.004605479378366341,2.2133333333333334,0.6148918230249842,0.06389406333600235,0.017936902278704165,6.20029991841875e-05,1.3960697694242417e-05
heterogeneity,all,partial,Random,20,30,0.033561090565883904,0.003258589038174332,0.03390163091689112,0.0035834429265769537,0.03259274491639542,0.007609641920474336,4.373333333333334,1.13340601524886,0.12824724276939614,0.035861536506268075,6.20029991841875e-05,1.3960697694242417e-05
heterogeneity,all,partial,Random,30,30,0.04995166182668959,0.0037704694196661805,0.05034761681463622,0.004284702306221052,0.04875369324579778,0.007530133378375428,6.52,1.6916937034247352,0.19276083817623055,0.05405488763701252,6.20029991841875e-05,1.3960697694242417e-05
heterogeneity,all,partial,Random,50,30,0.08304980629550712,0.004502636451644814,0.08330531887753528,0.005821207963161596,0.0821757353306677,0.009835296292604224,10.848333333333334,2.8099418122989213,0.3214710270426931,0.0902057318372926,6.20029991841875e-05,1.3960697694242417e-05
heterogeneity,all,partial,DETOUR,10,30,0.06864277768610504,0.014048816056792007,0.0821032105912523,0.01855016626319915,0.03269722769090995,0.032707410445996815,8.6,1.1017227888394958,0.012261388981534994,0.01004954559567063,4.372000500249366e-05,8.916449639629233e-06
heterogeneity,all,partial,DETOUR,20,30,0.13684721069810482,0.02696422873215492,0.16504943831270427,0.0332753245723604,0.06186007051391455,0.0517194506622813,17.133333333333333,1.9250317208910563,0.024961122637175242,0.017708392443136066,4.372000500249366e-05,8.916449639629233e-06
heterogeneity,all,partial,DETOUR,30,30,0.1931662803871738,0.03365309401368586,0.23089050226851485,0.039046625775093664,0.0932158493302304,0.0635464100485862,24.266666666666666,2.6772777390390456,0.04954621961574632,0.02696556340340202,4.372000500249366e-05,8.916449639629233e-06
heterogeneity,all,partial,DETOUR,50,30,0.29674711490260813,0.05104620973971408,0.3460566446298116,0.057090356455034706,0.16651777200508858,0.08157594726749752,37.43333333333333,5.164089086368865,0.10777371843559201,0.05618907715665777,4.372000500249366e-05,8.916449639629233e-06
heterogeneity,all,partial,DIVA,10,30,0.02670198053126133,0.021717711413693806,0.027352718918040926,0.023188481854010512,0.024289213469132327,0.03202769965811971,4.066666666666666,3.694668417144315,0.054202186136378706,0.0387563763961975,0.002586333331419155,0.0002942809821712057
heterogeneity,all,partial,DIVA,20,30,0.10688756536920843,0.007390410232057166,0.13542361775012612,0.014651421733176951,0.026856278030806053,0.037740041213782986,13.966666666666667,3.595814936488148,0.05492076796607164,0.03807053457557874,0.002586333331419155,0.0002942809821712057
heterogeneity,all,partial,DIVA,30,30,0.18733924334906565,0.018029562063684865,0.2443379761537269,0.029394510681233513,0.028551539468714547,0.03933805020991305,23.9,3.546246194071347,0.055373256653854445,0.03771030833570492,0.002586333331419155,0.0002942809821712057
heterogeneity,all,partial,DIVA,50,30,0.3469989042470391,0.05280677747264046,0.44643960813745676,0.06660501027887313,0.07030951412151018,0.07220851643160196,43.63333333333333,3.576584127766116,0.05752192909116107,0.03772787638961009,0.002586333331419155,0.0002942809821712057
heterogeneity,all,partial,DIVA-DETOUR,10,30,0.0272904114673782,0.021874369241563343,0.02797833155714604,0.02396777648400619,0.02500629299977118,0.033056101643477324,4.133333333333334,3.6928013227352756,0.053613755200261834,0.038708296683264844,0.0026201566661863277,0.00019034019799083835
heterogeneity,all,partial,DIVA-DETOUR,20,30,0.10768175762219773,0.008700184141185617,0.13633658671107032,0.015285132295474154,0.027573357561444904,0.03856727228353842,14.066666666666666,3.638238805960296,0.054126575713082346,0.03828394385268678,0.0026201566661863277,0.00019034019799083835
heterogeneity,all,partial,DIVA-DETOUR,30,30,0.18858592428983778,0.018509986546571038,0.24587948801125523,0.028688232768480464,0.0292686189993534,0.04010100825772653,24.066666666666666,3.638238805960296,0.054126575713082346,0.038283943852686776,0.0026201566661863277,0.00019034019799083835
heterogeneity,all,partial,DIVA-DETOUR,50,30,0.34831604469739513,0.0530465398181091,0.44726274258303444,0.06481832868923225,0.07335031160086697,0.07500556315027247,43.8,3.6236769285849175,0.056204788640804956,0.038079935063093845,0.0026201566661863277,0.00019034019799083835
heterogeneity,all,partial,AdaTE Global,10,30,0.08032413181576052,0.01780043729526294,0.10941830242938126,0.020554926861954606,0.0,0.0,9.933333333333334,0.2537081317024624,0.0005800348518795119,0.002223215872564544,0.25020192000471675,0.1089945487772437
heterogeneity,all,partial,AdaTE Global,20,30,0.16011400263586256,0.035571227938808105,0.21772911589323357,0.04130717402103138,0.0009009009009009009,0.0049344374550014955,19.8,0.48423419811150237,0.0016943306994174929,0.004049140166373086,0.25020192000471675,0.1089945487772437
heterogeneity,all,partial,AdaTE Global,30,30,0.23892210581794737,0.052428601996609765,0.3212728051377267,0.0625203523023618,0.011913742906389965,0.025639153771775985,29.566666666666666,0.7738543627276671,0.003790394184972698,0.0066039472142046815,0.25020192000471675,0.1089945487772437
heterogeneity,all,partial,AdaTE Global,50,30,0.3939978729516573,0.08533997118052801,0.4924827144033868,0.09157163155421028,0.12539685437989426,0.1050041322746158,48.8,1.3746472901853015,0.010522960386542919,0.011305157606155237,0.25020192000471675,0.1089945487772437
heterogeneity,all,partial,Function-Conditioned DIVA,10,30,0.07934125475855379,0.018545766742351154,0.10699860846531455,0.022504315992091396,0.0029776936026936025,0.009098012871467586,9.8,0.4842341981115023,0.001562911909086239,0.003801976730431341,1.6624226900011612,0.5418509763880325
heterogeneity,all,partial,Function-Conditioned DIVA,20,30,0.16024542142619383,0.03625891914065884,0.21719914999760773,0.04257140176410684,0.0029776936026936025,0.009098012871467586,19.8,0.4842341981115023,0.001562911909086239,0.0038019767304313416,1.6624226900011612,0.5418509763880325
heterogeneity,all,partial,Function-Conditioned DIVA,30,30,0.2405085624528082,0.05357190969401801,0.3240620407230294,0.06365981012721235,0.009510471128118187,0.025409773814787345,29.733333333333334,0.5208304597621879,0.0022039375501118766,0.004281748010068988,1.6624226900011612,0.5418509763880325
heterogeneity,all,partial,Function-Conditioned DIVA,50,30,0.39832744167884443,0.0852503741192773,0.5238561477458474,0.09622295294774491,0.05141634261397096,0.051219262214084696,49.333333333333336,0.9589266029707684,0.0061933916593557735,0.00941377503569916,1.6624226900011612,0.5418509763880325
heterogeneity,all,partial,Posterior Search (adaptive support),10,30,0.08090416666764003,0.017906330112339892,0.10772401749350298,0.022006175574605887,0.0068827431327431335,0.017096653887226917,10.0,0.0,0.0,0.0,0.014675223338417708,0.0008911371639954656
heterogeneity,all,partial,Posterior Search (adaptive support),20,30,0.16128538513791327,0.035941784030442375,0.21078298196285478,0.04597437988545489,0.02579951704951705,0.05408815780037583,19.933333333333334,0.2537081317024625,0.0005229481973668016,0.001990290710249441,0.014675223338417708,0.0008911371639954656
heterogeneity,all,partial,Posterior Search (adaptive support),30,30,0.2421895518055533,0.05382979755355822,0.30781929270866837,0.06261594207760963,0.06456225868363549,0.07706912095034972,29.933333333333334,0.2537081317024625,0.0005229481973668016,0.001990290710249441,0.014675223338417708,0.0008911371639954656
heterogeneity,all,partial,Posterior Search (adaptive support),50,30,0.40373333487628316,0.08966137974357866,0.4770312970962935,0.09018215669517636,0.21022746401170786,0.12161015757136188,49.9,0.30512857662936466,0.0007874984619170651,0.0024030457982227743,0.014675223338417708,0.0008911371639954656
heterogeneity,all,full,Random,10,30,0.015585326956579333,0.0029360538067246286,0.015030462339573015,0.0034810170598386734,0.016740904613579553,0.00620379198460896,1.995,0.564823744250333,0.06580160751535684,0.015800561234286414,5.993299952630574e-05,6.3227672472854265e-06
heterogeneity,all,full,Random,20,30,0.03193127779911032,0.0034976932328374963,0.03119700857560977,0.004822859309086432,0.03350515942254719,0.009455107048077165,4.073333333333333,0.950293360633635,0.13084259114476202,0.030624315100772886,5.993299952630574e-05,6.3227672472854265e-06
heterogeneity,all,full,Random,30,30,0.04939793319071448,0.00376035533310648,0.04921661887003873,0.005462389631613343,0.04990921345971344,0.007883783804604414,6.284999999999999,1.3140585983889759,0.19476287022509403,0.0451278898829561,5.993299952630574e-05,6.3227672472854265e-06
heterogeneity,all,full,Random,50,30,0.08367054940674015,0.005657510480654658,0.08422595744821494,0.00705367083225472,0.08234810242085268,0.01173239312095554,10.625000000000002,2.0906916031089673,0.32326412295294077,0.07424123610604433,5.993299952630574e-05,6.3227672472854265e-06
heterogeneity,all,full,DETOUR,10,30,0.06870037214815546,0.01296739848305851,0.08273600003293463,0.01599515237977679,0.03274924204992925,0.029452852079564603,8.466666666666667,0.8193072487266861,0.01268656232378072,0.0072521446518132564,4.435666487552225e-05,4.419058081795309e-06
heterogeneity,all,full,DETOUR,20,30,0.14019678146378667,0.024325482812628255,0.17131032364098087,0.027706894630935838,0.06210168033465681,0.04688770854847952,17.3,1.3933338832974773,0.022577087480085665,0.012821158695083629,4.435666487552225e-05,4.419058081795309e-06
heterogeneity,all,full,DETOUR,30,30,0.1968346214540954,0.0337533192204325,0.2387067042988761,0.0371467495131509,0.09420082728349098,0.056435132874800294,24.333333333333332,2.4116575117588708,0.047326181961713086,0.02334495889879889,4.435666487552225e-05,4.419058081795309e-06
heterogeneity,all,full,DETOUR,50,30,0.30339504463504113,0.04767286197037322,0.3601109096125548,0.04927850887792647,0.1630797589796412,0.07716922369752396,37.666666666666664,4.301830671520763,0.1035396277246397,0.04720893854970389,4.435666487552225e-05,4.419058081795309e-06
heterogeneity,all,full,DIVA,10,30,0.0222168797674463,0.01634025841126768,0.021455025953651542,0.018757960556472206,0.02510986927237468,0.031404552632490715,3.1333333333333333,2.515240899319426,0.05917005470448987,0.03011662603434502,0.002572919996843363,0.00020969702226210607
heterogeneity,all,full,DIVA,20,30,0.10360381423938246,0.007823684244257084,0.1350392481808531,0.009822274838483932,0.02510986927237468,0.031404552632490715,13.133333333333333,2.515240899319426,0.05917005470448987,0.03011662603434502,0.002572919996843363,0.00020969702226210607
heterogeneity,all,full,DIVA,30,30,0.18499074871131863,0.017018493890855475,0.24829013707472136,0.02060609314591709,0.025943202605708017,0.032403599767249915,23.133333333333333,2.515240899319426,0.05917005470448987,0.030116626034345013,0.002572919996843363,0.00020969702226210607
heterogeneity,all,full,DIVA,50,30,0.34642386710387557,0.04517138989129871,0.44856818303524887,0.040793649154068044,0.085149993847587,0.07495423187190613,42.96666666666667,2.48420296429581,0.06051080525580534,0.03021144518581793,0.002572919996843363,0.00020969702226210607
heterogeneity,all,full,DIVA-DETOUR,10,30,0.022466630547607266,0.016899878633664885,0.022661290153586627,0.020668842764424215,0.023843020652584885,0.0318483559817166,3.1666666666666665,2.5741866252486814,0.0589203039243289,0.030428370877980213,0.002636013329417134,0.0001941398679865959
heterogeneity,all,full,DIVA-DETOUR,20,30,0.10385356501954342,0.00891847242131229,0.1362455123807882,0.010346851121151666,0.023843020652584885,0.0318483559817166,13.166666666666666,2.5741866252486814,0.0589203039243289,0.030428370877980213,0.002636013329417134,0.0001941398679865959
heterogeneity,all,full,DIVA-DETOUR,30,30,0.1852404994914796,0.017540966671743874,0.24949640127465642,0.01926819904251032,0.024676353985918224,0.03286714700617687,23.166666666666668,2.5741866252486814,0.0589203039243289,0.030428370877980206,0.002636013329417134,0.0001941398679865959
heterogeneity,all,full,DIVA-DETOUR,50,30,0.3466736178840365,0.045372438408083846,0.44967551268419464,0.03878583445289148,0.08461744179542707,0.07829197075168247,43.0,2.5461261988930666,0.060261054475644366,0.030533568595039078,0.002636013329417134,0.0001941398679865959
heterogeneity,all,full,AdaTE Global,10,30,0.08138693447193616,0.01473453611337012,0.11259608120341236,0.018059752400727002,0.0018757850843682418,0.005763382309109702,10.0,0.0,0.0,0.0,0.3032176400049745,0.08344811516052247
heterogeneity,all,full,AdaTE Global,20,30,0.16277386894387233,0.02946907222674024,0.22540252565283617,0.03474510006189875,0.0036350443436275006,0.008446660839803461,20.0,0.0,0.0,0.0,0.3032176400049745,0.08344811516052247
heterogeneity,all,full,AdaTE Global,30,30,0.2427059634677674,0.04502965381464137,0.3355351457138447,0.053823789831955696,0.007500946229433299,0.01465977495127761,29.8,0.48423419811150237,0.001454839948041032,0.003509440102337057,0.3032176400049745,0.08344811516052247
heterogeneity,all,full,AdaTE Global,50,30,0.399275931138644,0.0691465700014696,0.5274534349875581,0.06741449948455608,0.07333384328087389,0.05556673456515025,49.13333333333333,0.8603661343041525,0.007658741221036869,0.00798121687064024,0.3032176400049745,0.08344811516052247
heterogeneity,all,full,Function-Conditioned DIVA,10,30,0.08027148129765947,0.01462868692376791,0.10963467572220491,0.01907564581339406,0.005390931883828766,0.010413976741829874,9.866666666666667,0.3457459036417604,0.0011154531742767037,0.002948619758067812,1.9265776500008844,0.3004802356275401
heterogeneity,all,full,Function-Conditioned DIVA,20,30,0.16165841576959564,0.029214991232276364,0.22289838512889365,0.03583445357862642,0.006044526655070597,0.011852912192796388,19.866666666666667,0.3457459036417604,0.0011154531742767037,0.002948619758067812,1.9265776500008844,0.3004802356275401
heterogeneity,all,full,Function-Conditioned DIVA,30,30,0.24272172564606248,0.04356723099593566,0.334868228271128,0.05229012120467284,0.009346995790873065,0.02208782654345174,29.833333333333332,0.37904902178945177,0.0014390777697459612,0.003330086026974915,1.9265776500008844,0.3004802356275401
heterogeneity,all,full,Function-Conditioned DIVA,50,30,0.3977575381561643,0.06485382954736178,0.5382583460226226,0.06541976897540225,0.04588542787535778,0.04394715218604183,49.03333333333333,1.159171325093724,0.009177134203516497,0.011355801791506276,1.9265776500008844,0.3004802356275401
heterogeneity,all,full,Posterior Search (adaptive support),10,30,0.08138693447193616,0.01473453611337012,0.11195810806543922,0.018824285905651196,0.003362713188943405,0.00774389658850947,10.0,0.0,0.0,0.0,0.014679886664574345,0.0005475374740815707
heterogeneity,all,full,Posterior Search (adaptive support),20,30,0.16253577370577707,0.029663750492706704,0.221158389539858,0.03698619259669351,0.01230436354374773,0.016854899065049223,19.966666666666665,0.18257418583505533,0.00023809523809523818,0.0013041013273932531,0.014679886664574345,0.0005475374740815707
heterogeneity,all,full,Posterior Search (adaptive support),30,30,0.24369282312024199,0.044604623253303326,0.317932905732604,0.0564777274835954,0.05464497592562769,0.03923480682429344,29.933333333333334,0.2537081317024625,0.0004679802955665011,0.0017812497272674374,0.014679886664574345,0.0005475374740815707
heterogeneity,all,full,Posterior Search (adaptive support),50,30,0.406166391763814,0.07389372201802236,0.501542761859651,0.08411966255110746,0.16527512852020082,0.07633334310112279,49.9,0.30512857662936466,0.0007682805958668049,0.0023637887833162364,0.014679886664574345,0.0005475374740815707
cell,exact,global,Random,10,10,0.01744209374849704,0.0027625833949257305,0.01777689297314232,0.0032764201153493585,0.016838919386184006,0.0033633015137197824,2.9549999999999996,1.597645837544173,0.06240614173811759,0.04339268361052303,6.145100051071494e-05,6.519005639158741e-06
cell,exact,global,Random,20,10,0.033997014634201704,0.0036444404387709142,0.034188226629497054,0.003598002137009055,0.03367770004287149,0.005365794085877316,5.825,3.211113514032165,0.1256994563390276,0.08749952328251359,6.145100051071494e-05,6.519005639158741e-06
cell,exact,global,Random,30,10,0.05161904006103474,0.004143470209677848,0.05140765661038824,0.005045403028200067,0.051976066977693226,0.004526748109250408,8.8,4.76905534554684,0.1879256663988092,0.1306708351103533,6.145100051071494e-05,6.519005639158741e-06
cell,exact,global,Random,50,10,0.08501719455286248,0.0044488155498973725,0.08389075154261064,0.00423443893695112,0.08696106658870201,0.0066993533982105165,14.580000000000002,7.9893401201573315,0.3142239828802108,0.2187997755174094,6.145100051071494e-05,6.519005639158741e-06
cell,exact,global,DETOUR,10,10,0.06045109601894917,0.02370421487910068,0.07785524885342684,0.026056328581646387,0.03207041012380278,0.04026647706928075,8.4,1.7126976771553504,0.019397139467665473,0.020710260860212073,9.248999995179475e-05,4.136391155909903e-05
cell,exact,global,DETOUR,20,10,0.12332794874908948,0.050424208470744754,0.165957963530211,0.052916438153048966,0.05303397652652599,0.05698796331416776,17.0,3.265986323710904,0.03636852222413981,0.03953630234200949,9.248999995179475e-05,4.136391155909903e-05
cell,exact,global,DETOUR,30,10,0.17484536151866029,0.06522594892288712,0.2301368952964881,0.06289616819634422,0.08359762767950082,0.08462512684262993,24.6,5.581716183715861,0.06469934494118364,0.06851010618524603,9.248999995179475e-05,4.136391155909903e-05
cell,exact,global,DETOUR,50,10,0.27150934517641667,0.09064162750938101,0.34428239926804216,0.06353753717434786,0.15003946067764068,0.14319180334201678,39.2,10.737266360153727,0.12773183225665657,0.13331724465438863,9.248999995179475e-05,4.136391155909903e-05
cell,exact,global,DIVA,10,10,0.0191593578959837,0.020198150056688374,0.026092315954188657,0.027887050239828435,0.007198967658790542,0.010895578426243554,5.0,5.270462766947299,0.06068887759063094,0.06398143027675426,0.0027057599974796174,0.000609232943445309
cell,exact,global,DIVA,20,10,0.09900759338259835,0.023614880679127356,0.15497881213963977,0.04490702076091643,0.007198967658790542,0.010895578426243554,15.0,5.270462766947299,0.06068887759063094,0.06398143027675426,0.0027057599974796174,0.000609232943445309
cell,exact,global,DIVA,30,10,0.17885582886921297,0.06739966907626427,0.2838653083250908,0.11679704430094114,0.007198967658790542,0.010895578426243554,25.0,5.270462766947299,0.06068887759063095,0.06398143027675426,0.0027057599974796174,0.000609232943445309
cell,exact,global,DIVA,50,10,0.3373618236519661,0.1538471241418303,0.442038217947699,0.15734760610960352,0.16240422217438988,0.15567545210104763,44.9,5.384133067531753,0.061879353781107135,0.06528540388764353,0.0027057599974796174,0.000609232943445309
cell,exact,global,DIVA-DETOUR,10,10,0.0191593578959837,0.020198150056688374,0.02611409691037263,0.027803212361979468,0.007243308640943297,0.009874060429331694,5.0,5.270462766947299,0.06068887759063094,0.06398143027675426,0.0025787899910937996,0.0004746200280383364
cell,exact,global,DIVA-DETOUR,20,10,0.09900759338259835,0.023614880679127356,0.15500059309582376,0.04485049237719248,0.007243308640943297,0.009874060429331694,15.0,5.270462766947299,0.06068887759063094,0.06398143027675426,0.0025787899910937996,0.0004746200280383364
cell,exact,global,DIVA-DETOUR,30,10,0.17885582886921297,0.06739966907626427,0.2838870892812748,0.11677358783808876,0.007243308640943297,0.009874060429331694,25.0,5.270462766947299,0.06068887759063095,0.06398143027675426,0.0025787899910937996,0.0004746200280383364
cell,exact,global,DIVA-DETOUR,50,10,0.3373618236519661,0.1538471241418303,0.44265171488021426,0.1566923639756824,0.16137329433933834,0.15667380264692443,44.9,5.384133067531753,0.061879353781107135,0.06528540388764353,0.0025787899910937996,0.0004746200280383364
cell,exact,global,AdaTE Global,10,10,0.07984823548661464,0.04379129752772569,0.12888649618545112,0.07206232060262825,0.0,0.0,10.0,0.0,0.0,0.0,0.18164881999837235,0.09494253349224595
cell,exact,global,AdaTE Global,20,10,0.15849165169612084,0.08641552807754918,0.253766582114492,0.13987749542775127,0.003333333333333333,0.010540925533894597,19.9,0.3162277660168379,0.001204819277108435,0.0038099730845402194,0.18164881999837235,0.09494253349224595
