scope,coverage,heterogeneity,method,budget,seed_target_units,mean_critical_recall,std_critical_recall,mean_collision_recall,std_collision_recall,mean_near_miss_recall,std_near_miss_recall,mean_critical_events_found,std_critical_events_found,mean_oracle_regret,std_oracle_regret,mean_selection_runtime_seconds,std_selection_runtime_seconds
overall,all,all,DIVA-DETOUR,30,90,0.19201183366472177,0.029597521542268843,0.26395191341035834,0.05410191946849983,0.02700239779975958,0.03637432976742615,23.27777777777778,3.3251772877556833,0.06399965367384562,0.03868140315400548,0.0026352566634563522,0.00025523307197091333
overall,all,all,DIVA-DETOUR,50,90,0.36115583099899556,0.07176257149945826,0.46414576599430624,0.07752366287257255,0.10895059573600735,0.09882693101283142,43.1,3.3353739072439237,0.06552998123195,0.03904166085263019,0.0026352566634563522,0.00025523307197091333
overall,all,all,AdaTE Global,10,90,0.08514381749556262,0.02176536910817209,0.12172101037679599,0.03470586348827789,0.0006252616947894139,0.003407941959010441,9.977777777777778,0.14823135407896973,0.00019334495062650397,0.0012985159387882844,0.2730684855590678,0.09845981441624413
overall,all,all,AdaTE Global,20,90,0.16984648021759655,0.0431897262021335,0.24194671066284118,0.06733998964086643,0.0026901214628433628,0.007871713137026445,19.91111111111111,0.3230627463472123,0.0008278446747817035,0.002960946172985061,0.2730684855590678,0.09845981441624413
overall,all,all,AdaTE Global,30,90,0.25097317859870866,0.06100961669361645,0.3456486757228622,0.07935007252655692,0.024877024209397167,0.047767601241407116,29.511111111111113,0.985791696259652,0.005038308739858667,0.010998930502784748,0.2730684855590678,0.09845981441624413
overall,all,all,AdaTE Global,50,90,0.4142590078726461,0.09986666444111678,0.5248091671114091,0.099415784725076,0.14100850644976085,0.13999312855159513,48.74444444444445,1.3947019423930176,0.012426804358299539,0.014921874731952828,0.2730684855590678,0.09845981441624413
overall,all,all,Function-Conditioned DIVA,10,90,0.08247756160578627,0.019642345682975213,0.1148975855817312,0.027487780721408873,0.0057812262021665305,0.011548087746125034,9.722222222222221,0.5614543269923005,0.002859600840402844,0.006077961637555325,1.7547461433329672,0.45466621894306625
overall,all,all,Function-Conditioned DIVA,20,90,0.1676792226969618,0.04084721899684176,0.23689224145471996,0.06042505562038444,0.005999091125913806,0.011988434195026874,19.711111111111112,0.6041884601519414,0.0029951021954163935,0.006670419483744457,1.7547461433329672,0.45466621894306625
overall,all,all,Function-Conditioned DIVA,30,90,0.2526948350643193,0.06228425799260189,0.35638236623616293,0.09401702871893668,0.011610475250930629,0.02220432071285861,29.677777777777777,0.6149408992846254,0.0033166522742480264,0.006751214557556604,1.7547461433329672,0.45466621894306625
overall,all,all,Function-Conditioned DIVA,50,90,0.41826308451917615,0.10280311260761042,0.5762542345091062,0.15494465122440715,0.055431050487517106,0.054379062726845555,49.15555555555556,0.9933612343063934,0.008422727711769488,0.010208495433886314,1.7547461433329672,0.45466621894306625
overall,all,all,Posterior Search (adaptive support),10,90,0.08533716244618911,0.021752109624888685,0.11952868362496369,0.033083779496714885,0.005618646807206567,0.012964140613245459,10.0,0.0,0.0,0.0,0.014739275556187042,0.0007872814975074614
overall,all,all,Posterior Search (adaptive support),20,90,0.1704206437472242,0.043632868317910765,0.2359539406567344,0.06657556641881154,0.01820350915312656,0.038550416207948655,19.966666666666665,0.18051113445691194,0.0002536811451540132,0.0013751781817068747,0.014739275556187042,0.0007872814975074614
overall,all,all,Posterior Search (adaptive support),30,90,0.2556811778409229,0.06543973550514182,0.33955199341259124,0.09115511266658917,0.06015712460265128,0.0650991348214831,29.955555555555556,0.20723493215097805,0.0003303094976444342,0.0015428127742099873,0.014739275556187042,0.0007872814975074614
overall,all,all,Posterior Search (adaptive support),50,90,0.42603650025743595,0.1087560773753325,0.5182376117364285,0.11950924462016728,0.20957974961003964,0.13229364740245178,49.922222222222224,0.2693219858921545,0.0006493119735096567,0.0022889026297950566,0.014739275556187042,0.0007872814975074614
coverage,exact,all,Random,10,30,0.017089841115868084,0.0021419078395135778,0.016977422950009917,0.002856163537839416,0.017363873374783113,0.0034946624655252364,2.6450000000000005,1.0089555883736137,0.05657251837095721,0.027541879397143663,6.154699901041264e-05,9.876700570046607e-06
coverage,exact,all,Random,20,30,0.03359338276375192,0.002915333252083106,0.03374642461768624,0.0034169323622752403,0.03321061448458148,0.006290992195251335,5.2266666666666675,2.013434761850973,0.11373133620989866,0.05558301270571234,6.154699901041264e-05,9.876700570046607e-06
coverage,exact,all,Random,30,30,0.05088798648931803,0.0032807136207947296,0.05117483754341771,0.004452977669305208,0.05011151007550561,0.006537782771859628,7.903333333333333,2.9816372883937827,0.17009909197115786,0.08308830072201451,6.154699901041264e-05,9.876700570046607e-06
coverage,exact,all,Random,50,30,0.08422321474501149,0.004310861748707789,0.08480756896889712,0.005803509955856853,0.0826070857526536,0.0089783999771945,13.118333333333334,5.005884181319182,0.28408858268911497,0.1392979852154668,6.154699901041264e-05,9.876700570046607e-06
coverage,exact,all,DETOUR,10,30,0.05982436734157324,0.015750314711465964,0.07896865886469451,0.018453767571063602,0.02011944937214466,0.027408991654043414,8.5,1.2525835370311151,0.013837992145252049,0.014150163825301279,5.937666477014621e-05,3.3312928754366805e-05
coverage,exact,all,DETOUR,20,30,0.12198729961051259,0.032961749164204385,0.16168331559704407,0.03505598031370133,0.04259847625671231,0.04261842903667618,17.266666666666666,2.2580634567506395,0.025337419363137978,0.02638320272355227,5.937666477014621e-05,3.3312928754366805e-05
coverage,exact,all,DETOUR,30,30,0.17287528697130425,0.04379472236698109,0.22552446960258146,0.041733006910066914,0.06743290327988599,0.06066940955221961,24.633333333333333,3.6339712610912023,0.048111791489171635,0.043938522168462134,5.937666477014621e-05,3.3312928754366805e-05
coverage,exact,all,DETOUR,50,30,0.2685930592805288,0.061621618471700314,0.34213827225297055,0.048568606317814074,0.12058496814970308,0.09722325853206154,38.666666666666664,6.748350160228607,0.09971873815359768,0.08474281721333465,5.937666477014621e-05,3.3312928754366805e-05
coverage,exact,all,DIVA,10,30,0.02651699219738963,0.018654194218166213,0.03143622914962372,0.02260564737541467,0.016869546325825584,0.023691875396291317,4.933333333333334,3.8500634417821127,0.047145367289435657,0.045364691525217125,0.002623746666358784,0.0003945034992640671
coverage,exact,all,DIVA,20,30,0.10017935168421492,0.013769343591324115,0.1418403900743041,0.028045724967210278,0.016869546325825584,0.023691875396291317,14.933333333333334,3.8500634417821127,0.047145367289435657,0.045364691525217125,0.002623746666358784,0.0003945034992640671
coverage,exact,all,DIVA,30,30,0.1738417111710402,0.0397844545042247,0.2522445509989845,0.07079753794043923,0.016869546325825584,0.023691875396291317,24.933333333333334,3.8500634417821127,0.047145367289435657,0.045364691525217125,0.002623746666358784,0.0003945034992640671
coverage,exact,all,DIVA,50,30,0.3207696047478654,0.09434745250111155,0.4350439926902378,0.09739415017537638,0.08007769513742267,0.11043982187923013,44.9,3.8982754807912086,0.047542192686261066,0.04606204941668996,0.002623746666358784,0.0003945034992640671
coverage,exact,all,DIVA-DETOUR,10,30,0.026503910041450328,0.018696615593781517,0.033342697306583936,0.02340400061326178,0.012976804206305535,0.020419140452772034,4.933333333333334,3.859009461375873,0.04715844944537496,0.04539958391812448,0.0026278733237025636,0.0003144092976238216
coverage,exact,all,DIVA-DETOUR,20,30,0.10016626952827562,0.01376941486194512,0.14374685823126435,0.027648300213067127,0.012976804206305535,0.020419140452772034,14.933333333333334,3.859009461375873,0.04715844944537496,0.04539958391812448,0.0026278733237025636,0.0003144092976238216
coverage,exact,all,DIVA-DETOUR,30,30,0.17382862901510093,0.03976458566205601,0.25415101915594474,0.07022315186927273,0.012976804206305535,0.020419140452772034,24.933333333333334,3.859009461375873,0.04715844944537496,0.04539958391812448,0.0026278733237025636,0.0003144092976238216
coverage,exact,all,DIVA-DETOUR,50,30,0.32075652259192616,0.09432224279237182,0.4374810328393085,0.09667672508744918,0.07523129198359642,0.1120984617392684,44.9,3.9071111119827795,0.04755527484220037,0.04609629744936122,0.0026278733237025636,0.0003144092976238216
coverage,exact,all,AdaTE Global,10,30,0.07333873489135603,0.027627041250474344,0.10897742340966311,0.04464621629656259,0.0018757850843682418,0.005763382309109702,9.966666666666667,0.18257418583505533,0.0003236245954692555,0.001772564911019955,0.21345322667039,0.10532727962699608
coverage,exact,all,AdaTE Global,20,30,0.14627269056685757,0.05451119690340044,0.21763459161512852,0.086177431044672,0.002986896195479353,0.008120434905764492,19.9,0.30512857662936466,0.0010520284067929819,0.0032288169341075012,0.21345322667039,0.10532727962699608
coverage,exact,all,AdaTE Global,30,30,0.21554688194034363,0.0762666576378804,0.306380024659276,0.0935851669769531,0.025954790514757006,0.05832177378498851,29.5,1.0085838484282528,0.005440196520132176,0.011825157567810413,0.21345322667039,0.10532727962699608
coverage,exact,all,AdaTE Global,50,30,0.3583587592881533,0.12488424721313615,0.4713376288253048,0.1030716956833525,0.11975545345740181,0.1800985754685663,49.1,1.3733924772444779,0.009953038145973165,0.016423595079309995,0.21345322667039,0.10532727962699608
coverage,exact,all,Function-Conditioned DIVA,10,30,0.07060906418750523,0.02339666820572214,0.10150170495065629,0.03116927337409365,0.006678241746407447,0.011746799895052625,9.733333333333333,0.5832922809856746,0.003053295299320048,0.006906134250785499,1.467416156665422,0.48447382221992535
coverage,exact,all,Function-Conditioned DIVA,20,30,0.14386491960928988,0.05040220493952826,0.2109564222372138,0.07404885323231235,0.007331836517649276,0.012972553315260668,19.7,0.7022132498578063,0.003459799364360698,0.008402222677462854,1.467416156665422,0.48447382221992535
coverage,exact,all,Function-Conditioned DIVA,30,30,0.21720676627560234,0.07783769103772471,0.3209439164952276,0.11808459598767825,0.007331836517649276,0.012972553315260668,29.666666666666668,0.7111590022187596,0.00378031218487352,0.008448958711246431,1.467416156665422,0.48447382221992535
coverage,exact,all,Function-Conditioned DIVA,50,30,0.36453148524925294,0.13344742156576309,0.5417522383445882,0.20681608696338433,0.007331836517649276,0.012972553315260668,49.666666666666664,0.7111590022187595,0.0037803121848735207,0.00844895871124644,1.467416156665422,0.48447382221992535
coverage,exact,all,Posterior Search (adaptive support),10,30,0.07366235948682529,0.02785311595006844,0.10645187038041534,0.03971668234754296,0.006716555922652658,0.011838256420546409,10.0,0.0,0.0,0.0,0.014760263334028422,0.0009021940215519402
coverage,exact,all,Posterior Search (adaptive support),20,30,0.14732471897365057,0.05570623190013688,0.21115281564253024,0.07968686425133199,0.018387084349076988,0.035775040525305946,20.0,0.0,0.0,0.0,0.014760263334028422,0.0009021940215519402
coverage,exact,all,Posterior Search (adaptive support),30,30,0.22098707846047586,0.08355934785020533,0.30015718236668104,0.10278879766492728,0.06286559353406168,0.07538103169451553,30.0,0.0,0.0,0.0,0.014760263334028422,0.0009021940215519402
coverage,exact,all,Posterior Search (adaptive support),50,30,0.36831179743412645,0.1392655797503422,0.44521859906510125,0.12226111897079918,0.21404651467380367,0.19400854476410173,50.0,0.0,0.0,0.0,0.014760263334028422,0.0009021940215519402
coverage,interpolated,all,Random,10,30,0.015953680529815408,0.00333497711893763,0.01555163999371753,0.0034163780081655345,0.01689890178812583,0.00650905180866297,1.6316666666666668,0.35488787285401935,0.08216273501943921,0.006398635395073317,5.856683244928718e-05,6.059531712822433e-06
coverage,interpolated,all,Random,20,30,0.032709322489548116,0.003909787732315218,0.0323912142419891,0.0042575287936969285,0.033651182439091175,0.010259722737789762,3.3466666666666667,0.47086372091950446,0.16352350860896114,0.011818727366297846,5.856683244928718e-05,6.059531712822433e-06
coverage,interpolated,all,Random,30,30,0.04913739079536657,0.00424311682542112,0.048798272702093665,0.004377467936718787,0.050021945428884815,0.008712289169308853,5.021666666666667,0.512546605674553,0.2452118558523973,0.016269188826070514,5.856683244928718e-05,6.059531712822433e-06
coverage,interpolated,all,Random,50,30,0.08280631146486098,0.006709067508113987,0.0822641262078437,0.006664806572638299,0.08398583607712369,0.013517900152993707,8.456666666666667,0.7599606765386336,0.40777576628141216,0.02598933635648444,5.856683244928718e-05,6.059531712822433e-06
coverage,interpolated,all,DETOUR,10,30,0.08218272811389718,0.0065568508541972124,0.0950806820116097,0.01250108613285284,0.038346386523604364,0.033752560975428544,8.4,0.8136762043449725,0.015933687435357464,0.008498981851772733,4.7940002211059134e-05,1.8384247675144403e-05
coverage,interpolated,all,DETOUR,20,30,0.16416220193799277,0.009519368750600117,0.19219906117994062,0.020491288828302503,0.07137985597622715,0.05523093345643658,16.766666666666666,1.1651056880677462,0.032070629160516506,0.012542840295824172,4.7940002211059134e-05,1.8384247675144403e-05
coverage,interpolated,all,DETOUR,30,30,0.22741819478369357,0.010674414082354335,0.26331829378018157,0.023885354140536642,0.11004433994342265,0.06540768939172724,23.233333333333334,1.5013403972802926,0.06693105186407032,0.01771329070983554,4.7940002211059134e-05,1.8384247675144403e-05
coverage,interpolated,all,DETOUR,50,30,0.34604011797996787,0.028634940851521285,0.38977271848346556,0.04250228983394339,0.20097734467800243,0.07672164280768362,35.36666666666667,3.4788358470291056,0.14454195976630524,0.03892336721777233,4.7940002211059134e-05,1.8384247675144403e-05
coverage,interpolated,all,DIVA,10,30,0.00887952212589941,0.008330313288342835,0.005729233474630335,0.006263054272840926,0.01937553708873694,0.03052175214183574,0.9333333333333333,0.9071871393197362,0.08923689342335522,0.012118694597355569,0.002699573328330492,0.0003974217356409621
coverage,interpolated,all,DIVA,20,30,0.10699593767515406,0.006844232090497273,0.13563136134474227,0.012006669470116126,0.01937553708873694,0.03052175214183574,10.933333333333334,0.9071871393197363,0.08923689342335522,0.012118694597355569,0.002699573328330492,0.0003974217356409621
coverage,interpolated,all,DIVA,30,30,0.20511235322440868,0.00890005275399699,0.26553348921485426,0.02472451970356667,0.01937553708873694,0.03052175214183574,20.933333333333334,0.9071871393197363,0.08923689342335521,0.012118694597355567,0.002699573328330492,0.0003974217356409621
coverage,interpolated,all,DIVA,50,30,0.4006682083779008,0.017562100293585927,0.5031536155108854,0.036312033304408436,0.07450504476456016,0.06794648008612332,40.86666666666667,1.0080138659874616,0.08991386936837238,0.013068127741804452,0.002699573328330492,0.0003974217356409621
coverage,interpolated,all,DIVA-DETOUR,10,30,0.00983988843280037,0.010207395023969588,0.005729233474630335,0.006263054272840926,0.023454791167991016,0.03759153778586512,1.0333333333333334,1.0980651740387641,0.08827652711645427,0.013617129090575414,0.002654676667104165,0.0002644398565138988
coverage,interpolated,all,DIVA-DETOUR,20,30,0.10795630398205501,0.008824605054619065,0.13563136134474227,0.012006669470116126,0.023454791167991016,0.03759153778586512,11.033333333333333,1.0980651740387641,0.08827652711645427,0.013617129090575414,0.002654676667104165,0.0002644398565138988
coverage,interpolated,all,DIVA-DETOUR,30,30,0.20607271953130965,0.010318644690720913,0.26553348921485426,0.02472451970356667,0.023454791167991016,0.03759153778586512,21.033333333333335,1.0980651740387641,0.08827652711645426,0.013617129090575414,0.002654676667104165,0.0002644398565138988
coverage,interpolated,all,DIVA-DETOUR,50,30,0.4016285746848017,0.0181522086491487,0.5022769031821183,0.035170785746329904,0.08119588478873353,0.07101716455901878,40.96666666666667,1.1885468767200222,0.08895350306147143,0.014514976264410083,0.002654676667104165,0.0002644398565138988
coverage,interpolated,all,AdaTE Global,10,30,0.09811641554925464,0.00524013514561816,0.12990212787011193,0.0134574793306059,0.0,0.0,10.0,0.0,0.0,0.0,0.3241728500036212,0.05900678774633042
coverage,interpolated,all,AdaTE Global,20,30,0.19623283109850928,0.01048027029123632,0.25980425574022387,0.0269149586612118,0.0,0.0,20.0,0.0,0.0,0.0,0.3241728500036212,0.05900678774633042
coverage,interpolated,all,AdaTE Global,30,30,0.29233693956175455,0.01520740136590127,0.38369457365167675,0.03681830873206693,0.009312819796690765,0.019462220678926577,29.8,0.40683810217248634,0.0020123070860093312,0.004096333941752768,0.3241728500036212,0.05900678774633042
coverage,interpolated,all,AdaTE Global,50,30,0.47782402377563354,0.02704445797961749,0.5939307364877422,0.04480180698435923,0.10888103341080078,0.06735316746993822,48.7,0.9153857298880942,0.012758053970639623,0.00897717426383446,0.3241728500036212,0.05900678774633042
coverage,interpolated,all,Function-Conditioned DIVA,10,30,0.09675453044433548,0.005321782290735478,0.12753514069062477,0.01262050753302707,0.0012345679012345679,0.006762006882779828,9.866666666666667,0.3457459036417604,0.0013618851049191601,0.0035334929243827414,1.9866412133327684,0.3218742699087853
coverage,interpolated,all,Function-Conditioned DIVA,20,30,0.1948709459935901,0.00995365229159598,0.25743726856073673,0.025284899844098853,0.0012345679012345679,0.006762006882779828,19.866666666666667,0.3457459036417604,0.0013618851049191593,0.0035334929243827397,1.9866412133327684,0.3218742699087853
coverage,interpolated,all,Function-Conditioned DIVA,30,30,0.29234322412686264,0.015326860542536902,0.3842158234435423,0.03846048193428924,0.007477385219320703,0.022809259957446797,29.8,0.40683810217248634,0.002006022520901235,0.004084094243515198,1.9866412133327684,0.3218742699087853
coverage,interpolated,all,Function-Conditioned DIVA,50,30,0.4750335531442839,0.02432131081586933,0.5964967289008284,0.044113852553660064,0.09147360525993238,0.05463315200079052,48.43333333333333,1.0726484571581119,0.01554852460198917,0.01071968114430927,1.9866412133327684,0.3218742699087853
coverage,interpolated,all,Posterior Search (adaptive support),10,30,0.09811641554925464,0.00524013514561816,0.12990212787011193,0.0134574793306059,0.0,0.0,10.0,0.0,0.0,0.0,0.014944446661199132,0.0008403638726155498
coverage,interpolated,all,Posterior Search (adaptive support),20,30,0.19623283109850928,0.01048027029123632,0.25899124761014264,0.027766755053432773,0.0031746031746031746,0.0173880176985767,20.0,0.0,0.0,0.0,0.014944446661199132,0.0008403638726155498
coverage,interpolated,all,Posterior Search (adaptive support),30,30,0.29434924664776385,0.01572040543685448,0.37711826256822384,0.036685568046456035,0.03695306309191302,0.04155377060175867,30.0,0.0,0.0,0.0,0.014944446661199132,0.0008403638726155498
coverage,interpolated,all,Posterior Search (adaptive support),50,30,0.49058207774627316,0.026200675728090796,0.5839027693526675,0.05292070649779341,0.20305962480947784,0.07186801683947555,50.0,0.0,0.0,0.0,0.014944446661199132,0.0008403638726155498
coverage,unseen,all,Random,10,30,0.016175038017458246,0.002683324514760741,0.01630176285019338,0.003678857807178663,0.015767152466535633,0.0045351266825658,2.0066666666666664,0.5387938850569044,0.06805767428502921,0.018619433972053824,6.14981671484808e-05,1.125036650780032e-05
coverage,unseen,all,Random,20,30,0.03262673229308074,0.0033536129659927656,0.03307155837784073,0.005266719194048402,0.03167129303697562,0.00574231639686155,4.046666666666667,0.9459471930049916,0.13583869231189416,0.03698798712295021,6.14981671484808e-05,1.125036650780032e-05
coverage,unseen,all,Random,30,30,0.04969096659867623,0.003954236685833948,0.050385500857384115,0.005758294800310489,0.048247770337043874,0.006258272110578692,6.163333333333332,1.3661507296385542,0.20300717030878615,0.055548882700238764,6.14981671484808e-05,1.125036650780032e-05
coverage,unseen,all,Random,50,30,0.0830634733649077,0.004411866459963372,0.08297381261171378,0.006760879541410768,0.08282327438840571,0.0096551128196202,10.300000000000002,2.2255181496637495,0.3381000881475296,0.09206607087182715,6.14981671484808e-05,1.125036650780032e-05
coverage,unseen,all,DETOUR,10,30,0.06768565074968706,0.010708702131572639,0.07801512216112025,0.018295404781621744,0.047639459049988196,0.0271880665454198,8.2,1.1861267013789623,0.016547061552800387,0.012568681371893908,4.343999898992479e-05,3.6132538442011213e-06
coverage,unseen,all,DETOUR,20,30,0.1387381777408204,0.02308540602430872,0.1666529159246805,0.0351440389765172,0.0823221512188013,0.0405481852694115,16.766666666666666,2.269487764374084,0.0297272468641545,0.023959429029903678,4.343999898992479e-05,3.6132538442011213e-06
coverage,unseen,all,DETOUR,30,30,0.1969081931049797,0.028756061389832895,0.23580118057781257,0.04668938799508756,0.118836362613119,0.048273583373217036,23.9,3.5071355833500357,0.055789943802482624,0.0397151441340054,4.343999898992479e-05,3.6132538442011213e-06
coverage,unseen,all,DETOUR,50,30,0.3045224829884442,0.0410892760149379,0.34872233006065795,0.05540585637536474,0.21233125031670444,0.06876300829884659,37.13333333333333,6.1796849229654445,0.11664107852399305,0.07399470528046627,4.343999898992479e-05,3.6132538442011213e-06
coverage,unseen,all,DIVA,10,30,0.0276900501896835,0.020010412342348242,0.02181757787868509,0.023105420238023113,0.03791109409996621,0.03588743346677164,3.8666666666666667,3.093188660905445,0.05654266211280394,0.03727085018877352,0.0025305599983160695,0.00013168040066080807
coverage,unseen,all,DIVA,20,30,0.11120418066247802,0.008092530326889048,0.1463150576407739,0.024091934177800284,0.04047815866163994,0.0401758254296567,13.766666666666667,2.9674479146965296,0.05726124394249688,0.03650952657120295,0.0025305599983160695,0.00013168040066080807
coverage,unseen,all,DIVA,30,30,0.19498440427718267,0.02139474630201147,0.27132266364104485,0.05789815212897031,0.04300675343288176,0.04151888696357784,23.7,2.902436550733621,0.05771373263027969,0.036103409359567504,0.0025305599983160695,0.00013168040066080807
coverage,unseen,all,DIVA,50,30,0.36024978493932797,0.057699443274061235,0.453092435226009,0.07523247412119043,0.1673657027640963,0.08225440543688567,43.3,2.866573107267691,0.06091377657310941,0.03582270922192384,0.0025305599983160695,0.00013168040066080807
coverage,unseen,all,DIVA-DETOUR,10,30,0.028181548355600265,0.020522522595720558,0.021750246879493063,0.023964509180549185,0.03947993869206661,0.03570856715671064,3.933333333333333,3.139661011059604,0.05605116394688718,0.037687670253927476,0.002623219999562328,0.00017477525918681085
coverage,unseen,all,DIVA-DETOUR,20,30,0.11190144014526719,0.008804060938304577,0.14653508296342097,0.024457224112327248,0.042047003253740334,0.039911883433647634,13.866666666666667,3.0708117912811366,0.05656398445970769,0.03721696526973683,0.002623219999562328,0.00017477525918681085
coverage,unseen,all,DIVA-DETOUR,30,30,0.19613415244775464,0.020895511043188948,0.2721712318602761,0.057170614645113825,0.04457559802498216,0.04116396404872024,23.866666666666667,3.0708117912811366,0.05656398445970769,0.037216965269736835,0.002623219999562328,0.00017477525918681085
coverage,unseen,all,DIVA-DETOUR,50,30,0.36108239572025896,0.056530157313135536,0.4526793619614917,0.07406213631437857,0.17042461043569204,0.08051026194015953,43.43333333333333,3.0477049967354843,0.06008116579217823,0.037547253454611844,0.002623219999562328,0.00017477525918681085
coverage,unseen,all,AdaTE Global,10,30,0.08397630204607717,0.01853336569462667,0.1262834798506129,0.035544334568334536,0.0,0.0,9.966666666666667,0.18257418583505533,0.0002564102564102564,0.0014044168141158105,0.28157938000319216,0.09339575365979114
coverage,unseen,all,AdaTE Global,20,30,0.16703391898742273,0.03660707859529187,0.24840128463317113,0.06914728234065329,0.005083468193050736,0.010522379563542118,19.833333333333332,0.4611330373774141,0.0014315056175521284,0.003917021844247017,0.28157938000319216,0.09339575365979114
coverage,unseen,all,AdaTE Global,30,30,0.24503571429402785,0.04765108449675954,0.34687142885763395,0.07820240873345767,0.039363462316743744,0.05247373443863307,29.233333333333334,1.2780193008453873,0.007662422613434496,0.014067529289461738,0.28157938000319216,0.09339575365979114
coverage,unseen,all,AdaTE Global,50,30,0.4065942405541515,0.08250567776829792,0.5091591360211803,0.09771094299426716,0.19438903248107992,0.13671539930397444,48.43333333333333,1.7356968854500254,0.014569320958285826,0.017939515430399577,0.28157938000319216,0.09339575365979114
coverage,unseen,all,Function-Conditioned DIVA,10,30,0.08006909018551811,0.01567700162684809,0.11565591110391253,0.028923950285194767,0.009430868958857575,0.013768208253127084,9.566666666666666,0.6789105539243628,0.004163622116969324,0.007005274158735304,1.8101810600007109,0.38972916214269876
coverage,unseen,all,Function-Conditioned DIVA,20,30,0.16430180248800558,0.033432526489018496,0.2422830335662093,0.06261174920688435,0.009430868958857575,0.013768208253127084,19.566666666666666,0.6789105539243628,0.0041636221169693245,0.007005274158735303,1.8101810600007109,0.38972916214269876
coverage,unseen,all,Function-Conditioned DIVA,30,30,0.24853451479049302,0.05162334944897727,0.363987358769719,0.09769129549688801,0.0200222040158219,0.026734653726915813,29.566666666666666,0.6789105539243628,0.0041636221169693245,0.007005274158735305,1.8101810600007109,0.38972916214269876
