seed,target_sut,coverage,heterogeneity,noise_scale,step,index,event_probability,predicted_severity
20261103,Target-unseen-partial-2,unseen,partial,0.3,50,419,1.0,0.9722941613586642
20261103,Target-unseen-full-1,unseen,full,0.3,1,487,1.0,0.9853312896884994
20261103,Target-unseen-full-1,unseen,full,0.3,2,495,1.0,0.9850987876223489
20261103,Target-unseen-full-1,unseen,full,0.3,3,87,1.0,0.9818305724516992
20261103,Target-unseen-full-1,unseen,full,0.3,4,491,1.0,0.9801745602833926
20261103,Target-unseen-full-1,unseen,full,0.3,5,502,1.0,0.9800182563051595
20261103,Target-unseen-full-1,unseen,full,0.3,6,499,1.0,0.9758434620956616
20261103,Target-unseen-full-1,unseen,full,0.3,7,475,1.0,0.9757220449021893
20261103,Target-unseen-full-1,unseen,full,0.3,8,187,1.0,0.9733884698613895
20261103,Target-unseen-full-1,unseen,full,0.3,9,292,1.0,0.9579671145957582
20261103,Target-unseen-full-1,unseen,full,0.3,10,385,1.0,0.8911710245368362
20261103,Target-unseen-full-1,unseen,full,0.3,11,483,1.0000000000000002,0.9729758313882271
20261103,Target-unseen-full-1,unseen,full,0.3,12,79,1.0,0.9742398347857467
20261103,Target-unseen-full-1,unseen,full,0.3,13,419,1.0,0.9722943476739612
20261103,Target-unseen-full-1,unseen,full,0.3,14,471,1.0,0.9720078695448057
20261103,Target-unseen-full-1,unseen,full,0.3,15,83,1.0,0.9719931983653973
20261103,Target-unseen-full-1,unseen,full,0.3,16,479,1.0,0.9709664428436151
20261103,Target-unseen-full-1,unseen,full,0.3,17,99,1.0,0.9677445866703501
20261103,Target-unseen-full-1,unseen,full,0.3,18,27,1.0,0.9677049638048945
20261103,Target-unseen-full-1,unseen,full,0.3,19,534,1.0,0.9583675398305145
20261103,Target-unseen-full-1,unseen,full,0.3,20,296,1.0,0.8992273762573144
20261103,Target-unseen-full-1,unseen,full,0.3,21,389,1.0,0.8960642330186518
20261103,Target-unseen-full-1,unseen,full,0.3,22,393,1.0,0.8854215865750317
20261103,Target-unseen-full-1,unseen,full,0.3,23,397,1.0,0.887290442533794
20261103,Target-unseen-full-1,unseen,full,0.3,24,288,1.0,0.8840621445643582
20261103,Target-unseen-full-1,unseen,full,0.3,25,272,1.0,0.8679744505652343
20261103,Target-unseen-full-1,unseen,full,0.3,26,286,1.0000000000000002,0.8500000000000001
20261103,Target-unseen-full-1,unseen,full,0.3,27,294,1.0000000000000002,0.8500000000000001
20261103,Target-unseen-full-1,unseen,full,0.3,28,298,1.0000000000000002,0.8500000000000001
20261103,Target-unseen-full-1,unseen,full,0.3,29,290,1.0000000000000002,0.6375
20261103,Target-unseen-full-1,unseen,full,0.3,30,195,0.9999999999999999,0.9729420998271565
20261103,Target-unseen-full-1,unseen,full,0.3,31,435,0.9999999999999999,0.9708158914247929
20261103,Target-unseen-full-1,unseen,full,0.3,32,428,1.0,0.9632472043457361
20261103,Target-unseen-full-1,unseen,full,0.3,33,403,1.0,0.9606669373961505
20261103,Target-unseen-full-1,unseen,full,0.3,34,485,1.0,0.9560453976220689
20261103,Target-unseen-full-1,unseen,full,0.3,35,493,1.0,0.9516930535844514
20261103,Target-unseen-full-1,unseen,full,0.3,36,497,1.0,0.9431392186793153
20261103,Target-unseen-full-1,unseen,full,0.3,37,427,1.0,0.9084587677735522
20261103,Target-unseen-full-1,unseen,full,0.3,38,473,1.0,0.8769008647263012
20261103,Target-unseen-full-1,unseen,full,0.3,39,489,1.0,0.8772343848537913
20261103,Target-unseen-full-1,unseen,full,0.3,40,191,0.9999999999999999,0.9692038614813547
20261103,Target-unseen-full-1,unseen,full,0.3,41,199,1.0,0.963839458612658
20261103,Target-unseen-full-1,unseen,full,0.3,42,183,1.0,0.9633589969633853
20261103,Target-unseen-full-1,unseen,full,0.3,43,175,1.0,0.9006659970712858
20261103,Target-unseen-full-1,unseen,full,0.3,44,171,1.0,0.9082939959829253
20261103,Target-unseen-full-1,unseen,full,0.3,45,179,1.0,0.9118301667072395
20261103,Target-unseen-full-1,unseen,full,0.3,46,185,1.0,0.6614316412653141
20261103,Target-unseen-full-1,unseen,full,0.3,47,193,1.0,0.6519948831872004
20261103,Target-unseen-full-1,unseen,full,0.3,48,75,0.9999999999999999,0.9676673915221996
20261103,Target-unseen-full-1,unseen,full,0.3,49,91,1.0,0.9667860250928721
20261103,Target-unseen-full-1,unseen,full,0.3,50,71,1.0,0.9025287246636462
20261103,Target-unseen-full-2,unseen,full,0.3,1,487,1.0,0.9853312896884994
20261103,Target-unseen-full-2,unseen,full,0.3,2,495,1.0,0.9850987864964427
20261103,Target-unseen-full-2,unseen,full,0.3,3,87,1.0,0.9818305724516992
20261103,Target-unseen-full-2,unseen,full,0.3,4,491,1.0,0.9801745571823819
20261103,Target-unseen-full-2,unseen,full,0.3,5,502,1.0,0.9800182563051595
20261103,Target-unseen-full-2,unseen,full,0.3,6,534,1.0000000000000002,0.9583838859801124
20261103,Target-unseen-full-2,unseen,full,0.3,7,79,1.0,0.974239481073056
20261103,Target-unseen-full-2,unseen,full,0.3,8,187,1.0,0.9733884698613895
20261103,Target-unseen-full-2,unseen,full,0.3,9,292,1.0,0.9579671145957582
20261103,Target-unseen-full-2,unseen,full,0.3,10,385,1.0,0.8911710245368362
20261103,Target-unseen-full-2,unseen,full,0.3,11,195,1.0,0.9729407394080619
20261103,Target-unseen-full-2,unseen,full,0.3,12,83,1.0,0.9719912983513597
20261103,Target-unseen-full-2,unseen,full,0.3,13,191,1.0,0.969198284175016
20261103,Target-unseen-full-2,unseen,full,0.3,14,99,1.0,0.9677403732397547
20261103,Target-unseen-full-2,unseen,full,0.3,15,27,1.0,0.9676983863067488
20261103,Target-unseen-full-2,unseen,full,0.3,16,75,1.0,0.9676575350996521
20261103,Target-unseen-full-2,unseen,full,0.3,17,91,1.0,0.9667714132051847
20261103,Target-unseen-full-2,unseen,full,0.3,18,199,1.0,0.9638301923146032
20261103,Target-unseen-full-2,unseen,full,0.3,19,183,1.0,0.9633422125514717
20261103,Target-unseen-full-2,unseen,full,0.3,20,71,1.0,0.9022549481695503
20261103,Target-unseen-full-2,unseen,full,0.3,21,296,1.0,0.8992484441049836
20261103,Target-unseen-full-2,unseen,full,0.3,22,288,1.0,0.9006861933902781
20261103,Target-unseen-full-2,unseen,full,0.3,23,272,1.0,0.9029677030554389
20261103,Target-unseen-full-2,unseen,full,0.3,24,389,1.0,0.8961596539059202
20261103,Target-unseen-full-2,unseen,full,0.3,25,393,1.0,0.9019971205312801
20261103,Target-unseen-full-2,unseen,full,0.3,26,397,1.0,0.9034662333512943
20261103,Target-unseen-full-2,unseen,full,0.3,27,526,1.0,0.8943120151995874
20261103,Target-unseen-full-2,unseen,full,0.3,28,11,1.0,0.8844863815308025
20261103,Target-unseen-full-2,unseen,full,0.3,29,85,1.0000000000000002,0.8500000000000002
20261103,Target-unseen-full-2,unseen,full,0.3,30,89,1.0000000000000002,0.8500000000000002
20261103,Target-unseen-full-2,unseen,full,0.3,31,93,1.0000000000000002,0.8500000000000002
20261103,Target-unseen-full-2,unseen,full,0.3,32,95,1.0000000000000002,0.8500000000000002
20261103,Target-unseen-full-2,unseen,full,0.3,33,97,1.0000000000000002,0.8500000000000002
20261103,Target-unseen-full-2,unseen,full,0.3,34,36,1.0000000000000002,0.8215081140138641
20261103,Target-unseen-full-2,unseen,full,0.3,35,518,1.0,0.8761507993724842
20261103,Target-unseen-full-2,unseen,full,0.3,36,570,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,37,574,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,38,578,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,39,582,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,40,586,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,41,588,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,42,590,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,43,592,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,44,594,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,45,596,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,46,598,1.0,0.85
20261103,Target-unseen-full-2,unseen,full,0.3,47,513,1.0,0.8106120992840913
20261103,Target-unseen-full-2,unseen,full,0.3,48,529,1.0,0.6626726407891954
20261103,Target-unseen-full-2,unseen,full,0.3,49,572,1.0,0.6375
20261103,Target-unseen-full-2,unseen,full,0.3,50,580,1.0,0.6375
20261117,Target-exact-global-1,exact,global,0.3,1,491,1.0,0.9871290528251784
20261117,Target-exact-global-1,exact,global,0.3,2,499,1.0,0.9864812823042517
20261117,Target-exact-global-1,exact,global,0.3,3,82,1.0,0.984686018451927
20261117,Target-exact-global-1,exact,global,0.3,4,487,1.0,0.9796922587598118
20261117,Target-exact-global-1,exact,global,0.3,5,479,1.0,0.9791411515363473
20261117,Target-exact-global-1,exact,global,0.3,6,483,1.0,0.9763713646596599
20261117,Target-exact-global-1,exact,global,0.3,7,185,1.0,0.9757166552004148
20261117,Target-exact-global-1,exact,global,0.3,8,294,1.0,0.9584092488103373
20261117,Target-exact-global-1,exact,global,0.3,9,535,1.0,0.9136011593933727
20261117,Target-exact-global-1,exact,global,0.3,10,393,1.0,0.8917326685058123
20261117,Target-exact-global-1,exact,global,0.3,11,495,1.0,0.9763159708557494
20261117,Target-exact-global-1,exact,global,0.3,12,98,1.0,0.9757278045660283
20261117,Target-exact-global-1,exact,global,0.3,13,78,1.0,0.9755835136886548
20261117,Target-exact-global-1,exact,global,0.3,14,471,1.0,0.9751535316720796
20261117,Target-exact-global-1,exact,global,0.3,15,90,1.0,0.9728362818225542
20261117,Target-exact-global-1,exact,global,0.3,16,475,1.0,0.9721441144075422
20261117,Target-exact-global-1,exact,global,0.3,17,431,1.0,0.9686031345757908
20261117,Target-exact-global-1,exact,global,0.3,18,415,1.0,0.96174801811135
20261117,Target-exact-global-1,exact,global,0.3,19,489,1.0,0.9571410653536261
20261117,Target-exact-global-1,exact,global,0.3,20,286,1.0,0.9553989391479658
20261117,Target-exact-global-1,exact,global,0.3,21,497,1.0,0.9529217063946523
20261117,Target-exact-global-1,exact,global,0.3,22,493,1.0,0.9281262841284819
20261117,Target-exact-global-1,exact,global,0.3,23,423,1.0,0.9090010314857432
20261117,Target-exact-global-1,exact,global,0.3,24,290,1.0,0.8969964915012437
20261117,Target-exact-global-1,exact,global,0.3,25,298,1.0,0.8873149843011547
20261117,Target-exact-global-1,exact,global,0.3,26,385,1.0,0.8784989866776352
20261117,Target-exact-global-1,exact,global,0.3,27,512,1.0,0.8752676437004048
20261117,Target-exact-global-1,exact,global,0.3,28,282,1.0,0.868254286892614
20261117,Target-exact-global-1,exact,global,0.3,29,397,1.0,0.867563177082462
20261117,Target-exact-global-1,exact,global,0.3,30,389,1.0,0.8544194986484734
20261117,Target-exact-global-1,exact,global,0.3,31,528,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,32,572,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,33,576,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,34,580,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,35,584,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,36,586,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,37,588,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,38,590,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,39,592,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,40,594,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,41,596,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,42,598,1.0,0.8500000000000001
20261117,Target-exact-global-1,exact,global,0.3,43,387,1.0,0.85
20261117,Target-exact-global-1,exact,global,0.3,44,395,1.0,0.85
20261117,Target-exact-global-1,exact,global,0.3,45,399,1.0,0.7288536085709354
20261117,Target-exact-global-1,exact,global,0.3,46,391,1.0,0.6992327110991774
20261117,Target-exact-global-1,exact,global,0.3,47,503,1.0,0.6375000000000001
20261117,Target-exact-global-1,exact,global,0.3,48,574,1.0,0.6375000000000001
20261117,Target-exact-global-1,exact,global,0.3,49,578,1.0,0.6375000000000001
20261117,Target-exact-global-1,exact,global,0.3,50,582,1.0,0.6375000000000001
20261117,Target-exact-global-2,exact,global,0.3,1,491,1.0,0.9871290528251784
20261117,Target-exact-global-2,exact,global,0.3,2,499,1.0,0.9864812829351884
20261117,Target-exact-global-2,exact,global,0.3,3,82,1.0,0.984686018451927
20261117,Target-exact-global-2,exact,global,0.3,4,487,1.0,0.9796922608538287
20261117,Target-exact-global-2,exact,global,0.3,5,479,1.0,0.9791411562638364
20261117,Target-exact-global-2,exact,global,0.3,6,483,1.0000000000000002,0.9763713759396141
20261117,Target-exact-global-2,exact,global,0.3,7,185,1.0,0.9757166552004148
20261117,Target-exact-global-2,exact,global,0.3,8,294,1.0,0.9584092488103373
20261117,Target-exact-global-2,exact,global,0.3,9,535,1.0,0.9136011593933727
20261117,Target-exact-global-2,exact,global,0.3,10,393,1.0,0.8917326685058123
20261117,Target-exact-global-2,exact,global,0.3,11,495,1.0,0.976315988654704
20261117,Target-exact-global-2,exact,global,0.3,12,98,1.0,0.9757280372699187
20261117,Target-exact-global-2,exact,global,0.3,13,78,1.0,0.9755847239611314
20261117,Target-exact-global-2,exact,global,0.3,14,471,1.0,0.9751535541055216
20261117,Target-exact-global-2,exact,global,0.3,15,90,1.0,0.9728388102810842
20261117,Target-exact-global-2,exact,global,0.3,16,475,1.0,0.9721441920008609
20261117,Target-exact-global-2,exact,global,0.3,17,197,1.0,0.9702133489919601
20261117,Target-exact-global-2,exact,global,0.3,18,189,1.0,0.9690459906513875
20261117,Target-exact-global-2,exact,global,0.3,19,431,1.0,0.9686037944646051
20261117,Target-exact-global-2,exact,global,0.3,20,86,1.0,0.9682224580112788
20261117,Target-exact-global-2,exact,global,0.3,21,193,1.0,0.9677616030441886
20261117,Target-exact-global-2,exact,global,0.3,22,415,1.0,0.9617499796088382
20261117,Target-exact-global-2,exact,global,0.3,23,489,1.0,0.9571442893170277
20261117,Target-exact-global-2,exact,global,0.3,24,286,1.0,0.9554019774796944
20261117,Target-exact-global-2,exact,global,0.3,25,497,1.0,0.9529264777607609
20261117,Target-exact-global-2,exact,global,0.3,26,493,1.0,0.9281400590195956
20261117,Target-exact-global-2,exact,global,0.3,27,423,1.0,0.9093011054077309
20261117,Target-exact-global-2,exact,global,0.3,28,173,1.0,0.9029900661148371
20261117,Target-exact-global-2,exact,global,0.3,29,181,1.0,0.9119199152704018
20261117,Target-exact-global-2,exact,global,0.3,30,177,1.0,0.919214521394571
20261117,Target-exact-global-2,exact,global,0.3,31,290,1.0,0.8971346948773044
20261117,Target-exact-global-2,exact,global,0.3,32,298,1.0,0.9053328624924042
20261117,Target-exact-global-2,exact,global,0.3,33,282,1.0,0.9059580911511849
20261117,Target-exact-global-2,exact,global,0.3,34,234,1.0,0.9072023132850904
20261117,Target-exact-global-2,exact,global,0.3,35,397,1.0,0.8963400463416173
20261117,Target-exact-global-2,exact,global,0.3,36,385,1.0,0.9049471741744024
20261117,Target-exact-global-2,exact,global,0.3,37,389,1.0,0.9112632165270744
20261117,Target-exact-global-2,exact,global,0.3,38,512,1.0,0.8808796558375114
20261117,Target-exact-global-2,exact,global,0.3,39,528,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,40,572,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,41,576,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,42,580,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,43,584,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,44,586,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,45,588,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,46,590,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,47,592,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,48,594,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,49,596,1.0,0.85
20261117,Target-exact-global-2,exact,global,0.3,50,598,1.0,0.85
20261117,Target-exact-partial-1,exact,partial,0.3,1,491,1.0,0.9871290528251784
20261117,Target-exact-partial-1,exact,partial,0.3,2,499,1.0,0.9864812829113185
20261117,Target-exact-partial-1,exact,partial,0.3,3,82,1.0,0.984686018451927
20261117,Target-exact-partial-1,exact,partial,0.3,4,487,1.0,0.9796922607744201
20261117,Target-exact-partial-1,exact,partial,0.3,5,98,1.0,0.9757278045660283
20261117,Target-exact-partial-1,exact,partial,0.3,6,185,1.0,0.9757166552004148
20261117,Target-exact-partial-1,exact,partial,0.3,7,78,1.0,0.9755835136886548
20261117,Target-exact-partial-1,exact,partial,0.3,8,294,1.0,0.9584092488103373
20261117,Target-exact-partial-1,exact,partial,0.3,9,535,1.0,0.9136011593933727
20261117,Target-exact-partial-1,exact,partial,0.3,10,393,1.0,0.8917326685058123
20261117,Target-exact-partial-1,exact,partial,0.3,11,90,1.0,0.9728362818225542
20261117,Target-exact-partial-1,exact,partial,0.3,12,286,1.0,0.9553989391479658
20261117,Target-exact-partial-1,exact,partial,0.3,13,290,1.0,0.8969964915012437
20261117,Target-exact-partial-1,exact,partial,0.3,14,298,1.0,0.8873149843011547
20261117,Target-exact-partial-1,exact,partial,0.3,15,512,1.0,0.8804894594720182
20261117,Target-exact-partial-1,exact,partial,0.3,16,282,1.0,0.868254286892614
20261117,Target-exact-partial-1,exact,partial,0.3,17,528,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,18,572,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,19,576,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,20,580,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,21,584,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,22,586,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,23,588,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,24,590,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,25,592,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,26,594,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,27,596,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,28,598,1.0,0.8499999999999999
20261117,Target-exact-partial-1,exact,partial,0.3,29,503,1.0,0.6375
20261117,Target-exact-partial-1,exact,partial,0.3,30,574,1.0,0.6375
20261117,Target-exact-partial-1,exact,partial,0.3,31,578,1.0,0.6375
20261117,Target-exact-partial-1,exact,partial,0.3,32,582,1.0,0.6375
20261117,Target-exact-partial-1,exact,partial,0.3,33,479,0.9999999999999999,0.9791411560850607
20261117,Target-exact-partial-1,exact,partial,0.3,34,483,1.0,0.9763713755125676
20261117,Target-exact-partial-1,exact,partial,0.3,35,495,1.0,0.9763159878607814
20261117,Target-exact-partial-1,exact,partial,0.3,36,471,1.0,0.9751535531439706
20261117,Target-exact-partial-1,exact,partial,0.3,37,475,1.0,0.9721441887464992
20261117,Target-exact-partial-1,exact,partial,0.3,38,431,1.0,0.9686037656413882
20261117,Target-exact-partial-1,exact,partial,0.3,39,415,1.0,0.9617499254612716
20261117,Target-exact-partial-1,exact,partial,0.3,40,489,1.0,0.9571441941153025
20261117,Target-exact-partial-1,exact,partial,0.3,41,497,1.0,0.9529263326380095
20261117,Target-exact-partial-1,exact,partial,0.3,42,493,1.0,0.9281396301280183
20261117,Target-exact-partial-1,exact,partial,0.3,43,423,1.0,0.90929169744048
20261117,Target-exact-partial-1,exact,partial,0.3,44,419,1.0,0.9122308623110806
20261117,Target-exact-partial-1,exact,partial,0.3,45,407,1.0,0.9211652370913934
20261117,Target-exact-partial-1,exact,partial,0.3,46,197,0.9999999999999999,0.9701959630001336
20261117,Target-exact-partial-1,exact,partial,0.3,47,189,1.0,0.9689641706989688
20261117,Target-exact-partial-1,exact,partial,0.3,48,193,1.0,0.9676707999805505
20261117,Target-exact-partial-1,exact,partial,0.3,49,173,1.0,0.9017895327161474
20261117,Target-exact-partial-1,exact,partial,0.3,50,181,1.0,0.8896823641447504
20261117,Target-exact-partial-2,exact,partial,0.3,1,491,1.0,0.9871290528251784
20261117,Target-exact-partial-2,exact,partial,0.3,2,499,1.0,0.9864812829113185
20261117,Target-exact-partial-2,exact,partial,0.3,3,82,1.0,0.984686018451927
20261117,Target-exact-partial-2,exact,partial,0.3,4,487,1.0,0.9796922607744201
20261117,Target-exact-partial-2,exact,partial,0.3,5,98,1.0,0.9757280372699187
20261117,Target-exact-partial-2,exact,partial,0.3,6,185,1.0,0.9757166552004148
20261117,Target-exact-partial-2,exact,partial,0.3,7,78,1.0,0.9755847239611314
20261117,Target-exact-partial-2,exact,partial,0.3,8,294,1.0,0.9584092488103373
20261117,Target-exact-partial-2,exact,partial,0.3,9,535,1.0,0.9136011593933727
20261117,Target-exact-partial-2,exact,partial,0.3,10,393,1.0,0.8917326685058123
20261117,Target-exact-partial-2,exact,partial,0.3,11,90,1.0,0.9728388102810842
20261117,Target-exact-partial-2,exact,partial,0.3,12,197,1.0,0.9702133489919601
20261117,Target-exact-partial-2,exact,partial,0.3,13,189,1.0,0.9690459906513875
20261117,Target-exact-partial-2,exact,partial,0.3,14,86,1.0,0.9682224580112788
20261117,Target-exact-partial-2,exact,partial,0.3,15,193,1.0,0.9677616030441886
20261117,Target-exact-partial-2,exact,partial,0.3,16,286,1.0,0.9554018358312607
20261117,Target-exact-partial-2,exact,partial,0.3,17,173,1.0,0.9029900661148371
20261117,Target-exact-partial-2,exact,partial,0.3,18,181,1.0,0.9119199152704018
20261117,Target-exact-partial-2,exact,partial,0.3,19,177,1.0,0.919214521394571
20261117,Target-exact-partial-2,exact,partial,0.3,20,290,1.0,0.897128298758753
20261117,Target-exact-partial-2,exact,partial,0.3,21,298,1.0,0.9052571712226274
20261117,Target-exact-partial-2,exact,partial,0.3,22,282,1.0,0.9059663378523
20261117,Target-exact-partial-2,exact,partial,0.3,23,234,1.0,0.9077004646454261
20261117,Target-exact-partial-2,exact,partial,0.3,24,512,1.0,0.8808796558375114
20261117,Target-exact-partial-2,exact,partial,0.3,25,288,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,26,292,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,27,296,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,28,528,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,29,572,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,30,576,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,31,580,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,32,584,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,33,586,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,34,588,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,35,590,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,36,592,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,37,594,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,38,596,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,39,598,1.0,0.85
20261117,Target-exact-partial-2,exact,partial,0.3,40,503,1.0,0.6375
20261117,Target-exact-partial-2,exact,partial,0.3,41,574,1.0,0.6375
20261117,Target-exact-partial-2,exact,partial,0.3,42,578,1.0,0.6375
20261117,Target-exact-partial-2,exact,partial,0.3,43,582,1.0,0.6375
20261117,Target-exact-partial-2,exact,partial,0.3,44,479,0.9999999999999999,0.9791411560850607
20261117,Target-exact-partial-2,exact,partial,0.3,45,483,1.0,0.9763713755125676
20261117,Target-exact-partial-2,exact,partial,0.3,46,495,1.0,0.9763159878607814
20261117,Target-exact-partial-2,exact,partial,0.3,47,471,1.0,0.9751535531439706
20261117,Target-exact-partial-2,exact,partial,0.3,48,475,1.0,0.9721441887464992
20261117,Target-exact-partial-2,exact,partial,0.3,49,431,1.0,0.9686037656413882
20261117,Target-exact-partial-2,exact,partial,0.3,50,415,1.0,0.9617499254612716
20261117,Target-exact-full-1,exact,full,0.3,1,491,1.0,0.9871290528251784
20261117,Target-exact-full-1,exact,full,0.3,2,499,1.0,0.9864812823042517
20261117,Target-exact-full-1,exact,full,0.3,3,82,1.0,0.984686018451927
20261117,Target-exact-full-1,exact,full,0.3,4,487,1.0,0.9796922587598118
20261117,Target-exact-full-1,exact,full,0.3,5,479,1.0,0.9791411515363473
20261117,Target-exact-full-1,exact,full,0.3,6,483,1.0,0.9763713646596599
20261117,Target-exact-full-1,exact,full,0.3,7,185,1.0,0.9757166552004148
20261117,Target-exact-full-1,exact,full,0.3,8,294,1.0,0.9584092488103373
20261117,Target-exact-full-1,exact,full,0.3,9,535,1.0,0.9136011593933727
20261117,Target-exact-full-1,exact,full,0.3,10,393,1.0,0.8917326685058123
20261117,Target-exact-full-1,exact,full,0.3,11,495,1.0,0.9763159708557494
20261117,Target-exact-full-1,exact,full,0.3,12,98,1.0,0.9757278045660283
20261117,Target-exact-full-1,exact,full,0.3,13,78,1.0,0.9755835136886548
20261117,Target-exact-full-1,exact,full,0.3,14,471,1.0,0.9751535316720796
20261117,Target-exact-full-1,exact,full,0.3,15,90,1.0,0.9728362818225542
20261117,Target-exact-full-1,exact,full,0.3,16,475,1.0,0.9721441144075422
20261117,Target-exact-full-1,exact,full,0.3,17,197,1.0,0.9702108060466959
20261117,Target-exact-full-1,exact,full,0.3,18,189,1.0,0.9690371877617818
20261117,Target-exact-full-1,exact,full,0.3,19,431,1.0,0.9686031345757908
20261117,Target-exact-full-1,exact,full,0.3,20,193,1.0,0.967752223975195
20261117,Target-exact-full-1,exact,full,0.3,21,415,1.0,0.96174801811135
20261117,Target-exact-full-1,exact,full,0.3,22,489,1.0,0.9571410653536261
20261117,Target-exact-full-1,exact,full,0.3,23,286,1.0,0.9554019774796944
20261117,Target-exact-full-1,exact,full,0.3,24,497,1.0,0.9529217063946523
20261117,Target-exact-full-1,exact,full,0.3,25,493,1.0,0.9281262841284819
20261117,Target-exact-full-1,exact,full,0.3,26,423,1.0,0.9090010314857432
20261117,Target-exact-full-1,exact,full,0.3,27,173,1.0,0.9028596970266536
20261117,Target-exact-full-1,exact,full,0.3,28,181,1.0,0.9116564558895079
20261117,Target-exact-full-1,exact,full,0.3,29,177,1.0,0.9187883382726534
20261117,Target-exact-full-1,exact,full,0.3,30,290,1.0,0.8971346948773044
20261117,Target-exact-full-1,exact,full,0.3,31,298,1.0,0.9053328624924042
20261117,Target-exact-full-1,exact,full,0.3,32,282,1.0,0.9059580911511849
20261117,Target-exact-full-1,exact,full,0.3,33,234,1.0,0.9072023132850904
20261117,Target-exact-full-1,exact,full,0.3,34,512,1.0,0.8808796558375114
20261117,Target-exact-full-1,exact,full,0.3,35,528,1.0,0.85
20261117,Target-exact-full-1,exact,full,0.3,36,572,1.0,0.85
20261117,Target-exact-full-1,exact,full,0.3,37,576,1.0,0.85
20261117,Target-exact-full-1,exact,full,0.3,38,580,1.0,0.85
20261117,Target-exact-full-1,exact,full,0.3,39,584,1.0,0.85
20261117,Target-exact-full-1,exact,full,0.3,40,586,1.0,0.85
20261117,Target-exact-full-1,exact,full,0.3,41,588,1.0,0.85
20261117,Target-exact-full-1,exact,full,0.3,42,590,1.0,0.85
20261117,Target-exact-full-1,exact,full,0.3,43,592,1.0,0.85
