task,protocol,method,target_sut,repeat,budget,metric,value,candidate_count,target_feedback
failure_discovery,shared_pool_static,DETOUR-static,SUT-A,19,10,precision,0.7,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-A,19,10,recall,0.21212121212121213,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-A,19,20,collision_count,12.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-A,19,20,precision,0.6,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-A,19,20,recall,0.36363636363636365,192,none
failure_discovery,shared_pool_static,Random,SUT-A,19,5,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-A,19,5,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-A,19,5,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-A,19,10,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Random,SUT-A,19,10,precision,0.2,192,none
failure_discovery,shared_pool_static,Random,SUT-A,19,10,recall,0.06060606060606061,192,none
failure_discovery,shared_pool_static,Random,SUT-A,19,20,collision_count,3.0,192,none
failure_discovery,shared_pool_static,Random,SUT-A,19,20,precision,0.15,192,none
failure_discovery,shared_pool_static,Random,SUT-A,19,20,recall,0.09090909090909091,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-A,19,5,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-A,19,5,precision,0.4,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-A,19,5,recall,0.06060606060606061,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-A,19,10,collision_count,5.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-A,19,10,precision,0.5,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-A,19,10,recall,0.15151515151515152,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-A,19,20,collision_count,10.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-A,19,20,precision,0.5,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-A,19,20,recall,0.30303030303030304,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-A,19,5,collision_count,4.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-A,19,5,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-A,19,5,recall,0.25,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-A,19,10,collision_count,8.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-A,19,10,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-A,19,10,recall,0.5,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-A,19,20,collision_count,13.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-A,19,20,precision,0.65,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-A,19,20,recall,0.8125,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-A,19,5,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-A,19,5,precision,0.4,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-A,19,5,recall,0.125,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-A,19,10,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-A,19,10,precision,0.3,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-A,19,10,recall,0.1875,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-A,19,20,collision_count,5.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-A,19,20,precision,0.25,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-A,19,20,recall,0.3125,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-A,19,5,collision_count,4.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-A,19,5,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-A,19,5,recall,0.25,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-A,19,10,collision_count,8.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-A,19,10,precision,0.8,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-A,19,10,recall,0.5,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-A,19,20,collision_count,13.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-A,19,20,precision,0.65,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-A,19,20,recall,0.8125,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,0,5,collision_count,1.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,0,5,precision,0.2,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,0,5,recall,0.09090909090909091,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,0,10,collision_count,2.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,0,10,precision,0.2,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,0,10,recall,0.18181818181818182,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,0,20,collision_count,6.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,0,20,precision,0.3,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,0,20,recall,0.5454545454545454,192,none
failure_discovery,shared_pool_static,Random,SUT-B,0,5,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,0,5,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,0,5,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,0,10,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,0,10,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,0,10,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,0,20,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,0,20,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,0,20,recall,0.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,0,5,collision_count,1.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,0,5,precision,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,0,5,recall,0.09090909090909091,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,0,10,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,0,10,precision,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,0,10,recall,0.18181818181818182,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,0,20,collision_count,5.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,0,20,precision,0.25,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,0,20,recall,0.45454545454545453,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,0,5,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,0,5,precision,0.2,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,0,5,recall,0.3333333333333333,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,0,10,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,0,10,precision,0.1,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,0,10,recall,0.3333333333333333,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,0,20,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,0,20,precision,0.05,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,0,20,recall,0.3333333333333333,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,0,5,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,0,5,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,0,5,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,0,10,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,0,10,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,0,10,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,0,20,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,0,20,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,0,20,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,0,5,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,0,5,precision,0.4,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,0,5,recall,0.6666666666666666,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,0,10,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,0,10,precision,0.3,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,0,10,recall,1.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,0,20,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,0,20,precision,0.15,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,0,20,recall,1.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,1,5,collision_count,2.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,1,5,precision,0.4,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,1,5,recall,0.18181818181818182,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,1,10,collision_count,5.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,1,10,precision,0.5,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,1,10,recall,0.45454545454545453,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,1,20,collision_count,5.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,1,20,precision,0.25,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,1,20,recall,0.45454545454545453,192,none
failure_discovery,shared_pool_static,Random,SUT-B,1,5,collision_count,1.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,1,5,precision,0.2,192,none
failure_discovery,shared_pool_static,Random,SUT-B,1,5,recall,0.09090909090909091,192,none
failure_discovery,shared_pool_static,Random,SUT-B,1,10,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,1,10,precision,0.2,192,none
failure_discovery,shared_pool_static,Random,SUT-B,1,10,recall,0.18181818181818182,192,none
failure_discovery,shared_pool_static,Random,SUT-B,1,20,collision_count,3.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,1,20,precision,0.15,192,none
failure_discovery,shared_pool_static,Random,SUT-B,1,20,recall,0.2727272727272727,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,1,5,collision_count,1.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,1,5,precision,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,1,5,recall,0.09090909090909091,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,1,10,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,1,10,precision,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,1,10,recall,0.18181818181818182,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,1,20,collision_count,5.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,1,20,precision,0.25,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,1,20,recall,0.45454545454545453,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,1,5,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,1,5,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,1,5,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,1,10,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,1,10,precision,0.1,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,1,10,recall,0.3333333333333333,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,1,20,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,1,20,precision,0.1,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,1,20,recall,0.6666666666666666,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,1,5,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,1,5,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,1,5,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,1,10,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,1,10,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,1,10,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,1,20,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,1,20,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,1,20,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,1,5,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,1,5,precision,0.4,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,1,5,recall,0.6666666666666666,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,1,10,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,1,10,precision,0.3,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,1,10,recall,1.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,1,20,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,1,20,precision,0.15,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,1,20,recall,1.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,2,5,collision_count,2.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,2,5,precision,0.4,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,2,5,recall,0.18181818181818182,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,2,10,collision_count,4.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,2,10,precision,0.4,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,2,10,recall,0.36363636363636365,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,2,20,collision_count,4.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,2,20,precision,0.2,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,2,20,recall,0.36363636363636365,192,none
failure_discovery,shared_pool_static,Random,SUT-B,2,5,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,2,5,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,2,5,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,2,10,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,2,10,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,2,10,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,2,20,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,2,20,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,2,20,recall,0.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,2,5,collision_count,1.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,2,5,precision,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,2,5,recall,0.09090909090909091,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,2,10,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,2,10,precision,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,2,10,recall,0.18181818181818182,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,2,20,collision_count,5.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,2,20,precision,0.25,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,2,20,recall,0.45454545454545453,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,2,5,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,2,5,precision,0.2,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,2,5,recall,0.3333333333333333,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,2,10,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,2,10,precision,0.1,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,2,10,recall,0.3333333333333333,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,2,20,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,2,20,precision,0.1,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,2,20,recall,0.6666666666666666,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,2,5,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,2,5,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,2,5,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,2,10,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,2,10,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,2,10,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,2,20,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,2,20,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,2,20,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,2,5,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,2,5,precision,0.4,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,2,5,recall,0.6666666666666666,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,2,10,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,2,10,precision,0.3,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,2,10,recall,1.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,2,20,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,2,20,precision,0.15,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,2,20,recall,1.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,3,5,collision_count,2.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,3,5,precision,0.4,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,3,5,recall,0.18181818181818182,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,3,10,collision_count,3.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,3,10,precision,0.3,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,3,10,recall,0.2727272727272727,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,3,20,collision_count,4.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,3,20,precision,0.2,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,3,20,recall,0.36363636363636365,192,none
failure_discovery,shared_pool_static,Random,SUT-B,3,5,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,3,5,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,3,5,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,3,10,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,3,10,precision,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,3,10,recall,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,3,20,collision_count,1.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,3,20,precision,0.05,192,none
failure_discovery,shared_pool_static,Random,SUT-B,3,20,recall,0.09090909090909091,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,3,5,collision_count,1.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,3,5,precision,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,3,5,recall,0.09090909090909091,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,3,10,collision_count,2.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,3,10,precision,0.2,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,3,10,recall,0.18181818181818182,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,3,20,collision_count,5.0,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,3,20,precision,0.25,192,none
failure_discovery,shared_pool_static,Nearest-Failure-global,SUT-B,3,20,recall,0.45454545454545453,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,3,5,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,3,5,precision,0.2,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,3,5,recall,0.3333333333333333,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,3,10,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,3,10,precision,0.1,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,3,10,recall,0.3333333333333333,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,3,20,collision_count,1.0,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,3,20,precision,0.05,192,none
failure_discovery,shared_pool_within_sut_history,DETOUR-within-SUT-static,SUT-B,3,20,recall,0.3333333333333333,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,3,5,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,3,5,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,3,5,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,3,10,collision_count,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,3,10,precision,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,3,10,recall,0.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,3,20,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,3,20,precision,0.1,192,none
failure_discovery,shared_pool_within_sut_history,Random-within-SUT,SUT-B,3,20,recall,0.6666666666666666,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,3,5,collision_count,2.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,3,5,precision,0.4,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,3,5,recall,0.6666666666666666,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,3,10,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,3,10,precision,0.3,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,3,10,recall,1.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,3,20,collision_count,3.0,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,3,20,precision,0.15,192,none
failure_discovery,shared_pool_within_sut_history,Nearest-Failure-global-within-SUT,SUT-B,3,20,recall,1.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,4,5,collision_count,0.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,4,5,precision,0.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,4,5,recall,0.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,4,10,collision_count,4.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,4,10,precision,0.4,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,4,10,recall,0.36363636363636365,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,4,20,collision_count,5.0,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,4,20,precision,0.25,192,none
failure_discovery,shared_pool_static,DETOUR-static,SUT-B,4,20,recall,0.45454545454545453,192,none
failure_discovery,shared_pool_static,Random,SUT-B,4,5,collision_count,0.0,192,none
failure_discovery,shared_pool_static,Random,SUT-B,4,5,precision,0.0,192,none
