target_sut,rank,scenario_index,scenario_id,mode,predicted_score,collision_offline
SUT-D,149,53,scenario-323ddf2694c0596c,fast_intrusion,0.03160611912608147,0
SUT-D,150,4,scenario-aa3fb599518353a5,fast_intrusion,0.03155175596475601,0
SUT-D,151,12,scenario-d832580f95921a9f,fast_intrusion,0.03154507279396057,0
SUT-D,152,8,scenario-e4711aa436fa9f07,fast_intrusion,0.031541045755147934,0
SUT-D,153,20,scenario-dc4e3e4d799b5a72,fast_intrusion,0.031539030373096466,0
SUT-D,154,60,scenario-6db9e7fbfdfd638b,fast_intrusion,0.03139214962720871,0
SUT-D,155,52,scenario-a58beaefee70f4c5,fast_intrusion,0.03137294575572014,0
SUT-D,156,36,scenario-fc6d83e62f6153b5,fast_intrusion,0.031232619658112526,0
SUT-D,157,186,scenario-345699793d918095,lead_braking,0.03123173862695694,0
SUT-D,158,32,scenario-5842526b6d118be9,fast_intrusion,0.031051205471158028,0
SUT-D,159,16,scenario-b305c05d6863a534,fast_intrusion,0.03096620738506317,0
SUT-D,160,171,scenario-e2f1324582e7aad7,lead_braking,0.02887073904275894,0
SUT-D,161,130,scenario-d58d0093b5d8fa7d,lead_braking,0.027309883385896683,0
SUT-D,162,159,scenario-cc0c1fae4aa3309d,lead_braking,0.026904357597231865,0
SUT-D,163,132,scenario-f99656c9513976da,lead_braking,0.026694269850850105,0
SUT-D,164,183,scenario-b36920495b5f5b7b,lead_braking,0.026692578569054604,0
SUT-D,165,178,scenario-60d0da0eb14917ad,lead_braking,0.026661334559321404,0
SUT-D,166,172,scenario-a072b66d5d7ed254,lead_braking,0.02660996839404106,0
SUT-D,167,168,scenario-011f695fc155d140,lead_braking,0.02650115080177784,0
SUT-D,168,156,scenario-1e43d868b859ddac,lead_braking,0.02644193358719349,0
SUT-D,169,144,scenario-3e3919a5db17053a,lead_braking,0.026438212022185326,0
SUT-D,170,180,scenario-d5203f538ba5afb6,lead_braking,0.02640087716281414,0
SUT-D,171,184,scenario-0260ceae5b9ea634,lead_braking,0.02632216364145279,0
SUT-D,172,164,scenario-192c7f430edcd2de,lead_braking,0.026279175654053688,0
SUT-D,173,160,scenario-54ece6fc3441e6c4,lead_braking,0.026207106187939644,0
SUT-D,174,170,scenario-2f12216d9e84c75a,lead_braking,0.0261742752045393,0
SUT-D,175,142,scenario-80615957b768f5bb,lead_braking,0.026166345924139023,0
SUT-D,176,190,scenario-ffb0d8811ff61d83,lead_braking,0.026099683716893196,0
SUT-D,177,140,scenario-4371b8d0013d68cd,lead_braking,0.026063207536935806,0
SUT-D,178,136,scenario-53f1fc89bfe5429d,lead_braking,0.0260064247995615,0
SUT-D,179,158,scenario-a2a2e1670458014a,lead_braking,0.025979146361351013,0
SUT-D,180,166,scenario-c19674fed95975f4,lead_braking,0.02595260739326477,0
SUT-D,181,176,scenario-e5240ee21b610e78,lead_braking,0.025918006896972656,0
SUT-D,182,154,scenario-34bbf7e9743fe3e5,lead_braking,0.025834674015641212,0
SUT-D,183,148,scenario-b431c4430993153f,lead_braking,0.02569740079343319,0
SUT-D,184,188,scenario-059020c98343d03f,lead_braking,0.025679664686322212,0
SUT-D,185,134,scenario-0420150e97657de9,lead_braking,0.025659766048192978,0
SUT-D,186,150,scenario-847740ec13686691,lead_braking,0.025651589035987854,0
SUT-D,187,128,scenario-a19c2547b5705c26,lead_braking,0.02561129815876484,0
SUT-D,188,152,scenario-8caf3083bcd90271,lead_braking,0.025495145469903946,0
SUT-D,189,174,scenario-b575a6d5f14aa61a,lead_braking,0.02547353319823742,0
SUT-D,190,139,scenario-ba6f5989e9f6b40d,lead_braking,0.025394663214683533,0
SUT-D,191,187,scenario-db3765a7deb0468d,lead_braking,0.025314869359135628,0
SUT-D,192,163,scenario-a9b1b33563747a69,lead_braking,0.02527642995119095,0
SUT-E,1,101,scenario-fe1e4ca2b41ed0fb,cutin_braking,0.9665691256523132,1
SUT-E,2,85,scenario-bad40c3c3ea5ceb4,cutin_braking,0.9663580060005188,1
SUT-E,3,117,scenario-bf6e88fc1aa57a68,cutin_braking,0.9646803140640259,1
SUT-E,4,77,scenario-0a415f7712d44321,cutin_braking,0.9639978408813477,1
SUT-E,5,125,scenario-bfa148db24406c10,cutin_braking,0.9625816941261292,1
SUT-E,6,69,scenario-1bef28d4fcaca6f8,cutin_braking,0.9618120193481445,1
SUT-E,7,113,scenario-c3670c2537a43922,cutin_braking,0.9597057104110718,0
SUT-E,8,106,scenario-d5a9bbf8357611bd,cutin_braking,0.9558331966400146,1
SUT-E,9,65,scenario-d57ab87fcb42e824,cutin_braking,0.9348200559616089,0
SUT-E,10,89,scenario-46088129a30f4cce,cutin_braking,0.9170128703117371,0
SUT-E,11,7,scenario-01499777d7711e28,fast_intrusion,0.9049187898635864,1
SUT-E,12,109,scenario-8bb053549e21e5e7,cutin_braking,0.9044173359870911,0
SUT-E,13,93,scenario-144c9cfa23f8b077,cutin_braking,0.9041447639465332,0
SUT-E,14,55,scenario-0d6eb5fb4112742e,fast_intrusion,0.904052197933197,1
SUT-E,15,39,scenario-9e51236c824ccd38,fast_intrusion,0.901584267616272,1
SUT-E,16,173,scenario-c1ce45ea0214bf79,lead_braking,0.8983555436134338,1
SUT-E,17,141,scenario-bee4ba3225c28592,lead_braking,0.8979593515396118,0
SUT-E,18,157,scenario-357668b9f000a36d,lead_braking,0.8978492021560669,0
SUT-E,19,181,scenario-21f14736d68a13f7,lead_braking,0.8976993560791016,0
SUT-E,20,189,scenario-0c0c4204a5bb7640,lead_braking,0.8965873718261719,0
SUT-E,21,133,scenario-3f73f35437bc98bc,lead_braking,0.8960083723068237,0
SUT-E,22,31,scenario-f9b9348eb0531b8e,fast_intrusion,0.894366443157196,1
SUT-E,23,165,scenario-b919431edf1a1ec0,lead_braking,0.8933377861976624,0
SUT-E,24,185,scenario-7aac12056265a655,lead_braking,0.890718400478363,0
SUT-E,25,137,scenario-31fb577f26ed09ce,lead_braking,0.8871262073516846,0
SUT-E,26,145,scenario-20400b6e46c3d578,lead_braking,0.8868959546089172,0
SUT-E,27,11,scenario-8665931dd5fc8bce,fast_intrusion,0.8849203586578369,0
SUT-E,28,47,scenario-8a0b032a9ebe823b,fast_intrusion,0.8821665048599243,0
SUT-E,29,149,scenario-dda7c8cf94b7fe38,lead_braking,0.8779934048652649,0
SUT-E,30,138,scenario-58a1e1a3ae8daaca,lead_braking,0.8731525540351868,0
SUT-E,31,63,scenario-b3976f40974c4871,fast_intrusion,0.8464779853820801,0
SUT-E,32,161,scenario-f1c9b4309b892151,lead_braking,0.842575192451477,0
SUT-E,33,162,scenario-3d68fcb47379492e,lead_braking,0.8342033624649048,0
SUT-E,34,153,scenario-df9da2b185a1d915,lead_braking,0.8282653093338013,0
SUT-E,35,23,scenario-c3ac9b5365a4ab18,fast_intrusion,0.8229799866676331,0
SUT-E,36,169,scenario-ff11a0c0ee6600c9,lead_braking,0.8054014444351196,0
SUT-E,37,71,scenario-77a103a544cb723f,cutin_braking,0.8032577037811279,0
SUT-E,38,81,scenario-5afe12d99afe03bf,cutin_braking,0.7999475002288818,0
SUT-E,39,15,scenario-efa59bf3295d6dae,fast_intrusion,0.7789881825447083,0
SUT-E,40,167,scenario-6e0d5c5ad4aed98c,lead_braking,0.7738173007965088,0
SUT-E,41,111,scenario-d3f736c0f748bb5b,cutin_braking,0.7661654949188232,0
SUT-E,42,177,scenario-c816188f13699b1a,lead_braking,0.7632507681846619,0
SUT-E,43,105,scenario-9be6ff23a9babea3,cutin_braking,0.7509422302246094,0
SUT-E,44,24,scenario-c3bc54eadb8f4558,fast_intrusion,0.7301278710365295,1
SUT-E,45,143,scenario-54d28dd916e5fd0f,lead_braking,0.7294365167617798,0
SUT-E,46,35,scenario-fe206516d3c60d2c,fast_intrusion,0.7154483795166016,0
SUT-E,47,151,scenario-09d12fa8f89dfdc8,lead_braking,0.7090198397636414,0
SUT-E,48,59,scenario-d99c05eefec8adf7,fast_intrusion,0.7040309309959412,0
SUT-E,49,21,scenario-6b310f1795a31eec,fast_intrusion,0.6794280409812927,0
SUT-E,50,121,scenario-66c58d9a4d79dcb8,cutin_braking,0.6640559434890747,0
SUT-E,51,90,scenario-3378193cffc16f8e,cutin_braking,0.6596652269363403,0
SUT-E,52,19,scenario-fd8a7d3791406dfd,fast_intrusion,0.6443389654159546,0
SUT-E,53,83,scenario-58e09f5375f2247d,cutin_braking,0.6033770442008972,0
SUT-E,54,40,scenario-4c43b69c194879c3,fast_intrusion,0.5928143262863159,0
SUT-E,55,179,scenario-0d63f0fd42f1be83,lead_braking,0.5565923452377319,0
SUT-E,56,0,scenario-469842c2c23d5d92,fast_intrusion,0.4905708134174347,0
SUT-E,57,61,scenario-54ee2e347b15bf17,fast_intrusion,0.48809292912483215,0
SUT-E,58,27,scenario-71d3d263850a2deb,fast_intrusion,0.464902400970459,0
SUT-E,59,119,scenario-733ef7ec6f0ec3cd,cutin_braking,0.33932405710220337,0
SUT-E,60,103,scenario-b61911044bf78287,cutin_braking,0.3275083303451538,0
SUT-E,61,146,scenario-d98233bd2ea1b245,lead_braking,0.3124020993709564,0
SUT-E,62,99,scenario-ce1be553b2aff244,cutin_braking,0.2870211601257324,0
SUT-E,63,41,scenario-19fb78e9323e61ec,fast_intrusion,0.2813170254230499,0
SUT-E,64,37,scenario-a311418630d7f0fd,fast_intrusion,0.26336315274238586,0
SUT-E,65,95,scenario-54217bcde54af88f,cutin_braking,0.25715768337249756,0
SUT-E,66,191,scenario-a5374fc8d99cede9,lead_braking,0.24369116127490997,0
SUT-E,67,123,scenario-42789dcf0bdaa138,cutin_braking,0.23909014463424683,0
SUT-E,68,74,scenario-babecb5f1fcebd99,cutin_braking,0.2120412141084671,1
SUT-E,69,66,scenario-695cad6feff6ca6f,cutin_braking,0.18050669133663177,0
SUT-E,70,13,scenario-f1349e6a9cf068e3,fast_intrusion,0.1603742241859436,0
SUT-E,71,131,scenario-16d47cedaa3163a5,lead_braking,0.13988757133483887,0
SUT-E,72,51,scenario-ba2d6c9bd4c97493,fast_intrusion,0.1368204951286316,0
SUT-E,73,175,scenario-fb9812b8a8e4dc75,lead_braking,0.12864990532398224,0
SUT-E,74,5,scenario-da913b98726077cb,fast_intrusion,0.11133113503456116,0
SUT-E,75,122,scenario-10156dd7a91de447,cutin_braking,0.08857107907533646,0
SUT-E,76,56,scenario-7d792c2f9d2e2172,fast_intrusion,0.08494783937931061,1
SUT-E,77,155,scenario-4b01d410c83c7d9b,lead_braking,0.08052440732717514,0
SUT-E,78,97,scenario-82f938491e4c71b2,cutin_braking,0.06506764888763428,0
SUT-E,79,98,scenario-dee0c048d0e570d7,cutin_braking,0.05996457114815712,0
SUT-E,80,75,scenario-61467c0e09ecf1a8,cutin_braking,0.05327356979250908,0
SUT-E,81,82,scenario-b7d7ce8b562fe978,cutin_braking,0.05036793649196625,0
SUT-E,82,43,scenario-0cff04f4cb138f68,fast_intrusion,0.04662419855594635,0
SUT-E,83,110,scenario-bb00b5dbea49aa0a,cutin_braking,0.041793618351221085,0
SUT-E,84,1,scenario-06e732de208109c3,fast_intrusion,0.04178404435515404,0
SUT-E,85,73,scenario-4c45c4ed2f1dff5e,cutin_braking,0.03921059891581535,0
SUT-E,86,70,scenario-912c00ba281b2139,cutin_braking,0.03741220757365227,0
SUT-E,87,49,scenario-14be714fd081ba9f,fast_intrusion,0.036952320486307144,0
SUT-E,88,114,scenario-93f6da08dff06c74,cutin_braking,0.0368376225233078,0
SUT-E,89,79,scenario-b6543b652aa39e42,cutin_braking,0.03660384938120842,0
SUT-E,90,88,scenario-c659b7906bc44c9f,cutin_braking,0.03487301990389824,0
SUT-E,91,78,scenario-5bd1c8ae3103ba2f,cutin_braking,0.03307896852493286,0
SUT-E,92,8,scenario-e4711aa436fa9f07,fast_intrusion,0.03188430890440941,0
SUT-E,93,112,scenario-85f7b90d87046890,cutin_braking,0.03146497905254364,0
SUT-E,94,94,scenario-edf93fd35298ced1,cutin_braking,0.03117281384766102,0
SUT-E,95,118,scenario-e6a04a57353f5b64,cutin_braking,0.030780212953686714,0
SUT-E,96,104,scenario-703edd2c006752b8,cutin_braking,0.030483676120638847,0
SUT-E,97,100,scenario-9a4003ca1c7bde4b,cutin_braking,0.030270034447312355,0
SUT-E,98,76,scenario-5c51a52129f21a06,cutin_braking,0.029864002019166946,0
SUT-E,99,87,scenario-e45b25f8caf82f68,cutin_braking,0.02960328385233879,0
SUT-E,100,126,scenario-950ddf97e1710e5c,cutin_braking,0.029591914266347885,0
SUT-E,101,135,scenario-0dd2ff55541f2f49,lead_braking,0.029368221759796143,0
SUT-E,102,84,scenario-05cbbadcd693c29e,cutin_braking,0.029090430587530136,0
SUT-E,103,64,scenario-af0947c04f45c4e3,cutin_braking,0.028699221089482307,0
SUT-E,104,91,scenario-6df57cd4c70f6c79,cutin_braking,0.028036896139383316,0
SUT-E,105,124,scenario-d39724a06bc9dabd,cutin_braking,0.02795415185391903,0
SUT-E,106,108,scenario-d3b4c179a8162638,cutin_braking,0.027478385716676712,0
SUT-E,107,102,scenario-0960ba07db29a03f,cutin_braking,0.02747587487101555,0
SUT-E,108,68,scenario-b9a4766c3f47f8dc,cutin_braking,0.02715560421347618,0
SUT-E,109,80,scenario-26ddcb03b669f629,cutin_braking,0.027115032076835632,0
SUT-E,110,86,scenario-67f2e3f689efa5e0,cutin_braking,0.02693300135433674,0
SUT-E,111,115,scenario-d95f35794576a733,cutin_braking,0.026813386008143425,0
SUT-E,112,92,scenario-c1f8ba30e4945a87,cutin_braking,0.026256494224071503,0
SUT-E,113,120,scenario-b72de359cec81863,cutin_braking,0.026107903569936752,0
SUT-E,114,116,scenario-94f4428c8adaf474,cutin_braking,0.02607581950724125,0
SUT-E,115,72,scenario-280d34364cbc6b6d,cutin_braking,0.02605438232421875,0
SUT-E,116,127,scenario-b9f0051de842634a,cutin_braking,0.026034224778413773,0
SUT-E,117,107,scenario-8692f5914255a749,cutin_braking,0.026006681844592094,0
SUT-E,118,96,scenario-086c0ac462d24be0,cutin_braking,0.025730645284056664,0
SUT-E,119,67,scenario-aade0901ee82cbb2,cutin_braking,0.025651097297668457,0
SUT-E,120,182,scenario-757e70f0d94e8633,lead_braking,0.02456391602754593,0
SUT-E,121,129,scenario-370eb5e52aeab008,lead_braking,0.022156333550810814,0
SUT-E,122,147,scenario-1bb35a75a5c3e0f1,lead_braking,0.021100318059325218,0
SUT-E,123,32,scenario-5842526b6d118be9,fast_intrusion,0.020598364993929863,0
SUT-E,124,25,scenario-7345f3aa46ebd2f9,fast_intrusion,0.016114097088575363,0
SUT-E,125,178,scenario-60d0da0eb14917ad,lead_braking,0.015188273042440414,0
SUT-E,126,52,scenario-a58beaefee70f4c5,fast_intrusion,0.014905214309692383,0
SUT-E,127,171,scenario-e2f1324582e7aad7,lead_braking,0.01484360359609127,0
SUT-E,128,130,scenario-d58d0093b5d8fa7d,lead_braking,0.014464285224676132,0
SUT-E,129,48,scenario-5cceeb05b909d4e9,fast_intrusion,0.012924165464937687,0
SUT-E,130,3,scenario-5b40e94359f00aa4,fast_intrusion,0.012649676762521267,0
SUT-E,131,186,scenario-345699793d918095,lead_braking,0.012386712245643139,0
SUT-E,132,16,scenario-b305c05d6863a534,fast_intrusion,0.011920980177819729,0
SUT-E,133,4,scenario-aa3fb599518353a5,fast_intrusion,0.011792908422648907,0
SUT-E,134,28,scenario-383478f978bc7c38,fast_intrusion,0.011566775850951672,0
SUT-E,135,45,scenario-69dc22df81561b65,fast_intrusion,0.011439306661486626,0
SUT-E,136,57,scenario-8cc278e2f11e506d,fast_intrusion,0.010944024659693241,0
SUT-E,137,2,scenario-e2f4f08814a61a01,fast_intrusion,0.010690786875784397,0
SUT-E,138,154,scenario-34bbf7e9743fe3e5,lead_braking,0.010638990439474583,0
SUT-E,139,42,scenario-e7e0fba002356b9b,fast_intrusion,0.010543178766965866,0
SUT-E,140,44,scenario-da22bd23ad7f2864,fast_intrusion,0.010382546111941338,0
SUT-E,141,170,scenario-2f12216d9e84c75a,lead_braking,0.01037570834159851,0
SUT-E,142,62,scenario-2bd6237484872972,fast_intrusion,0.010278686881065369,0
SUT-E,143,22,scenario-5656fab18832599e,fast_intrusion,0.01013787928968668,0
SUT-E,144,26,scenario-2835ecddb656b3cb,fast_intrusion,0.010132884606719017,0
SUT-E,145,20,scenario-dc4e3e4d799b5a72,fast_intrusion,0.01013138797134161,0
SUT-E,146,142,scenario-80615957b768f5bb,lead_braking,0.009986549615859985,0
SUT-E,147,38,scenario-bc7b31136daf6313,fast_intrusion,0.009936104528605938,0
SUT-E,148,12,scenario-d832580f95921a9f,fast_intrusion,0.009833917953073978,0
SUT-E,149,14,scenario-6aeacb97ad00bdd8,fast_intrusion,0.009729637764394283,0
SUT-E,150,36,scenario-fc6d83e62f6153b5,fast_intrusion,0.009711667895317078,0
SUT-E,151,50,scenario-ca8a202931570bfd,fast_intrusion,0.009548001922667027,0
SUT-E,152,29,scenario-1510a1e2f2e40c72,fast_intrusion,0.009534897282719612,0
SUT-E,153,46,scenario-c2ee1f14d428278f,fast_intrusion,0.009478780440986156,0
SUT-E,154,18,scenario-93c523ad6b5821bc,fast_intrusion,0.009401041083037853,0
SUT-E,155,166,scenario-c19674fed95975f4,lead_braking,0.009396148845553398,0
SUT-E,156,60,scenario-6db9e7fbfdfd638b,fast_intrusion,0.009380999021232128,0
SUT-E,157,53,scenario-323ddf2694c0596c,fast_intrusion,0.009333076886832714,0
SUT-E,158,6,scenario-54c543bd7c8960ac,fast_intrusion,0.009305835701525211,0
SUT-E,159,17,scenario-ce6429c68968a29c,fast_intrusion,0.009214318357408047,0
SUT-E,160,184,scenario-0260ceae5b9ea634,lead_braking,0.009185748174786568,0
SUT-E,161,150,scenario-847740ec13686691,lead_braking,0.00917606707662344,0
SUT-E,162,54,scenario-05c63500740123be,fast_intrusion,0.009163173846900463,0
SUT-E,163,58,scenario-6936e9e25dadcf8d,fast_intrusion,0.009162649512290955,0
SUT-E,164,30,scenario-6a51d720097ca006,fast_intrusion,0.009162606671452522,0
SUT-E,165,172,scenario-a072b66d5d7ed254,lead_braking,0.009096136316657066,0
SUT-E,166,33,scenario-d58af260e3aa4e49,fast_intrusion,0.009088115766644478,0
SUT-E,167,144,scenario-3e3919a5db17053a,lead_braking,0.009088107384741306,0
SUT-E,168,9,scenario-63e9e44a0014b442,fast_intrusion,0.009055661968886852,0
SUT-E,169,190,scenario-ffb0d8811ff61d83,lead_braking,0.009051084518432617,0
SUT-E,170,10,scenario-6ef86e3cdb856e4d,fast_intrusion,0.009045389480888844,0
SUT-E,171,34,scenario-3dfb78d9cf4e0e5c,fast_intrusion,0.009033575654029846,0
SUT-E,172,159,scenario-cc0c1fae4aa3309d,lead_braking,0.00889502838253975,0
SUT-E,173,132,scenario-f99656c9513976da,lead_braking,0.00882616825401783,0
SUT-E,174,136,scenario-53f1fc89bfe5429d,lead_braking,0.008711786940693855,0
SUT-E,175,156,scenario-1e43d868b859ddac,lead_braking,0.008667496033012867,0
SUT-E,176,160,scenario-54ece6fc3441e6c4,lead_braking,0.008618419989943504,0
SUT-E,177,180,scenario-d5203f538ba5afb6,lead_braking,0.008490479551255703,0
SUT-E,178,176,scenario-e5240ee21b610e78,lead_braking,0.008375988341867924,0
SUT-E,179,134,scenario-0420150e97657de9,lead_braking,0.008367722854018211,0
SUT-E,180,174,scenario-b575a6d5f14aa61a,lead_braking,0.00830784346908331,0
SUT-E,181,140,scenario-4371b8d0013d68cd,lead_braking,0.008267014287412167,0
SUT-E,182,164,scenario-192c7f430edcd2de,lead_braking,0.008251464925706387,0
SUT-E,183,152,scenario-8caf3083bcd90271,lead_braking,0.007992182858288288,0
SUT-E,184,128,scenario-a19c2547b5705c26,lead_braking,0.007978187873959541,0
SUT-E,185,188,scenario-059020c98343d03f,lead_braking,0.00796525739133358,0
SUT-E,186,148,scenario-b431c4430993153f,lead_braking,0.007940337061882019,0
SUT-E,187,183,scenario-b36920495b5f5b7b,lead_braking,0.007821204140782356,0
SUT-E,188,187,scenario-db3765a7deb0468d,lead_braking,0.007810051552951336,0
SUT-E,189,139,scenario-ba6f5989e9f6b40d,lead_braking,0.00773491570726037,0
SUT-E,190,168,scenario-011f695fc155d140,lead_braking,0.007723527494817972,0
SUT-E,191,163,scenario-a9b1b33563747a69,lead_braking,0.007696189451962709,0
SUT-E,192,158,scenario-a2a2e1670458014a,lead_braking,0.007662896998226643,0
SUT-F,1,101,scenario-fe1e4ca2b41ed0fb,cutin_braking,0.9333667159080505,1
SUT-F,2,85,scenario-bad40c3c3ea5ceb4,cutin_braking,0.9286900162696838,1
SUT-F,3,77,scenario-0a415f7712d44321,cutin_braking,0.914531409740448,1
SUT-F,4,117,scenario-bf6e88fc1aa57a68,cutin_braking,0.9139459133148193,1
SUT-F,5,125,scenario-bfa148db24406c10,cutin_braking,0.9051560759544373,1
SUT-F,6,69,scenario-1bef28d4fcaca6f8,cutin_braking,0.8991899490356445,1
SUT-F,7,113,scenario-c3670c2537a43922,cutin_braking,0.8908902406692505,1
SUT-F,8,106,scenario-d5a9bbf8357611bd,cutin_braking,0.8632023930549622,1
SUT-F,9,55,scenario-0d6eb5fb4112742e,fast_intrusion,0.8564236760139465,1
SUT-F,10,7,scenario-01499777d7711e28,fast_intrusion,0.8531068563461304,1
SUT-F,11,173,scenario-c1ce45ea0214bf79,lead_braking,0.8497449159622192,1
SUT-F,12,157,scenario-357668b9f000a36d,lead_braking,0.8357317447662354,1
SUT-F,13,141,scenario-bee4ba3225c28592,lead_braking,0.8327729105949402,1
SUT-F,14,39,scenario-9e51236c824ccd38,fast_intrusion,0.8317827582359314,1
SUT-F,15,181,scenario-21f14736d68a13f7,lead_braking,0.8279746174812317,1
SUT-F,16,133,scenario-3f73f35437bc98bc,lead_braking,0.815081000328064,1
SUT-F,17,31,scenario-f9b9348eb0531b8e,fast_intrusion,0.8088750839233398,1
SUT-F,18,65,scenario-d57ab87fcb42e824,cutin_braking,0.806792676448822,1
SUT-F,19,109,scenario-8bb053549e21e5e7,cutin_braking,0.7855005860328674,1
SUT-F,20,93,scenario-144c9cfa23f8b077,cutin_braking,0.7820748090744019,1
SUT-F,21,11,scenario-8665931dd5fc8bce,fast_intrusion,0.7781592607498169,1
SUT-F,22,47,scenario-8a0b032a9ebe823b,fast_intrusion,0.7725448608398438,1
SUT-F,23,189,scenario-0c0c4204a5bb7640,lead_braking,0.7517961859703064,1
SUT-F,24,89,scenario-46088129a30f4cce,cutin_braking,0.7483223676681519,1
SUT-F,25,185,scenario-7aac12056265a655,lead_braking,0.7305945754051208,1
SUT-F,26,145,scenario-20400b6e46c3d578,lead_braking,0.7100421190261841,1
SUT-F,27,63,scenario-b3976f40974c4871,fast_intrusion,0.7031810879707336,1
SUT-F,28,81,scenario-5afe12d99afe03bf,cutin_braking,0.6942567825317383,1
SUT-F,29,23,scenario-c3ac9b5365a4ab18,fast_intrusion,0.6633424758911133,1
SUT-F,30,165,scenario-b919431edf1a1ec0,lead_braking,0.6279484629631042,1
SUT-F,31,15,scenario-efa59bf3295d6dae,fast_intrusion,0.6277682781219482,1
SUT-F,32,137,scenario-31fb577f26ed09ce,lead_braking,0.6235067844390869,1
SUT-F,33,90,scenario-3378193cffc16f8e,cutin_braking,0.5923189520835876,1
SUT-F,34,121,scenario-66c58d9a4d79dcb8,cutin_braking,0.5619060397148132,1
SUT-F,35,105,scenario-9be6ff23a9babea3,cutin_braking,0.534420371055603,1
SUT-F,36,24,scenario-c3bc54eadb8f4558,fast_intrusion,0.5340958833694458,1
SUT-F,37,59,scenario-d99c05eefec8adf7,fast_intrusion,0.5269473195075989,1
SUT-F,38,71,scenario-77a103a544cb723f,cutin_braking,0.5099477171897888,1
SUT-F,39,35,scenario-fe206516d3c60d2c,fast_intrusion,0.4614585340023041,1
SUT-F,40,40,scenario-4c43b69c194879c3,fast_intrusion,0.4485417604446411,1
SUT-F,41,161,scenario-f1c9b4309b892151,lead_braking,0.4418506622314453,1
SUT-F,42,19,scenario-fd8a7d3791406dfd,fast_intrusion,0.4229357838630676,1
SUT-F,43,0,scenario-469842c2c23d5d92,fast_intrusion,0.40823161602020264,0
SUT-F,44,27,scenario-71d3d263850a2deb,fast_intrusion,0.3859299123287201,0
SUT-F,45,111,scenario-d3f736c0f748bb5b,cutin_braking,0.3628697395324707,1
SUT-F,46,66,scenario-695cad6feff6ca6f,cutin_braking,0.35865312814712524,0
SUT-F,47,21,scenario-6b310f1795a31eec,fast_intrusion,0.3467465043067932,1
SUT-F,48,103,scenario-b61911044bf78287,cutin_braking,0.2935592532157898,1
SUT-F,49,167,scenario-6e0d5c5ad4aed98c,lead_braking,0.2724885940551758,1
SUT-F,50,149,scenario-dda7c8cf94b7fe38,lead_braking,0.25906339287757874,1
SUT-F,51,153,scenario-df9da2b185a1d915,lead_braking,0.2574329376220703,1
SUT-F,52,119,scenario-733ef7ec6f0ec3cd,cutin_braking,0.2254793643951416,1
SUT-F,53,51,scenario-ba2d6c9bd4c97493,fast_intrusion,0.21771378815174103,0
SUT-F,54,61,scenario-54ee2e347b15bf17,fast_intrusion,0.20264197885990143,1
SUT-F,55,143,scenario-54d28dd916e5fd0f,lead_braking,0.19778424501419067,1
SUT-F,56,37,scenario-a311418630d7f0fd,fast_intrusion,0.18626388907432556,0
SUT-F,57,138,scenario-58a1e1a3ae8daaca,lead_braking,0.17591586709022522,1
SUT-F,58,74,scenario-babecb5f1fcebd99,cutin_braking,0.16167032718658447,1
SUT-F,59,151,scenario-09d12fa8f89dfdc8,lead_braking,0.16135048866271973,1
SUT-F,60,177,scenario-c816188f13699b1a,lead_braking,0.16115008294582367,1
SUT-F,61,97,scenario-82f938491e4c71b2,cutin_braking,0.15590012073516846,1
SUT-F,62,83,scenario-58e09f5375f2247d,cutin_braking,0.1508106291294098,1
SUT-F,63,43,scenario-0cff04f4cb138f68,fast_intrusion,0.1345824897289276,0
SUT-F,64,169,scenario-ff11a0c0ee6600c9,lead_braking,0.12726962566375732,1
SUT-F,65,5,scenario-da913b98726077cb,fast_intrusion,0.121534563601017,0
SUT-F,66,56,scenario-7d792c2f9d2e2172,fast_intrusion,0.10053321719169617,1
SUT-F,67,95,scenario-54217bcde54af88f,cutin_braking,0.09282339364290237,1
SUT-F,68,98,scenario-dee0c048d0e570d7,cutin_braking,0.07175879925489426,0
SUT-F,69,99,scenario-ce1be553b2aff244,cutin_braking,0.07156883925199509,1
SUT-F,70,179,scenario-0d63f0fd42f1be83,lead_braking,0.06871772557497025,1
SUT-F,71,114,scenario-93f6da08dff06c74,cutin_braking,0.06776739656925201,0
SUT-F,72,162,scenario-3d68fcb47379492e,lead_braking,0.0664726197719574,0
SUT-F,73,41,scenario-19fb78e9323e61ec,fast_intrusion,0.06628470122814178,1
SUT-F,74,73,scenario-4c45c4ed2f1dff5e,cutin_braking,0.06183646246790886,0
SUT-F,75,13,scenario-f1349e6a9cf068e3,fast_intrusion,0.060440223664045334,0
SUT-F,76,126,scenario-950ddf97e1710e5c,cutin_braking,0.05816378444433212,0
SUT-F,77,79,scenario-b6543b652aa39e42,cutin_braking,0.039629269391298294,0
SUT-F,78,48,scenario-5cceeb05b909d4e9,fast_intrusion,0.038332052528858185,0
SUT-F,79,123,scenario-42789dcf0bdaa138,cutin_braking,0.03718506172299385,1
SUT-F,80,20,scenario-dc4e3e4d799b5a72,fast_intrusion,0.028604643419384956,0
SUT-F,81,86,scenario-67f2e3f689efa5e0,cutin_braking,0.02845696173608303,0
SUT-F,82,87,scenario-e45b25f8caf82f68,cutin_braking,0.02819153480231762,0
SUT-F,83,3,scenario-5b40e94359f00aa4,fast_intrusion,0.02661837451159954,0
