method,rank,scenario_id,template_id,selection_reason,selected_build_id,session_id,mode,ego_collision,inconclusive,valid_collision,regression,selection_reward,execution_id,episode_cost,contributing_pattern_ids,new_pattern_id,target_observations_before_query,history_source_count,ucb_count_after,ucb_reward_after,task_id,repeat
FailureDistance-v2,1,4179801:fbrt_cutin:probe:3,fbrt_cutin,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,False,False,False,False,0,legacy-8cbf027f4ccbdcd104ec82a2,0,[],,0,1,,,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,2,4179801:fbrt_cutout_static:initial:23,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,True,1,legacy-e5ac27d6b9e10d5aee4757e3,0,[],,1,1,,,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,3,4179801:fbrt_lead_emergency_brake:wide_initial:26,fbrt_lead_emergency_brake,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,True,1,legacy-db94a92bcfbac35a9e8df731,0,[],,2,1,,,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,4,4179801:fbrt_lead_emergency_brake:wide_initial:30,fbrt_lead_emergency_brake,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,True,1,legacy-2bbcb14202512a73a416af47,0,[],,3,1,,,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,5,4179801:fbrt_cutout_static:core_boundary:3,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,True,1,legacy-ecf2ae5ea73e83091604f31d,0,[],,4,1,,,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,6,4179801:fbrt_cutout_static:initial:16,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,True,1,legacy-a758b9a475e04bee3ce0167f,0,[],,5,1,,,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,7,4179801:fbrt_cutout_static:initial:2,fbrt_cutout_static,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,True,1,legacy-0fff3bba9433ba3f18664a40,0,[],,6,1,,,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,8,4179801:fbrt_lead_emergency_brake:core_boundary:3,fbrt_lead_emergency_brake,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,True,1,legacy-2ea55733ac5b781df0ae1f01,0,[],,7,1,,,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,9,4179801:fbrt_lead_emergency_brake:wide_initial:25,fbrt_lead_emergency_brake,nearest_observed_failure,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,True,1,legacy-0b07485e49d9d72bc296ad24,0,[],,8,1,,,legacy_regression_seed4179801_slow_front_brake2,0
FailureDistance-v2,10,4179801:fbrt_stop_hold_go:initial:4,fbrt_stop_hold_go,global_art_maximin,slow_front_brake2,legacy_regression_seed4179801_slow_front_brake2:FailureDistance-v2:0,regression,True,False,True,True,1,legacy-ae00e6b1bfd2de03e16434eb,0,[],,9,1,,,legacy_regression_seed4179801_slow_front_brake2,0
