method,budget,repeat,target_sut,estimate,target_mu,signed_error,absolute_error,relative_absolute_error,freeze_sha256
FST-RandomSet,10,36,SUT-F,0.3472684770822525,0.3489583333333333,-0.0016898562510808124,0.0016898562510808124,0.004842573137425612,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,36,SUT-E,0.0709224247680933,0.078125,-0.007202575231906705,0.007202575231906705,0.09219296296840582,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,36,SUT-F,0.44007659063557714,0.3489583333333333,0.09111825730224382,0.09111825730224382,0.2611150060004599,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,36,SUT-E,0.05711903050541878,0.078125,-0.021005969494581223,0.021005969494581223,0.2688764095306396,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,36,SUT-F,1.0000000707805157,0.3489583333333333,0.6510417374471824,0.6510417374471824,1.8656718446247615,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,36,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,36,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,37,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,37,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,37,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,37,SUT-F,0.5,0.3489583333333333,0.15104166666666669,0.15104166666666669,0.43283582089552247,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,37,SUT-E,0.07774152362037168,0.078125,-0.0003834763796283225,0.0003834763796283225,0.004908497659242528,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,37,SUT-F,0.3877406354334948,0.3489583333333333,0.03878230210016148,0.03878230210016148,0.11113734333180604,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,37,SUT-E,0.09984738752245903,0.078125,0.02172238752245903,0.02172238752245903,0.2780465602874756,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,37,SUT-F,0.5993395932018757,0.3489583333333333,0.25038125986854237,0.25038125986854237,0.7175104760411961,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,37,SUT-E,0.07114626944792907,0.078125,-0.006978730552070933,0.006978730552070933,0.08932775106650795,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,37,SUT-F,0.35188556803155724,0.3489583333333333,0.002927234698223924,0.002927234698223924,0.008388493463567065,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,37,SUT-E,0.05698044318705797,0.078125,-0.021144556812942028,0.021144556812942028,0.27065032720565796,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,37,SUT-F,0.43188547529280186,0.3489583333333333,0.08292714195946854,0.08292714195946854,0.23764195904802926,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,37,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,37,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,38,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,38,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,38,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,38,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,38,SUT-E,0.01943538090509292,0.078125,-0.05868961909490708,0.05868961909490708,0.7512271244148107,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,38,SUT-F,0.23401168269792613,0.3489583333333333,-0.11494665063540718,0.11494665063540718,0.329399357044749,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,38,SUT-E,0.05619138851761818,0.078125,-0.02193361148238182,0.02193361148238182,0.2807502269744873,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,38,SUT-F,0.2826724983751774,0.3489583333333333,-0.06628583495815593,0.06628583495815593,0.18995343749202895,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,38,SUT-E,0.06876331092519053,0.078125,-0.00936168907480947,0.00936168907480947,0.11982962015756123,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,38,SUT-F,0.3455198679956783,0.3489583333333333,-0.0034384653376550167,0.0034384653376550167,0.009853512609399451,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,38,SUT-E,0.05728130601346493,0.078125,-0.020843693986535072,0.020843693986535072,0.26679928302764894,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,38,SUT-F,0.2924856096506119,0.3489583333333333,-0.05647272368272144,0.05647272368272144,0.16183228279227638,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,38,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,38,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,39,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,39,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,39,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,39,SUT-F,0.1,0.3489583333333333,-0.2489583333333333,0.2489583333333333,0.7134328358208955,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,39,SUT-E,0.03887076181018584,0.078125,-0.03925423818981416,0.03925423818981416,0.5024542488296213,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,39,SUT-F,0.3526525486733031,0.3489583333333333,0.0036942153399697752,0.0036942153399697752,0.01058640813842085,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,39,SUT-E,0.056556109338998795,0.078125,-0.021568890661001205,0.021568890661001205,0.27608180046081543,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,39,SUT-F,0.34669377841055393,0.3489583333333333,-0.0022645549227793826,0.0022645549227793826,0.006489470823487186,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,39,SUT-E,0.16190268067812771,0.078125,0.08377768067812771,0.08377768067812771,1.0723543126800348,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,39,SUT-F,0.24768085746280064,0.3489583333333333,-0.10127747587053268,0.10127747587053268,0.2902279905543623,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,39,SUT-E,0.05801085429266095,0.078125,-0.02011414570733905,0.02011414570733905,0.25746106505393984,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,39,SUT-F,0.24526177113875747,0.3489583333333333,-0.10369656219457585,0.10369656219457585,0.29716029763221735,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,39,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,39,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,40,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,40,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,40,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,40,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,40,SUT-E,0.15498264371058026,0.078125,0.07685764371058026,0.07685764371058026,0.9837778394954274,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,40,SUT-F,0.32764657382107876,0.3489583333333333,-0.021311759512254558,0.021311759512254558,0.06107250487093844,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,40,SUT-E,0.09424536861479282,0.078125,0.016120368614792824,0.016120368614792824,0.20634071826934813,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,40,SUT-F,0.3351701144129038,0.3489583333333333,-0.013788218920429529,0.013788218920429529,0.03951250795108164,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,40,SUT-E,0.15831434987082546,0.078125,0.08018934987082546,0.08018934987082546,1.026423678346566,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,40,SUT-F,0.34808279727427444,0.3489583333333333,-0.000875536059058879,0.000875536059058879,0.002508998855810519,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,40,SUT-E,0.05736210336908698,0.078125,-0.02076289663091302,0.02076289663091302,0.2657650768756866,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,40,SUT-F,0.3505030139349401,0.3489583333333333,0.0015446806016067849,0.0015446806016067849,0.004426547395649294,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,40,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,40,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,41,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,41,SUT-F,0.6,0.3489583333333333,0.25104166666666666,0.25104166666666666,0.7194029850746269,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,41,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,41,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,41,SUT-E,0.04518242093516245,0.078125,-0.03294257906483755,0.03294257906483755,0.4216650120299207,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,41,SUT-F,0.3332171677682102,0.3489583333333333,-0.015741165565123116,0.015741165565123116,0.04510901176871102,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,41,SUT-E,0.13588992739096284,0.078125,0.05776492739096284,0.05776492739096284,0.7393910706043243,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,41,SUT-F,0.4997561671771109,0.3489583333333333,0.1507978338437776,0.1507978338437776,0.43213707608963137,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,41,SUT-E,0.07039694813168679,0.078125,-0.007728051868313213,0.007728051868313213,0.09891906391440912,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,41,SUT-F,0.3512537091480474,0.3489583333333333,0.0022953758147140624,0.0022953758147140624,0.006577793379479105,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,41,SUT-E,0.057175032794475555,0.078125,-0.020949967205524445,0.020949967205524445,0.2681595802307129,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,41,SUT-F,0.31128085404634476,0.3489583333333333,-0.03767747928698856,0.03767747928698856,0.10797128392689259,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,41,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,41,SUT-F,0.5,0.3489583333333333,0.15104166666666669,0.15104166666666669,0.43283582089552247,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,42,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,42,SUT-F,0.5,0.3489583333333333,0.15104166666666669,0.15104166666666669,0.43283582089552247,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,42,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,42,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,42,SUT-E,0.12292394455553413,0.078125,0.044798944555534126,0.044798944555534126,0.5734264903108368,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,42,SUT-F,0.2602591262581588,0.3489583333333333,-0.08869920707517454,0.08869920707517454,0.2541828023646793,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,42,SUT-E,0.05750216916203499,0.078125,-0.02062283083796501,0.02062283083796501,0.26397223472595216,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,42,SUT-F,0.4320040885359049,0.3489583333333333,0.08304575520257157,0.08304575520257157,0.2379818656551305,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,42,SUT-E,0.06965954031665683,0.078125,-0.008465459683343168,0.008465459683343168,0.10835788394679255,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,42,SUT-F,0.35776892928782955,0.3489583333333333,0.008810595954496236,0.008810595954496236,0.02524827497407877,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,42,SUT-E,0.057697500102221966,0.078125,-0.020427499897778034,0.020427499897778034,0.26147199869155885,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,42,SUT-F,0.7762960670515895,0.3489583333333333,0.4273377337182562,0.4273377337182562,1.2246096249836596,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,42,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,42,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,43,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,43,SUT-F,0.6,0.3489583333333333,0.25104166666666666,0.25104166666666666,0.7194029850746269,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,43,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,43,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,43,SUT-E,0.1034885636504412,0.078125,0.025363563650441207,0.025363563650441207,0.32465361472564747,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,43,SUT-F,0.253206401955337,0.3489583333333333,-0.09575193137799631,0.09575193137799631,0.2743935943966462,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,43,SUT-E,0.058263758197426796,0.078125,-0.019861241802573204,0.019861241802573204,0.254223895072937,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,43,SUT-F,0.3171664420515299,0.3489583333333333,-0.03179189128180343,0.03179189128180343,0.09110512128516804,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,43,SUT-E,0.06984042760579763,0.078125,-0.008284572394202369,0.008284572394202369,0.10604252664579032,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,43,SUT-F,0.44581505719603437,0.3489583333333333,0.09685672386270106,0.09685672386270106,0.2775595668901284,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,43,SUT-E,0.05696688964962959,0.078125,-0.021158110350370407,0.021158110350370407,0.2708238124847412,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,43,SUT-F,0.36485177651047707,0.3489583333333333,0.01589344317714375,0.01589344317714375,0.045545389403158214,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,43,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,43,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,44,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,44,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,44,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,44,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,44,SUT-E,0.01943538090509292,0.078125,-0.05868961909490708,0.05868961909490708,0.7512271244148107,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,44,SUT-F,0.2597587227279957,0.3489583333333333,-0.0891996106053376,0.0891996106053376,0.2556167945705197,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,44,SUT-E,0.09839129820466042,0.078125,0.020266298204660416,0.020266298204660416,0.25940861701965334,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,44,SUT-F,0.28147360729053617,0.3489583333333333,-0.06748472604279715,0.06748472604279715,0.1933890656748814,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,44,SUT-E,0.07075766772953737,0.078125,-0.007367332270462629,0.007367332270462629,0.09430185306192165,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,44,SUT-F,0.4459143451818679,0.3489583333333333,0.09695601184853458,0.09695601184853458,0.2778440936555021,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,44,SUT-E,0.05796728050336242,0.078125,-0.020157719496637583,0.020157719496637583,0.25801880955696105,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,44,SUT-F,0.28612174233421683,0.3489583333333333,-0.06283659099911648,0.06283659099911648,0.18006903689299053,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,44,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,44,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,45,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,45,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,45,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,45,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,45,SUT-E,0.16179470636571996,0.078125,0.08366970636571996,0.08366970636571996,1.0709722414812155,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,45,SUT-F,0.21328878642585902,0.3489583333333333,-0.1356695469074743,0.1356695469074743,0.388784373227389,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,45,SUT-E,0.058077582623809576,0.078125,-0.020047417376190424,0.020047417376190424,0.2566069424152374,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,10,45,SUT-F,0.4339682781137526,0.3489583333333333,0.08500994478041929,0.08500994478041929,0.2436105880274702,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,45,SUT-E,0.06603917727284156,0.078125,-0.01208582272715844,0.01208582272715844,0.15469853090762803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,10,45,SUT-F,0.435981332319334,0.3489583333333333,0.08702299898600069,0.08702299898600069,0.24937934037779302,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,45,SUT-E,0.057438235729932785,0.078125,-0.020686764270067215,0.020686764270067215,0.26479058265686034,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,10,45,SUT-F,0.5643517062999308,0.3489583333333333,0.2153933729665975,0.2153933729665975,0.6172466807401004,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,45,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,10,45,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,46,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,10,46,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,46,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,10,46,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,10,46,SUT-E,0.0903648418703249,0.078125,0.012239841870324897,0.012239841870324897,0.1566699759401587,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
