method,budget,repeat,target_sut,estimate,target_mu,signed_error,absolute_error,relative_absolute_error,freeze_sha256
Handcrafted-Similarity,5,24,SUT-E,0.19219196102421196,0.078125,0.11406696102421196,0.11406696102421196,1.460057101109913,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,24,SUT-F,0.19219196102421196,0.3489583333333333,-0.15676637230912135,0.15676637230912135,0.449240947512706,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,24,SUT-E,0.0580810010433197,0.078125,-0.020043998956680298,0.020043998956680298,0.2565631866455078,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,24,SUT-F,0.24218740686774254,0.3489583333333333,-0.10677092646559078,0.10677092646559078,0.30597041614020043,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,24,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,24,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,25,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,25,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,25,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,25,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,25,SUT-E,0.0903648418703249,0.078125,0.012239841870324897,0.012239841870324897,0.1566699759401587,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,25,SUT-F,0.26961239525528435,0.3489583333333333,-0.07934593807804896,0.07934593807804896,0.22737940464157316,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,25,SUT-E,0.06528645008802414,0.078125,-0.01283854991197586,0.01283854991197586,0.16433343887329102,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,25,SUT-F,0.7760408818721771,0.3489583333333333,0.4270825485388438,0.4270825485388438,1.2238783480516122,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,25,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,25,SUT-F,0.39419118022697974,0.3489583333333333,0.04523284689364643,0.04523284689364643,0.12962248662059872,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,25,SUT-E,0.059693071991205215,0.078125,-0.018431928008794785,0.018431928008794785,0.23592867851257324,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,25,SUT-F,0.4218342937529087,0.3489583333333333,0.07287596041957539,0.07287596041957539,0.20883857314266382,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,25,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,25,SUT-F,0.6000000000000001,0.3489583333333333,0.2510416666666668,0.2510416666666668,0.7194029850746272,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,26,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,26,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,26,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,26,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,26,SUT-E,0.05149408006013906,0.078125,-0.026630919939860942,0.026630919939860942,0.34087577523022006,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,26,SUT-F,0.3013991302608461,0.3489583333333333,-0.04755920307248723,0.04755920307248723,0.1362890595510082,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,26,SUT-E,0.05808449536561966,0.078125,-0.02004050463438034,0.02004050463438034,0.25651845932006834,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,26,SUT-F,0.3213067874312401,0.3489583333333333,-0.027651545902093233,0.027651545902093233,0.07924025094331195,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,26,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,26,SUT-F,0.6036887732997107,0.3489583333333333,0.2547304399663774,0.2547304399663774,0.7299737981126039,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,26,SUT-E,0.16998916491866112,0.078125,0.09186416491866112,0.09186416491866112,1.1758613109588623,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,26,SUT-F,0.3145136199891567,0.3489583333333333,-0.03444471334417659,0.03444471334417659,0.09870723824002844,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,26,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,26,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,27,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,27,SUT-F,0.0,0.3489583333333333,-0.3489583333333333,0.3489583333333333,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,27,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,27,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,27,SUT-E,0.0903648418703249,0.078125,0.012239841870324897,0.012239841870324897,0.1566699759401587,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,27,SUT-F,0.24484708205074207,0.3489583333333333,-0.10411125128259124,0.10411125128259124,0.2983486603919033,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,27,SUT-E,0.058827370405197144,0.078125,-0.019297629594802856,0.019297629594802856,0.24700965881347656,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,27,SUT-F,0.4246743470430374,0.3489583333333333,0.0757160137097041,0.0757160137097041,0.21697723331736102,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,27,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,27,SUT-F,0.5641705896668227,0.3489583333333333,0.21521225633348934,0.21521225633348934,0.6167276599407456,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,27,SUT-E,0.17240795493125916,0.078125,0.09428295493125916,0.09428295493125916,1.206821823120117,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,27,SUT-F,0.24218547716736794,0.3489583333333333,-0.10677285616596538,0.10677285616596538,0.3059759460278411,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,27,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,27,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,28,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,28,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,28,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,28,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,28,SUT-E,0.05149408006013906,0.078125,-0.026630919939860942,0.026630919939860942,0.34087577523022006,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,28,SUT-F,0.44831602034127505,0.3489583333333333,0.09935768700794173,0.09935768700794173,0.28472650605260913,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,28,SUT-E,0.05639713257551193,0.078125,-0.021727867424488068,0.021727867424488068,0.27811670303344727,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,28,SUT-F,0.2808973826467991,0.3489583333333333,-0.06806095068653423,0.06806095068653423,0.19504033629573989,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,28,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,28,SUT-F,0.18922603850736958,0.3489583333333333,-0.15973229482596374,0.15973229482596374,0.4577403075609707,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,28,SUT-E,0.17198839038610458,0.078125,0.09386339038610458,0.09386339038610458,1.2014513969421388,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,28,SUT-F,0.24218934774398804,0.3489583333333333,-0.10676898558934528,0.10676898558934528,0.3059648542261835,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,28,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,28,SUT-F,0.6000000000000001,0.3489583333333333,0.2510416666666668,0.2510416666666668,0.7194029850746272,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,29,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,29,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,29,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,29,SUT-F,0.8,0.3489583333333333,0.45104166666666673,0.45104166666666673,1.2925373134328362,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,29,SUT-E,0.16810636549069657,0.078125,0.08998136549069657,0.08998136549069657,1.1517614782809162,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,29,SUT-F,0.21960044555083563,0.3489583333333333,-0.12935788778249768,0.12935788778249768,0.37069723066029187,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,29,SUT-E,0.17288845777511597,0.078125,0.09476345777511597,0.09476345777511597,1.2129722595214845,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,29,SUT-F,0.2729199044406414,0.3489583333333333,-0.07603842889269191,0.07603842889269191,0.21790116936413206,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,29,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,29,SUT-F,0.1943308975670264,0.3489583333333333,-0.15462743576630691,0.15462743576630691,0.44311145771837207,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,29,SUT-E,0.057902589440345764,0.078125,-0.020222410559654236,0.020222410559654236,0.2588468551635742,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,29,SUT-F,0.24218789488077164,0.3489583333333333,-0.10677043845256168,0.10677043845256168,0.30596901765510215,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,29,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,29,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,30,SUT-E,0.4,0.078125,0.321875,0.321875,4.12,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,30,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,30,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,30,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,30,SUT-E,0.0903648418703249,0.078125,0.012239841870324897,0.012239841870324897,0.1566699759401587,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,30,SUT-F,0.193353001990603,0.3489583333333333,-0.1556053313427303,0.1556053313427303,0.44591378534036147,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,30,SUT-E,0.07109621912240982,0.078125,-0.0070287808775901794,0.0070287808775901794,0.0899683952331543,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,30,SUT-F,1.0000000931322575,0.3489583333333333,0.6510417597989242,0.6510417597989242,1.8656719086775142,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,30,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,30,SUT-F,0.3593156109887915,0.3489583333333333,0.010357277655458186,0.010357277655458186,0.029680556863402565,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,30,SUT-E,0.057902589440345764,0.078125,-0.020222410559654236,0.020222410559654236,0.2588468551635742,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,30,SUT-F,0.24218789488077164,0.3489583333333333,-0.10677043845256168,0.10677043845256168,0.30596901765510215,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,30,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,30,SUT-F,0.6000000000000001,0.3489583333333333,0.2510416666666668,0.2510416666666668,0.7194029850746272,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,31,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,31,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,31,SUT-E,0.4,0.078125,0.321875,0.321875,4.12,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,31,SUT-F,0.8,0.3489583333333333,0.45104166666666673,0.45104166666666673,1.2925373134328362,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,31,SUT-E,0.07774152362037168,0.078125,-0.0003834763796283225,0.0003834763796283225,0.004908497659242528,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,31,SUT-F,0.3276465738210787,0.3489583333333333,-0.021311759512254613,0.021311759512254613,0.0610725048709386,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,31,SUT-E,0.058273233473300934,0.078125,-0.019851766526699066,0.019851766526699066,0.25410261154174807,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,31,SUT-F,1.0000000149011612,0.3489583333333333,0.6510416815678279,0.6510416815678279,1.8656716844928802,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,31,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,31,SUT-F,0.5725196993405473,0.3489583333333333,0.22356136600721394,0.22356136600721394,0.6406534667669415,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,31,SUT-E,0.056699976325035095,0.078125,-0.021425023674964905,0.021425023674964905,0.27424030303955077,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,31,SUT-F,0.3614172264933586,0.3489583333333333,0.012458893160025297,0.012458893160025297,0.03570309681678891,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,31,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,31,SUT-F,0.8,0.3489583333333333,0.45104166666666673,0.45104166666666673,1.2925373134328362,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,32,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,32,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,32,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,32,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,32,SUT-E,0.16810636549069657,0.078125,0.08998136549069657,0.08998136549069657,1.1517614782809162,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,32,SUT-F,0.2443657587553779,0.3489583333333333,-0.10459257457795543,0.10459257457795543,0.29972797490996184,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,32,SUT-E,0.014320752583444118,0.078125,-0.06380424741655588,0.06380424741655588,0.8166943669319153,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,32,SUT-F,0.5701171671971679,0.3489583333333333,0.22115883386383456,0.22115883386383456,0.6337685985351678,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,32,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,32,SUT-F,0.4103143312670266,0.3489583333333333,0.061355997933693285,0.061355997933693285,0.17582614333237478,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,32,SUT-E,0.05629875883460045,0.078125,-0.02182624116539955,0.02182624116539955,0.27937588691711424,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,32,SUT-F,0.31233884766697884,0.3489583333333333,-0.03661948566635448,0.03661948566635448,0.10493942161104568,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,32,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,32,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,33,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,33,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,33,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,33,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,33,SUT-E,0.16810636549069657,0.078125,0.08998136549069657,0.08998136549069657,1.1517614782809162,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,33,SUT-F,0.21960044555083563,0.3489583333333333,-0.12935788778249768,0.12935788778249768,0.37069723066029187,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,33,SUT-E,0.0558282732963562,0.078125,-0.0222967267036438,0.0222967267036438,0.2853981018066406,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,33,SUT-F,0.2656930238008499,0.3489583333333333,-0.0832653095324834,0.0832653095324834,0.23861103627219124,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,33,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,33,SUT-F,0.3599046732355319,0.3489583333333333,0.010946339902198565,0.010946339902198565,0.03136861583913619,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,33,SUT-E,0.05584612488746643,0.078125,-0.02227887511253357,0.02227887511253357,0.2851696014404297,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,5,33,SUT-F,0.242189334705472,0.3489583333333333,-0.10676899862786132,0.10676899862786132,0.30596489159028917,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,33,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,5,33,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,34,SUT-E,0.2,0.078125,0.12187500000000001,0.12187500000000001,1.56,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,5,34,SUT-F,0.6000000000000001,0.3489583333333333,0.2510416666666668,0.2510416666666668,0.7194029850746272,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,34,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,5,34,SUT-F,0.6000000000000001,0.3489583333333333,0.2510416666666668,0.2510416666666668,0.7194029850746272,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,34,SUT-E,0.03887076181018584,0.078125,-0.03925423818981416,0.03925423818981416,0.5024542488296213,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,5,34,SUT-F,0.31354112521543515,0.3489583333333333,-0.03541720811789817,0.03541720811789817,0.10149408893487237,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,34,SUT-E,0.055630914866924286,0.078125,-0.022494085133075714,0.022494085133075714,0.28792428970336914,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,5,34,SUT-F,0.587887778878212,0.3489583333333333,0.23892944554487866,0.23892944554487866,0.6846933364868165,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,34,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,5,34,SUT-F,0.3732219119153718,0.3489583333333333,0.02426357858203848,0.02426357858203848,0.06953144907091625,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
