budget,draw,ideal_convex_target_error,max_source_error,bound_satisfied,target_kind
10,9,0.000688219966941489,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,10,0.00015649094596228985,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,11,0.0005218143126960173,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,12,0.0006130837578583737,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,13,5.166266095640859e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,14,0.00037922079990071467,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,15,4.807737624798469e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,16,0.0003629456450299495,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,17,6.979201267576229e-06,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,18,0.00019900537097547466,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,19,0.0004803100848276842,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,20,1.1456242485163859e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,21,0.0005671073420754902,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,22,0.0006960149363987589,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,23,0.0004422945212117779,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,24,0.0007948535095461395,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,25,0.00067881603730581,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,26,0.0007628653178177458,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,27,0.00042095915916812165,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,28,0.00026250798199256575,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,29,6.0406166691090446e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,30,0.0007186781759506156,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,31,0.00026150597656818264,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,32,6.931805523857637e-06,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,33,1.0137908324409084e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,34,0.000501730387907795,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,35,0.00025917413406784107,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,36,0.0007670745148535829,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,37,0.0001719391170656448,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,38,5.348850713793318e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,39,0.0005662921372394936,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,40,0.0003170194269585258,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,41,6.738626483659971e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,42,5.580098773544373e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,43,0.0005888245206034648,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,44,0.00046233913679344374,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,45,0.00022004149365179027,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,46,0.00010022068233497827,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,47,0.0002874625006387965,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,48,0.00019186323272982198,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,49,0.0005885391980043342,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,50,0.00043619783078299723,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,51,6.490329428787689e-06,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,52,0.0007951604017452235,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,53,0.00029864131386742043,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,54,0.0003930462114513644,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,55,0.0007551807579272984,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,56,5.9593236964666785e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,57,0.0002163851126360805,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,58,4.4247697972538136e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,59,0.00017053940645120336,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,60,0.0007925567096774,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,61,0.0001225668941608471,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,62,0.0004053173774344887,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,63,0.0002757581953241328,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
20,0,9.760705187283891e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,1,0.0003236261980933963,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,2,1.7250835411652954e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,3,0.00017568861800976165,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,4,0.0005568330642947983,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,5,4.369592408404177e-06,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,6,0.00027736077173354245,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,7,4.96232463186308e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,8,0.00040824100497469096,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,9,0.00036876298031404686,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,10,0.00018586239348297728,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,11,1.7735555312731188e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,12,3.323046368730598e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,13,0.00010623051624081281,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,14,0.0001355752747468908,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,15,9.773430863713184e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,16,0.0002099639011605703,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,17,0.00032609441833547637,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,18,0.00016545416204163943,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,19,0.00035858355816784093,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,20,0.00013357638982683384,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,21,8.80325542474969e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,22,0.0002776986514489155,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,23,0.00010233105665680142,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,24,0.0003012895735507448,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,25,0.00015290174218157704,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,26,0.0004302603308725117,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,27,2.0775456488653088e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,28,0.0001938005222386907,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,29,0.00034801028379746746,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,30,0.00023464615003909728,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,31,0.0003964898088485158,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,32,0.00035199068683310075,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,33,7.000935930126517e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,34,0.00028132173850439757,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,35,9.53294602408089e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,36,0.0002707532049263661,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,37,0.0004457589442428411,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,38,9.410214302113529e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,39,0.00015488672982502671,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,40,0.00011772319165959111,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,41,0.00014113013604316604,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,42,6.165894220208634e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,43,0.0003386472507568017,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,44,0.0001757594201398649,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,45,0.00010893923590765686,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,46,9.161916981215157e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,47,0.00023318006973543914,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,48,9.417523206370348e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,49,0.0002049242122877104,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,50,0.00016152877895722617,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,51,0.00033445278391204536,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,52,0.00023582859933521383,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,53,1.1823061385501932e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,54,0.0006111221495459784,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,55,0.00023144107694375582,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,56,0.00029233674629150497,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,57,7.820840312652844e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,58,0.00012258261011052762,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,59,0.00010396793265626814,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,60,5.126645653447115e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,61,0.00022920327954256692,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,62,0.000301809783917556,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
20,63,2.4679055879828216e-05,0.0007009305991232118,True,artificial_convex_combination_not_real_AV
