budget,draw,ideal_convex_target_error,max_source_error,bound_satisfied,target_kind
5,0,0.0003919333945203718,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,1,8.68706281928755e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,2,0.00035278728768298184,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,3,0.0007203654274666738,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,4,0.00044404050784979665,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,5,0.0004869012728018207,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,6,5.617905707522297e-06,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,7,0.0003895840692008101,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,8,0.00013994171361045304,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,9,0.0009970340194123684,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,10,0.0005809096726142604,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,11,0.0006395943651929525,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,12,0.0005620922374123261,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,13,0.0007414332748366115,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,14,0.0007263268987089677,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,15,0.0007400138098354603,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,16,0.0006992162684188452,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,17,0.0006206883385455331,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,18,0.0005925433792318413,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,19,0.00014732327818337,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,20,0.0008740880613668789,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,21,8.444636384710713e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,22,9.66367214318975e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,23,5.461982148208255e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,24,0.0006385514287265137,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,25,0.000288219161857034,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,26,0.0009849024103436577,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,27,0.0002333475614309244,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,28,0.0013127106428758861,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,29,0.0007752760603450259,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,30,0.0002553735484387698,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,31,0.00026887225902247347,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,32,0.00023185827916999413,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,33,0.0013464316259486908,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,34,3.417621979262542e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,35,0.0003289365225013774,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,36,0.0015692603890790913,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,37,0.0003973574244783562,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,38,0.00046350383176710364,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,39,5.357351674545319e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,40,0.0005019395345271516,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,41,2.55178636571346e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,42,0.0004786106826376868,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,43,0.00042460275190031593,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,44,9.05869261405845e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,45,0.0004594764591678291,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,46,1.0020711831953966e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,47,0.000953326491894585,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,48,0.00024262742718769714,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,49,0.00047852797937616987,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,50,0.0002517032641500827,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,51,0.00029708241967019156,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,52,0.0008334776075791528,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,53,9.16727869412215e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,54,0.0013365930359216238,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,55,0.000355824637739921,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,56,0.0006191408757590666,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,57,0.00085291475697169,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,58,0.000114598408595179,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,59,0.00042003725018041616,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,60,0.0007415099324978303,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,61,0.00011527876362407707,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,62,9.965695756355974e-05,0.002151747544606508,True,artificial_convex_combination_not_real_AV
5,63,0.0006933021264023398,0.002151747544606508,True,artificial_convex_combination_not_real_AV
10,0,0.0004267625238400796,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,1,0.0003486356732646245,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,2,0.0004980947243927447,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,3,5.7321258591064295e-05,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,4,0.0006690532656657144,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,5,0.0007436566323571758,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,6,0.00046606684556896316,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,7,0.0005503991104543748,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
10,8,0.00011329528252795873,0.0009231641888618192,True,artificial_convex_combination_not_real_AV
