seed,method,query,index,mode,ego_collision,near_miss,background_collision,event,completed,min_ttc,min_clearance,response,selection_seconds,elapsed_seconds
20320915,HistoryMargin-ModeShift,1,222,stop_and_go,False,True,False,True,True,1.1340991633919035,1.124794132984785,0.6713019627783282,0.0001727000344544649,0.5742783999303356
20320915,HistoryMargin-ModeShift,2,212,stop_and_go,False,False,False,False,True,2.1593136221523594,1.9008364252494643,0.1217159085056629,0.0001981999957934022,0.5805433999048546
20320915,HistoryMargin-ModeShift,3,192,stop_and_go,False,False,False,False,True,2.3054419404082815,1.9170364529252153,0.11592927084631906,0.00020100001711398363,0.5839400999248028
20320915,HistoryMargin-ModeShift,4,204,stop_and_go,False,False,False,False,True,3.374820226419709,1.977991422796674,0.08116798064668392,0.00019970000721514225,0.5755693999817595
20320915,HistoryMargin-ModeShift,5,240,stop_and_go,False,False,False,False,True,2.859409481360847,1.9256439108764143,0.09638247823760777,0.00019449996761977673,0.5676055001094937
20320915,HistoryMargin-ModeShift,6,250,stop_and_go,False,False,False,False,True,2.4939711759639764,1.8094023892312294,0.10886811467619396,0.00041749991942197084,0.5632712999358773
20320915,HistoryMargin-ModeShift,7,48,fast_intrusion,True,False,True,True,False,0.4032516755574913,0.0,1.2185563099283656,0.00022409996017813683,0.16415820003021508
20320915,HistoryMargin-ModeShift,8,256,slow_lead_following,False,True,False,True,True,1.294712795569256,1.6268122855374767,0.6623719978788243,0.0002188999205827713,0.5763145999517292
20320915,HistoryMargin-ModeShift,9,106,cutin_braking,True,False,True,True,False,0.41488586321796883,0.004840633047114959,1.2177103762390769,0.00021840003319084644,0.14784039999358356
20320915,HistoryMargin-ModeShift,10,169,lead_braking,False,False,False,False,True,1.7116513971050364,1.6152865753776136,0.14130355550175555,0.00021630001720041037,0.5687130999285728
20320915,HistoryMargin-ModeShift,11,66,cutin_braking,True,False,True,True,False,0.4291113992821832,0.0,1.2166804710581707,0.00017410004511475563,0.16452730004675686
20320915,HistoryMargin-ModeShift,12,86,cutin_braking,False,True,False,True,True,0.6094250759744713,0.5600443555463916,0.7040406473824098,0.00018420000560581684,0.5645747999660671
20320915,HistoryMargin-ModeShift,13,42,fast_intrusion,True,False,True,True,False,0.6499160425610104,0.039632924356477243,1.201305214615778,0.00017919996753335,0.10107340000104159
20320915,HistoryMargin-ModeShift,14,54,fast_intrusion,False,True,False,True,True,0.5559834069920117,0.1835394506171931,0.7077079726447157,0.00017859996296465397,0.5683846999891102
20320915,HistoryMargin-ModeShift,15,68,cutin_braking,True,False,True,True,False,0.5049633015729538,0.003105328136602027,1.2112706086751945,0.0008572000078856945,0.1482137000421062
20320915,HistoryMargin-ModeShift,16,90,cutin_braking,True,False,True,True,False,0.4990751883105924,0.0017397487850246986,1.211685677628414,0.00017879996448755264,0.1515315999276936
20320915,HistoryMargin-ModeShift,17,126,cutin_braking,False,True,False,True,True,0.4949240400305398,0.13858700218755704,0.7119787932549169,0.00017410004511475563,0.5757046000799164
20320915,HistoryMargin-ModeShift,18,30,fast_intrusion,True,False,True,True,False,0.503366449908291,0.0,1.2113830945508006,0.0001732000382617116,0.1459550999570638
20320915,HistoryMargin-ModeShift,19,12,fast_intrusion,False,True,False,True,True,0.8890262316255186,1.50390860733275,0.6858832597014843,0.0001799999736249447,0.5698206999804825
20320915,HistoryMargin-ModeShift,20,102,cutin_braking,False,True,False,True,True,1.1305069896686015,1.5185106965369308,0.6715072010989044,0.0001748999347910285,0.5738997999578714
20320915,HistoryMargin-ModeShift,21,60,fast_intrusion,False,True,False,True,True,0.8048747455683405,1.142898598248775,0.691171195096339,0.00017989997286349535,0.5773853999562562
20320915,HistoryMargin-ModeShift,22,122,cutin_braking,False,True,False,True,True,0.6962290995268985,0.5332782825502387,0.6982213927728896,0.00017959997057914734,0.5648858000058681
20320915,HistoryMargin-ModeShift,23,114,cutin_braking,True,False,True,True,False,0.5152518510629315,0.0,1.2105472936568216,0.00022280006669461727,0.19713829993270338
20320915,HistoryMargin-ModeShift,24,100,cutin_braking,True,False,True,True,False,0.6130387670382358,0.0,1.2037950153970984,0.00017879996448755264,0.16537149995565414
20320915,HistoryMargin-ModeShift,25,78,cutin_braking,False,True,False,True,True,1.183118588542423,1.5252280652821975,0.6685256653844034,0.00017919996753335,0.5794873000122607
20320915,HistoryMargin-ModeShift,26,74,cutin_braking,False,True,False,True,True,1.0017166903197279,0.730859643306145,0.6790303517690802,0.00018099998123943806,0.5543864000355825
20320915,HistoryMargin-ModeShift,27,40,fast_intrusion,False,True,False,True,True,0.7832037621667501,0.9917414634696778,0.6925571508388457,0.0001821999903768301,0.5633591999066994
20320915,HistoryMargin-ModeShift,28,110,cutin_braking,False,True,False,True,True,1.3840816581903974,1.4877232636330329,0.6576063337101015,0.00018229999113827944,0.5826855000341311
20320915,HistoryMargin-ModeShift,29,0,fast_intrusion,False,True,False,True,True,1.136511946536717,1.6857756913195312,0.6711642466694475,0.0001786000793799758,0.5834652000339702
20320915,HistoryMargin-ModeShift,30,76,cutin_braking,True,False,True,True,False,0.7644999177747391,0.006091363763673975,1.1937614206792113,0.0001818999880924821,0.1396911001065746
20320915,HistoryMargin-ModeShift,31,82,cutin_braking,False,True,False,True,True,1.1248671027154236,1.3229573358998088,0.6718299314395776,0.00018010009080171585,0.5783739000326023
20320915,HistoryMargin-ModeShift,32,84,cutin_braking,True,False,True,True,False,0.8016622676715939,0.0,1.1913760158200224,0.00018009997438639402,0.17114170000422746
20320915,HistoryMargin-ModeShift,33,107,cutin_braking,False,False,False,False,True,2.7053437793534045,1.6126048521448957,0.10146152454324853,0.0001781000755727291,0.5726610000710934
20320915,HistoryMargin-ModeShift,34,8,fast_intrusion,False,True,False,True,True,0.7314806051616757,0.690668335364423,0.695905823120899,0.00018319999799132347,0.5718834999715909
20320915,HistoryMargin-ModeShift,35,97,cutin_braking,False,False,False,False,True,3.670860470932547,1.9184717627294616,0.07354082990443615,0.00023509992752224207,0.5659623000537977
20320915,HistoryMargin-ModeShift,36,36,fast_intrusion,False,True,False,True,True,1.2839203549536824,1.8027334908532626,0.6629571798863028,0.0001775000710040331,0.579075500019826
20320915,HistoryMargin-ModeShift,37,62,fast_intrusion,False,True,False,True,True,0.7146944496556276,0.47068273755598844,0.6970050641285146,0.0001860000193119049,0.5859770000679418
20320915,HistoryMargin-ModeShift,38,70,cutin_braking,False,True,False,True,True,1.4391514941901704,1.6220542261578075,0.6547396075815414,0.00017959997057914734,0.5682272999547422
20320915,HistoryMargin-ModeShift,39,64,cutin_braking,True,False,True,True,False,0.780681467817676,0.0,1.1927191141869895,0.0001838000025600195,0.13048320007510483
20320915,HistoryMargin-ModeShift,40,81,cutin_braking,False,False,False,False,True,11.024197465950012,1.981591903586009,0.006339046920882492,0.00018100009765475988,0.5770018000621349
20320915,HistoryMargin-ModeShift,41,20,fast_intrusion,False,True,False,True,True,1.4034559841669283,1.8469102961703379,0.6565917744747678,0.00019010005053132772,0.56117850006558
20320915,HistoryMargin-ModeShift,42,117,cutin_braking,False,False,False,False,True,2.837615843276372,1.817914363094943,0.09708520258330997,0.00018489989452064037,0.5778289999580011
20320915,HistoryMargin-ModeShift,43,38,fast_intrusion,False,True,False,True,True,0.8352887479060455,0.25449714276786717,0.6892428924540628,0.00018179998733103275,0.5631282000103965
20320915,HistoryMargin-ModeShift,44,32,fast_intrusion,False,False,False,False,True,1.5285341678809987,1.715192664738684,0.15019726476853498,0.00018789991736412048,0.5738170000258833
20320915,HistoryMargin-ModeShift,45,94,cutin_braking,False,False,False,False,True,2.726188784672529,1.9262634577259696,0.10075897945619783,0.00018010009080171585,0.5642906000139192
20320915,HistoryMargin-ModeShift,46,91,cutin_braking,False,False,False,False,True,13.852577833538422,1.9619147737889058,0.0024693006511171314,0.00018690002616494894,0.5940821000840515
20320915,HistoryMargin-ModeShift,47,52,fast_intrusion,False,False,False,False,True,2.239231820983916,1.9706898369504826,0.11851627712746052,0.0001898000482469797,0.5711940999608487
20320915,HistoryMargin-ModeShift,48,98,cutin_braking,False,False,False,False,True,1.613456286866988,1.5567863019990986,0.1460051880364524,0.0001873000292107463,0.5805433000205085
20320915,HistoryMargin-ModeShift,49,302,slow_lead_following,False,True,False,True,True,1.3691755305868072,1.5711002068508733,0.6583913824749734,0.0001824999926611781,0.580828900099732
20320915,HistoryMargin-ModeShift,50,294,slow_lead_following,False,True,False,True,True,1.361522037816255,1.4061770110503022,0.6587959807874715,0.00018550001550465822,0.585230499971658
