seed,method,query,index,mode,ego_collision,near_miss,background_collision,event,completed,min_ttc,min_clearance,response,selection_seconds,elapsed_seconds
20321020,ModeQuantile-Static,1,6,fast_intrusion,False,True,False,True,True,0.5878063043505086,0.6520305061929839,0.7055163274473666,9.169999975711107e-05,0.5743730999529362
20321020,ModeQuantile-Static,2,78,cutin_braking,True,False,True,True,False,0.4657868580913248,0.0,1.2140476453004556,0.00012799992691725492,0.1484696000115946
20321020,ModeQuantile-Static,3,162,lead_braking,False,True,False,True,True,1.1466739822353722,1.2193422738730206,0.6705854351451257,0.00012509990483522415,0.5720938999438658
20321020,ModeQuantile-Static,4,210,stop_and_go,False,True,False,True,True,1.3329530778846415,1.5892105606233162,0.6603154160898866,0.00013160007074475288,0.553055000025779
20321020,ModeQuantile-Static,5,309,slow_lead_following,False,True,False,True,True,1.1283549514381999,1.5149261207386353,0.6716302752548595,0.00013529998250305653,0.5490811000345275
20321020,ModeQuantile-Static,6,138,lead_braking,False,False,False,False,True,1.727551076014882,1.7132373047541118,0.1405566428083163,0.00016960001084953547,0.5481537999585271
20321020,ModeQuantile-Static,7,114,cutin_braking,False,True,False,True,True,0.49107555984593626,0.23554599431495782,0.7122508998121825,0.00013890000991523266,0.5700268000364304
20321020,ModeQuantile-Static,8,311,slow_lead_following,False,True,False,True,True,1.1723067865300585,0.9446402761934096,0.6691341165107374,0.00012470001820474863,0.5569267000537366
20321020,ModeQuantile-Static,9,8,fast_intrusion,True,False,True,True,False,0.6261184176528907,0.0,1.2029084269798194,0.00012949993833899498,0.1338063000002876
20321020,ModeQuantile-Static,10,246,stop_and_go,False,False,False,False,True,1.9029353472364412,1.5136952350126722,0.1325750811925219,0.00012510002125054598,0.577209800016135
20321020,ModeQuantile-Static,11,158,lead_braking,False,False,False,False,True,1.819059248833156,1.7744317791399926,0.13633401057673417,7.24999699741602e-05,0.571641500107944
20321020,ModeQuantile-Static,12,116,cutin_braking,True,False,True,True,False,0.5444189445038901,0.004297309701334432,1.2085101948821944,7.1900081820786e-05,0.1420164000010118
20321020,ModeQuantile-Static,13,283,slow_lead_following,False,True,False,True,True,1.269989192184886,1.5442274165912773,0.6637156672909879,7.6299998909235e-05,0.5611796999583021
20321020,ModeQuantile-Static,14,18,fast_intrusion,False,True,False,True,True,1.0393277388660507,1.6447782141900473,0.6767998564449444,7.129996083676815e-05,0.5656842000316828
20321020,ModeQuantile-Static,15,228,stop_and_go,False,False,False,False,True,2.9806671554413118,1.9745160763195677,0.09256445377005473,7.469998672604561e-05,0.558822000049986
20321020,ModeQuantile-Static,16,140,lead_braking,False,False,False,False,True,4.206025462643711,1.9604563633604868,0.061525543516540875,7.650000043213367e-05,0.5641250000335276
20321020,ModeQuantile-Static,17,126,cutin_braking,True,False,True,True,False,0.499802497532382,0.0005691821437494999,1.2116343635337143,7.619999814778566e-05,0.16946899995673448
20321020,ModeQuantile-Static,18,263,slow_lead_following,False,True,False,True,True,1.468898728980311,0.9516856687103413,0.6532128311745176,7.059995550662279e-05,0.5570126998936757
20321020,ModeQuantile-Static,19,28,fast_intrusion,True,False,True,True,False,0.6305285932901106,0.0,1.2026103588552108,8.460006210952997e-05,0.09948600002098829
20321020,ModeQuantile-Static,20,226,stop_and_go,False,False,False,False,True,2.0764580577698513,1.7817742361113154,0.12512437366380283,6.909994408488274e-05,0.5557615000288934
20321020,ModeQuantile-Static,21,154,lead_braking,False,False,False,False,True,4.013909541041912,1.8923300428013838,0.06559444882821161,7.140007801353931e-05,0.5650030999677256
20321020,ModeQuantile-Static,22,86,cutin_braking,True,False,True,True,False,0.5180019376329871,0.0,1.2103543743329226,7.209996692836285e-05,0.17826629988849163
20321020,ModeQuantile-Static,23,307,slow_lead_following,False,False,False,False,True,1.5515687088424115,1.5237170230412076,0.1490484391750589,7.24999699741602e-05,0.577648000093177
20321020,ModeQuantile-Static,24,30,fast_intrusion,False,True,False,True,True,0.7766936314838451,1.0152971172459964,0.6929754619566604,7.16999638825655e-05,0.5927636999404058
20321020,ModeQuantile-Static,25,204,stop_and_go,False,False,False,False,True,2.4320949218512715,1.9338878724713024,0.11113688175839188,7.509998977184296e-05,0.5761722000315785
20321020,ModeQuantile-Static,26,174,lead_braking,False,False,False,False,True,2.832940448295643,1.9121263197654341,0.09723662443511003,7.27999722585082e-05,0.5861307999584824
20321020,ModeQuantile-Static,27,124,cutin_braking,True,False,True,True,False,0.5964962653012397,0.03341722234168279,1.204921879198275,8.120003622025251e-05,0.1450619000243023
